GEO_ID,C08524_001E,C08524_001M,C08524_002E,C08524_002M,C08524_003E,C08524_003M,C08524_004E,C08524_004M,C08524_005E,C08524_005M,C08524_006E,C08524_006M,C08524_007E,C08524_007M,C08524_008E,C08524_008M,C08524_009E,C08524_009M,C08524_010E,C08524_010M,C08524_011E,C08524_011M,C08524_012E,C08524_012M,C08524_013E,C08524_013M,C08524_014E,C08524_014M,C08524_015E,C08524_015M,C08524_016E,C08524_016M,C08524_017E,C08524_017M,C08524_018E,C08524_018M,C08524_019E,C08524_019M,C08524_020E,C08524_020M,C08524_021E,C08524_021M,C08524_022E,C08524_022M,C08524_023E,C08524_023M,C08524_024E,C08524_024M,C08524_025E,C08524_025M,C08524_026E,C08524_026M,C08524_027E,C08524_027M,C08524_028E,C08524_028M,C08524_029E,C08524_029M,C08524_030E,C08524_030M,C08524_031E,C08524_031M,C08524_032E,C08524_032M,C08524_033E,C08524_033M,C08524_034E,C08524_034M,C08524_035E,C08524_035M,C08524_036E,C08524_036M,C08524_037E,C08524_037M,C08524_038E,C08524_038M,C08524_039E,C08524_039M,C08524_040E,C08524_040M,C08524_041E,C08524_041M,C08524_042E,C08524_042M,NAME,C08524_001EA,C08524_001MA,C08524_002MA,C08524_002EA,C08524_003MA,C08524_003EA,C08524_004MA,C08524_004EA,C08524_005MA,C08524_005EA,C08524_006EA,C08524_006MA,C08524_007MA,C08524_007EA,C08524_008MA,C08524_008EA,C08524_009EA,C08524_009MA,C08524_010MA,C08524_010EA,C08524_011MA,C08524_011EA,C08524_012EA,C08524_012MA,C08524_013MA,C08524_013EA,C08524_014MA,C08524_014EA,C08524_015MA,C08524_015EA,C08524_016EA,C08524_016MA,C08524_017EA,C08524_017MA,C08524_018EA,C08524_018MA,C08524_019EA,C08524_019MA,C08524_020EA,C08524_020MA,C08524_021MA,C08524_021EA,C08524_022EA,C08524_022MA,C08524_023EA,C08524_023MA,C08524_024EA,C08524_024MA,C08524_025EA,C08524_025MA,C08524_026MA,C08524_026EA,C08524_027MA,C08524_027EA,C08524_028EA,C08524_028MA,C08524_029EA,C08524_029MA,C08524_030EA,C08524_030MA,C08524_031EA,C08524_031MA,C08524_032MA,C08524_032EA,C08524_033MA,C08524_033EA,C08524_034EA,C08524_034MA,C08524_035EA,C08524_035MA,C08524_036MA,C08524_036EA,C08524_037MA,C08524_037EA,C08524_038MA,C08524_038EA,C08524_039EA,C08524_039MA,C08524_040EA,C08524_040MA,C08524_041EA,C08524_041MA,C08524_042MA,C08524_042EA,state
0400000US01,1916877,16226,613122,13441,319502,9661,482342,13074,199739,7198,294801,10202,7371,1485,1618851,17986,533154,13331,260602,8097,424378,12301,150088,6521,245285,9302,5344,1488,192542,9035,44549,3410,38296,3771,35165,3201,38836,3924,35455,4025,241,215,7463,1907,1686,839,3727,1211,982,547,246,217,822,374,0,273,42239,3521,10317,1637,8773,1537,8414,1600,5739,1428,7510,1447,1486,644,55782,4508,23416,2441,8104,1584,13403,1663,4830,1324,5729,1465,300,246,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352044,6246,120064,4659,60058,4007,77383,4485,44371,4287,41866,2789,8302,1688,232190,5902,84337,4139,37767,3000,54811,4167,26825,2813,22281,2371,6169,1473,46425,4348,14608,1947,8589,1745,10801,2132,6536,1706,4915,1108,976,508,4244,1067,771,363,1148,553,1192,673,563,367,570,345,0,273,50380,3443,14143,1802,8762,1261,6941,1347,8091,1450,11819,1837,624,535,18805,3141,6205,1302,3792,1038,3638,1155,2356,760,2281,931,533,1056,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2600823,20960,920792,15898,499226,14654,699121,14423,233009,8506,240831,10466,7844,1661,1990105,19952,714048,14222,361158,11006,545498,12001,179339,7300,184706,8972,5356,1567,303210,11319,94094,6048,71383,6179,71243,5645,33330,3688,32161,3886,999,717,45794,4266,9896,1659,13400,2256,14051,2173,3599,1179,4848,1435,0,273,110825,6695,33142,2821,32021,3426,23651,2717,8943,2000,11645,2225,1423,1452,150889,6705,69612,4549,21264,3331,44678,3905,7798,1698,7471,1779,66,107,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223069,12450,374640,8674,214623,6747,295135,9125,132844,6105,203910,7341,1917,729,1003617,12336,315219,8226,164544,6407,250439,8405,102436,5078,169234,6669,1745,702,138865,6039,34947,3392,30933,3341,26211,2684,22330,2609,24272,2423,172,171,5633,1628,1419,855,1703,844,1371,620,341,369,799,481,0,273,38695,4382,9082,1548,9219,1835,8771,2277,4463,1361,7160,1425,0,273,36259,3465,13973,1860,8224,2012,8343,1599,3274,936,2445,695,0,273,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15926651,47686,5786474,38750,2891120,33960,3985191,30185,1487947,23782,1704906,23999,71013,5128,11656106,49778,4384717,37187,1927900,26718,3017562,27907,1033765,17167,1255202,20124,36960,3341,1832747,24538,518442,12836,362930,11384,407316,11551,292122,12453,244134,9595,7803,1592,818537,17719,254815,8986,225695,9563,203595,8078,42389,4031,90233,5559,1810,1117,794956,17129,245950,7768,203965,9713,168144,7720,80839,6327,82362,4716,13696,2348,824305,17515,382550,11172,170630,8697,188574,7347,38832,3261,32975,2940,10744,3597,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2417222,16499,949451,14037,410569,11678,598291,12394,225911,8053,214830,8095,18170,2162,1827849,17445,721822,12598,301297,9815,463990,10365,163781,7355,166883,7312,10076,1616,242244,10488,74758,4275,43603,3877,51831,4022,42436,4006,28715,3228,901,595,70619,4737,23728,2416,20799,2711,17572,2390,3411,1155,5000,1195,109,134,121378,6627,43934,3342,27623,3419,25776,2940,9032,1986,8067,1555,6946,1616,155132,7501,85209,5000,17247,2356,39122,3482,7251,1283,6165,1864,138,130,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1696736,11314,677871,12063,309097,10685,417547,10084,125393,6098,162390,6726,4438,1057,1366668,13478,567935,11830,228618,8171,338093,9393,101055,5131,128956,5453,2011,687,137517,6829,37832,3348,33692,3686,30019,2468,17009,2776,18610,2924,355,318,59778,5478,15140,2595,18847,2954,16652,2190,1316,705,7823,1709,0,273,65558,4703,20498,2984,20059,3303,15701,2111,3321,1115,4612,1050,1367,904,67215,4129,36466,2728,7881,1489,17082,2103,2692,926,2389,677,705,600,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,412806,8922,162863,7112,70300,4664,104040,5243,36535,2974,38022,3605,1046,437,337223,8567,137671,5952,53962,3797,85707,4562,29677,2931,29235,3061,971,422,36609,3271,11269,1700,8228,1494,8638,1524,4059,966,4340,1019,75,113,10651,2004,2423,991,2296,747,3446,1100,854,688,1632,858,0,273,13561,2091,4148,909,3974,1309,2971,898,926,505,1542,1175,0,273,14762,1986,7352,1324,1840,599,3278,821,1019,442,1273,645,0,273,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,784987,13175,475116,8590,115747,7524,128295,5587,31630,2914,28999,3398,5200,1582,348253,8747,203361,6656,54316,4184,52089,3967,17940,2300,17647,2587,2900,910,84560,5382,51331,4295,11415,1907,13468,1939,5524,1500,1958,895,864,452,282506,9040,174945,5632,40829,4249,52598,4338,6624,1445,7064,1350,446,436,54798,4524,36070,3734,7231,1424,7796,1530,1542,850,2029,774,130,155,14870,2071,9409,1556,1956,848,2344,815,0,273,301,369,860,719,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7821529,28945,2597092,25095,1598252,20809,2181947,27157,719571,18467,693994,14287,30673,2612,6259890,33694,2145657,22745,1216147,18343,1796421,25188,528494,14198,559065,12965,14106,2344,754965,18840,200010,9101,187115,9724,184003,8720,110424,8099,71636,4847,1777,799,158874,10822,23786,2986,58782,5376,38023,3770,24104,6869,13545,2359,634,829,284969,13441,62918,5660,91481,7096,61958,4574,32082,3858,33063,3462,3467,1346,362831,11267,164721,6879,44727,5045,101542,5780,24467,3536,16685,2849,10689,2156,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
