GEO_ID,B25073_001E,B25073_001M,B25073_002E,B25073_002M,B25073_003E,B25073_003M,B25073_004E,B25073_004M,B25073_005E,B25073_005M,B25073_006E,B25073_006M,B25073_007E,B25073_007M,B25073_008E,B25073_008M,B25073_009E,B25073_009M,B25073_010E,B25073_010M,B25073_011E,B25073_011M,B25073_012E,B25073_012M,B25073_013E,B25073_013M,B25073_014E,B25073_014M,B25073_015E,B25073_015M,B25073_016E,B25073_016M,B25073_017E,B25073_017M,B25073_018E,B25073_018M,B25073_019E,B25073_019M,B25073_020E,B25073_020M,B25073_021E,B25073_021M,B25073_022E,B25073_022M,B25073_023E,B25073_023M,B25073_024E,B25073_024M,B25073_025E,B25073_025M,B25073_026E,B25073_026M,B25073_027E,B25073_027M,B25073_028E,B25073_028M,B25073_029E,B25073_029M,B25073_030E,B25073_030M,B25073_031E,B25073_031M,B25073_032E,B25073_032M,B25073_033E,B25073_033M,B25073_034E,B25073_034M,B25073_035E,B25073_035M,B25073_036E,B25073_036M,B25073_037E,B25073_037M,B25073_038E,B25073_038M,B25073_039E,B25073_039M,B25073_040E,B25073_040M,B25073_041E,B25073_041M,B25073_042E,B25073_042M,B25073_043E,B25073_043M,B25073_044E,B25073_044M,B25073_045E,B25073_045M,B25073_046E,B25073_046M,B25073_047E,B25073_047M,B25073_048E,B25073_048M,B25073_049E,B25073_049M,B25073_050E,B25073_050M,NAME,B25073_001MA,B25073_001EA,B25073_002EA,B25073_002MA,B25073_003MA,B25073_003EA,B25073_004MA,B25073_004EA,B25073_005EA,B25073_005MA,B25073_006MA,B25073_006EA,B25073_007EA,B25073_007MA,B25073_008EA,B25073_008MA,B25073_009MA,B25073_009EA,B25073_010EA,B25073_010MA,B25073_011EA,B25073_011MA,B25073_012MA,B25073_012EA,B25073_013EA,B25073_013MA,B25073_014MA,B25073_014EA,B25073_015MA,B25073_015EA,B25073_016MA,B25073_016EA,B25073_017MA,B25073_017EA,B25073_018EA,B25073_018MA,B25073_019EA,B25073_019MA,B25073_020MA,B25073_020EA,B25073_021MA,B25073_021EA,B25073_022EA,B25073_022MA,B25073_023MA,B25073_023EA,B25073_024EA,B25073_024MA,B25073_025MA,B25073_025EA,B25073_026MA,B25073_026EA,B25073_027MA,B25073_027EA,B25073_028MA,B25073_028EA,B25073_029EA,B25073_029MA,B25073_030EA,B25073_030MA,B25073_031MA,B25073_031EA,B25073_032MA,B25073_032EA,B25073_033EA,B25073_033MA,B25073_034EA,B25073_034MA,B25073_035EA,B25073_035MA,B25073_036MA,B25073_036EA,B25073_037MA,B25073_037EA,B25073_038EA,B25073_038MA,B25073_039EA,B25073_039MA,B25073_040EA,B25073_040MA,B25073_041MA,B25073_041EA,B25073_042EA,B25073_042MA,B25073_043MA,B25073_043EA,B25073_044MA,B25073_044EA,B25073_045EA,B25073_045MA,B25073_046EA,B25073_046MA,B25073_047MA,B25073_047EA,B25073_048EA,B25073_048MA,B25073_049MA,B25073_049EA,B25073_050MA,B25073_050EA,state
0400000US01,542306,10228,224215,7713,41202,4081,20967,2137,17545,1997,15952,2015,82380,4364,46169,4006,82591,4947,17541,2355,8627,1699,8647,1778,8278,1826,33415,3487,6083,1240,115816,5730,25937,3104,14985,2305,12716,2233,10328,1897,46725,3872,5125,1408,27039,2543,6837,1768,3936,1195,3130,1067,1405,673,10890,1954,841,463,22815,2269,4745,968,1505,544,3314,775,2898,964,9436,1542,917,540,69007,4260,14246,1994,4050,980,4962,1181,4008,1136,26929,2760,14812,2306,823,559,86,146,0,273,234,318,0,273,503,420,0,273,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,91825,3849,34779,3120,8426,1516,4207,1123,2996,897,2695,831,9098,1583,7357,1312,23216,2182,5487,1015,2884,864,3109,833,1428,582,8629,1441,1679,696,18541,2413,4726,1088,1468,569,1941,746,2217,810,6802,1526,1387,629,7736,1430,1800,693,876,554,1160,567,464,338,3320,920,116,114,3388,965,820,469,454,362,443,366,374,297,1267,577,30,33,4083,1131,572,328,553,378,165,176,287,365,1549,754,957,555,82,96,15,25,0,246,0,246,0,246,0,246,67,93,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,811112,13574,344260,10700,69658,4219,42555,3851,35436,3412,31884,3726,129253,6456,35474,2856,89650,5441,18609,2572,11072,1780,10216,1705,8381,1595,36144,3529,5228,1440,187079,7359,40501,4054,22711,3035,21562,2787,18034,2386,75550,5425,8721,1948,57753,4019,12832,2068,5995,1679,5998,1436,5234,1453,25233,2976,2461,977,86014,5386,17849,2469,9561,1459,9171,1455,6689,1154,40055,3756,2689,733,44927,3651,8920,1910,4098,1219,2930,946,2843,996,18291,3020,7845,1576,1429,711,56,71,0,305,499,443,55,90,535,306,284,399,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,363334,8761,162064,5197,36610,3333,16746,2200,15893,2089,10978,1559,51027,3694,30810,2961,64689,4702,14741,2745,8043,1551,7536,1654,6978,1303,25361,2894,2030,682,71221,4512,16736,2202,8559,1741,9369,1957,5632,1505,28061,2882,2864,876,12063,1834,1929,787,1208,654,1246,508,1220,612,5526,1338,934,530,13504,1845,2729,824,1294,524,2040,709,780,425,5793,1303,868,455,39518,3613,8426,1412,3692,964,2587,992,2152,687,13995,1942,8666,1435,275,264,148,223,0,273,0,273,0,273,0,273,127,125,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5503300,25377,2007366,21171,349586,9700,226992,8922,208094,8321,174136,8702,896834,16915,151724,6020,858622,15788,170489,7117,97583,5633,94376,5180,80294,4617,394953,10571,20927,2161,1244049,18426,237565,8309,148482,6181,141189,6174,111030,5641,570423,14346,35360,4145,562070,10399,109506,5168,62350,4355,61409,4248,51061,3453,256603,8038,21141,2666,709841,11243,125230,5970,68699,3482,90295,5295,69728,4386,330039,10163,25850,2877,114778,6545,22663,2556,11300,2007,10099,1814,7094,1449,48706,3693,14916,2410,6574,1351,1101,661,384,326,574,433,158,252,2976,818,1381,559,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,667793,12023,239336,8225,51145,4078,30416,3272,25394,2301,19869,2454,90975,5139,21537,1945,82391,5133,14365,2113,11352,1940,10276,1948,7125,1396,35112,2966,4161,1388,165011,6177,36632,2905,20058,2376,17631,2199,14812,2096,69971,4060,5907,1336,85849,3904,19136,2282,9662,2036,10267,1852,9210,1757,32731,2914,4843,1476,73307,3106,15399,1759,7919,1382,10645,1431,5848,1141,31635,2618,1861,670,21800,2307,4831,1181,2525,856,1522,696,930,475,9006,1515,2986,862,99,108,0,279,0,279,0,279,0,279,25,32,74,115,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,435192,8295,77580,4207,17255,2213,7492,1332,7185,1151,5219,1152,28799,2436,11630,1688,173783,6479,34482,3103,21344,2335,17318,2250,13465,2264,79517,4479,7657,1328,86680,5124,18304,2550,11091,1751,10368,1627,7571,1412,35956,3600,3390,1117,41726,2996,8771,1546,3889,1030,5791,1306,3203,838,18643,2277,1429,653,53844,3711,9885,1552,6384,1269,9376,1462,6788,1383,20067,2082,1344,537,1378,592,73,127,429,450,75,127,239,206,362,223,200,195,201,334,0,281,0,281,201,334,0,281,0,281,0,281,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,88881,3899,35906,3210,6804,1472,3518,980,4229,1174,3111,796,14146,2290,4098,991,11235,1699,1755,696,1001,611,926,460,876,486,6214,1276,463,367,25614,2670,4330,1162,4325,1302,2272,881,3784,1143,9571,1754,1332,582,4919,1256,1286,736,389,323,875,541,368,238,1914,795,87,105,6718,1151,1384,537,641,322,1228,541,620,401,2551,871,294,215,4489,1285,462,255,973,644,346,258,474,402,1635,621,599,408,0,265,0,265,0,265,0,265,0,265,0,265,0,265,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,145195,4932,23773,2487,4128,917,2849,958,1876,722,2216,763,9737,1587,2967,1015,18960,1852,3325,927,2856,848,1568,549,2005,817,8380,1870,826,463,34359,3068,10611,1832,3866,1003,3344,921,2202,745,13005,1751,1331,534,14876,1800,4116,1126,1714,657,1532,687,1196,589,5642,1172,676,505,53076,3408,12241,1716,6933,1354,5982,1281,4633,1030,19883,2322,3404,1088,45,76,0,292,0,292,0,292,0,292,45,76,0,292,106,179,0,292,0,292,106,179,0,292,0,292,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2240938,20709,796771,15997,112601,6261,86070,4914,80290,5252,66047,4414,361574,10923,90189,5688,309258,8923,45704,3656,30039,3043,33390,3170,31874,3256,150661,6346,17590,2792,511414,11130,79445,5850,61592,4658,56645,4769,48376,4095,243286,7763,22070,2565,235294,8451,37765,4131,27059,3237,22855,3212,21789,2712,114801,5595,11025,1864,248775,8012,38806,3014,24618,2797,31758,2723,22280,2215,116902,5214,14411,2105,136780,6925,23324,3169,14351,2418,9583,1664,9731,1929,58391,4606,21400,2517,2646,941,393,456,65,107,235,240,548,470,573,517,832,550,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
