GEO_ID,B25073_001E,B25073_001M,B25073_002E,B25073_002M,B25073_003E,B25073_003M,B25073_004E,B25073_004M,B25073_005E,B25073_005M,B25073_006E,B25073_006M,B25073_007E,B25073_007M,B25073_008E,B25073_008M,B25073_009E,B25073_009M,B25073_010E,B25073_010M,B25073_011E,B25073_011M,B25073_012E,B25073_012M,B25073_013E,B25073_013M,B25073_014E,B25073_014M,B25073_015E,B25073_015M,B25073_016E,B25073_016M,B25073_017E,B25073_017M,B25073_018E,B25073_018M,B25073_019E,B25073_019M,B25073_020E,B25073_020M,B25073_021E,B25073_021M,B25073_022E,B25073_022M,B25073_023E,B25073_023M,B25073_024E,B25073_024M,B25073_025E,B25073_025M,B25073_026E,B25073_026M,B25073_027E,B25073_027M,B25073_028E,B25073_028M,B25073_029E,B25073_029M,B25073_030E,B25073_030M,B25073_031E,B25073_031M,B25073_032E,B25073_032M,B25073_033E,B25073_033M,B25073_034E,B25073_034M,B25073_035E,B25073_035M,B25073_036E,B25073_036M,B25073_037E,B25073_037M,B25073_038E,B25073_038M,B25073_039E,B25073_039M,B25073_040E,B25073_040M,B25073_041E,B25073_041M,B25073_042E,B25073_042M,B25073_043E,B25073_043M,B25073_044E,B25073_044M,B25073_045E,B25073_045M,B25073_046E,B25073_046M,B25073_047E,B25073_047M,B25073_048E,B25073_048M,B25073_049E,B25073_049M,B25073_050E,B25073_050M,NAME,B25073_001MA,B25073_001EA,B25073_002EA,B25073_002MA,B25073_003MA,B25073_003EA,B25073_004MA,B25073_004EA,B25073_005EA,B25073_005MA,B25073_006MA,B25073_006EA,B25073_007EA,B25073_007MA,B25073_008EA,B25073_008MA,B25073_009MA,B25073_009EA,B25073_010EA,B25073_010MA,B25073_011EA,B25073_011MA,B25073_012MA,B25073_012EA,B25073_013EA,B25073_013MA,B25073_014MA,B25073_014EA,B25073_015MA,B25073_015EA,B25073_016MA,B25073_016EA,B25073_017MA,B25073_017EA,B25073_018EA,B25073_018MA,B25073_019EA,B25073_019MA,B25073_020MA,B25073_020EA,B25073_021MA,B25073_021EA,B25073_022EA,B25073_022MA,B25073_023MA,B25073_023EA,B25073_024EA,B25073_024MA,B25073_025MA,B25073_025EA,B25073_026MA,B25073_026EA,B25073_027MA,B25073_027EA,B25073_028MA,B25073_028EA,B25073_029EA,B25073_029MA,B25073_030EA,B25073_030MA,B25073_031MA,B25073_031EA,B25073_032MA,B25073_032EA,B25073_033EA,B25073_033MA,B25073_034EA,B25073_034MA,B25073_035EA,B25073_035MA,B25073_036MA,B25073_036EA,B25073_037MA,B25073_037EA,B25073_038EA,B25073_038MA,B25073_039EA,B25073_039MA,B25073_040EA,B25073_040MA,B25073_041MA,B25073_041EA,B25073_042EA,B25073_042MA,B25073_043MA,B25073_043EA,B25073_044MA,B25073_044EA,B25073_045EA,B25073_045MA,B25073_046EA,B25073_046MA,B25073_047MA,B25073_047EA,B25073_048EA,B25073_048MA,B25073_049MA,B25073_049EA,B25073_050MA,B25073_050EA,state
0400000US13,1178255,14458,462723,11625,89231,5436,48551,4122,40088,3575,33356,3335,187146,8440,64351,4191,158539,6471,27440,2837,14439,1912,16099,2535,17848,2530,72886,4470,9827,1828,293983,9014,60483,4622,39468,3308,33225,3042,24694,2546,122385,5541,13728,2328,77797,4622,17937,2478,9877,1773,10113,1930,5487,1441,30121,3354,4262,1249,80343,4461,18372,2257,8927,1436,10232,1474,8219,1515,31414,2703,3179,1209,104408,5004,23051,2329,7870,1758,9532,1797,6803,1481,36510,3595,20642,2200,462,340,105,194,36,71,0,300,0,300,0,300,321,285,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,187279,5414,83154,3790,16530,2139,7228,1424,7240,1143,6157,1206,34882,2833,11117,1656,25511,2340,5598,1317,2927,825,2254,608,1710,701,11925,1956,1097,544,29863,3082,5594,1181,4524,1390,3783,1192,3031,1035,11909,2091,1022,498,15351,1947,2759,900,1958,951,1597,652,1314,696,6976,1360,747,390,32919,2838,5535,1195,4078,1188,3247,880,3009,1064,14763,2012,2287,749,481,467,30,53,0,275,0,275,46,74,405,434,0,275,0,275,0,275,0,275,0,275,0,275,0,275,0,275,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,175177,5242,80506,4180,20843,2336,9123,1494,6647,1500,5360,1406,28893,2483,9640,1510,37344,3716,9352,1568,4712,1259,4232,1070,2979,878,15442,2230,627,385,24126,2580,5407,1355,2503,833,3123,885,1993,812,9748,1677,1352,804,8555,1498,1118,579,704,506,1261,499,1550,693,3922,1103,0,267,11619,1696,1930,962,1256,625,1139,589,1844,761,5067,1151,383,434,12711,1952,2221,693,1848,660,1467,690,747,455,4599,1320,1829,551,316,459,299,459,0,267,0,267,0,267,0,267,17,29,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1533519,13202,407826,9654,92898,5236,46852,3478,35564,3316,30881,2942,150590,5543,51041,3254,399125,8994,88325,4833,48070,3029,37742,3343,34419,2740,167157,5457,23412,3201,372186,9488,84912,5061,45118,3748,40123,3419,31062,2944,154547,6106,16424,2370,114484,5423,23235,2530,13194,2012,12154,1723,10054,1677,50874,3013,4973,1163,212846,7042,42915,3174,25038,2814,24508,2608,20395,2499,87872,4425,12118,1846,26329,2584,7758,1385,2312,676,2250,730,1541,622,8920,1526,3548,951,723,542,359,417,0,267,120,197,68,114,176,254,0,267,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,734154,9897,298895,8331,62859,4000,36773,2867,27711,2901,19708,2368,109451,5196,42393,3630,119783,5336,25229,2765,16384,1883,13936,2009,10309,1558,46871,3607,7054,1466,187533,6428,41597,3078,22763,2541,19148,2666,17259,1998,78452,4560,8314,1506,51111,3234,11565,1617,5238,1269,6944,1552,4708,1260,20456,2499,2200,849,44577,2956,7867,1294,5211,1052,6922,1512,4733,962,18120,2063,1724,621,32075,2925,8711,1595,2884,906,2543,735,2401,837,10309,1529,5227,1158,180,174,0,267,0,267,70,118,0,267,56,94,54,89,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,338155,6728,129559,5534,38190,2849,15648,1723,11030,1716,7821,1390,37231,3221,19639,1611,60737,3989,19538,2036,7332,1274,6151,1047,4959,1149,20888,2064,1869,583,82426,4341,22988,2084,9691,1759,8804,1604,6015,1270,32513,2642,2415,858,36856,3107,8058,1256,4509,1143,4524,1126,3887,1066,15230,2046,648,363,19882,2014,4553,1078,1757,546,2567,685,1890,631,8626,1498,489,338,8646,1525,1773,657,714,415,692,301,485,338,3365,922,1617,552,49,84,49,84,0,228,0,228,0,228,0,228,0,228,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,351751,6919,155629,6393,40154,3123,20862,2462,14610,2030,10995,1774,50298,3673,18710,2048,60135,3574,14713,2107,8430,1641,8469,1740,4366,983,21446,2306,2711,898,74706,3855,21601,2235,10232,1700,8433,1371,7270,1533,24359,2828,2811,991,24523,2852,4924,1100,3642,1062,2904,947,1406,593,10017,2072,1630,808,22593,2219,5446,1275,2690,744,3181,878,2075,663,8511,1459,690,429,14165,1913,3702,899,1117,462,1462,634,765,432,5555,1339,1564,578,0,248,0,248,0,248,0,248,0,248,0,248,0,248,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,528056,11015,206814,7029,48456,4235,18887,2205,19182,2543,13651,2064,68046,4362,38592,3014,100150,5095,26031,2596,11747,1709,10769,1763,11325,1921,36536,3465,3742,1143,118955,5978,31254,2956,15509,2239,13756,2271,9183,1679,43998,3972,5255,1552,22216,2555,5033,1218,2480,792,2743,835,1922,696,8365,1634,1673,616,23976,2214,5353,1201,2521,832,3924,882,2129,718,9044,1355,1005,465,55368,3825,10565,1618,3498,1086,3730,973,3137,940,23107,2333,11331,1817,577,443,320,391,0,271,0,271,64,112,193,210,0,271,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,548318,11587,224441,6885,45330,3659,21652,2383,17800,2039,12759,1949,82916,4831,43984,2736,118067,5248,26072,2885,11591,1773,12386,1848,12407,2013,48771,3407,6840,1745,93976,4869,21323,2985,10799,1740,8633,1964,10286,2015,38562,4064,4373,1022,24938,2752,5871,1394,1935,767,2482,941,2606,831,10475,1600,1569,829,31941,2575,7408,1288,4242,1109,4175,1077,3307,920,11519,1649,1290,706,54628,4210,12866,2207,4594,1256,3827,1203,4216,1109,16656,2271,12469,1722,327,274,42,76,74,121,0,281,0,281,25,42,186,225,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,149022,5676,41531,3531,12172,1845,3957,944,3613,890,2465,722,10818,1597,8506,1278,49365,3748,10703,1675,6214,1348,6698,1358,4608,1130,18955,2066,2187,713,28782,3001,5255,1253,4203,1178,3676,977,3256,798,11654,1602,738,439,9891,1435,1583,572,1252,608,1892,689,1002,529,4090,1054,72,96,7524,1339,1006,451,864,631,1410,654,1477,603,2671,883,96,114,11611,1723,2754,738,502,352,832,400,758,390,5394,1200,1371,469,318,373,0,230,220,355,21,38,0,230,24,39,53,90,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,701172,11745,252216,9170,52083,4190,31377,3311,25833,3217,20370,2593,97239,5615,25314,3002,66986,4660,13393,2004,7317,1569,7653,1625,7391,1667,29510,3146,1722,691,242599,7130,51464,3868,33194,3341,33634,3597,28299,3431,89872,5105,6136,1341,28154,2992,6148,1468,4552,1208,3654,1202,2434,791,10465,1675,901,647,103752,4314,18066,2306,11466,1495,18006,2240,9931,1707,42601,3563,3682,910,7049,1743,1211,642,470,318,661,532,269,330,2875,906,1563,755,416,333,88,149,0,289,0,289,112,191,157,195,59,99,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,952037,10587,141812,5980,30913,3099,15744,1933,14575,2371,11209,2043,47940,4209,21431,2355,376878,8961,94192,5412,44968,3372,42114,3724,30831,2680,149121,6992,15652,2413,214633,8204,44038,4023,25567,2989,26351,2475,23460,2870,85450,5092,9767,2059,86477,5192,17358,2608,10613,1878,12502,1774,8928,1626,33522,3329,3554,1172,129555,5813,23154,2472,13817,2153,23729,2353,14935,2405,48101,3529,5819,1400,2466,906,572,459,0,285,167,166,360,434,1258,587,109,81,216,216,125,154,0,285,91,150,0,285,0,285,0,285,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
