GEO_ID,B17013_001E,B17013_001M,B17013_002E,B17013_002M,B17013_003E,B17013_003M,B17013_004E,B17013_004M,B17013_005E,B17013_005M,B17013_006E,B17013_006M,B17013_007E,B17013_007M,B17013_008E,B17013_008M,B17013_009E,B17013_009M,B17013_010E,B17013_010M,B17013_011E,B17013_011M,B17013_012E,B17013_012M,B17013_013E,B17013_013M,B17013_014E,B17013_014M,B17013_015E,B17013_015M,B17013_016E,B17013_016M,B17013_017E,B17013_017M,B17013_018E,B17013_018M,B17013_019E,B17013_019M,B17013_020E,B17013_020M,B17013_021E,B17013_021M,B17013_022E,B17013_022M,B17013_023E,B17013_023M,B17013_024E,B17013_024M,B17013_025E,B17013_025M,B17013_026E,B17013_026M,B17013_027E,B17013_027M,B17013_028E,B17013_028M,B17013_029E,B17013_029M,B17013_030E,B17013_030M,B17013_031E,B17013_031M,B17013_032E,B17013_032M,B17013_033E,B17013_033M,B17013_034E,B17013_034M,B17013_035E,B17013_035M,NAME,B17013_001MA,B17013_001EA,B17013_002EA,B17013_002MA,B17013_003MA,B17013_003EA,B17013_004EA,B17013_004MA,B17013_005MA,B17013_005EA,B17013_006MA,B17013_006EA,B17013_007MA,B17013_007EA,B17013_008MA,B17013_008EA,B17013_009EA,B17013_009MA,B17013_010MA,B17013_010EA,B17013_011MA,B17013_011EA,B17013_012MA,B17013_012EA,B17013_013EA,B17013_013MA,B17013_014EA,B17013_014MA,B17013_015MA,B17013_015EA,B17013_016MA,B17013_016EA,B17013_017EA,B17013_017MA,B17013_018MA,B17013_018EA,B17013_019EA,B17013_019MA,B17013_020MA,B17013_020EA,B17013_021EA,B17013_021MA,B17013_022MA,B17013_022EA,B17013_023MA,B17013_023EA,B17013_024MA,B17013_024EA,B17013_025EA,B17013_025MA,B17013_026MA,B17013_026EA,B17013_027EA,B17013_027MA,B17013_028MA,B17013_028EA,B17013_029MA,B17013_029EA,B17013_030EA,B17013_030MA,B17013_031MA,B17013_031EA,B17013_032MA,B17013_032EA,B17013_033EA,B17013_033MA,B17013_034MA,B17013_034EA,B17013_035EA,B17013_035MA,state
0400000US01,1227884,13886,180849,6757,56212,3459,18641,1962,21853,2509,13094,1976,2624,856,124637,6103,16878,2581,8790,1644,6346,1783,1211,593,531,441,107759,4952,36592,3308,56643,4055,12375,1867,2149,808,1047035,12901,812734,12086,396309,7134,334544,9426,74753,4356,7128,1372,234301,7336,62430,4463,37516,3634,22715,2728,1514,611,685,493,171871,6410,94466,4511,67491,4092,8369,1555,1545,657,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170859,4484,12277,1505,3588,812,975,456,1577,586,595,331,441,151,8689,1163,1709,583,896,454,645,404,113,102,55,87,6980,1013,2164,725,4371,934,392,254,53,52,158582,4656,124381,4730,52147,2926,51743,3286,16336,2010,4155,940,34201,2515,12502,1832,6774,1276,4861,1201,784,353,83,75,21699,2139,11240,1715,8415,1193,1690,662,354,176,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1548428,12546,194239,8312,81946,4465,21724,2275,27337,2546,23953,2899,8932,1716,112293,6405,23173,2641,8815,1764,11146,1682,2971,1007,241,206,89120,6024,29056,3779,42722,4022,13022,2132,4320,1084,1354189,11236,1052283,11352,526278,9062,370410,9666,133929,5640,21666,2522,301906,8970,100599,6134,57908,4927,33376,3221,7516,1848,1799,732,201307,6753,96188,4325,86014,5203,16123,2138,2982,970,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761361,9102,107243,4728,37321,2720,12673,1676,14399,1698,7576,1666,2673,912,69922,4568,12037,2148,6848,1561,3425,1058,1197,675,567,467,57885,3869,20023,2277,28672,2797,8055,1553,1135,586,654118,7896,517625,8143,266565,6110,194967,5752,49891,3046,6202,1173,136493,5972,39583,3040,24820,2565,12837,1475,1370,662,556,510,96910,4853,52460,4040,38946,2778,4909,1078,595,360,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8507856,27357,1003305,17807,437443,10169,84388,4609,159224,7212,146468,5745,47363,3479,565862,14438,121378,7334,43318,3957,54482,4249,18561,2478,5017,1266,444484,10980,139950,6837,208839,7268,76192,4960,19503,2320,7504551,26422,5645123,26318,2096725,16917,2438650,22537,917408,14441,192340,7141,1859428,20517,615248,12067,301277,8060,237071,8661,59553,3693,17347,2281,1244180,18019,584913,13152,513103,13138,115010,5522,31154,2499,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1258885,11852,118446,6082,45684,3914,14336,1807,15670,2353,12510,1891,3168,1051,72762,4791,13751,2325,6214,1368,5559,1396,1646,763,332,322,59011,3914,23067,2691,28463,3014,6679,1525,802,500,1140439,10316,913940,10744,430156,7273,366402,7482,104183,4645,13199,1694,226499,6124,76767,4664,46078,3484,25353,2734,4713,1677,623,467,149732,5449,79969,4243,58318,4002,9791,1702,1654,662,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890770,9681,63695,4324,18642,2308,6741,1425,7241,1411,4221,1171,439,243,45053,3592,5956,1524,2765,1104,2821,1025,370,362,0,281,39097,3313,13745,2062,20139,2396,4444,1285,769,455,827075,9311,637987,8316,267791,5892,290034,6584,74086,3846,6076,1252,189088,6835,52369,3990,29151,2609,20293,2986,2546,898,379,308,136719,6555,69299,4240,56090,3958,9586,1760,1744,755,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221233,4976,17881,2221,5527,1251,1487,530,1741,724,1891,868,408,340,12354,1739,1957,722,729,443,953,514,21,38,254,251,10397,1518,3360,767,5914,1420,733,428,390,316,203352,5101,156048,4811,72285,3383,62958,3435,18378,2082,2427,832,47304,3417,12167,1778,7246,1398,4482,1054,439,340,0,265,35137,3242,17946,2303,14946,2200,2139,731,106,113,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101519,4051,14285,1749,1765,604,868,482,223,152,674,394,0,292,12520,1612,1209,562,728,448,176,200,108,133,197,238,11311,1444,4204,1149,4830,1218,1823,642,454,282,87234,3887,55510,2748,28225,2349,22268,1738,4169,1105,848,423,31724,2645,7531,1181,4859,1090,2299,736,373,241,0,292,24193,2321,13130,1739,8700,1577,1834,714,529,310,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4556930,26451,548767,9830,218862,8016,81049,5015,85133,5150,42365,3867,10315,1538,329905,9401,58942,4362,31544,3318,21217,2599,4997,1452,1184,636,270963,8493,94748,4702,133998,6817,35453,2958,6764,1751,4008163,23287,3089022,22163,1598544,18061,1154197,15603,300879,8114,35402,3355,919141,15599,254363,9459,149702,7096,86706,5247,15591,2221,2364,975,664778,11688,347316,9031,263260,8403,47597,4113,6605,1162,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
