GEO_ID,B06008_001E,B06008_001M,B06008_002E,B06008_002M,B06008_003E,B06008_003M,B06008_004E,B06008_004M,B06008_005E,B06008_005M,B06008_006E,B06008_006M,B06008_007E,B06008_007M,B06008_008E,B06008_008M,B06008_009E,B06008_009M,B06008_010E,B06008_010M,B06008_011E,B06008_011M,B06008_012E,B06008_012M,B06008_013E,B06008_013M,B06008_014E,B06008_014M,B06008_015E,B06008_015M,B06008_016E,B06008_016M,B06008_017E,B06008_017M,B06008_018E,B06008_018M,B06008_019E,B06008_019M,B06008_020E,B06008_020M,B06008_021E,B06008_021M,B06008_022E,B06008_022M,B06008_023E,B06008_023M,B06008_024E,B06008_024M,B06008_025E,B06008_025M,B06008_026E,B06008_026M,B06008_027E,B06008_027M,B06008_028E,B06008_028M,B06008_029E,B06008_029M,B06008_030E,B06008_030M,NAME,B06008_001MA,B06008_001EA,B06008_002EA,B06008_002MA,B06008_003MA,B06008_003EA,B06008_004EA,B06008_004MA,B06008_005EA,B06008_005MA,B06008_006EA,B06008_006MA,B06008_007EA,B06008_007MA,B06008_008MA,B06008_008EA,B06008_009EA,B06008_009MA,B06008_010EA,B06008_010MA,B06008_011EA,B06008_011MA,B06008_012EA,B06008_012MA,B06008_013EA,B06008_013MA,B06008_014EA,B06008_014MA,B06008_015EA,B06008_015MA,B06008_016MA,B06008_016EA,B06008_017EA,B06008_017MA,B06008_018EA,B06008_018MA,B06008_019MA,B06008_019EA,B06008_020EA,B06008_020MA,B06008_021EA,B06008_021MA,B06008_022EA,B06008_022MA,B06008_023MA,B06008_023EA,B06008_024EA,B06008_024MA,B06008_025MA,B06008_025EA,B06008_026EA,B06008_026MA,B06008_027EA,B06008_027MA,B06008_028MA,B06008_028EA,B06008_029MA,B06008_029EA,B06008_030EA,B06008_030MA,state
0400000US01,3849111,3291,1122601,16070,1854337,24359,483371,13035,108253,6089,280549,7959,2567620,18329,796270,13348,1164600,16901,323195,9960,78246,5557,205309,6300,1093873,16116,266129,9796,586528,12915,145311,6936,25482,2857,70423,4430,31886,3186,10110,2107,15090,2024,5199,1143,777,402,710,367,155732,6516,50092,4292,88119,5212,9666,1842,3748,1269,4107,1000,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,558161,1252,176431,6388,278795,8331,69732,5653,11824,1819,21379,1947,165703,5203,88362,4199,52451,4001,16177,2250,4090,1039,4623,821,332787,6259,74611,5240,192116,6465,47075,4457,5969,1149,13016,1685,12115,1660,3661,956,6560,1373,1222,567,286,275,386,265,47556,3644,9797,1993,27668,2353,5258,1330,1479,511,3354,822,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5051999,1686,1597369,16138,2476775,22585,611483,13393,91198,5287,275174,7496,1362601,21885,711772,13698,456870,12814,132117,7200,23160,2836,38682,3254,2815207,19714,668727,15277,1500241,17476,405170,11335,44440,3761,196629,6621,63756,4661,21243,2908,30790,2872,7851,1707,1699,816,2173,904,810435,15494,195627,10889,488874,14203,66345,4856,21899,2765,37690,3274,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2329778,3252,614594,10401,1187781,15201,298771,9210,59996,4107,168636,5013,1324285,12534,378898,9920,637847,12481,171448,6607,34658,3155,101434,4179,869754,13420,193996,7632,471492,10057,118538,5901,22308,2598,63420,3530,14686,2083,5580,1439,7515,1358,1162,466,290,265,139,162,121053,5549,36120,5149,70927,4974,7623,1587,2740,1236,3643,992,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29705525,3415,10695059,43466,13941170,57300,2863861,27903,685465,13823,1519970,16508,13265248,57910,6569507,40795,4795255,44352,1256133,17292,257199,8938,387154,9809,6285755,34108,1508157,22477,3165053,27467,894718,13155,122083,5988,595744,11416,388612,11799,134235,7665,185004,7281,42698,4138,10263,1902,16412,2096,9765910,56353,2483160,33627,5795858,45658,670312,14646,295920,11004,520660,10974,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4021728,2195,1233134,16015,2060635,20575,475986,10852,72146,4776,179827,5294,1351684,18486,563483,14157,564848,11826,145629,6724,24499,3116,53225,3456,2142912,18755,532136,11835,1189133,16644,284003,8158,31962,3357,105678,4448,62736,4438,22053,2775,30943,2958,8117,1510,1025,688,598,305,464396,12485,115462,5531,275711,9623,38237,2946,14660,2662,20326,2712,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2911821,1051,960043,11980,1412013,15522,318716,9203,42746,3166,178303,5021,1447727,14510,569581,13437,621969,12393,160008,7065,16309,1813,79860,3794,891438,13235,230959,7987,476517,9602,105595,4833,10378,1596,67989,3304,110936,5834,41365,4121,43666,4170,13131,2062,5844,1388,6930,1102,461720,12405,118138,6241,269861,8784,39982,3648,10215,2077,23524,2315,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,730643,811,241059,6070,349008,9981,78985,5922,14282,2093,47309,2818,283679,7677,120740,5250,111719,6003,29984,3115,6018,1286,15218,1902,366144,7869,98726,5469,189245,7062,43765,3871,6002,1231,28406,2241,12458,2734,4666,1596,5562,1512,1770,870,149,185,311,247,68362,3385,16927,2515,42482,3686,3466,979,2113,987,3374,905,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,520355,383,297920,6086,131641,5891,50337,3331,14539,1905,25918,1645,159883,4900,105149,4307,23810,2664,17780,2248,5586,1276,7558,1317,271982,6609,152852,6305,71437,4373,25747,2732,6553,1270,15393,1381,9652,1662,5405,1477,3309,877,848,551,0,292,90,109,78838,4536,34514,3977,33085,3503,5962,1178,2400,886,2877,738,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15555825,4678,4690751,30634,7325899,41305,2030459,26787,402296,11312,1106420,13845,4050780,35261,2073393,25398,1311598,26661,429047,11787,101375,5987,135367,5549,7474255,36128,1606170,25334,3905692,32482,1101478,18578,155420,6829,705495,12188,522924,13581,154674,7982,247064,10627,70694,5953,18914,2650,31578,3727,3507866,33041,856514,21700,1861545,22745,429240,12625,126587,7524,233980,7825,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
