GEO_ID,C01001A_001E,C01001A_001M,C01001A_002E,C01001A_002M,C01001A_003E,C01001A_003M,C01001A_004E,C01001A_004M,C01001A_005E,C01001A_005M,C01001A_006E,C01001A_006M,C01001A_007E,C01001A_007M,C01001A_008E,C01001A_008M,C01001A_009E,C01001A_009M,NAME,C01001A_001MA,C01001A_001EA,C01001A_002MA,C01001A_002EA,C01001A_003EA,C01001A_003MA,C01001A_004EA,C01001A_004MA,C01001A_005EA,C01001A_005MA,C01001A_006MA,C01001A_006EA,C01001A_007MA,C01001A_007EA,C01001A_008MA,C01001A_008EA,C01001A_009EA,C01001A_009MA,state
0400000US30,890335,1948,448707,1646,96464,1276,286533,1186,65710,235,441628,1524,90139,1170,275908,820,75581,348,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1627046,5447,806546,3641,197566,2296,506245,2177,102735,516,820500,2950,187151,2108,496954,2333,136395,1510,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1970730,13285,1004625,7928,226460,3887,647970,5038,130195,912,966105,7360,218789,4161,606371,4498,140945,1028,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1238424,3420,608825,2015,132110,1282,398608,1129,78107,412,629599,2010,127231,1209,404192,1299,98176,527,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6103285,19750,2969633,12234,673822,5318,1885372,9147,410439,1824,3133652,10263,643538,5020,1917724,7388,572390,2258,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1515500,12116,744031,7318,179337,3495,459039,5128,105655,1410,771469,7317,172042,4275,471638,4549,127789,1451,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12775673,26664,6229100,14604,1334821,7927,4027031,10262,867248,2750,6546573,15628,1264552,7406,4095660,10200,1186361,3150,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6666233,15111,3266874,8991,732264,5767,2096571,6200,438039,1172,3399359,9436,693531,5610,2131031,5563,574797,893,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,607058,1188,306841,866,64893,777,200236,458,41712,247,300217,1048,60212,739,186098,661,53907,242,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9569990,9283,4684471,5580,1076986,3937,2986401,3406,621084,1117,4885519,5954,1024572,3446,3021487,3507,839460,966,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2764307,8104,1360743,5028,300633,3271,867253,3121,192857,581,1403564,5033,289370,3536,867051,2787,247143,459,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3262714,12729,1606639,7358,345439,4157,1036169,4522,225031,1017,1656075,6601,330142,3042,1046019,4255,279914,962,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10492442,11982,5123184,7635,1087072,4480,3282432,5099,753680,1169,5369258,7160,1029619,3912,3306748,4804,1032891,1253,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,857493,6327,413515,3637,83571,1919,271417,2758,58527,586,443978,3578,78682,1820,281707,2220,83589,512,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3110798,8478,1530412,5799,331948,3203,977781,3668,220683,502,1580386,4618,314853,3093,987673,2664,277860,801,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,701880,2321,351082,1898,81659,1486,220051,1106,49372,406,350798,1634,74943,1212,212527,833,63328,402,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4982270,9322,2440136,6071,553283,3728,1557080,4388,329773,747,2542134,6180,522836,3933,1590313,3153,428985,872,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18716520,44542,9296333,26504,2491286,14304,5831298,16649,973749,3018,9420187,23447,2386736,12833,5792050,14350,1241401,3302,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2466280,10860,1236349,6265,387319,3405,740278,3682,108752,610,1229931,5355,367696,2848,731625,3286,130610,692,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,597325,1265,294737,910,61934,556,192869,708,39934,318,302588,739,57123,415,195458,566,50007,155,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5573934,16436,2761862,9288,603526,5574,1813820,6185,344516,1170,2812072,9694,564768,5024,1805780,6184,441524,915,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5308097,14719,2639964,7857,578827,4136,1725961,5175,335176,701,2668133,8405,549061,4676,1707840,4823,411232,1051,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1740520,2508,855035,2522,182744,1713,545581,1850,126710,457,885485,2625,170681,2082,552489,1792,162315,403,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4951854,7436,2458501,4693,547201,2569,1587035,3063,324265,660,2493353,4338,519065,2974,1554223,2510,420065,646,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,513623,2841,261181,2130,60479,1389,169738,1245,30964,242,252442,1864,57597,1405,158814,929,36031,508,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2523383,20522,1190060,12619,302287,6074,708186,8903,179587,2755,1333323,12025,288036,5181,808805,7985,236482,3147,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
