GEO_ID,B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M,NAME,B03002_001EA,B03002_001MA,B03002_002EA,B03002_002MA,B03002_003EA,B03002_003MA,B03002_004EA,B03002_004MA,B03002_005MA,B03002_005EA,B03002_006EA,B03002_006MA,B03002_007EA,B03002_007MA,B03002_008EA,B03002_008MA,B03002_009EA,B03002_009MA,B03002_010MA,B03002_010EA,B03002_011MA,B03002_011EA,B03002_012EA,B03002_012MA,B03002_013EA,B03002_013MA,B03002_014MA,B03002_014EA,B03002_015EA,B03002_015MA,B03002_016MA,B03002_016EA,B03002_017MA,B03002_017EA,B03002_018EA,B03002_018MA,B03002_019MA,B03002_019EA,B03002_020MA,B03002_020EA,B03002_021MA,B03002_021EA,state
0400000US01,4785298,-555555555,4602503,2389,3206485,934,1256566,4632,24291,2256,52313,2697,553,280,2095,939,60200,4445,1050,490,59150,4466,182795,2389,117791,6695,6414,1880,3477,1973,476,604,53,91,49598,6308,4986,1931,3232,1380,1754,1192,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713985,-555555555,673280,1527,457264,758,22712,1169,101346,3456,37754,2652,7102,755,1019,812,46083,4216,408,358,45675,4224,40705,1527,24182,2455,1999,1092,3193,1099,1364,1424,536,443,5477,1578,3954,1114,1786,732,2168,842,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6413737,-555555555,4504823,-555555555,3703810,1751,248863,4033,260558,4534,170843,4947,11818,2688,6202,2149,102729,7488,3341,985,99388,7327,1908914,-555555555,1391568,24793,15146,3578,25210,4588,3196,1072,362,235,406604,22841,66828,6494,35434,4762,31394,4149,Arizona,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2921606,-555555555,2738932,1776,2176442,1589,462053,3708,17049,2090,32837,2130,5023,658,3556,1828,41972,3722,1149,597,40823,3682,182674,1776,113253,6045,2358,1153,1576,901,403,337,67,108,57832,6164,7185,1748,4266,1395,2919,1099,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37349363,-555555555,23259952,-555555555,14948814,7382,2154356,13079,149096,6789,4836727,15153,133612,4635,73493,8084,963854,20329,52268,5877,911586,19565,14089411,-555555555,8374140,68701,91997,7061,132812,11438,64236,6522,9320,2533,4812480,66772,604426,22235,329392,14732,275034,15389,California,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5049071,-555555555,4001371,-555555555,3528477,2598,189658,4811,26890,2578,131852,4100,4313,1042,6092,2020,114089,6457,4947,1755,109142,6220,1047700,-555555555,679888,17106,8459,2111,22718,5089,1944,715,609,668,275934,15405,58148,5787,27810,3791,30338,4590,Colorado,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3577073,-555555555,3095172,-555555555,2540999,4032,335151,4585,4363,1186,133888,2642,1238,576,15703,4228,63830,5425,5769,2187,58061,4882,481901,-555555555,256957,9482,21729,3463,1271,659,450,288,79,126,174258,10025,27157,4163,15043,2888,12114,2985,Connecticut,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,899769,-555555555,825927,-555555555,587891,342,189585,2491,1922,956,27359,1323,553,521,1153,673,17464,2771,1044,707,16420,2877,73842,-555555555,48161,4927,2041,886,548,535,123,153,638,1032,16699,3922,5632,1934,2698,1314,2934,1278,Delaware,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,604453,-555555555,549197,-555555555,210100,447,304968,1659,1304,468,21552,966,233,224,901,461,10139,2146,1016,526,9123,2040,55256,-555555555,32805,3922,4253,1944,623,609,0,292,0,292,15924,3651,1651,652,871,438,780,556,District of Columbia,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18843326,-555555555,14590129,-555555555,10884119,9928,2875804,10024,39874,3194,446753,7049,10162,2053,50631,9916,282786,12147,22545,3965,260241,11364,4253197,-555555555,3527342,29605,121573,11750,27980,6194,5827,1718,1363,1073,444899,23028,124213,8917,60200,5688,64013,7356,Florida,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9712587,-555555555,8855663,750,5419594,2591,2946140,8399,16733,2800,314636,4980,2173,630,17658,3286,138729,9090,7563,2040,131166,9211,856924,750,475721,17106,30618,4368,5322,1835,1462,837,360,290,303279,16598,40162,5029,25905,4207,14257,3188,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1363621,-555555555,1242620,-555555555,308895,865,19010,1419,1803,689,518014,9283,128281,4337,1838,1140,264779,10687,2425,1247,262354,10524,121001,-555555555,26668,4239,1335,915,857,481,12923,2628,6600,1755,13288,2186,59330,4910,8929,2600,50401,4564,Hawaii,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1571450,-555555555,1394124,-555555555,1320295,460,8524,1631,17282,1958,18616,2015,2095,1052,411,316,26901,2615,1111,629,25790,2576,177326,-555555555,128928,5777,347,348,4509,1409,102,146,0,267,33748,4786,9692,2770,4940,2012,4752,1813,Idaho,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12843166,-555555555,10805315,1698,8170079,2292,1838731,8826,14900,1806,585009,5935,3562,1284,15202,3671,177832,9392,8550,2129,169282,9028,2037851,1698,1135583,28314,27414,4393,14645,3679,5165,1482,446,332,789811,28613,64787,6117,39032,4687,25755,4173,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6490621,-555555555,6101071,1140,5289807,2444,578506,6508,14158,1838,101907,3179,1143,635,7323,2153,108227,7028,4326,1183,103901,6792,389550,1140,232771,8674,8538,2824,2162,1168,1013,680,58,99,124559,9653,20449,3510,11733,2469,8716,2131,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3049883,-555555555,2898147,1047,2700807,2733,93041,4075,6940,1095,50927,2002,498,370,1739,1093,44195,4075,1829,833,42366,3955,151736,1047,90789,4576,2149,1263,2207,1106,829,517,0,228,44656,4596,11106,2870,5257,1786,5849,2275,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2859169,-555555555,2558029,561,2233460,994,161673,4044,21510,1977,70509,2243,716,429,1609,819,68552,4492,1788,757,66764,4434,301140,561,203385,7546,3146,1241,4309,1527,463,416,172,323,68825,6798,20840,3551,9958,2838,10882,2381,Kansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
