GEO_ID,C13004_001E,C13004_001M,C13004_002E,C13004_002M,C13004_003E,C13004_003M,C13004_004E,C13004_004M,C13004_005E,C13004_005M,C13004_006E,C13004_006M,C13004_007E,C13004_007M,NAME,C13004_001EA,C13004_001MA,C13004_002EA,C13004_002MA,C13004_003MA,C13004_003EA,C13004_004MA,C13004_004EA,C13004_005EA,C13004_005MA,C13004_006EA,C13004_006MA,C13004_007EA,C13004_007MA,state
0400000US01,1141508,6583,65632,4197,36349,3166,29283,3030,1075876,7797,504118,10288,571758,12193,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173491,1944,12429,1775,8467,1651,3962,760,161062,2390,81024,3038,80038,3486,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1500744,5400,86002,4934,50567,3615,35435,3699,1414742,7516,653409,10398,761333,10916,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,676601,6595,37024,3172,22740,2505,14284,2127,639577,6736,318668,6984,320909,7201,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9359249,13976,504757,12756,335252,10287,169505,7889,8854492,19528,3966588,23031,4887904,25974,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1230637,6666,68663,4408,48302,3693,20361,2467,1161974,7408,573357,8909,588617,10229,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,839444,3636,41665,3229,28438,2734,13227,1966,797779,4939,360696,7317,437083,6915,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213806,1980,9863,1745,5676,1013,4187,1204,203943,2411,89930,3532,114013,4124,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,170859,1984,9004,1636,4206,1009,4798,1310,161855,2575,37708,2772,124147,3656,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4349141,9020,210087,10713,125440,6670,84647,6940,4139054,14500,1816542,18371,2322512,21638,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2457516,9530,144433,7313,87633,5179,56800,4813,2313083,11387,1078238,11239,1234845,14831,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,310171,2107,19360,2433,13313,1846,6047,1320,290811,3145,138639,3901,152172,4066,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,365757,2857,23382,2386,17508,2122,5874,1298,342375,3823,179327,4680,163048,5521,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3137042,6995,178881,6729,114992,5532,63889,4405,2958161,9211,1335255,10447,1622906,13208,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1531015,6183,82065,4740,51473,3927,30592,2775,1448950,7243,686176,9206,762774,9696,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,684343,4726,41244,2735,28729,2384,12515,1800,643099,5304,325912,5313,317187,6909,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,666095,3945,40095,2981,27291,2041,12804,2115,626000,4307,312107,6804,313893,6681,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1031510,5577,56867,3731,36585,2908,20282,2546,974643,6023,482048,9092,492595,9072,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1105654,5694,67556,4670,34853,2814,32703,3444,1038098,6746,444321,8692,593777,8615,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,298045,1962,14189,1920,8743,1468,5446,1259,283856,2719,135079,4033,148777,4356,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1447198,5373,78569,4691,52769,4200,25800,2705,1368629,6526,605566,8685,763063,10307,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1588212,5867,78810,4171,54155,3103,24655,2758,1509402,7516,657714,9325,851688,10983,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2312557,6733,128294,6116,76279,4382,52015,4347,2184263,8807,976146,11373,1208117,12189,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1251533,5130,72836,3811,51385,2994,21451,2343,1178697,6178,575018,7625,603679,7968,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,715765,5547,45792,3774,22297,2629,23495,2698,669973,6204,297357,8005,372616,8185,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1416295,5986,81644,5141,52052,3927,29592,2674,1334651,7583,631546,8268,703105,10377,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,214921,3206,13822,1830,9912,1406,3910,1062,201099,3694,100561,3876,100538,4141,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,420610,3342,28475,2681,19073,2046,9402,1583,392135,3901,201345,4673,190790,5658,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,655571,4473,41217,3983,26081,3211,15136,2587,614354,6032,285647,8033,328707,7460,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
