GEO_ID,B16004_001E,B16004_001M,B16004_002E,B16004_002M,B16004_003E,B16004_003M,B16004_004E,B16004_004M,B16004_005E,B16004_005M,B16004_006E,B16004_006M,B16004_007E,B16004_007M,B16004_008E,B16004_008M,B16004_009E,B16004_009M,B16004_010E,B16004_010M,B16004_011E,B16004_011M,B16004_012E,B16004_012M,B16004_013E,B16004_013M,B16004_014E,B16004_014M,B16004_015E,B16004_015M,B16004_016E,B16004_016M,B16004_017E,B16004_017M,B16004_018E,B16004_018M,B16004_019E,B16004_019M,B16004_020E,B16004_020M,B16004_021E,B16004_021M,B16004_022E,B16004_022M,B16004_023E,B16004_023M,B16004_024E,B16004_024M,B16004_025E,B16004_025M,B16004_026E,B16004_026M,B16004_027E,B16004_027M,B16004_028E,B16004_028M,B16004_029E,B16004_029M,B16004_030E,B16004_030M,B16004_031E,B16004_031M,B16004_032E,B16004_032M,B16004_033E,B16004_033M,B16004_034E,B16004_034M,B16004_035E,B16004_035M,B16004_036E,B16004_036M,B16004_037E,B16004_037M,B16004_038E,B16004_038M,B16004_039E,B16004_039M,B16004_040E,B16004_040M,B16004_041E,B16004_041M,B16004_042E,B16004_042M,B16004_043E,B16004_043M,B16004_044E,B16004_044M,B16004_045E,B16004_045M,B16004_046E,B16004_046M,B16004_047E,B16004_047M,B16004_048E,B16004_048M,B16004_049E,B16004_049M,B16004_050E,B16004_050M,B16004_051E,B16004_051M,B16004_052E,B16004_052M,B16004_053E,B16004_053M,B16004_054E,B16004_054M,B16004_055E,B16004_055M,B16004_056E,B16004_056M,B16004_057E,B16004_057M,B16004_058E,B16004_058M,B16004_059E,B16004_059M,B16004_060E,B16004_060M,B16004_061E,B16004_061M,B16004_062E,B16004_062M,B16004_063E,B16004_063M,B16004_064E,B16004_064M,B16004_065E,B16004_065M,B16004_066E,B16004_066M,B16004_067E,B16004_067M,NAME,B16004_001MA,B16004_001EA,B16004_002EA,B16004_002MA,B16004_003EA,B16004_003MA,B16004_004MA,B16004_004EA,B16004_005EA,B16004_005MA,B16004_006EA,B16004_006MA,B16004_007EA,B16004_007MA,B16004_008EA,B16004_008MA,B16004_009EA,B16004_009MA,B16004_010EA,B16004_010MA,B16004_011EA,B16004_011MA,B16004_012MA,B16004_012EA,B16004_013EA,B16004_013MA,B16004_014EA,B16004_014MA,B16004_015MA,B16004_015EA,B16004_016EA,B16004_016MA,B16004_017EA,B16004_017MA,B16004_018MA,B16004_018EA,B16004_019EA,B16004_019MA,B16004_020EA,B16004_020MA,B16004_021MA,B16004_021EA,B16004_022EA,B16004_022MA,B16004_023EA,B16004_023MA,B16004_024MA,B16004_024EA,B16004_025EA,B16004_025MA,B16004_026EA,B16004_026MA,B16004_027MA,B16004_027EA,B16004_028MA,B16004_028EA,B16004_029EA,B16004_029MA,B16004_030MA,B16004_030EA,B16004_031MA,B16004_031EA,B16004_032EA,B16004_032MA,B16004_033MA,B16004_033EA,B16004_034MA,B16004_034EA,B16004_035EA,B16004_035MA,B16004_036EA,B16004_036MA,B16004_037EA,B16004_037MA,B16004_038EA,B16004_038MA,B16004_039EA,B16004_039MA,B16004_040EA,B16004_040MA,B16004_041EA,B16004_041MA,B16004_042EA,B16004_042MA,B16004_043EA,B16004_043MA,B16004_044EA,B16004_044MA,B16004_045MA,B16004_045EA,B16004_046EA,B16004_046MA,B16004_047MA,B16004_047EA,B16004_048MA,B16004_048EA,B16004_049EA,B16004_049MA,B16004_050EA,B16004_050MA,B16004_051MA,B16004_051EA,B16004_052EA,B16004_052MA,B16004_053MA,B16004_053EA,B16004_054MA,B16004_054EA,B16004_055EA,B16004_055MA,B16004_056EA,B16004_056MA,B16004_057MA,B16004_057EA,B16004_058MA,B16004_058EA,B16004_059MA,B16004_059EA,B16004_060MA,B16004_060EA,B16004_061MA,B16004_061EA,B16004_062MA,B16004_062EA,B16004_063MA,B16004_063EA,B16004_064MA,B16004_064EA,B16004_065EA,B16004_065MA,B16004_066EA,B16004_066MA,B16004_067MA,B16004_067EA,state
0400000US01,4477229,3071,827359,3228,780677,4920,36386,3607,24797,3601,6588,1609,4767,1646,234,198,3736,1100,3142,913,395,311,199,211,0,273,5229,1601,2890,1045,1543,855,796,634,0,273,1331,840,1073,782,0,273,200,331,58,97,2991896,3396,2819330,6493,112648,4417,42152,3028,15315,2178,36571,3306,18610,3060,30028,2776,24431,2657,3846,886,1569,745,182,187,24361,2314,10748,1706,8264,1322,4312,1228,1037,565,5529,1558,4636,1290,548,375,345,382,0,273,657974,2421,646562,2705,3797,973,2665,712,357,303,238,214,537,638,5290,1321,4019,1121,613,373,601,407,57,96,2171,630,1130,446,560,314,481,256,0,273,154,166,154,166,0,273,0,273,0,273,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,660403,1218,134803,1314,116070,2754,2720,900,2504,837,179,204,10,19,27,44,2223,865,1765,788,342,258,116,144,0,246,7097,1512,5608,1380,1251,872,238,247,0,246,6693,1183,4699,1027,1649,502,260,278,85,136,472261,1159,391313,3966,18479,2675,11739,1653,3306,1085,2161,815,1273,783,13037,2488,10534,2163,2184,927,253,175,66,90,26709,2158,14081,2096,7410,1599,4041,984,1177,1096,22723,2021,16297,1650,5183,800,1215,532,28,49,53339,1054,43776,994,751,405,559,366,32,57,37,67,123,184,1577,592,1219,470,200,261,125,147,33,53,3184,889,731,448,1122,489,1178,506,153,144,4051,543,1748,438,1219,298,1005,317,79,57,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5957961,1719,1176635,1749,823550,12600,300711,10436,241508,10521,43190,4258,13343,1898,2670,1081,10646,2041,9193,2017,832,373,621,363,0,305,17307,2400,12168,2362,3677,1176,1262,753,200,272,24421,3337,18208,2644,4930,1687,1180,533,103,134,3894531,1998,2800403,15385,822496,12368,461732,12955,126650,7695,150609,7831,83505,6484,75535,6451,58054,5248,13404,2882,3605,942,472,393,83008,5433,45494,4800,22989,2743,11216,2017,3309,1847,113089,6202,84797,5089,20514,2390,6596,1584,1182,683,886795,1887,741333,4001,91698,2471,44129,3049,14753,2146,14146,1919,18670,2159,24906,2723,17361,2346,4839,1044,1826,673,880,752,11187,1427,4735,1270,2838,851,2147,828,1467,1000,17671,1520,7998,1304,2962,716,3606,771,3105,737,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2727155,2544,516679,2853,468878,4414,38427,2877,29159,2691,6146,1434,2762,940,360,263,4084,1161,3357,1061,496,358,231,273,0,273,4387,1163,3588,902,438,382,323,309,38,62,903,857,661,841,139,168,103,171,0,273,1790401,2972,1659565,5564,94750,3610,36463,3247,20708,2402,24755,2887,12824,2385,14639,2241,11674,2068,2122,819,798,433,45,80,19057,3089,7880,1687,7086,2059,3466,930,625,391,2390,911,1722,712,525,351,143,233,0,273,420075,2295,411054,2280,3815,960,2057,650,749,467,632,341,377,344,3878,1069,2797,795,565,359,318,327,198,319,1190,744,169,150,372,320,524,657,125,138,138,152,138,152,0,273,0,273,0,273,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34820465,2428,6778331,3238,3680318,27891,2423519,22362,1854514,20409,435615,14276,114086,5732,19304,2333,197229,9047,168031,8183,21690,3602,6833,1765,675,496,424790,9776,317325,8755,79033,4859,25974,2682,2458,1226,52475,5228,43087,4882,6360,1832,2811,959,217,176,23772639,3866,13078063,41746,6973307,28297,3335541,30350,1284383,19919,1500124,22872,853259,20224,1021212,22796,704364,16809,211612,10305,87537,6178,17699,2671,2454779,23622,1273732,19024,669269,14432,413870,12111,97908,6592,245278,13257,162658,11444,53721,5288,19335,2676,9564,2682,4269495,3423,2829734,11040,663147,6449,216647,7873,118115,6064,154732,5809,173653,7275,263152,8944,122251,5408,51776,3413,51127,3808,37998,3605,478299,6477,120978,5516,111094,5634,150989,6141,95238,4837,35163,3610,14855,2076,7909,1535,7916,1964,4483,1168,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4706794,1540,886401,2296,709529,9029,142465,7492,113409,7017,20341,2879,7598,1691,1117,557,14961,2308,12656,2312,1797,796,508,285,0,279,13958,2109,9952,1767,3236,1110,734,427,36,30,5488,1762,4604,1581,561,420,323,420,0,279,3268755,2754,2708072,13570,389422,10885,192989,7739,73641,5396,91986,5625,30806,3966,74609,4868,56822,3949,11753,2200,5652,1248,382,387,69562,3752,33974,3524,18299,1958,14433,2063,2856,949,27090,3223,13888,1999,7952,2103,3378,1283,1872,927,551638,1996,484046,3806,41189,2446,25488,2218,5842,1154,4337,1323,5522,1493,16765,2799,9975,1782,3054,843,2459,1035,1277,685,7669,1037,2025,847,1585,589,2195,621,1864,696,1969,629,1495,586,27,42,409,271,38,60,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3375388,930,613603,884,493511,5738,70467,3614,56563,3846,8328,1556,4277,1196,1299,624,37326,3923,34100,3865,2065,814,923,501,238,379,9950,1654,8169,1500,752,512,984,749,45,77,2349,1526,2037,1380,215,245,97,115,0,281,2253632,1312,1740047,10007,262682,5486,135448,6590,55699,3845,52561,4672,18974,2914,179703,7612,112700,5331,41764,4380,20396,2648,4843,1645,56739,4377,30737,3277,14281,2055,10134,1922,1587,681,14461,2140,9034,1721,4183,1179,1172,765,72,119,508153,1218,424050,4002,20930,1152,4530,960,4913,1227,7207,1319,4280,1001,54816,3710,29143,2512,12652,1813,9400,1628,3621,1159,6270,1272,1380,692,1247,451,2748,1190,895,491,2087,647,1377,507,458,310,252,216,0,281,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,843674,492,149974,653,129741,2465,13978,2054,9830,1765,2257,906,1703,992,188,243,3901,1132,2803,842,751,452,233,253,114,138,1696,593,1315,540,381,274,0,265,0,265,658,516,658,516,0,265,0,265,0,265,564230,848,491962,3996,41022,2549,19824,2621,8006,1628,7960,1793,5232,1634,16930,2800,12404,2471,3207,1025,1254,659,65,111,11076,1578,7600,1209,2741,1150,735,437,0,265,3240,1186,2663,1046,450,381,127,211,0,265,129470,696,120410,1146,3082,712,1665,642,444,262,824,437,149,179,4333,1020,2830,825,708,380,795,416,0,265,1476,451,871,388,334,262,202,246,69,124,169,163,169,163,0,265,0,265,0,265,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,571592,205,68406,163,59723,1556,6284,1355,4862,1344,972,753,450,383,0,292,1141,454,892,409,140,161,109,183,0,292,514,393,323,378,191,229,0,292,0,292,744,505,687,494,57,97,0,292,0,292,433759,635,366264,4475,30514,3037,19791,2656,4799,1031,4436,1486,1488,792,18658,2428,14856,1984,2915,1030,624,547,263,312,8643,1367,6344,1278,1131,450,1056,602,112,188,9680,2091,6702,1664,2284,787,633,408,61,101,69427,651,62532,1310,2597,510,1318,438,462,262,533,366,284,249,2822,808,2545,750,174,170,103,127,0,292,821,407,566,380,50,80,60,99,145,117,655,503,457,381,0,292,198,329,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17775340,3060,2931533,5076,2112530,12904,633022,10674,516925,10810,78215,6516,28972,3464,8910,2471,142030,8068,114562,7168,18259,2678,8078,2134,1131,908,32513,3363,25283,3130,4757,1293,1931,814,542,391,11438,2768,9645,2516,1248,1094,477,422,68,113,11570608,5098,8172899,23555,2502389,15572,1324367,20939,471823,12066,451494,14544,254705,15506,636955,19051,390847,13301,151378,7811,77798,7478,16932,3194,196505,8282,101991,5277,56393,5110,32720,3452,5401,1567,61860,5679,41439,4152,14530,2675,5475,1763,416,310,3273199,3561,2621644,8797,431244,4427,110603,5506,93786,4961,115126,5127,111729,5314,177333,7616,100248,5443,40228,3736,24160,3226,12697,2379,29440,2267,12265,2070,6657,1521,6706,1306,3812,1224,13538,1982,8009,1414,3201,834,2244,834,84,108,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
