GEO_ID,B22003_001E,B22003_001M,B22003_002E,B22003_002M,B22003_003E,B22003_003M,B22003_004E,B22003_004M,B22003_005E,B22003_005M,B22003_006E,B22003_006M,B22003_007E,B22003_007M,NAME,B22003_001MA,B22003_001EA,B22003_002EA,B22003_002MA,B22003_003MA,B22003_003EA,B22003_004MA,B22003_004EA,B22003_005MA,B22003_005EA,B22003_006MA,B22003_006EA,B22003_007EA,B22003_007MA,state
0400000US01,1815152,10938,260140,9719,155472,7057,104668,5586,1555012,12896,172310,6270,1382702,11786,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,254610,2804,26973,2080,9447,1351,17526,1792,227637,3388,12266,1425,215371,3494,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2334050,12895,308610,10005,148465,6879,160145,7407,2025440,12353,194665,6939,1830775,13220,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1114902,8104,153012,6075,87845,4983,65167,4529,961890,7956,108178,5186,853712,8294,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12406475,16820,918290,16010,475083,12520,443207,10770,11488185,21289,1237018,19110,10251167,27819,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1960585,9151,153681,6436,81451,4962,72230,4299,1806904,10525,164501,6377,1642403,10722,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1358809,7109,138205,5417,63852,4122,74353,4338,1220604,7412,71522,4598,1149082,8136,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,328765,4178,37096,2975,15120,1970,21976,2344,291669,4846,21101,2299,270568,5034,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,252388,3730,28656,2792,15611,2103,13045,1835,223732,4082,23544,2271,200188,3578,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7035068,25739,871694,13415,432532,11499,439162,10334,6163374,26701,616369,12610,5547005,24247,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3482420,15694,469338,10718,251594,8422,217744,7381,3013082,15059,307126,9251,2705956,16395,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,445812,4223,40594,3167,16694,2169,23900,2320,405218,4610,32824,2862,372394,4346,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,576709,5739,71990,3633,35282,2662,36708,2864,504719,5808,50925,3135,453794,6241,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4752857,13579,523580,9393,262917,7324,260663,8295,4229277,16503,340417,8230,3888860,17297,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2470905,11185,286289,8136,157864,6405,128425,5724,2184616,11773,182284,6238,2002332,11415,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1223439,6610,132295,5162,67038,3766,65257,3896,1091144,7927,77980,3725,1013164,7737,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101658,6952,96281,4932,54058,3717,42223,3044,1005377,8368,89882,4681,915495,8274,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1684348,9801,280171,8002,169675,6072,110496,5065,1404177,11523,134436,6704,1269741,12169,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1689822,9615,258527,7669,144526,5772,114001,5648,1431295,10365,154383,5857,1276912,10458,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545417,5576,88303,3819,41012,2588,47291,3110,457114,5601,29453,2427,427661,5318,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2127439,8728,178730,6549,76881,4234,101849,5393,1948709,10508,116172,5867,1832537,10452,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2520419,10488,288633,7655,145717,5827,142916,5974,2231786,11573,155658,5838,2076128,11465,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3806621,12287,641615,11644,334008,8765,307607,8050,3165006,13888,236879,7245,2928127,13201,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2091548,8178,158090,5400,87814,4036,70276,3997,1933458,9580,141705,5117,1791753,9203,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1079999,8323,177433,6880,106302,5439,71131,4736,902566,9571,118094,5877,784472,10179,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2350628,10288,313472,8367,166691,6017,146781,6015,2037156,11877,177384,5639,1859772,12014,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,402747,4175,37192,2610,19671,2315,17521,1778,365555,4292,33274,3206,332281,4006,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,719304,4689,65852,3963,36955,3387,28897,2530,653452,5636,51683,3576,601769,5419,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,989811,6963,97141,5185,45967,3491,51174,3808,892670,8327,83390,5207,809280,9602,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,515431,4523,42581,2891,16438,2246,26143,2502,472850,5263,27025,2724,445825,4920,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3172421,11815,214973,6929,109918,5274,105055,5658,2957448,13412,202844,7709,2754604,13557,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,765183,5603,99329,4414,56856,3688,42473,3032,665854,6895,79714,4885,586140,7635,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7196427,16507,997131,15544,505809,11562,491322,10655,6199296,21688,509207,10132,5690089,22437,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3670859,14413,482298,11011,273200,8620,209098,6881,3188561,15925,315419,9189,2873142,18140,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
