GEO_ID,B16007_001E,B16007_001M,B16007_002E,B16007_002M,B16007_003E,B16007_003M,B16007_004E,B16007_004M,B16007_005E,B16007_005M,B16007_006E,B16007_006M,B16007_007E,B16007_007M,B16007_008E,B16007_008M,B16007_009E,B16007_009M,B16007_010E,B16007_010M,B16007_011E,B16007_011M,B16007_012E,B16007_012M,B16007_013E,B16007_013M,B16007_014E,B16007_014M,B16007_015E,B16007_015M,B16007_016E,B16007_016M,B16007_017E,B16007_017M,B16007_018E,B16007_018M,B16007_019E,B16007_019M,NAME,B16007_001MA,B16007_001EA,B16007_002MA,B16007_002EA,B16007_003MA,B16007_003EA,B16007_004MA,B16007_004EA,B16007_005EA,B16007_005MA,B16007_006MA,B16007_006EA,B16007_007MA,B16007_007EA,B16007_008EA,B16007_008MA,B16007_009MA,B16007_009EA,B16007_010MA,B16007_010EA,B16007_011EA,B16007_011MA,B16007_012MA,B16007_012EA,B16007_013MA,B16007_013EA,B16007_014EA,B16007_014MA,B16007_015EA,B16007_015MA,B16007_016MA,B16007_016EA,B16007_017MA,B16007_017EA,B16007_018EA,B16007_018MA,B16007_019EA,B16007_019MA,state
0400000US01,4477229,3071,827359,3228,780677,4920,36386,3607,3736,1100,5229,1601,1331,840,2991896,3396,2819330,6493,112648,4417,30028,2776,24361,2314,5529,1558,657974,2421,646562,2705,3797,973,5290,1321,2171,630,154,166,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,660403,1218,134803,1314,116070,2754,2720,900,2223,865,7097,1512,6693,1183,472261,1159,391313,3966,18479,2675,13037,2488,26709,2158,22723,2021,53339,1054,43776,994,751,405,1577,592,3184,889,4051,543,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5957961,1719,1176635,1749,823550,12600,300711,10436,10646,2041,17307,2400,24421,3337,3894531,1998,2800403,15385,822496,12368,75535,6451,83008,5433,113089,6202,886795,1887,741333,4001,91698,2471,24906,2723,11187,1427,17671,1520,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2727155,2544,516679,2853,468878,4414,38427,2877,4084,1161,4387,1163,903,857,1790401,2972,1659565,5564,94750,3610,14639,2241,19057,3089,2390,911,420075,2295,411054,2280,3815,960,3878,1069,1190,744,138,152,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34820465,2428,6778331,3238,3680318,27891,2423519,22362,197229,9047,424790,9776,52475,5228,23772639,3866,13078063,41746,6973307,28297,1021212,22796,2454779,23622,245278,13257,4269495,3423,2829734,11040,663147,6449,263152,8944,478299,6477,35163,3610,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4706794,1540,886401,2296,709529,9029,142465,7492,14961,2308,13958,2109,5488,1762,3268755,2754,2708072,13570,389422,10885,74609,4868,69562,3752,27090,3223,551638,1996,484046,3806,41189,2446,16765,2799,7669,1037,1969,629,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3375388,930,613603,884,493511,5738,70467,3614,37326,3923,9950,1654,2349,1526,2253632,1312,1740047,10007,262682,5486,179703,7612,56739,4377,14461,2140,508153,1218,424050,4002,20930,1152,54816,3710,6270,1272,2087,647,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,843674,492,149974,653,129741,2465,13978,2054,3901,1132,1696,593,658,516,564230,848,491962,3996,41022,2549,16930,2800,11076,1578,3240,1186,129470,696,120410,1146,3082,712,4333,1020,1476,451,169,163,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,571592,205,68406,163,59723,1556,6284,1355,1141,454,514,393,744,505,433759,635,366264,4475,30514,3037,18658,2428,8643,1367,9680,2091,69427,651,62532,1310,2597,510,2822,808,821,407,655,503,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17775340,3060,2931533,5076,2112530,12904,633022,10674,142030,8068,32513,3363,11438,2768,11570608,5098,8172899,23555,2502389,15572,636955,19051,196505,8282,61860,5679,3273199,3561,2621644,8797,431244,4427,177333,7616,29440,2267,13538,1982,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
