GEO_ID,B27004_001E,B27004_001M,B27004_002E,B27004_002M,B27004_003E,B27004_003M,B27004_004E,B27004_004M,B27004_005E,B27004_005M,B27004_006E,B27004_006M,B27004_007E,B27004_007M,B27004_008E,B27004_008M,B27004_009E,B27004_009M,B27004_010E,B27004_010M,B27004_011E,B27004_011M,B27004_012E,B27004_012M,B27004_013E,B27004_013M,B27004_014E,B27004_014M,B27004_015E,B27004_015M,B27004_016E,B27004_016M,B27004_017E,B27004_017M,B27004_018E,B27004_018M,B27004_019E,B27004_019M,B27004_020E,B27004_020M,B27004_021E,B27004_021M,B27004_022E,B27004_022M,B27004_023E,B27004_023M,B27004_024E,B27004_024M,B27004_025E,B27004_025M,B27004_026E,B27004_026M,B27004_027E,B27004_027M,B27004_028E,B27004_028M,B27004_029E,B27004_029M,B27004_030E,B27004_030M,B27004_031E,B27004_031M,B27004_032E,B27004_032M,B27004_033E,B27004_033M,B27004_034E,B27004_034M,B27004_035E,B27004_035M,B27004_036E,B27004_036M,B27004_037E,B27004_037M,B27004_038E,B27004_038M,B27004_039E,B27004_039M,B27004_040E,B27004_040M,B27004_041E,B27004_041M,B27004_042E,B27004_042M,B27004_043E,B27004_043M,B27004_044E,B27004_044M,B27004_045E,B27004_045M,B27004_046E,B27004_046M,B27004_047E,B27004_047M,B27004_048E,B27004_048M,B27004_049E,B27004_049M,B27004_050E,B27004_050M,B27004_051E,B27004_051M,B27004_052E,B27004_052M,B27004_053E,B27004_053M,B27004_054E,B27004_054M,B27004_055E,B27004_055M,B27004_056E,B27004_056M,B27004_057E,B27004_057M,NAME,B27004_001EA,B27004_001MA,B27004_002EA,B27004_002MA,B27004_003MA,B27004_003EA,B27004_004MA,B27004_004EA,B27004_005EA,B27004_005MA,B27004_006EA,B27004_006MA,B27004_007EA,B27004_007MA,B27004_008EA,B27004_008MA,B27004_009MA,B27004_009EA,B27004_010EA,B27004_010MA,B27004_011MA,B27004_011EA,B27004_012EA,B27004_012MA,B27004_013EA,B27004_013MA,B27004_014MA,B27004_014EA,B27004_015EA,B27004_015MA,B27004_016EA,B27004_016MA,B27004_017EA,B27004_017MA,B27004_018EA,B27004_018MA,B27004_019MA,B27004_019EA,B27004_020MA,B27004_020EA,B27004_021EA,B27004_021MA,B27004_022EA,B27004_022MA,B27004_023EA,B27004_023MA,B27004_024EA,B27004_024MA,B27004_025MA,B27004_025EA,B27004_026EA,B27004_026MA,B27004_027EA,B27004_027MA,B27004_028EA,B27004_028MA,B27004_029EA,B27004_029MA,B27004_030MA,B27004_030EA,B27004_031MA,B27004_031EA,B27004_032MA,B27004_032EA,B27004_033EA,B27004_033MA,B27004_034EA,B27004_034MA,B27004_035MA,B27004_035EA,B27004_036MA,B27004_036EA,B27004_037MA,B27004_037EA,B27004_038EA,B27004_038MA,B27004_039EA,B27004_039MA,B27004_040EA,B27004_040MA,B27004_041MA,B27004_041EA,B27004_042EA,B27004_042MA,B27004_043MA,B27004_043EA,B27004_044EA,B27004_044MA,B27004_045EA,B27004_045MA,B27004_046MA,B27004_046EA,B27004_047EA,B27004_047MA,B27004_048EA,B27004_048MA,B27004_049EA,B27004_049MA,B27004_050EA,B27004_050MA,B27004_051EA,B27004_051MA,B27004_052MA,B27004_052EA,B27004_053MA,B27004_053EA,B27004_054MA,B27004_054EA,B27004_055EA,B27004_055MA,B27004_056EA,B27004_056MA,B27004_057EA,B27004_057MA,state
0400000US01,4702769,1669,2264282,5426,188286,3666,78620,3974,109666,4370,392123,4605,200581,6315,191542,6747,236302,3998,115712,4544,120590,5639,276701,4038,144556,5057,132145,5017,292383,4241,177154,5165,115229,5116,327871,3597,202296,5372,125575,5329,278439,2068,181422,4193,97017,4461,167773,1670,72489,3288,95284,3257,104404,1650,39490,2348,64914,2560,2438487,5571,178951,3512,74785,3520,104166,4074,374278,4155,198590,5610,175688,6232,242582,2992,117876,4939,124706,5207,305380,3742,165341,5094,140039,5515,312342,3234,197449,5373,114893,5012,350702,2437,228067,5379,122635,5140,308834,1550,195577,4424,113257,4206,198107,1475,73469,2871,124638,2852,167311,1992,49604,2857,117707,2724,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,351120,2257,33667,1374,14437,1806,19230,1852,64400,2292,34606,2571,29794,2516,31899,1604,12620,1490,19279,1666,47996,1811,23568,2114,24428,2108,45510,1647,28385,2012,17125,2071,56100,1441,36235,1856,19865,1769,46546,828,28846,1637,17700,1502,17286,721,8665,953,8621,1026,7716,531,3202,675,4514,629,338129,1869,30792,1532,14987,1661,15805,1740,59125,1729,30671,2337,28454,2110,33878,1226,13935,1604,19943,1711,47646,1232,23919,2274,23727,2092,44094,1124,28806,1555,15288,1535,54924,1223,36585,2018,18339,1773,40842,895,25153,1369,15689,1392,16632,733,6793,909,9839,999,10196,716,3941,777,6255,881,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,3105385,4053,280992,4198,116923,6160,164069,6386,554357,3998,275386,7743,278971,7644,311034,2932,124191,5657,186843,5640,410783,3438,200840,5757,209943,6113,397024,2712,221480,5783,175544,5702,405281,2351,233579,5046,171702,5276,345382,1304,208291,4209,137091,4554,236711,1478,85265,3108,151446,3451,163821,1344,58774,2948,105047,2887,3204789,3753,266773,4076,113925,4930,152848,5545,527809,3948,252015,7067,275794,7516,301742,2276,120233,5320,181509,5759,419039,2229,213948,5815,205091,5874,403764,2259,235782,5739,167982,5538,427190,2282,257115,5491,170075,5644,383444,1067,226318,4699,157126,4849,262884,1449,85776,3491,177108,3541,212144,1791,61348,2980,150796,3350,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,1395533,6537,123400,3855,41872,3185,81528,3935,236667,4150,102663,5277,134004,5323,141178,3650,56936,3860,84242,4380,176009,4209,86829,4177,89180,4354,176951,3383,102780,3779,74171,3789,194640,2628,113346,3355,81294,3436,167002,1479,94779,3380,72223,3183,110609,1659,36884,2368,73725,2279,69077,1312,19829,1563,49248,1792,1472078,6426,114999,2861,43770,3152,71229,3547,234308,3343,97426,4347,136882,4922,143662,3459,60942,4195,82720,4148,180206,3706,97572,4181,82634,4431,185609,2837,106011,4143,79598,4770,204804,2473,124265,3442,80539,3300,183372,1520,101746,3340,81626,3767,122305,1789,35102,2234,87203,2503,102813,1833,24904,1919,77909,2310,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,18152479,9393,1561392,7583,681853,11815,879539,12711,3187808,8503,1555208,18024,1632600,18445,1955217,5842,801032,15031,1154185,15348,2598957,6290,1251707,16373,1347250,17071,2529992,6352,1443247,15854,1086745,15594,2548771,5249,1529187,13799,1019584,13417,1945031,2998,1145635,10564,799396,10506,1048445,2855,414078,8011,634367,7988,776866,2601,265867,5669,510999,5776,18663090,7973,1485825,6604,654586,10549,831239,11368,3053666,6254,1474765,16663,1578901,17011,1877834,4146,786945,14000,1090889,14167,2591500,4970,1355785,12204,1235715,12745,2573727,4032,1511782,14410,1061945,13777,2633301,3387,1598577,12039,1034724,12388,2095577,3072,1222503,11307,873074,11932,1221552,2250,411742,6874,809810,7318,1130108,5102,320063,7425,810045,8329,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,2462240,6565,211470,3516,101959,4691,109511,4378,418369,3965,230270,6698,188099,6733,238879,3036,108411,4677,130468,5246,355392,3429,184347,6338,171045,6143,343914,3236,220473,4850,123441,4744,360658,2825,230055,4875,130603,4404,293958,1614,183187,4186,110771,3529,146421,1406,56464,2659,89957,2574,93179,1394,35438,1831,57741,2177,2494633,6292,201887,3482,99275,3763,102612,3933,394482,3430,223040,5962,171442,5164,234438,2515,117524,4370,116914,4557,347950,3192,196586,5210,151364,5622,343257,2746,223486,5845,119771,5424,370437,2084,245165,4886,125272,4841,305647,1338,188919,4207,116728,4028,161686,1503,59086,2506,102600,2618,134849,1680,43713,2165,91136,2363,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,1704117,2239,122941,2309,70685,3482,52256,3306,293204,2575,201298,4691,91906,4207,159817,1219,94210,3745,65607,3922,201014,1967,118348,4010,82666,3771,230998,1889,162532,3528,68466,3873,275921,1397,202224,3685,73697,3491,212900,922,160498,3034,52402,2870,118138,1194,61321,2713,56817,2835,89184,946,37351,1772,51833,1911,1815796,2076,119947,1900,70652,3270,49295,3111,278918,1811,188298,4623,90620,4365,158570,1138,95165,2875,63405,2964,210731,1611,129189,3669,81542,3899,246441,1323,176107,3597,70334,3578,293984,1363,220895,3414,73089,3278,229702,936,169275,3306,60427,3262,137034,1007,60483,2854,76551,2896,140469,1476,52650,2375,87819,2622,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,426205,1636,33808,1245,16649,1930,17159,1603,71675,1300,42846,2633,28829,2574,45213,1107,24982,1886,20231,2070,51130,1188,28708,2265,22422,2107,53961,1172,36428,2080,17533,2019,63102,1088,44489,2067,18613,1943,51844,537,39746,1641,12098,1671,33638,645,18162,1553,15476,1549,21834,430,11684,1131,10150,1069,459027,1568,33216,1216,17145,1913,16071,1860,67347,1258,41062,2500,26285,2303,45443,839,25159,1877,20284,2055,55722,869,34018,2030,21704,2020,60068,1086,40320,2102,19748,2001,68267,1034,49335,2060,18932,1876,59019,642,41757,1975,17262,2090,38261,534,18844,1385,19417,1358,31684,603,16432,1190,15252,1178,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,278370,1152,19737,841,10518,1309,9219,1238,31482,1086,15484,2020,15998,2041,37037,748,19143,2071,17894,1910,58359,713,38866,2237,19493,2163,39492,482,28359,1450,11133,1451,36965,472,23478,1631,13487,1630,28562,707,17802,1508,10760,1482,16043,328,9364,909,6679,868,10693,299,6274,696,4419,700,315912,1126,18119,842,10007,1304,8112,1209,31652,1067,13728,1775,17924,1753,47566,165,26690,2128,20876,2127,66057,135,46069,1940,19988,1932,40470,649,27448,1510,13022,1441,37367,444,22975,1338,14392,1486,34300,418,22941,1381,11359,1340,20849,634,12098,1023,8751,984,19532,939,10413,1263,9119,1196,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,8979510,7602,656093,6433,250818,7756,405275,8811,1384332,6378,633816,13051,750516,12630,858468,6021,325311,8346,533157,8624,1081604,6473,456184,10244,625420,11541,1160503,5173,602423,10464,558080,10920,1306011,3636,702244,10090,603767,9691,1096600,3232,604609,7982,491991,8316,803499,3244,275922,5102,527577,6179,632400,2822,212142,5693,420258,5891,9554571,6409,631346,6717,250033,7180,381313,8698,1318476,7586,602675,10478,715801,10170,854559,4148,348532,9095,506027,9755,1118472,5184,542001,11996,576471,11908,1224525,5011,677222,8782,547303,9503,1394513,3995,809269,10177,585244,10958,1240024,2596,685233,9029,554791,9280,920438,2950,283550,7305,636888,7513,852218,3159,220849,6734,631369,6815,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
