GEO_ID,B19216_001E,B19216_001M,B19216_002E,B19216_002M,B19216_003E,B19216_003M,B19216_004E,B19216_004M,B19216_005E,B19216_005M,B19216_006E,B19216_006M,B19216_007E,B19216_007M,B19216_008E,B19216_008M,B19216_009E,B19216_009M,B19216_010E,B19216_010M,B19216_011E,B19216_011M,B19216_012E,B19216_012M,B19216_013E,B19216_013M,B19216_014E,B19216_014M,B19216_015E,B19216_015M,NAME,B19216_001EA,B19216_001MA,B19216_002MA,B19216_002EA,B19216_003MA,B19216_003EA,B19216_004EA,B19216_004MA,B19216_005MA,B19216_005EA,B19216_006MA,B19216_006EA,B19216_007EA,B19216_007MA,B19216_008MA,B19216_008EA,B19216_009MA,B19216_009EA,B19216_010EA,B19216_010MA,B19216_011MA,B19216_011EA,B19216_012EA,B19216_012MA,B19216_013EA,B19216_013MA,B19216_014EA,B19216_014MA,B19216_015MA,B19216_015EA,state
0400000US01,19633023500,632365957,10058442300,389862214,7601293900,381337023,6000185500,338426704,1601108400,206577865,2457148500,256333483,2324467100,252436754,132681400,45514245,9574581100,411668927,8139446200,385034490,4781939900,284028851,3357506300,240446274,1435135000,146630473,1321231700,145455952,113903200,29749027,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,4404496000,335588294,2589402900,224826835,1656985400,177474250,1442525300,166289568,214460100,57432452,932417500,171962158,888760800,172243399,43656600,25574236,1815093100,197894657,1142236600,138566870,848811000,130012294,293425500,60694758,672856500,140194407,617606900,130988806,55249600,46793501,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,33601003900,898066543,18260186700,762651068,12460395600,699523259,10193129500,671453923,2267266000,207631091,5799791200,446623582,5390264500,437308135,409526700,104517181,15340817200,489729580,10802436100,403491232,6732878000,337686896,4069558100,207682965,4538381100,408847548,4053932800,397951708,484448200,93603971,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,11089647400,492992684,5894660300,401542291,4353572700,320795957,3459760700,308118348,893812000,107324586,1541087600,202017215,1492812400,201614119,48275200,15134041,5194987100,277158706,4216205600,200791509,2393330600,173001458,1822875000,113610773,978781500,154060677,892696600,152664357,86084900,33793109,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,216095602400,2217711188,115166753100,1735557296,72016290900,1355923918,59274194000,1365346252,12742096900,571874994,43150462200,1285402515,39655330200,1278128790,3495132000,333681691,100928849300,1577514350,70244868000,1361724741,46588038400,1173912764,23656829600,655454412,30683981300,963328052,27583717600,962159215,3100263700,200361918,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,31888570200,805754096,17170428500,563941203,11716307300,490688470,9927050800,478637337,1789256500,141732673,5454121200,382698736,5199334400,365239924,254786800,85274711,14718141700,566436970,10496460400,448733124,7227340900,380016638,3269119600,238751507,4221681300,345560988,3940610200,328020150,281071100,97099563,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,24746182500,958802828,13034492400,873073963,9017478500,794283555,7154041000,667189855,1863437500,322824952,4017013900,359831072,3680072100,351524881,336941700,89452725,11711690100,488278225,8574672500,361340797,5473224300,337240715,3101448100,157932128,3137017600,309969597,2759691800,298353210,377325800,95606824,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,4874169400,352606865,2499299300,263619226,1730978800,203793138,1427013100,193574821,303965800,55797530,768320400,146247717,666191700,138075472,102128700,56704918,2374870100,206100037,1797259000,158377864,1065919900,133399328,731339000,97548632,577611200,108847683,501257800,103886910,76353300,36978232,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10899170500,589527392,5359704200,433326235,3399528100,318451265,3011502800,305171108,388025400,98369809,1960176100,299948905,1815519200,285919500,144656800,90251282,5539466200,373023658,4007749600,338066201,3220022400,304219294,787727100,114794028,1531716700,220611782,1452863500,217269261,78853200,63451488,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,100887710800,1529138336,53579388300,1170974951,35963320800,954537949,27008347200,860492766,8954973600,487617783,17616067600,910259278,15263845400,912391739,2352222100,238603758,47308322500,884281511,36119477200,765283383,20398936600,627318320,15720540600,440654057,11188845300,494711051,9719462300,459804249,1469382900,160229349,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
