GEO_ID,C21001I_001E,C21001I_001M,C21001I_002E,C21001I_002M,C21001I_003E,C21001I_003M,C21001I_004E,C21001I_004M,C21001I_005E,C21001I_005M,C21001I_006E,C21001I_006M,C21001I_007E,C21001I_007M,C21001I_008E,C21001I_008M,C21001I_009E,C21001I_009M,C21001I_010E,C21001I_010M,C21001I_011E,C21001I_011M,C21001I_012E,C21001I_012M,C21001I_013E,C21001I_013M,C21001I_014E,C21001I_014M,C21001I_015E,C21001I_015M,NAME,C21001I_001EA,C21001I_001MA,C21001I_002EA,C21001I_002MA,C21001I_003MA,C21001I_003EA,C21001I_004EA,C21001I_004MA,C21001I_005MA,C21001I_005EA,C21001I_006EA,C21001I_006MA,C21001I_007EA,C21001I_007MA,C21001I_008EA,C21001I_008MA,C21001I_009EA,C21001I_009MA,C21001I_010MA,C21001I_010EA,C21001I_011MA,C21001I_011EA,C21001I_012EA,C21001I_012MA,C21001I_013EA,C21001I_013MA,C21001I_014EA,C21001I_014MA,C21001I_015MA,C21001I_015EA,state
0400000US01,114544,1835,64887,1777,62978,1733,2642,876,60336,1865,1909,660,1057,520,852,525,49657,1531,47338,1659,1255,670,46083,1645,2319,791,139,173,2180,770,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,23955,1749,12358,1770,11961,1764,1507,553,10454,1797,397,250,124,149,273,214,11597,467,10995,514,265,191,10730,522,602,223,0,246,602,223,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1196649,1157,594514,1107,551661,1100,36291,3266,515370,3456,42853,508,13375,1636,29478,1596,602135,572,547158,744,3751,1019,543407,1357,54977,489,43,68,54934,508,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,109522,1966,59400,2077,58099,2188,1789,745,56310,2356,1301,549,570,379,731,400,50122,1898,47936,1767,122,140,47814,1763,2186,706,61,103,2125,691,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9288621,2377,4660039,2346,4340209,2429,169326,7149,4170883,7618,319830,992,73998,3671,245832,3901,4628582,1581,4190682,1363,17581,2244,4173101,2538,437900,1325,1519,521,436381,1411,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,667217,1147,337165,1654,312497,1895,22335,2108,290162,2842,24668,720,9304,1138,15364,1114,330052,1420,300305,1529,2952,769,297353,1827,29747,822,109,122,29638,835,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,319998,344,157108,801,148172,746,5939,1229,142233,1445,8936,468,1000,421,7936,623,162890,714,150086,847,327,232,149759,879,12804,406,115,188,12689,447,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,46349,162,23847,389,22757,474,748,391,22009,522,1090,329,146,173,944,302,22502,325,21094,522,348,376,20746,625,1408,372,60,95,1348,354,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,42770,100,22101,122,21052,122,927,636,20125,638,1049,-555555555,112,141,937,141,20669,60,18949,60,151,126,18798,148,1720,-555555555,0,292,1720,4,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,11
0400000US12,3134899,3986,1526771,4772,1343366,4544,73897,4810,1269469,6096,183405,1490,25383,2188,158022,2568,1608128,1789,1349673,1882,10131,1878,1339542,2785,258455,1545,674,351,257781,1514,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,534992,2539,292459,3316,284310,2952,12332,2140,271978,3155,8149,1382,2538,715,5611,1077,242533,2766,231020,2838,3410,1145,227610,3053,11513,1288,158,184,11355,1348,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,70646,1347,33532,1244,30345,1303,5418,1180,24927,1256,3187,544,1058,402,2129,599,37114,477,33502,622,1884,748,31618,1040,3612,336,172,150,3440,374,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,103417,703,54815,1161,52060,1143,3255,984,48805,1381,2755,614,844,332,1911,535,48602,1137,44981,1342,563,487,44418,1315,3621,676,116,185,3505,679,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1310670,1573,678325,1789,641003,1659,18910,2219,622093,2777,37322,744,5144,933,32178,1083,632345,1667,585553,1694,1828,627,583725,1737,46792,878,273,280,46519,928,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,235911,1560,126469,1594,120798,1755,7076,1548,113722,2224,5671,797,2020,667,3651,747,109442,1507,102638,1518,944,621,101694,1543,6804,884,130,160,6674,899,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,89554,1265,47507,1403,45943,1288,2113,709,43830,1336,1564,477,410,294,1154,407,42047,1093,40247,1350,68,85,40179,1352,1800,620,0,228,1800,620,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,177876,1248,92591,1402,88241,1335,4214,889,84027,1540,4350,1063,1632,656,2718,944,85285,1190,79888,1193,1119,494,78769,1310,5397,609,29,64,5368,624,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,77110,2833,43503,2446,41701,2280,2720,1174,38981,2103,1802,839,830,685,972,497,33607,2007,32057,1996,558,395,31499,1976,1550,448,0,271,1550,448,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,138290,1885,78357,2086,72428,2091,3210,883,69218,2085,5929,868,1985,719,3944,660,59933,1588,52741,1606,611,402,52130,1611,7192,808,0,281,7192,808,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,10789,823,5792,732,5372,713,816,487,4556,757,420,246,65,77,355,231,4997,693,4362,643,24,42,4338,641,635,297,0,230,635,297,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,322685,1006,170419,1460,163358,1480,7307,1633,156051,1948,7061,734,1280,466,5781,855,152266,935,143199,1119,1809,681,141390,1233,9067,613,0,289,9067,613,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,418893,503,201209,877,190614,840,5640,1327,184974,1503,10595,482,1087,483,9508,636,217684,724,201240,871,806,512,200434,988,16444,604,61,75,16383,611,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,267919,1413,136852,1279,127341,1443,7428,1156,119913,1764,9511,869,3319,636,6192,867,131067,1407,120416,1601,539,332,119877,1683,10651,854,14,24,10637,850,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,147945,1149,78064,1089,75422,1136,3648,857,71774,1483,2642,516,799,295,1843,502,69881,1308,66536,1338,723,390,65813,1428,3345,719,0,211,3345,719,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,47285,2567,28984,1981,27878,1937,1500,733,26378,1943,1106,407,366,233,740,319,18301,1491,17045,1484,315,266,16730,1482,1256,591,0,287,1256,591,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,130593,1324,65570,1622,61187,1468,3821,879,57366,1548,4383,801,1469,533,2914,696,65023,1633,59749,1669,547,300,59202,1641,5274,891,0,259,5274,891,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,17102,817,8926,1001,8451,990,1380,526,7071,805,475,245,133,104,342,214,8176,790,7304,834,67,104,7237,860,872,397,32,47,840,391,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
