GEO_ID,C07001_001E,C07001_001M,C07001_002E,C07001_002M,C07001_003E,C07001_003M,C07001_004E,C07001_004M,C07001_005E,C07001_005M,C07001_006E,C07001_006M,C07001_007E,C07001_007M,C07001_008E,C07001_008M,C07001_009E,C07001_009M,C07001_010E,C07001_010M,C07001_011E,C07001_011M,C07001_012E,C07001_012M,C07001_013E,C07001_013M,C07001_014E,C07001_014M,C07001_015E,C07001_015M,C07001_016E,C07001_016M,C07001_017E,C07001_017M,C07001_018E,C07001_018M,C07001_019E,C07001_019M,C07001_020E,C07001_020M,C07001_021E,C07001_021M,C07001_022E,C07001_022M,C07001_023E,C07001_023M,C07001_024E,C07001_024M,C07001_025E,C07001_025M,C07001_026E,C07001_026M,C07001_027E,C07001_027M,C07001_028E,C07001_028M,C07001_029E,C07001_029M,C07001_030E,C07001_030M,C07001_031E,C07001_031M,C07001_032E,C07001_032M,C07001_033E,C07001_033M,C07001_034E,C07001_034M,C07001_035E,C07001_035M,C07001_036E,C07001_036M,C07001_037E,C07001_037M,C07001_038E,C07001_038M,C07001_039E,C07001_039M,C07001_040E,C07001_040M,C07001_041E,C07001_041M,C07001_042E,C07001_042M,C07001_043E,C07001_043M,C07001_044E,C07001_044M,C07001_045E,C07001_045M,C07001_046E,C07001_046M,C07001_047E,C07001_047M,C07001_048E,C07001_048M,C07001_049E,C07001_049M,C07001_050E,C07001_050M,C07001_051E,C07001_051M,C07001_052E,C07001_052M,C07001_053E,C07001_053M,C07001_054E,C07001_054M,C07001_055E,C07001_055M,C07001_056E,C07001_056M,C07001_057E,C07001_057M,C07001_058E,C07001_058M,C07001_059E,C07001_059M,C07001_060E,C07001_060M,NAME,C07001_001MA,C07001_001EA,C07001_002MA,C07001_002EA,C07001_003MA,C07001_003EA,C07001_004EA,C07001_004MA,C07001_005MA,C07001_005EA,C07001_006MA,C07001_006EA,C07001_007MA,C07001_007EA,C07001_008MA,C07001_008EA,C07001_009EA,C07001_009MA,C07001_010EA,C07001_010MA,C07001_011MA,C07001_011EA,C07001_012MA,C07001_012EA,C07001_013MA,C07001_013EA,C07001_014EA,C07001_014MA,C07001_015EA,C07001_015MA,C07001_016MA,C07001_016EA,C07001_017EA,C07001_017MA,C07001_018MA,C07001_018EA,C07001_019EA,C07001_019MA,C07001_020EA,C07001_020MA,C07001_021MA,C07001_021EA,C07001_022MA,C07001_022EA,C07001_023EA,C07001_023MA,C07001_024MA,C07001_024EA,C07001_025MA,C07001_025EA,C07001_026EA,C07001_026MA,C07001_027MA,C07001_027EA,C07001_028MA,C07001_028EA,C07001_029MA,C07001_029EA,C07001_030MA,C07001_030EA,C07001_031MA,C07001_031EA,C07001_032EA,C07001_032MA,C07001_033MA,C07001_033EA,C07001_034EA,C07001_034MA,C07001_035MA,C07001_035EA,C07001_036EA,C07001_036MA,C07001_037EA,C07001_037MA,C07001_038MA,C07001_038EA,C07001_039MA,C07001_039EA,C07001_040EA,C07001_040MA,C07001_041MA,C07001_041EA,C07001_042EA,C07001_042MA,C07001_043EA,C07001_043MA,C07001_044MA,C07001_044EA,C07001_045EA,C07001_045MA,C07001_046MA,C07001_046EA,C07001_047EA,C07001_047MA,C07001_048EA,C07001_048MA,C07001_049EA,C07001_049MA,C07001_050EA,C07001_050MA,C07001_051MA,C07001_051EA,C07001_052MA,C07001_052EA,C07001_053EA,C07001_053MA,C07001_054EA,C07001_054MA,C07001_055EA,C07001_055MA,C07001_056MA,C07001_056EA,C07001_057EA,C07001_057MA,C07001_058EA,C07001_058MA,C07001_059EA,C07001_059MA,C07001_060EA,C07001_060MA,state
0400000US01,4729509,3716,252280,4413,827359,3228,488349,5182,601653,5700,621094,5136,689027,4300,591773,2649,369627,2026,288347,1954,3987155,21708,191890,5259,695467,8513,334231,7968,450136,8635,521807,8632,616755,6360,551356,4706,354948,2897,270565,2770,454675,16569,44230,4196,88874,6760,84667,5967,87854,5597,60750,4949,45305,3964,24495,3057,7074,1446,11426,1713,165790,9728,10489,1827,23500,3582,42629,4088,37604,4079,21051,3358,14899,2304,7592,1650,4108,1287,3918,856,108723,8781,5162,1215,17383,3650,25027,2892,22133,3186,15844,2275,10177,1925,7521,1580,3300,1309,2176,740,13166,2247,509,489,2135,877,1795,945,3926,1220,1642,580,1891,867,809,449,197,207,262,179,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,702974,1600,42571,1731,134803,1314,75023,1675,103690,2025,93460,1838,112229,1934,87859,1247,34197,986,19142,937,565031,7596,31041,2228,113629,2910,42904,2529,70568,3301,79407,2949,97134,2381,80198,1558,32881,1130,17269,743,76301,7086,6784,1585,12958,2545,17378,2572,17058,2744,8340,1963,7729,1537,4261,883,480,313,1313,587,19577,2757,1811,812,2991,1101,3727,957,4949,1145,1816,585,2473,886,1271,438,292,244,247,194,36326,3708,2798,1009,4678,1388,9753,1595,8492,1856,3620,968,4551,1269,1729,573,392,353,313,202,5739,1602,137,219,547,555,1261,673,2623,965,277,262,342,260,400,394,152,195,0,246,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6332786,4439,374825,4891,1176635,1749,634568,2871,859440,3578,823770,3787,843493,3423,733260,1441,501788,2157,385007,1686,5069002,35057,280112,7450,949338,14367,406964,9827,599890,8693,658307,8974,715336,8694,646602,5566,458078,4414,354375,3694,879397,32000,73899,5885,175269,13166,150563,9412,182100,8123,122981,7620,90448,7174,48751,4536,17559,2472,17827,2460,122594,9847,7564,1974,17306,3538,26956,3547,23521,2749,14681,2339,12966,2323,11075,2112,5807,1526,2718,928,222725,11873,11805,2334,27966,4643,40358,4072,46511,4604,24063,3031,21880,2994,23355,2777,18189,3224,8598,1775,39068,6046,1445,694,6756,2507,9727,2427,7418,1638,3738,1037,2863,922,3477,1504,2155,652,1489,665,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2888304,2453,161149,3405,516679,2853,291054,4853,368047,5424,371843,4425,405044,3426,354413,2025,235270,2394,184805,2088,2387806,18627,121453,4135,420458,7037,187660,6844,266504,6324,305895,6092,361372,4279,328929,3350,222432,2710,173103,2525,292197,14369,25797,2922,63630,6091,57285,4609,54874,4308,37945,3998,24060,2802,15113,2122,6836,1344,6657,1085,120800,10915,8162,1607,19391,3619,28604,2928,27179,3696,15896,2441,10419,2154,4906,1511,3038,909,3205,1032,79127,7901,5461,1507,11891,2285,15726,2778,16446,2567,11220,2186,8552,1914,5339,1230,2697,959,1795,639,8374,2099,276,228,1309,689,1779,698,3044,1416,887,443,641,442,126,190,267,245,45,81,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36907897,10889,2087432,11049,6778331,3238,3944934,5387,5323453,6856,5191065,6088,5245537,5771,4067650,3422,2291045,3081,1978450,2923,30790221,71574,1623592,14121,5759234,22861,2832484,22136,3877581,23437,4330557,17841,4659360,16244,3725057,11931,2140703,7542,1841653,7122,4318755,60629,354115,9676,803759,20881,695005,17716,1001582,22389,623338,14678,424090,14790,232506,10230,91892,5495,92468,5903,1094532,28856,72296,5456,127466,8102,260440,13735,265983,11364,148811,7359,102368,5085,62401,4868,31017,3582,23750,2691,444749,18415,26851,3657,50944,5462,102130,6464,120157,6631,51863,4231,37306,3581,28948,3561,14155,2147,12395,1973,259640,13144,10578,1999,36928,3933,54875,5378,58150,4941,36496,4057,22413,2643,18738,2257,13278,1975,8184,1587,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4988190,3936,281396,3746,886401,2296,492348,3623,728299,3292,703506,4009,741051,3633,603551,1896,310844,1921,240794,1941,4042039,25546,219030,5175,747980,9052,276490,7718,497662,8904,579077,7177,656292,5663,549683,4986,294702,2689,221123,2495,489557,19978,33995,3242,82338,6813,99735,6931,120795,6853,66775,5611,44051,4088,25987,3317,5935,1141,9946,1553,235856,13821,13995,2374,28307,3965,62029,5752,59575,4990,27516,3154,21760,2861,12178,2227,5758,1163,4738,972,186366,9897,11930,2118,23998,3899,44888,4204,40980,4150,25595,3174,16847,2448,14403,2469,3265,990,4460,1090,34372,4253,2446,967,3778,991,9206,1882,9287,1990,4543,1178,2101,781,1300,592,1184,698,527,355,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541146,2779,165758,2783,613603,884,327402,1539,421750,2319,484117,2143,575026,1797,445337,1170,258657,1333,249496,1210,3100742,16358,136527,3929,553151,5639,241540,4749,316217,5525,425671,4111,525408,4166,419888,3003,246404,2064,235936,2201,271709,14248,19498,2827,43340,5091,40426,3668,65215,5077,35776,3466,33540,2949,16853,2357,8123,1546,8938,1643,71195,6597,2669,759,6054,1544,20275,3051,17536,2232,10111,1707,7999,1551,3239,771,1087,482,2225,752,77333,6651,5868,1239,8217,2005,21798,2734,17732,2539,9149,1734,7357,1877,3628,1122,1644,839,1940,600,20167,2860,1196,594,2841,1067,3363,942,5050,1150,3410,1056,722,337,1729,786,1399,808,457,292,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,889812,1573,46138,1594,149974,653,92921,1133,110516,1431,116236,1546,132954,1413,111603,715,72670,802,56800,656,764640,9145,37276,2346,130975,2988,62702,3579,84717,3242,102397,2696,121884,2419,103059,1830,68835,1231,52795,1123,82530,8456,7162,1899,14053,2690,16324,2942,17743,2998,10599,1793,7525,1790,4953,1396,1737,631,2434,778,7471,1626,75,126,1051,677,1650,783,1547,742,663,316,695,541,915,695,345,297,530,510,30759,4030,1548,806,3280,1301,10080,1855,5533,1335,2372,769,2850,897,2460,859,1697,712,939,489,4412,1791,77,136,615,600,2165,1323,976,678,205,181,0,265,216,221,56,93,102,137,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,596747,1124,25155,1123,68406,163,86362,535,126322,555,81404,627,75377,529,64294,478,37510,622,31917,583,474676,8281,19739,1738,59100,2118,51934,3283,85617,3111,67613,2235,66213,1772,58808,1393,35489,1010,30163,882,63766,6163,4336,1226,7623,1968,12515,2385,19555,2394,7545,1639,5854,1469,3685,1234,1291,610,1362,640,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,51244,4828,914,615,1248,744,19402,2580,18999,2421,5060,1383,2775,876,1724,579,730,354,392,260,7061,1472,166,170,435,326,2511,772,2151,925,1186,627,535,322,77,127,0,292,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18647600,7733,872260,7986,2931533,5076,1766628,7478,2270950,7740,2437991,7313,2739968,5913,2355071,4101,1738684,4055,1534515,3406,15554008,45602,674597,10140,2444289,18866,1247667,14319,1641945,15709,2013300,13727,2386317,12528,2111016,10620,1609750,7155,1425127,7121,1912631,37220,140869,7764,335056,13383,293886,11308,397441,13126,271288,11016,222200,9016,132783,8130,58212,4664,60896,3924,546899,20448,27535,3635,66480,6493,130886,9042,119708,6520,71207,5494,58496,5092,39416,4033,16735,2666,16436,2347,482889,22701,25233,2897,61707,7038,71297,6325,82773,6013,61659,5902,56914,6275,55320,4324,41045,3720,26941,3102,151173,10799,4026,1195,24001,4035,22892,4045,29083,4272,20537,3648,16041,2455,16536,2526,12942,2184,5115,1437,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
