GEO_ID,C05010_001E,C05010_001M,C05010_002E,C05010_002M,C05010_003E,C05010_003M,C05010_004E,C05010_004M,C05010_005E,C05010_005M,C05010_006E,C05010_006M,C05010_007E,C05010_007M,NAME,C05010_001MA,C05010_001EA,C05010_002MA,C05010_002EA,C05010_003EA,C05010_003MA,C05010_004MA,C05010_004EA,C05010_005MA,C05010_005EA,C05010_006MA,C05010_006EA,C05010_007MA,C05010_007EA,state
0400000US29,1346306,6397,595592,13822,545046,13166,50546,5514,750714,12873,705748,13045,44966,3547,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,210037,2213,90066,5324,86839,5177,3227,1336,119971,5673,116515,5612,3456,1050,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,438474,3631,173502,8377,133437,6682,40065,5107,264972,8067,245583,7151,19389,2863,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,631706,3742,288221,10691,155548,9246,132673,7512,343485,11041,241535,9644,101950,7063,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,275305,2358,70158,4641,60867,4141,9291,2446,205147,4587,184978,5001,20169,2836,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1990205,6563,590676,15818,350487,14151,240189,11370,1399529,16215,961035,15735,438494,12017,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,491032,4429,270586,8585,196385,8460,74201,7093,220446,8151,191247,8247,29199,4097,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4125110,8893,1654625,25477,961992,20926,692633,19573,2470485,25776,1753321,21963,717164,17103,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2160646,8577,1020550,21209,787286,18486,233264,11240,1140096,18039,1008056,17979,132040,9003,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,145209,1528,50517,3146,46650,3204,3867,1186,94692,3196,89998,3184,4694,1279,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2591203,7044,1144901,19867,1058978,20290,85923,7292,1446302,19256,1345615,17934,100687,6373,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,876325,4589,434992,10240,367139,9026,67853,5571,441333,9680,406494,8752,34839,4401,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,829199,3917,391747,10215,269880,10293,121867,8450,437452,10604,365596,9522,71856,5692,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2669915,7097,1035205,18290,911190,18161,124015,8831,1634710,17473,1479628,17269,155082,7943,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,217292,1705,84457,5373,55692,5453,28765,3923,132835,5417,109593,5756,23242,3404,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1017118,6501,504098,12583,448188,12275,55910,5215,513020,13056,475889,13221,37131,4080,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,192875,2079,80056,4698,74952,4662,5104,1551,112819,4497,108525,4370,4294,1619,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1406588,8137,694915,15893,612449,15509,82466,6145,711673,16060,659215,15133,52458,5083,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6560557,14191,3287441,35718,1835032,33427,1452409,26641,3273116,35032,2512654,32342,760462,20107,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,845863,3242,339505,11401,257757,11172,81748,6638,506358,11578,460117,10835,46241,5318,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,123416,1672,47195,3779,44326,3762,2869,871,76221,3671,70892,3494,5329,1005,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1769244,7552,574697,14971,449070,12503,125627,9392,1194547,14809,946277,14756,248270,11718,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1516710,5166,584185,13251,371208,11015,212977,9664,932525,12526,737633,13449,194892,8016,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,358328,4148,171402,7524,167665,7290,3737,1714,186926,7941,182798,7768,4128,1151,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1282628,5267,501609,13285,426298,13104,75311,5550,781019,12561,729456,13144,51563,4869,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,131338,1998,50716,4724,46696,4349,4020,1589,80622,4567,78086,4508,2536,839,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,853728,4198,684389,8878,657040,9728,27349,3174,169339,7768,159710,7411,9629,1910,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
