GEO_ID,B22005A_001E,B22005A_001M,B22005A_002E,B22005A_002M,B22005A_003E,B22005A_003M,NAME,B22005A_001EA,B22005A_001MA,B22005A_002MA,B22005A_002EA,B22005A_003MA,B22005A_003EA,state
0400000US01,1311821,8656,120424,6729,1191397,10654,Alabama,null,null,null,null,null,null,01
0400000US02,191655,2636,11833,1523,179822,3042,Alaska,null,null,null,null,null,null,02
0400000US04,1963161,11524,225833,8841,1737328,12055,Arizona,null,null,null,null,null,null,04
0400000US05,905918,6959,96919,5158,808999,7383,Arkansas,null,null,null,null,null,null,05
0400000US06,8422400,21278,512431,12592,7909969,23235,California,null,null,null,null,null,null,06
0400000US08,1702454,10472,106779,5338,1595675,10608,Colorado,null,null,null,null,null,null,08
0400000US09,1117760,7836,76070,4454,1041690,7794,Connecticut,null,null,null,null,null,null,09
0400000US10,244876,3857,17765,2182,227111,4023,Delaware,null,null,null,null,null,null,10
0400000US11,111490,3335,1382,431,110108,3210,District of Columbia,null,null,null,null,null,null,11
0400000US12,5712179,20245,574046,10945,5138133,21160,Florida,null,null,null,null,null,null,12
0400000US13,2234071,10715,187391,6718,2046680,11441,Georgia,null,null,null,null,null,null,13
0400000US15,151792,4175,8947,1304,142845,3995,Hawaii,null,null,null,null,null,null,15
0400000US16,542518,5569,62783,3533,479735,5548,Idaho,null,null,null,null,null,null,16
0400000US17,3641258,12552,259703,6033,3381555,14004,Illinois,null,null,null,null,null,null,17
0400000US18,2161152,9793,207667,6826,1953485,10926,Indiana,null,null,null,null,null,null,18
0400000US19,1150330,6168,111534,4520,1038796,7373,Iowa,null,null,null,null,null,null,19
0400000US20,973878,7528,70782,4519,903096,8789,Kansas,null,null,null,null,null,null,20
0400000US21,1514253,9643,233945,7084,1280308,10727,Kentucky,null,null,null,null,null,null,21
0400000US22,1123462,7510,99683,4703,1023779,8705,Louisiana,null,null,null,null,null,null,22
0400000US23,528114,5426,81763,3543,446351,5532,Maine,null,null,null,null,null,null,23
0400000US24,1333035,8220,67329,4468,1265706,8438,Maryland,null,null,null,null,null,null,24
0400000US25,2130179,10332,191902,6547,1938277,11040,Massachusetts,null,null,null,null,null,null,25
0400000US26,3124044,10401,414810,9598,2709234,11614,Michigan,null,null,null,null,null,null,26
0400000US27,1883418,8332,103275,4062,1780143,8489,Minnesota,null,null,null,null,null,null,27
0400000US28,685806,5751,60069,4585,625737,6886,Mississippi,null,null,null,null,null,null,28
0400000US29,2002879,9625,216434,6637,1786445,10428,Missouri,null,null,null,null,null,null,29
0400000US30,374350,4066,30227,2334,344123,4164,Montana,null,null,null,null,null,null,30
0400000US31,658882,4552,49567,3687,609315,4890,Nebraska,null,null,null,null,null,null,31
0400000US32,762859,6867,62620,4294,700239,8017,Nevada,null,null,null,null,null,null,32
0400000US33,494327,4221,39112,2878,455215,4854,New Hampshire,null,null,null,null,null,null,33
0400000US34,2327586,10808,102004,5345,2225582,11630,New Jersey,null,null,null,null,null,null,34
0400000US35,597665,5835,70234,3835,527431,6768,New Mexico,null,null,null,null,null,null,35
0400000US36,5088573,16906,468636,9981,4619937,19265,New York,null,null,null,null,null,null,36
0400000US37,2677019,13360,230593,7761,2446426,13304,North Carolina,null,null,null,null,null,null,37
0400000US38,260288,3140,17042,1560,243246,3449,North Dakota,null,null,null,null,null,null,38
0400000US39,3832629,13268,426888,9733,3405741,14054,Ohio,null,null,null,null,null,null,39
0400000US40,1122535,7072,126989,4445,995546,7927,Oklahoma,null,null,null,null,null,null,40
0400000US41,1341700,8134,220816,8035,1120884,9389,Oregon,null,null,null,null,null,null,41
0400000US42,4219687,13606,370272,9247,3849415,14583,Pennsylvania,null,null,null,null,null,null,42
0400000US44,345404,4163,37947,3047,307457,4732,Rhode Island,null,null,null,null,null,null,44
0400000US45,1241409,8806,111939,5127,1129470,9123,South Carolina,null,null,null,null,null,null,45
0400000US46,291465,3109,20688,2269,270777,3668,South Dakota,null,null,null,null,null,null,46
0400000US47,1978890,11341,276357,8031,1702533,11108,Tennessee,null,null,null,null,null,null,47
0400000US48,6670729,21168,731387,14574,5939342,20575,Texas,null,null,null,null,null,null,48
0400000US49,802641,5639,65767,3259,736874,6039,Utah,null,null,null,null,null,null,49
0400000US50,249882,2591,32177,2329,217705,3433,Vermont,null,null,null,null,null,null,50
0400000US51,2201021,11012,132585,5939,2068436,12577,Virginia,null,null,null,null,null,null,51
0400000US53,2178767,10916,253276,7269,1925491,11177,Washington,null,null,null,null,null,null,53
0400000US54,704206,5473,104419,4815,599787,6858,West Virginia,null,null,null,null,null,null,54
0400000US55,2053124,8471,181578,6083,1871546,9304,Wisconsin,null,null,null,null,null,null,55
0400000US56,209679,3076,10839,1721,198840,3552,Wyoming,null,null,null,null,null,null,56
0400000US72,895211,10297,318962,7844,576249,9443,Puerto Rico,null,null,null,null,null,null,72
