GEO_ID,C11001G_001E,C11001G_001M,C11001G_002E,C11001G_002M,C11001G_003E,C11001G_003M,C11001G_004E,C11001G_004M,C11001G_005E,C11001G_005M,NAME,C11001G_001MA,C11001G_001EA,C11001G_002MA,C11001G_002EA,C11001G_003EA,C11001G_003MA,C11001G_004EA,C11001G_004MA,C11001G_005EA,C11001G_005MA,state
0400000US01,15121,1754,9543,1358,5850,1112,3693,950,5578,1057,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,10500,1452,6144,1195,3685,941,2459,858,4356,1011,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,37099,3025,24226,2792,17274,2309,6952,1532,12873,1893,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,13926,1754,8527,1357,5256,1163,3271,1031,5399,1304,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,351034,9243,233936,6750,154851,5236,79085,5078,117098,5252,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,43020,3446,25829,2477,17697,2239,8132,1389,17191,2324,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,18896,2252,12885,1800,6258,1294,6627,1560,6011,1317,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,4850,1027,3106,805,1879,649,1227,477,1744,612,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,4742,1141,1566,537,1329,514,237,158,3176,949,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,96237,5552,61896,3789,41365,3454,20531,2257,34341,3228,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,35958,3091,24927,2303,16034,1839,8893,1428,11031,1748,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,70506,3765,52190,3123,32685,2678,19505,2155,18316,2068,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,8844,1172,6017,1128,3560,976,2457,815,2827,893,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,50577,4376,31103,3199,20743,2417,10360,1834,19474,2535,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,23119,2429,15012,1895,10226,1594,4786,1079,8107,1401,Indiana,null,null,null,null,null,null,null,null,null,null,18
