GEO_ID,B18108_001E,B18108_001M,B18108_002E,B18108_002M,B18108_003E,B18108_003M,B18108_004E,B18108_004M,B18108_005E,B18108_005M,B18108_006E,B18108_006M,B18108_007E,B18108_007M,B18108_008E,B18108_008M,B18108_009E,B18108_009M,B18108_010E,B18108_010M,B18108_011E,B18108_011M,B18108_012E,B18108_012M,B18108_013E,B18108_013M,B18108_014E,B18108_014M,B18108_015E,B18108_015M,B18108_016E,B18108_016M,B18108_017E,B18108_017M,B18108_018E,B18108_018M,B18108_019E,B18108_019M,B18108_020E,B18108_020M,B18108_021E,B18108_021M,B18108_022E,B18108_022M,B18108_023E,B18108_023M,B18108_024E,B18108_024M,B18108_025E,B18108_025M,NAME,B18108_001EA,B18108_001MA,B18108_002EA,B18108_002MA,B18108_003EA,B18108_003MA,B18108_004EA,B18108_004MA,B18108_005EA,B18108_005MA,B18108_006EA,B18108_006MA,B18108_007EA,B18108_007MA,B18108_008MA,B18108_008EA,B18108_009EA,B18108_009MA,B18108_010MA,B18108_010EA,B18108_011EA,B18108_011MA,B18108_012MA,B18108_012EA,B18108_013MA,B18108_013EA,B18108_014MA,B18108_014EA,B18108_015EA,B18108_015MA,B18108_016EA,B18108_016MA,B18108_017MA,B18108_017EA,B18108_018EA,B18108_018MA,B18108_019EA,B18108_019MA,B18108_020MA,B18108_020EA,B18108_021EA,B18108_021MA,B18108_022EA,B18108_022MA,B18108_023EA,B18108_023MA,B18108_024EA,B18108_024MA,B18108_025MA,B18108_025EA,state
0400000US13,9519836,3059,682200,3859,4070,951,1229,777,676901,4037,1810081,5157,72386,5242,23652,3097,1714043,7667,2213386,7926,73915,4522,44513,4074,2094958,9642,3810641,8599,257250,7562,239131,8618,3314260,13929,602701,4221,92403,4638,84454,4860,425844,6056,400827,3790,74373,3706,145454,4755,181000,4964,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1315677,2309,86693,794,442,352,65,113,86186,939,216968,845,8289,1809,2554,757,206125,2017,283230,2281,9033,1858,4476,1240,269721,3179,534951,2359,29678,2051,23011,2965,482262,4147,101998,1063,10256,1418,9923,1454,81819,1880,91837,919,15578,1571,27295,2079,48964,2257,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1551635,954,120708,1276,1520,626,186,294,119002,1569,307588,1773,13100,2125,4277,1092,290211,2614,356839,2632,13616,2175,9300,1540,333923,3625,573473,2881,44394,3138,35759,2754,493320,5298,109839,1361,17070,1700,12505,1570,80264,2280,83188,1237,17143,1589,26878,2126,39167,2104,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12673245,2432,832931,1928,4004,1067,2230,985,826697,2326,2288788,2869,73696,5087,26813,2971,2188279,5825,2976269,5413,71758,4553,50240,4334,2854271,8602,5025474,5340,277981,6890,240097,7451,4507396,11539,843954,2555,110660,4757,88457,3409,644837,5175,705829,3381,133257,4793,212040,6189,360532,6309,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6391470,950,433315,2657,2473,742,442,379,430400,2688,1169005,2568,50619,3760,15672,1883,1102714,5118,1453117,4299,50687,3767,33393,2970,1369037,6727,2529249,4568,180484,6251,170675,7655,2178090,10693,448404,1820,66809,3306,51363,3431,330232,4192,358380,2421,69553,3445,107416,3303,181411,3862,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3004885,571,199665,1644,1396,523,210,198,198059,1716,522097,2185,19291,2251,6038,1109,496768,3510,681090,3273,19061,2085,14409,2150,647620,4282,1173726,3544,79655,3880,58447,3928,1035624,5860,222017,1237,28677,2028,17680,1745,175660,2553,206290,1110,41639,2258,50151,2616,114500,3023,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2804461,1848,205100,2092,1032,525,370,479,203698,2277,520337,2756,19444,2286,6483,1275,494410,3717,644742,3745,23140,2012,15741,2462,605861,4550,1073785,4369,74526,3990,64233,4018,935026,7253,190988,1841,29348,2103,22146,1925,139494,3179,169509,2072,34300,2079,50663,2645,84546,2977,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4242714,4353,279755,2796,2721,777,458,436,276576,2757,738620,3562,39951,3121,11387,1415,687282,4453,936479,5379,42236,3231,32223,2770,862020,6086,1731501,5207,166837,5764,182052,6818,1382612,10196,321445,2079,50630,2782,51871,2806,218944,4097,234914,1856,44028,2778,86663,3218,104223,4029,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4440314,1830,314008,2141,2230,946,1151,578,310627,2292,799321,4929,43105,3759,15090,2071,741126,6017,1061495,5276,49630,3862,32065,2736,979800,6891,1726929,5860,149724,6258,146922,6052,1430283,9853,308911,2633,52345,3363,47989,3420,208577,4767,229650,2018,47022,2294,84558,3591,98070,3611,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1313037,991,68516,1064,766,466,448,421,67302,1280,204582,1359,12413,1880,3015,807,189154,2370,257794,2470,12031,1969,8151,1180,237612,3173,578685,2502,45442,3054,38507,2485,494736,3976,111950,684,17759,1589,11256,1460,82935,2008,91510,972,21038,1880,27536,2264,42936,2121,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5687998,2852,364928,1691,3286,935,393,348,361249,1963,985083,2210,34543,3209,13926,2027,936614,4081,1288773,4590,36956,3381,24074,2774,1227743,6479,2362165,4463,136148,6084,100463,4965,2125554,8918,385024,2018,49959,3157,37950,3120,297115,4586,302025,2565,52984,2497,90526,4049,158515,4345,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6478067,1529,365997,1342,1725,730,361,423,363911,1516,1048749,1463,43239,3598,14127,2191,991383,4173,1509736,2749,47088,3711,29661,3403,1432987,5749,2689797,3626,146341,6334,131288,6195,2412168,8776,453261,1915,53530,3247,41778,2920,357953,3998,410527,2472,72458,2945,117656,4624,220413,5428,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9763683,1209,592380,1880,4357,1186,541,340,587482,2258,1739095,2693,82369,4866,27034,2945,1629692,7123,2101072,5140,88337,5124,59016,4158,1953719,7673,4005422,5313,285324,7397,281988,9127,3438110,13729,721337,2738,106337,4374,81672,3669,533328,5288,604377,2688,113743,4258,194123,5418,296511,5906,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5252092,680,356081,2428,1816,844,570,328,353695,2537,924941,2400,33087,2482,12226,1547,879628,3461,1202800,3768,33905,2791,23106,2531,1145789,5693,2111500,3966,113403,6041,95598,4220,1902499,7713,353657,1648,44145,2449,26220,2196,283292,3600,303113,1794,60331,2579,78236,3608,164546,3570,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2902907,1467,209079,2020,1651,882,133,230,207295,2057,542906,2680,25677,2860,10235,1761,506994,3597,659449,4960,27782,3211,21310,2382,610357,6091,1121669,5154,102642,4610,115169,5590,903858,8567,214060,2505,36622,2683,38981,3118,138457,3944,155744,2203,28537,2622,64096,2693,63111,2970,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5879864,2130,387426,2820,2149,775,796,536,384481,2806,1026304,3015,47435,4161,12595,1914,966274,5374,1328508,6841,47388,3842,32347,3354,1248773,7798,2334003,5402,177656,6168,182677,6529,1973670,8742,446331,2473,68833,3810,54859,3454,322639,5567,357292,2252,71574,2923,115922,4323,169796,4708,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,975562,1190,61872,1254,297,208,36,58,61539,1296,159583,1459,6226,1206,2269,821,151088,1839,210974,2411,7455,1271,3311,910,200208,2637,400477,2280,31091,2834,22215,2045,347171,3697,80145,823,12671,1609,8392,1308,59082,2074,62511,648,12932,1116,18407,1704,31172,1689,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1802049,954,131637,1551,768,420,72,103,130797,1504,327232,1682,10561,1393,5210,1404,311461,2565,419859,2672,13507,1848,10528,2205,395824,3669,688420,3017,45310,3145,34840,2519,608270,4962,121102,1232,17635,1890,10967,1383,92500,2563,113799,1964,24565,1714,31995,2292,57239,2807,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2668966,1868,186705,984,976,718,283,322,185446,1319,477037,1280,13870,2266,5120,1333,458047,3066,618653,2724,18057,2328,10749,1903,589847,3877,1063358,2589,66224,4233,57436,4110,939698,6176,199332,1433,31401,2458,20197,2093,147734,2691,123881,1342,24750,2060,34119,2384,65012,2605,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1302639,468,68873,761,359,264,0,257,68514,871,216857,1155,9912,1768,3839,996,203106,2575,263505,2021,8439,1541,5690,1270,249376,2719,581046,2161,33895,2859,29185,2406,517966,4641,97198,1014,13378,1289,6910,1138,76910,1839,75160,724,14571,1556,19634,1863,40955,2126,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8693541,1177,538571,967,2640,1006,826,602,535105,1369,1518884,2564,51515,4100,17288,2127,1450081,5275,1845032,3917,45189,3650,31423,3202,1768420,7030,3638934,3826,178687,7893,142573,6446,3317674,10171,610524,2538,70452,3698,55558,3218,484514,5329,541596,2863,93487,4087,155338,4553,292771,5510,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2032699,1222,144016,1725,642,312,508,521,142866,1830,373642,1935,11654,1868,4446,1188,357542,2495,455129,3365,15194,2057,11722,1823,428213,4212,790163,3386,55936,3811,57640,4345,676587,6235,155419,2271,24900,1962,22766,2220,107753,3331,114330,1756,23690,1878,40240,2809,50400,3125,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19134281,2566,1150303,2540,6520,1509,1323,634,1142460,3202,3151358,3125,101623,5402,40610,3243,3009125,7359,4575366,6000,125317,5847,77131,4730,4372918,8518,7732568,5885,450183,10608,359704,9047,6922681,15849,1347066,3632,160270,5547,135820,5150,1050976,7693,1177620,3724,206056,5752,355854,7951,615710,8394,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9360661,4149,632020,3786,3579,1223,2993,1350,625448,4131,1648629,3488,72495,4862,22471,2392,1553663,5891,2093006,8427,67838,4558,47754,4256,1977414,9917,3788135,9108,286270,8926,271305,8269,3230560,14652,695318,3673,99443,4693,90339,4888,505536,7420,503553,3789,96421,4742,174230,5935,232902,6546,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,660611,725,44441,1008,147,160,0,211,44294,1035,105667,1041,3802,1020,552,325,101313,1425,164773,1668,4405,1199,2220,661,158148,1924,253769,1420,14540,1398,10829,1354,228400,2439,46243,478,7062,902,3824,672,35357,1129,45718,781,9931,1421,11485,1244,24302,1450,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11358640,5507,716052,2298,4188,1234,917,511,710947,2475,1999070,3310,97784,5792,30127,2985,1871159,7190,2458723,7709,94987,5591,63758,4473,2299978,9386,4624111,5360,333726,9380,311834,8647,3978551,13240,841672,3299,118977,5274,93925,4154,628770,6882,719012,5238,140138,4924,215963,5559,362911,6342,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3677206,1908,263885,2295,1952,720,110,129,261823,2257,665464,2726,28867,2731,10133,1610,626464,3794,852135,4684,37371,3155,25799,2536,788965,6022,1404677,4082,132146,5131,128036,4771,1144495,8066,278135,2161,50279,2846,41709,3178,186147,4502,212910,2361,42706,2477,77443,3032,92761,2895,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3799107,882,236032,2022,2008,983,1699,850,232325,2408,629330,2185,27620,3248,8887,1752,592823,4177,868135,3733,35998,3639,24052,2872,808085,4817,1540617,3633,115399,5611,111399,4842,1313819,7422,288552,1684,40145,3016,35489,2970,212918,3270,236441,1888,45540,2658,76830,4164,114071,3951,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12506000,1361,726278,2448,4152,1118,774,542,721352,2558,2051955,2793,101693,5444,30368,2666,1919894,6048,2723594,5090,99920,5051,57883,3683,2565791,8562,5117488,5273,353822,8060,312859,8162,4450807,12103,973589,2465,131573,4720,102062,4430,739954,7117,913096,3066,177894,5286,265378,6806,469824,6256,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1036743,1079,57112,935,685,422,182,294,56245,1079,166858,987,9823,1676,1892,797,155143,2037,241011,1833,9766,1702,5359,1329,225886,2687,427418,1904,31057,2921,28599,3051,367762,4293,73555,1101,10287,1598,6817,1177,56451,2021,70789,1056,16168,1531,19490,1903,35131,1981,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4536835,2329,301793,2336,1881,860,381,300,299531,2456,776684,2561,28902,3193,8551,1509,739231,4279,1016790,5022,36292,3113,26471,3433,954027,7062,1824705,5157,143033,6535,146392,6675,1535280,9120,371859,2408,58098,3343,47527,3191,266234,3697,245004,2420,46791,2611,84457,4001,113756,4199,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,798141,664,57488,1090,179,162,0,223,57309,1085,143405,1524,4529,1039,1586,461,137290,1843,179606,2391,6264,1163,3438,1068,169904,2690,306237,2321,18742,2151,14990,1866,272505,3329,57739,1054,8490,1181,4966,1047,44283,1830,53666,1130,11456,1409,15533,1589,26677,1632,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6259546,1957,406413,2840,2710,928,828,497,402875,2903,1086684,3725,51546,4141,14580,2125,1020558,6226,1395677,5808,59091,4875,39287,2966,1297299,7220,2537354,6528,208935,6699,222232,7641,2106187,10382,487160,3093,78972,3825,74530,4246,333658,5503,346258,2839,66460,3146,128124,4247,151674,4051,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,24779450,4528,1929338,4319,7817,1490,4335,1323,1917186,4278,4946684,4660,206117,10098,66406,4971,4674161,11682,6000171,9534,189636,8907,129778,7335,5680757,15402,9366530,10338,649386,14770,580664,12123,8136480,19416,1464176,4866,218352,6872,218755,7424,1027069,7925,1072551,5525,210664,6552,381604,7521,480283,8807,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2750354,1102,263603,1228,1986,718,765,559,260852,1403,606780,1291,15961,1822,6392,1127,584427,2499,756634,2516,22188,1880,12876,1897,721570,3368,876875,2430,50854,3230,38029,2768,787992,4462,138700,1480,19434,1649,12346,1651,106920,2128,107762,1457,21376,1745,31654,1864,54732,1938,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,619886,304,32268,756,221,306,0,211,32047,840,97393,960,5333,922,1763,571,90297,1350,133724,1382,5606,1106,5265,1152,122853,2042,268792,1297,18841,1693,15323,1522,234628,2854,49124,399,6223,967,3719,690,39182,1307,38585,498,7794,1079,11902,1198,18889,1192,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7807416,5241,507432,3129,1841,574,930,675,504661,3212,1342233,4292,43570,3808,15737,2085,1282926,6180,1778107,8594,49399,3622,34243,3157,1694465,9601,3224795,7602,201126,7573,162522,7357,2861147,13891,548138,3112,74343,3891,59118,3411,414677,5530,406711,3563,77285,3843,124837,4672,204589,5480,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
