GEO_ID,C20005A_001E,C20005A_001M,C20005A_002E,C20005A_002M,C20005A_003E,C20005A_003M,C20005A_004E,C20005A_004M,C20005A_005E,C20005A_005M,C20005A_006E,C20005A_006M,C20005A_007E,C20005A_007M,C20005A_008E,C20005A_008M,C20005A_009E,C20005A_009M,C20005A_010E,C20005A_010M,C20005A_011E,C20005A_011M,C20005A_012E,C20005A_012M,C20005A_013E,C20005A_013M,C20005A_014E,C20005A_014M,C20005A_015E,C20005A_015M,C20005A_016E,C20005A_016M,C20005A_017E,C20005A_017M,C20005A_018E,C20005A_018M,C20005A_019E,C20005A_019M,C20005A_020E,C20005A_020M,C20005A_021E,C20005A_021M,C20005A_022E,C20005A_022M,C20005A_023E,C20005A_023M,C20005A_024E,C20005A_024M,C20005A_025E,C20005A_025M,C20005A_026E,C20005A_026M,C20005A_027E,C20005A_027M,C20005A_028E,C20005A_028M,C20005A_029E,C20005A_029M,C20005A_030E,C20005A_030M,C20005A_031E,C20005A_031M,C20005A_032E,C20005A_032M,C20005A_033E,C20005A_033M,C20005A_034E,C20005A_034M,C20005A_035E,C20005A_035M,C20005A_036E,C20005A_036M,C20005A_037E,C20005A_037M,C20005A_038E,C20005A_038M,C20005A_039E,C20005A_039M,NAME,C20005A_001MA,C20005A_001EA,C20005A_002MA,C20005A_002EA,C20005A_003MA,C20005A_003EA,C20005A_004EA,C20005A_004MA,C20005A_005EA,C20005A_005MA,C20005A_006MA,C20005A_006EA,C20005A_007MA,C20005A_007EA,C20005A_008MA,C20005A_008EA,C20005A_009MA,C20005A_009EA,C20005A_010EA,C20005A_010MA,C20005A_011EA,C20005A_011MA,C20005A_012EA,C20005A_012MA,C20005A_013MA,C20005A_013EA,C20005A_014EA,C20005A_014MA,C20005A_015MA,C20005A_015EA,C20005A_016EA,C20005A_016MA,C20005A_017MA,C20005A_017EA,C20005A_018MA,C20005A_018EA,C20005A_019EA,C20005A_019MA,C20005A_020EA,C20005A_020MA,C20005A_021EA,C20005A_021MA,C20005A_022EA,C20005A_022MA,C20005A_023MA,C20005A_023EA,C20005A_024MA,C20005A_024EA,C20005A_025EA,C20005A_025MA,C20005A_026EA,C20005A_026MA,C20005A_027EA,C20005A_027MA,C20005A_028MA,C20005A_028EA,C20005A_029EA,C20005A_029MA,C20005A_030MA,C20005A_030EA,C20005A_031EA,C20005A_031MA,C20005A_032MA,C20005A_032EA,C20005A_033EA,C20005A_033MA,C20005A_034EA,C20005A_034MA,C20005A_035MA,C20005A_035EA,C20005A_036EA,C20005A_036MA,C20005A_037EA,C20005A_037MA,C20005A_038EA,C20005A_038MA,C20005A_039EA,C20005A_039MA,state
0400000US01,2691915,5736,1309021,3860,616357,8872,54,89,616303,8867,11400,1886,56208,4431,88562,4867,177881,6160,142164,5816,140088,5799,692664,9848,405579,8255,287085,8623,127261,5431,71657,4837,35207,3486,28709,2579,13557,1834,10694,1719,1382894,3243,424413,7744,31,55,424382,7745,12801,1695,67289,4481,99786,5449,138492,5360,69198,3989,36816,3030,958481,7855,627604,8632,330877,7382,180414,6392,76223,3975,30427,2599,28666,2338,11192,1480,3955,1045,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,386647,2361,206373,2058,106642,4026,155,164,106487,4025,1277,537,4253,1009,11447,1727,21548,2434,32177,3142,35785,2701,99731,4111,34060,2280,65671,3479,19942,2002,11969,1473,8872,1574,8616,1683,8458,1381,7814,1349,180274,1113,67936,3258,19,33,67917,3257,1756,698,6368,1295,7920,1272,22865,1981,15549,1736,13459,1709,112338,3240,50781,3220,61557,2974,24840,2217,14133,2259,9359,1363,7933,1338,3486,828,1806,711,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4037242,17299,1991608,9382,873448,11750,170,170,873278,11738,16303,2191,87940,6194,123095,6833,251046,8706,188099,7838,206795,7038,1118160,11231,654587,10178,463573,10523,209220,7471,104386,5636,56156,4277,51324,3521,21410,2472,21077,2687,2045634,9944,641118,12217,61,102,641057,12207,14756,2152,75606,4295,130784,5586,224621,9021,117223,5968,78067,3785,1404516,15174,893362,11544,511154,11269,248722,7836,130876,6425,53875,4367,50706,4299,19602,2308,7373,1512,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1836353,5307,895851,3948,410068,6414,15,24,410053,6415,8432,1720,45424,3777,71055,4027,136067,5511,82270,4490,66805,3761,485783,6891,288299,5702,197484,6227,96317,4845,43380,3232,24094,2218,19324,2209,8057,1572,6312,1239,940502,3309,303902,6196,0,273,303902,6196,8308,1525,59488,4470,81061,4058,95181,4737,40591,3004,19273,2047,636600,6657,400230,6768,236370,6809,130776,5402,62127,3624,18477,2549,17035,1667,5516,947,2439,638,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18613583,50227,9251674,30481,4110186,28014,148,140,4110038,28043,74298,6803,370053,11814,510943,13497,931257,17237,854745,16336,1368742,16119,5141488,30363,2764882,23150,2376606,24549,927413,15935,558933,12552,296206,10290,283584,8798,151788,6844,158682,6054,9361909,24740,2768740,26241,433,350,2768307,26297,63770,4025,309454,10756,423230,11564,799677,18711,598635,13043,573541,11515,6593169,32158,3984280,27091,2608889,28704,1139233,18963,630282,13326,308247,8231,269583,8676,149962,6295,111582,5958,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3364747,11229,1669696,6486,841891,9476,0,279,841891,9476,15509,1878,59156,4550,95038,5484,224858,8078,199517,6088,247813,7328,827805,10853,374116,8192,453689,8243,201645,5795,98605,5409,54521,3613,53937,3214,23107,2290,21874,2268,1695051,6516,613199,9307,0,279,613199,9307,14722,1910,63580,4082,100845,5194,208221,6271,132252,5276,93579,5110,1081852,11253,570360,9962,511492,9003,241409,7126,124993,6039,65208,3582,49029,2814,20366,2221,10487,1466,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2291661,8007,1101074,4705,548344,8051,74,123,548270,8052,6535,1164,20155,2497,41996,3346,114953,5299,146142,6019,218489,5720,552730,7605,276068,6248,276662,7079,119255,5102,52209,3066,29317,2785,35451,2888,22043,2095,18387,2208,1190587,4397,399842,6744,107,126,399735,6708,6481,1188,24010,2438,48853,3694,127080,5590,104719,4494,88592,4458,790745,7132,431832,6509,358913,7406,153408,5651,80225,4123,46427,3394,40987,2941,24610,2148,13256,1589,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,524872,3262,253115,1918,117450,4061,0,265,117450,4061,1126,496,8572,1625,12372,1717,34385,2914,28924,2556,32071,2890,135665,3778,77161,2980,58504,3414,25544,2412,12255,1662,6721,1695,6911,1426,3798,916,3275,820,271757,2047,98321,3884,0,265,98321,3884,1937,771,9869,1703,16461,2014,34029,2715,23322,2467,12703,1580,173436,4348,104969,4347,68467,3149,34559,2400,16057,2037,6282,1269,6750,1014,3426,677,1393,469,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,220004,2945,108582,1711,67097,2543,0,292,67097,2543,425,304,1032,442,4613,1262,12448,1680,12396,1465,36183,2477,41485,2521,17382,1815,24103,2194,8618,1506,3810,969,2762,799,4367,1156,1904,650,2642,708,111422,1659,54088,2580,0,292,54088,2580,826,643,2443,1015,1768,603,12576,1752,13619,1773,22856,1901,57334,2817,26759,2241,30575,2572,13558,1741,4948,1276,3162,909,3975,1141,2421,515,2511,840,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12031378,24542,5842857,15064,2443969,21331,355,269,2443614,21343,53774,4066,256720,8887,404214,10706,692890,15095,504103,11434,531913,10484,3398888,22979,2100454,17207,1298434,17746,569746,12114,338181,10271,153987,7225,132345,6858,48279,3337,55896,3904,6188521,12928,1922479,17230,259,206,1922220,17205,49144,4165,282541,11463,415949,11185,652782,12863,328504,9640,193300,7631,4266042,21167,2846723,21151,1419319,18914,671862,13242,392905,10463,151470,5762,132669,6145,48809,3412,21604,2417,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4701490,11775,2302658,7987,1147463,11207,327,232,1147136,11224,20574,2704,101696,6041,154383,7183,306960,9338,250829,8708,312694,7574,1155195,10454,656454,9912,498741,8163,222450,7875,121465,5476,57539,3853,45469,3510,25733,2585,26085,2592,2398832,6152,804398,9848,183,174,804215,9851,19802,2287,109971,6399,156162,5897,255511,7777,162336,5945,100433,4809,1594434,10588,1009404,12103,585030,10780,301905,7943,139225,5873,63548,4221,45300,3282,24685,2356,10367,1760,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,293414,2989,159790,2019,83275,3549,0,275,83275,3549,2222,837,5184,1961,10932,1741,20043,2665,20172,1998,24722,2400,76515,3491,36042,2766,40473,3249,15182,2327,6085,1179,6274,1263,5975,1322,4023,937,2934,930,133624,1564,45955,2678,0,275,45955,2678,1497,663,5098,1167,7818,1563,16242,2294,8824,1211,6476,1104,87669,2769,47728,2616,39941,2768,17134,1919,8636,1533,4368,1070,6050,1289,2870,1028,883,458,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1105842,4223,551075,2722,240274,5260,0,267,240274,5260,4759,957,20697,2381,42895,3779,75558,4295,51871,3543,44494,3008,310801,5723,150349,4752,160452,5117,78002,3963,36765,3188,20515,2145,15594,1996,5804,1385,3772,781,554767,2679,167439,5059,16,28,167423,5059,5311,1306,29159,2644,45129,3712,55363,3637,23673,2216,8788,1328,387328,6269,208279,4974,179049,5322,96800,4355,47916,2953,15404,1684,13165,1778,4088,1018,1676,627,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
