GEO_ID,B16005B_001E,B16005B_001M,B16005B_002E,B16005B_002M,B16005B_003E,B16005B_003M,B16005B_004E,B16005B_004M,B16005B_005E,B16005B_005M,B16005B_006E,B16005B_006M,B16005B_007E,B16005B_007M,B16005B_008E,B16005B_008M,B16005B_009E,B16005B_009M,B16005B_010E,B16005B_010M,B16005B_011E,B16005B_011M,NAME,B16005B_001EA,B16005B_001MA,B16005B_002MA,B16005B_002EA,B16005B_003EA,B16005B_003MA,B16005B_004EA,B16005B_004MA,B16005B_005MA,B16005B_005EA,B16005B_006EA,B16005B_006MA,B16005B_007EA,B16005B_007MA,B16005B_008MA,B16005B_008EA,B16005B_009EA,B16005B_009MA,B16005B_010MA,B16005B_010EA,B16005B_011EA,B16005B_011MA,state
0400000US01,1168244,5201,1157343,6099,1142863,6222,14480,1889,11803,1751,2677,835,10901,2293,6117,1704,4784,1607,3738,1299,1046,695,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,23222,1473,20318,1787,19108,1612,1210,581,934,551,276,248,2904,1012,1150,799,1754,775,938,439,816,418,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,240865,4844,216907,6116,208297,5576,8610,2302,7528,2237,1082,489,23958,4489,7176,1641,16782,3896,8837,2226,7945,2564,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,423904,3771,421580,3592,417612,3668,3968,974,2547,706,1421,646,2324,896,1306,692,1018,564,915,526,103,184,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2104342,13073,1959993,16380,1881160,17836,78833,5982,67789,5524,11044,1867,144349,9783,46948,4993,97401,8511,58211,6118,39190,5103,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,182937,4168,158131,4953,151442,5082,6689,1508,6048,1532,641,290,24806,3211,5195,1322,19611,2954,7126,1768,12485,2845,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,333050,4877,262696,6329,243009,6340,19687,3443,16981,3134,2706,1000,70354,6111,39594,4523,30760,4682,15069,2750,15691,3242,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,177257,1933,167658,2917,162911,3372,4747,1251,3965,1138,782,426,9599,2395,4674,1441,4925,1674,3593,1250,1332,878,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,290403,2462,270104,3060,262802,3238,7302,1496,5764,1219,1538,668,20299,2842,8850,1881,11449,2736,6336,1702,5113,1647,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2766487,13812,2149801,18513,1984559,19349,165242,9697,144630,9186,20612,2616,616686,16200,260723,13552,355963,15440,148077,8920,207886,11727,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2747798,8941,2605534,13886,2547923,14994,57611,5390,47725,5280,9886,1896,142264,8944,73142,5665,69122,6617,50845,6035,18277,3338,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,19250,1610,17525,1555,16370,1745,1155,711,608,403,547,573,1725,935,507,353,1218,857,503,370,715,799,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,7921,1386,5572,1466,5187,1406,385,389,307,361,78,141,2349,922,652,505,1697,770,665,541,1032,615,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1734404,9527,1684986,10027,1650863,10701,34123,3136,27125,3125,6998,1434,49418,5582,16114,2876,33304,4353,19391,3112,13913,2753,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,538918,6446,517096,6759,507100,6628,9996,2382,8902,2411,1094,489,21822,4258,6600,1799,15222,3787,10161,2367,5061,2129,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,85220,3928,75444,4514,73548,4609,1896,916,1575,779,321,416,9776,2019,2053,927,7723,1851,4041,1548,3682,1509,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,150282,3825,141322,4107,137727,4149,3595,1256,3104,1237,491,351,8960,2073,1508,769,7452,1959,4815,1378,2637,1240,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,309376,5401,300470,5779,295464,5951,5006,1513,3621,1385,1385,540,8906,2411,2570,977,6336,2233,2543,1243,3793,1476,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1335931,6473,1323209,6992,1293466,7802,29743,3188,24962,3107,4781,1118,12722,3128,6922,2131,5800,1918,3749,1409,2051,1101,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12950,1468,5480,1154,4910,1067,570,431,394,320,176,230,7470,1383,2276,838,5194,1249,2264,876,2930,803,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1584210,6591,1413443,11798,1360601,12621,52842,5235,45249,4812,7593,1830,170767,10500,63160,6167,107607,8785,72845,6541,34762,4728,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,410033,5982,264077,9359,222482,8723,41595,4180,35494,3732,6101,1446,145956,7702,40783,4483,105173,7564,51799,5140,53374,5515,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1285646,6814,1259856,8289,1241516,9211,18340,2896,14067,2530,4273,1268,25790,4718,9456,2206,16334,3893,9287,1903,7047,2455,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,243926,5529,169029,7145,155737,7437,13292,2676,11652,2517,1640,636,74897,5214,15820,3205,59077,5069,31910,3967,27167,3010,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1015849,5282,1012822,5337,1004752,5460,8070,1384,4733,1096,3337,821,3027,1155,1347,745,1680,907,1158,687,522,476,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
