GEO_ID,B16009_001E,B16009_001M,B16009_002E,B16009_002M,B16009_003E,B16009_003M,B16009_004E,B16009_004M,B16009_005E,B16009_005M,B16009_006E,B16009_006M,B16009_007E,B16009_007M,B16009_008E,B16009_008M,B16009_009E,B16009_009M,B16009_010E,B16009_010M,B16009_011E,B16009_011M,B16009_012E,B16009_012M,B16009_013E,B16009_013M,B16009_014E,B16009_014M,B16009_015E,B16009_015M,B16009_016E,B16009_016M,B16009_017E,B16009_017M,B16009_018E,B16009_018M,B16009_019E,B16009_019M,B16009_020E,B16009_020M,B16009_021E,B16009_021M,B16009_022E,B16009_022M,B16009_023E,B16009_023M,B16009_024E,B16009_024M,B16009_025E,B16009_025M,B16009_026E,B16009_026M,B16009_027E,B16009_027M,NAME,B16009_001EA,B16009_001MA,B16009_002MA,B16009_002EA,B16009_003MA,B16009_003EA,B16009_004EA,B16009_004MA,B16009_005MA,B16009_005EA,B16009_006MA,B16009_006EA,B16009_007EA,B16009_007MA,B16009_008EA,B16009_008MA,B16009_009MA,B16009_009EA,B16009_010EA,B16009_010MA,B16009_011EA,B16009_011MA,B16009_012MA,B16009_012EA,B16009_013EA,B16009_013MA,B16009_014MA,B16009_014EA,B16009_015EA,B16009_015MA,B16009_016EA,B16009_016MA,B16009_017MA,B16009_017EA,B16009_018EA,B16009_018MA,B16009_019EA,B16009_019MA,B16009_020MA,B16009_020EA,B16009_021MA,B16009_021EA,B16009_022EA,B16009_022MA,B16009_023EA,B16009_023MA,B16009_024MA,B16009_024EA,B16009_025EA,B16009_025MA,B16009_026MA,B16009_026EA,B16009_027MA,B16009_027EA,state
0400000US01,4363168,3622,791945,20315,214245,9387,199101,8884,13860,2609,300,294,805,691,179,288,577700,14176,539289,14049,29828,3610,4021,1307,3745,1252,817,569,3571223,20337,602421,9139,571104,9449,22325,3069,3416,1081,4424,1594,1152,803,2968802,14278,2828393,15263,83488,5212,30501,3233,22167,2336,4253,1380,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,644276,1824,59410,5602,13904,2389,10733,2222,79,101,592,396,1021,758,1479,480,45506,3953,33969,3574,1764,913,1168,550,2834,1042,5771,1148,584866,5746,117724,2808,102212,3166,2641,907,1631,727,6044,1554,5196,1068,467142,3915,390626,5031,17039,2413,12787,2466,26799,2510,19891,1889,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5823297,3722,969250,29487,267230,14059,138280,10980,113163,10479,1862,1056,2533,1232,11392,2429,702020,20369,417988,15554,213653,11881,11402,2748,12042,2940,46935,4534,4854047,29934,889489,14872,672087,13634,181663,10846,8703,1891,14565,2370,12471,2293,3964558,20179,3049043,18566,670767,15938,86599,5836,79605,5837,78544,5502,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2649067,2825,472539,14600,130722,6929,113880,6191,15064,2712,390,442,732,608,656,850,341817,10160,307577,9661,27640,3888,2608,1131,3009,1280,983,688,2176528,15234,377950,7714,347884,7613,22649,2796,3641,1178,3596,1181,180,185,1798578,10336,1696171,10014,68392,4301,15613,2241,16980,2772,1422,522,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34111830,6181,5195329,66307,1424871,30568,522192,18163,786966,22576,27754,4195,73673,5774,14286,3112,3770458,42631,1703730,24644,1511485,30765,146557,9708,356445,12867,52241,6408,28916501,67164,5251268,31304,3099074,29533,1598835,24805,169027,8777,346246,8997,38086,4108,23665233,43135,13787963,46056,5998021,40471,1121722,23725,2534880,29765,222647,12861,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4595855,2399,586840,20063,137586,8427,88471,6449,43192,4490,1357,837,1578,715,2988,1459,449254,13782,326763,11421,93455,7104,10028,1909,10166,2178,8842,2351,4009015,20506,737502,8788,612881,10494,96845,7612,13604,2300,11672,2011,2500,962,3271513,13909,2784488,15745,322898,12036,79963,5648,65245,3378,18919,2518,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3268309,1904,317431,14228,70784,6103,45331,5551,20970,3312,2672,1298,725,484,1086,1302,246647,10118,155841,8010,60680,4954,20691,3017,6282,1968,3153,1336,2950878,14143,536389,6177,443240,7647,48289,3408,34426,3777,9225,1555,1209,622,2414489,9978,1927050,13528,213789,6727,206630,8201,54323,4297,12697,1876,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,819845,946,91285,6932,24513,3108,20116,3224,3404,1311,734,653,0,265,259,352,66772,4923,54228,4544,8890,2094,1327,617,1834,925,493,617,728560,6971,123610,3077,107774,3297,10574,1972,3167,929,1696,593,399,378,604950,5026,537938,5885,34119,2665,19405,2940,10661,1310,2827,1077,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,538362,347,100670,6676,21802,2742,19698,2649,1499,972,0,292,343,355,262,357,78868,5169,67788,4922,4357,1353,3521,986,2016,775,1186,612,437692,6652,45960,2684,39436,2905,4730,1178,1141,454,171,209,482,367,391732,5122,333164,5826,27248,2947,17060,2254,6073,1374,8187,1993,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17384045,5707,2764401,37717,641021,18253,420347,15123,174725,11068,39599,5234,4749,1455,1601,1417,2123380,27530,1389947,24237,557131,20224,134718,10254,27915,4005,13669,2935,14619644,37955,2242808,19007,1651984,19293,452872,10046,100818,6415,27402,3189,9732,2599,12376836,28529,9120809,31654,2333625,24047,667828,19297,194734,7900,59840,5721,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8776968,5202,1493672,32754,415462,12491,328075,11638,75294,5253,5057,1312,4621,1863,2415,1445,1078210,25229,891989,23352,134520,9523,21935,3309,19637,3594,10129,3209,7283296,34817,1372473,13215,1207928,13390,100082,6516,30286,3153,26377,2827,7800,1912,5910823,25418,5194996,24588,376631,10398,164761,8569,130678,6509,43757,4955,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1241703,1212,128444,8397,27489,3921,21591,3444,595,484,18,31,5285,1996,0,275,100955,5745,71646,5062,3639,1365,3021,1056,22617,2914,32,49,1113259,8549,185414,3984,154291,5039,3035,1106,1729,794,26359,3591,0,275,927845,5866,670023,13298,17083,2728,17199,2652,221533,11051,2007,983,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1422642,1826,213012,9262,51056,3866,39395,3209,10020,2046,656,457,669,516,316,333,161956,7351,136335,7082,20680,3249,2868,1138,1264,727,809,504,1209630,9457,253059,4350,225596,4580,21848,2812,3381,1187,1935,656,299,228,956571,7347,871728,7946,60399,4355,14471,2841,7367,1442,2606,840,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11722414,3475,1550762,28320,419096,13322,289906,10903,106749,8498,12345,3229,4348,1596,5748,1845,1131666,20007,828563,15532,196245,10503,62438,6971,30386,3516,14034,2831,10171652,28649,1846777,13343,1436402,12589,284597,10472,79265,5961,35279,3141,11234,2518,8324875,20168,6561342,23276,953369,13564,504481,16568,237889,7269,67794,6039,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5869182,3608,854226,21631,233623,10208,199535,8636,22596,3084,7104,2630,3802,1153,586,563,620603,15483,543806,13747,47476,4478,12412,2195,11615,2035,5294,1630,5014956,22057,917653,10381,837103,10265,47477,3804,24282,3172,5883,1132,2908,1314,4097303,16053,3814220,15205,143858,6731,92095,7051,34804,3297,12326,2347,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2753771,2346,331214,12659,76072,5728,62631,4946,9481,2363,2240,955,1076,760,644,496,255142,8840,225849,8116,18160,3054,4615,1184,3365,1173,3153,1127,2422557,13111,437118,5877,399812,5648,23701,2461,7120,1668,4906,1193,1579,742,1985439,9238,1861493,9828,60949,3318,31484,2813,24973,2151,6540,1717,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2573140,2798,331950,13531,85678,6795,65340,6063,17758,3600,1275,833,986,577,319,350,246272,9488,205071,7555,29489,3948,3975,1194,5040,1695,2697,1052,2241190,13757,426731,7452,379454,6976,32869,3041,5469,1452,8294,1899,645,443,1814459,9793,1640774,10755,105937,5147,31273,3819,29045,2648,7430,1877,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
