B19131_103E,B19131_103M,B19131_104E,B19131_104M,B19131_105E,B19131_105M,B19131_106E,B19131_106M,B19131_107E,B19131_107M,GEO_ID,B19131_001E,B19131_001M,B19131_002E,B19131_002M,B19131_003E,B19131_003M,B19131_004E,B19131_004M,B19131_005E,B19131_005M,B19131_006E,B19131_006M,B19131_007E,B19131_007M,B19131_008E,B19131_008M,B19131_009E,B19131_009M,B19131_010E,B19131_010M,B19131_011E,B19131_011M,B19131_012E,B19131_012M,B19131_013E,B19131_013M,B19131_014E,B19131_014M,B19131_015E,B19131_015M,B19131_016E,B19131_016M,B19131_017E,B19131_017M,B19131_018E,B19131_018M,B19131_019E,B19131_019M,B19131_020E,B19131_020M,B19131_021E,B19131_021M,B19131_022E,B19131_022M,B19131_023E,B19131_023M,B19131_024E,B19131_024M,B19131_025E,B19131_025M,B19131_026E,B19131_026M,B19131_027E,B19131_027M,B19131_028E,B19131_028M,B19131_029E,B19131_029M,B19131_030E,B19131_030M,B19131_031E,B19131_031M,B19131_032E,B19131_032M,B19131_033E,B19131_033M,B19131_034E,B19131_034M,B19131_035E,B19131_035M,B19131_036E,B19131_036M,B19131_037E,B19131_037M,B19131_038E,B19131_038M,B19131_039E,B19131_039M,B19131_040E,B19131_040M,B19131_041E,B19131_041M,B19131_042E,B19131_042M,B19131_043E,B19131_043M,B19131_044E,B19131_044M,B19131_045E,B19131_045M,B19131_046E,B19131_046M,B19131_047E,B19131_047M,B19131_048E,B19131_048M,B19131_049E,B19131_049M,B19131_050E,B19131_050M,B19131_051E,B19131_051M,B19131_052E,B19131_052M,B19131_053E,B19131_053M,B19131_054E,B19131_054M,B19131_055E,B19131_055M,B19131_056E,B19131_056M,B19131_057E,B19131_057M,B19131_058E,B19131_058M,B19131_059E,B19131_059M,B19131_060E,B19131_060M,B19131_061E,B19131_061M,B19131_062E,B19131_062M,B19131_063E,B19131_063M,B19131_064E,B19131_064M,B19131_065E,B19131_065M,B19131_066E,B19131_066M,B19131_067E,B19131_067M,B19131_068E,B19131_068M,B19131_069E,B19131_069M,B19131_070E,B19131_070M,B19131_071E,B19131_071M,B19131_072E,B19131_072M,B19131_073E,B19131_073M,B19131_074E,B19131_074M,B19131_075E,B19131_075M,B19131_076E,B19131_076M,B19131_077E,B19131_077M,B19131_078E,B19131_078M,B19131_079E,B19131_079M,B19131_080E,B19131_080M,B19131_081E,B19131_081M,B19131_082E,B19131_082M,B19131_083E,B19131_083M,B19131_084E,B19131_084M,B19131_085E,B19131_085M,B19131_086E,B19131_086M,B19131_087E,B19131_087M,B19131_088E,B19131_088M,B19131_089E,B19131_089M,B19131_090E,B19131_090M,B19131_091E,B19131_091M,B19131_092E,B19131_092M,B19131_093E,B19131_093M,B19131_094E,B19131_094M,B19131_095E,B19131_095M,B19131_096E,B19131_096M,B19131_097E,B19131_097M,B19131_098E,B19131_098M,B19131_099E,B19131_099M,B19131_100E,B19131_100M,B19131_101E,B19131_101M,B19131_102E,B19131_102M,B19131_103EA,B19131_103MA,B19131_104EA,B19131_104MA,B19131_105MA,B19131_105EA,B19131_106EA,B19131_106MA,B19131_107EA,B19131_107MA,NAME,B19131_001MA,B19131_001EA,B19131_002EA,B19131_002MA,B19131_003EA,B19131_003MA,B19131_004EA,B19131_004MA,B19131_005EA,B19131_005MA,B19131_006EA,B19131_006MA,B19131_007EA,B19131_007MA,B19131_008EA,B19131_008MA,B19131_009EA,B19131_009MA,B19131_010EA,B19131_010MA,B19131_011EA,B19131_011MA,B19131_012EA,B19131_012MA,B19131_013EA,B19131_013MA,B19131_014EA,B19131_014MA,B19131_015MA,B19131_015EA,B19131_016MA,B19131_016EA,B19131_017MA,B19131_017EA,B19131_018MA,B19131_018EA,B19131_019MA,B19131_019EA,B19131_020EA,B19131_020MA,B19131_021EA,B19131_021MA,B19131_022MA,B19131_022EA,B19131_023EA,B19131_023MA,B19131_024MA,B19131_024EA,B19131_025MA,B19131_025EA,B19131_026EA,B19131_026MA,B19131_027MA,B19131_027EA,B19131_028MA,B19131_028EA,B19131_029EA,B19131_029MA,B19131_030MA,B19131_030EA,B19131_031MA,B19131_031EA,B19131_032EA,B19131_032MA,B19131_033EA,B19131_033MA,B19131_034EA,B19131_034MA,B19131_035EA,B19131_035MA,B19131_036MA,B19131_036EA,B19131_037EA,B19131_037MA,B19131_038EA,B19131_038MA,B19131_039MA,B19131_039EA,B19131_040EA,B19131_040MA,B19131_041EA,B19131_041MA,B19131_042EA,B19131_042MA,B19131_043MA,B19131_043EA,B19131_044EA,B19131_044MA,B19131_045EA,B19131_045MA,B19131_046EA,B19131_046MA,B19131_047MA,B19131_047EA,B19131_048MA,B19131_048EA,B19131_049EA,B19131_049MA,B19131_050MA,B19131_050EA,B19131_051MA,B19131_051EA,B19131_052EA,B19131_052MA,B19131_053MA,B19131_053EA,B19131_054MA,B19131_054EA,B19131_055EA,B19131_055MA,B19131_056MA,B19131_056EA,B19131_057MA,B19131_057EA,B19131_058MA,B19131_058EA,B19131_059EA,B19131_059MA,B19131_060MA,B19131_060EA,B19131_061EA,B19131_061MA,B19131_062EA,B19131_062MA,B19131_063MA,B19131_063EA,B19131_064EA,B19131_064MA,B19131_065MA,B19131_065EA,B19131_066EA,B19131_066MA,B19131_067EA,B19131_067MA,B19131_068MA,B19131_068EA,B19131_069EA,B19131_069MA,B19131_070MA,B19131_070EA,B19131_071EA,B19131_071MA,B19131_072EA,B19131_072MA,B19131_073EA,B19131_073MA,B19131_074MA,B19131_074EA,B19131_075EA,B19131_075MA,B19131_076EA,B19131_076MA,B19131_077MA,B19131_077EA,B19131_078EA,B19131_078MA,B19131_079MA,B19131_079EA,B19131_080MA,B19131_080EA,B19131_081EA,B19131_081MA,B19131_082MA,B19131_082EA,B19131_083MA,B19131_083EA,B19131_084EA,B19131_084MA,B19131_085EA,B19131_085MA,B19131_086MA,B19131_086EA,B19131_087MA,B19131_087EA,B19131_088EA,B19131_088MA,B19131_089MA,B19131_089EA,B19131_090EA,B19131_090MA,B19131_091EA,B19131_091MA,B19131_092MA,B19131_092EA,B19131_093EA,B19131_093MA,B19131_094MA,B19131_094EA,B19131_095MA,B19131_095EA,B19131_096EA,B19131_096MA,B19131_097MA,B19131_097EA,B19131_098EA,B19131_098MA,B19131_099MA,B19131_099EA,B19131_100MA,B19131_100EA,B19131_101MA,B19131_101EA,B19131_102MA,B19131_102EA,state
7063,1497,3040,849,1158,498,715,492,229,205,0400000US45,1180687,11186,827387,11112,303324,8583,6817,1572,5546,1285,6820,1296,9852,1549,9962,1739,12646,1938,12417,1738,14491,2135,14379,1958,27944,3116,43909,3679,60198,3869,36301,3079,16590,2058,13934,1735,11518,1521,524063,8346,11988,1858,10459,1736,17484,1695,24446,2381,26245,2437,23449,2446,25576,2547,28912,2391,29741,2359,51409,3528,70534,3806,80978,4237,50161,2903,26809,2566,24263,2278,21609,1991,353300,8819,77062,4690,32680,3736,4238,1214,3218,1172,3833,1362,2495,949,2956,1069,3232,1090,1794,814,2221,847,840,422,1905,700,1755,676,2590,1054,856,554,443,426,71,126,233,210,44382,3550,1839,592,2572,903,4604,1087,4523,906,3198,831,3246,786,2156,856,3051,755,2998,766,4033,1106,5621,1490,3945,1077,1506,624,271,220,241,214,578,463,276238,7538,152891,6091,42519,4053,17721,2549,17460,2057,14642,1853,12351,2239,13040,2067,7963,1649,5998,1368,4128,981,7119,1568,4600,999,3765,1019,996,567,190,182,131,134,268,199,123347,5707,12043,1597,9972,1702,13919,2159,11424,1845,8937,1526,9585,1491,9363,1713,7553,1369,6024,1261,12385,1506,9937,1603,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
842,388,411,256,94,116,0,223,109,132,0400000US46,204029,4559,161534,4342,62695,2705,883,420,374,215,1228,670,1315,505,1275,433,2733,818,2089,683,2378,698,2524,556,6965,1083,9872,1166,13878,1680,8597,1198,3975,912,2592,666,2017,574,98839,3296,1639,587,1477,416,2475,631,4052,822,3957,731,4691,845,4016,719,5254,868,5930,905,10513,1324,15499,1492,17924,1757,9939,1079,4217,970,3173,696,4083,794,42495,3030,12526,1843,7140,1479,435,288,352,262,760,437,581,317,996,599,1216,558,507,409,312,202,192,191,990,600,311,259,132,142,204,185,0,223,85,117,67,119,5386,1002,248,229,82,96,296,195,110,95,420,236,558,303,643,443,61,66,242,196,730,340,1096,458,517,275,196,225,143,158,0,223,44,71,29969,2137,19369,1904,4015,946,2281,868,1747,776,2043,707,2201,590,2020,783,1514,607,1147,564,624,389,807,445,443,238,276,213,159,144,0,223,92,152,0,223,10600,1434,1070,435,809,375,1299,591,1115,694,460,270,689,374,498,325,579,452,642,348,975,392,1008,414,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
8831,1408,3441,772,1998,688,1597,657,1096,503,0400000US47,1644896,14706,1195406,12392,443527,8158,12204,2178,11733,1771,12831,1919,16640,1999,16841,2040,18356,2235,19430,2498,20895,2366,25046,2826,40782,3099,60221,3636,73898,4578,46808,3364,22189,2543,21223,2003,24430,2094,751879,9770,16085,1946,18079,2007,27110,2174,36474,2401,38689,2919,41217,3066,41488,2753,39959,2855,37969,3008,79026,4665,97924,4041,113463,5620,69527,3694,35653,2967,29890,2429,29326,2029,449490,10761,106616,5304,49989,4107,7376,1585,4646,1140,4502,1238,4997,1414,3836,1071,4401,1177,2978,757,4587,1111,1689,703,4185,1186,2620,821,2188,752,707,483,161,156,695,454,421,346,56627,3185,4297,1023,2605,729,4313,1138,3546,958,3913,903,4020,966,4189,1022,4356,1080,2987,957,6743,1316,6452,1527,4806,1107,1627,571,1162,475,697,466,914,563,342874,8790,190835,6855,50575,4261,24432,2943,19426,2572,19056,2740,14915,2266,12586,1949,11031,2129,9534,1625,7446,1330,7706,1761,7103,1327,4647,1132,1158,443,397,235,354,298,469,372,152039,5815,13712,1752,11554,1592,13529,1582,14444,1654,14205,1709,13471,2085,9589,1739,10083,1605,8187,1416,11158,1393,15144,2007,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
45716,3352,21168,2581,7330,1185,5809,1325,4563,1214,0400000US48,6091590,24172,4386996,26008,2021898,19135,40175,4112,53320,4036,64496,4173,86646,4555,85412,5150,94476,5529,87395,5255,87126,4932,80232,4628,166109,8754,239618,7428,307462,10120,233656,8509,135358,5734,133705,6409,126712,5537,2365098,18542,46945,3520,55429,3760,74838,3989,91365,4442,95274,4646,105757,4887,108789,4663,107372,5339,101504,4788,208640,6578,279116,7739,377427,9055,251359,7627,154222,5352,155135,5294,151926,5999,1704594,21279,436727,10464,207389,7967,18197,2526,16316,2509,15909,2518,19415,2425,16074,2628,16293,2413,13459,1781,13015,1915,11094,2129,20653,3159,16016,2412,15580,2236,7082,1725,3662,1004,1469,592,3155,967,229338,8363,13105,2279,11197,2166,14885,2118,14732,1910,15570,2588,16383,2328,15021,1758,13682,2375,11408,1602,22725,2971,25993,2867,25791,2604,11819,1850,6926,1479,5524,1499,4577,1180,1267867,17880,761487,14564,166983,7663,90806,5999,81405,4579,73220,4986,57138,4809,57395,4773,41254,3865,37741,3529,30589,2705,41095,3578,40170,3564,25406,2936,8740,1730,4366,1065,3415,1281,1764,756,506380,11684,43181,3244,29595,2819,38339,3127,42247,4037,37347,2980,39152,3754,32768,2819,31312,2923,26756,2551,47597,3333,53500,3830,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
3998,954,1635,558,854,407,748,507,171,159,0400000US49,665964,7680,543212,7068,280917,6169,5197,1092,4131,1151,6702,1306,10434,1604,9330,1658,10427,1625,12344,1692,14284,1837,13455,1758,30814,2635,42068,3251,53168,3151,30416,2047,15124,1914,11212,1407,11811,1622,262295,5581,4135,902,4884,1002,6291,1276,8861,1433,9849,1547,12681,1664,11232,1503,12876,1731,12443,1623,27223,2320,35662,2877,41684,3024,32296,2848,18043,1829,13824,1442,10311,1450,122752,4416,37258,3320,18921,2250,1952,877,1402,576,1106,608,2249,840,1136,619,884,486,1585,576,961,521,1474,696,1713,688,2438,801,1157,518,437,368,64,107,217,223,146,140,18337,2325,1194,555,880,558,255,177,1023,589,475,317,1176,614,1948,798,995,508,772,486,1602,690,1783,689,3848,1061,937,421,615,343,450,418,384,374,85494,3989,48822,3075,10780,1691,4675,1173,4065,1011,5397,1419,3444,919,4090,1097,3671,1065,2430,773,2357,663,2234,739,2972,1008,1669,609,518,349,153,259,75,117,292,282,36672,2745,2319,642,1414,500,2383,723,1585,625,2532,815,2572,977,2354,688,2792,689,2568,877,4404,944,4343,878,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
658,299,380,243,371,291,19,31,175,161,0400000US50,159846,3532,125678,3324,45063,2544,758,328,497,330,456,275,817,432,1330,518,1117,453,2024,540,2677,638,1522,582,2909,650,7652,1067,9755,1386,5482,897,2755,600,2925,703,2387,595,80615,2550,1085,452,1545,512,1989,488,3515,509,3029,618,4095,703,3317,777,4011,797,4473,961,7692,1060,10224,1060,13837,1626,8429,1171,4952,755,4756,803,3666,717,34168,2266,10887,1429,5941,1026,127,108,211,133,406,234,460,344,636,379,1022,505,154,135,368,273,385,196,756,376,574,362,481,311,192,169,140,168,29,47,0,211,4946,946,364,291,99,109,111,113,279,253,477,457,532,421,616,320,154,181,279,210,466,264,617,267,487,217,178,202,0,211,287,270,0,211,23281,2050,14672,1711,3185,770,2058,652,1420,566,1489,530,1366,509,726,353,722,383,611,264,548,406,937,398,938,346,462,271,123,134,87,118,0,211,0,211,8609,1347,554,350,431,291,558,320,618,387,506,255,633,318,322,165,716,366,256,163,1349,539,1063,403,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
19797,2122,7983,1462,4258,871,3545,868,2078,832,0400000US51,2013520,16738,1517627,16113,617975,10678,5898,1292,6897,1600,8102,1651,11713,1758,12720,1640,17942,2179,19733,2762,18928,2320,19655,2092,45017,3623,65875,4349,102577,5242,85256,3981,56700,3324,68715,4055,72247,3488,899652,12976,11192,1605,14549,1806,19945,2209,27947,2676,29384,2171,31335,2459,33126,2690,34406,2700,35691,2857,67781,3430,101585,4908,137497,5151,107794,4864,72987,3926,86632,4348,87801,4162,495893,9851,124273,6048,58657,4331,4970,1413,2439,950,3013,1096,4250,1142,4833,1302,5172,1264,2660,937,2573,825,2808,782,4399,1099,5425,1352,6034,1434,4755,1344,1653,639,1934,703,1739,894,65616,4128,2907,978,2117,1140,3619,1066,2008,797,3185,1030,3917,1171,4300,1016,4712,995,2710,874,6341,1405,9237,1224,8690,1498,3520,938,3554,1151,2777,857,2022,748,371620,7527,208337,6281,36988,3327,18574,2050,17170,2143,18351,2401,15388,2750,14459,1897,14149,2283,10730,1699,8358,1663,13251,2035,17876,2790,12236,1853,5602,1292,2065,689,1737,606,1403,579,163283,6311,8300,1376,8766,1430,10753,1679,14183,2035,10027,1514,12251,2055,9778,1716,10364,1650,8920,1607,15384,2213,16896,2049,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
11947,1839,5724,1016,2501,781,1520,597,913,475,0400000US53,1681386,12734,1297240,12312,535314,8977,8772,1680,7664,1458,9895,1978,16960,2205,14881,2143,19221,2296,17623,2237,17901,2133,19545,2307,41087,3549,65571,4124,100358,4638,70274,3270,41593,3050,44907,3501,39062,3066,761926,8720,10363,1295,9485,1574,15816,2288,20712,2464,23131,2051,29546,2962,31390,2568,32169,2411,33575,2657,70697,3737,100841,3651,132882,4650,94774,4743,61168,3109,53040,3248,42337,3470,384146,9397,114187,5903,57673,4485,5732,1427,3386,940,5014,1374,3881,1097,4785,1285,4155,1187,3216,925,2578,852,3278,1017,4575,1084,6774,1499,4799,1378,3093,803,1056,490,573,381,778,516,56514,4119,2246,670,1320,573,3348,1065,4346,1047,3067,889,3325,939,2235,822,4037,1026,2741,902,6683,1272,7770,1583,7471,1655,2988,703,1775,802,2056,881,1106,562,269959,7750,166240,6571,36404,3919,16825,2087,15473,2455,15924,2080,9453,1676,12593,2001,10916,2145,6600,1311,6780,1229,10932,1651,9336,1644,8623,1719,3037,997,1018,485,1895,743,431,220,103719,4630,7280,1613,5911,1140,6316,1325,6868,1565,6214,1318,6257,1159,6391,1278,6122,1289,5960,1262,10229,1378,13566,1617,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
3090,964,1065,541,69,114,257,235,68,118,0400000US54,485652,6805,372301,7081,122282,5080,3172,913,2893,875,4445,984,4022,1040,5762,1216,6554,1154,5276,1221,5758,1127,6816,1434,11712,1759,16781,2141,23995,2082,12457,1816,5871,976,3693,808,3075,849,250019,6789,5350,1016,7245,1235,12581,1715,14235,1763,15037,1727,16372,1882,14777,1707,14850,2009,14517,1765,24302,2284,34310,2530,34947,2844,18840,2061,10781,1420,6346,1121,5529,1050,113351,4355,28515,2675,13508,1705,2383,924,1069,528,1230,708,1098,460,1427,646,842,419,547,326,1041,535,475,371,787,434,1446,646,622,311,301,275,92,161,0,269,148,179,15007,1673,1301,531,1110,468,1525,583,1022,458,928,550,951,376,885,428,905,511,983,398,1703,717,1669,583,1144,462,374,304,242,258,95,117,170,233,84836,3759,40841,2761,13493,2082,4802,1169,4488,1203,4441,1080,3233,887,1793,663,1699,710,1930,747,1380,864,1659,632,766,416,538,303,130,167,136,167,254,224,99,148,43995,2796,3566,1067,4840,1088,3926,918,3764,1078,3490,938,3706,1067,3594,940,2479,709,2371,634,4534,1008,3176,909,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
7668,1121,2663,607,476,210,443,308,344,236,0400000US55,1453332,10977,1125314,11860,437433,7139,5199,1155,5916,1144,5499,1134,10415,1574,11048,1584,15291,1785,13692,1661,15552,1671,16489,1852,40169,2539,64026,3206,94137,3687,60423,3070,31865,2272,24453,1698,23259,2117,687881,8566,9441,1417,8623,1203,14381,1400,24281,1798,29392,2067,30181,1945,32347,2398,33988,1939,35852,2293,70746,2709,101461,3918,124593,4275,76545,3396,40781,2392,32388,2290,22881,1979,328018,7724,96237,4096,56150,3475,7846,1701,3145,1070,4725,1338,5564,1138,3835,889,6273,1155,3195,764,4193,1111,3238,797,4680,991,4176,917,2888,864,1373,623,320,210,416,273,283,167,40087,2637,2302,760,1521,606,1641,587,2706,808,2201,584,2672,738,3030,851,2564,654,2386,761,4307,944,5766,987,4417,852,2288,919,733,353,852,387,701,485,231781,6854,151278,5979,29485,2872,20130,2228,16876,2290,17060,2178,11724,1526,9587,1340,9162,1463,6594,1094,7462,1429,8074,1118,6630,1199,5641,1207,1596,568,522,305,419,309,316,238,80503,4045,4307,775,4343,1034,5440,876,6488,1115,5940,1141,6726,1069,6201,1190,6735,1140,4212,1032,8607,1293,9910,1247,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
