GEO_ID,C08113_001E,C08113_001M,C08113_002E,C08113_002M,C08113_003E,C08113_003M,C08113_004E,C08113_004M,C08113_005E,C08113_005M,C08113_006E,C08113_006M,C08113_007E,C08113_007M,C08113_008E,C08113_008M,C08113_009E,C08113_009M,C08113_010E,C08113_010M,C08113_011E,C08113_011M,C08113_012E,C08113_012M,C08113_013E,C08113_013M,C08113_014E,C08113_014M,C08113_015E,C08113_015M,C08113_016E,C08113_016M,C08113_017E,C08113_017M,C08113_018E,C08113_018M,C08113_019E,C08113_019M,C08113_020E,C08113_020M,C08113_021E,C08113_021M,C08113_022E,C08113_022M,C08113_023E,C08113_023M,C08113_024E,C08113_024M,C08113_025E,C08113_025M,C08113_026E,C08113_026M,C08113_027E,C08113_027M,C08113_028E,C08113_028M,C08113_029E,C08113_029M,C08113_030E,C08113_030M,NAME,C08113_001MA,C08113_001EA,C08113_002EA,C08113_002MA,C08113_003EA,C08113_003MA,C08113_004MA,C08113_004EA,C08113_005MA,C08113_005EA,C08113_006MA,C08113_006EA,C08113_007EA,C08113_007MA,C08113_008EA,C08113_008MA,C08113_009MA,C08113_009EA,C08113_010MA,C08113_010EA,C08113_011MA,C08113_011EA,C08113_012EA,C08113_012MA,C08113_013EA,C08113_013MA,C08113_014EA,C08113_014MA,C08113_015EA,C08113_015MA,C08113_016MA,C08113_016EA,C08113_017EA,C08113_017MA,C08113_018EA,C08113_018MA,C08113_019EA,C08113_019MA,C08113_020EA,C08113_020MA,C08113_021EA,C08113_021MA,C08113_022MA,C08113_022EA,C08113_023EA,C08113_023MA,C08113_024EA,C08113_024MA,C08113_025EA,C08113_025MA,C08113_026EA,C08113_026MA,C08113_027MA,C08113_027EA,C08113_028EA,C08113_028MA,C08113_029EA,C08113_029MA,C08113_030EA,C08113_030MA,state
0400000US01,1951769,16535,1831598,16520,120171,5619,56136,3581,64035,4304,1648706,17854,1569254,17697,79452,4786,44774,3435,34678,2903,195292,9369,162896,8313,32396,4312,7130,1643,25266,3759,7964,2010,7307,1932,657,464,440,394,217,267,44025,3838,39369,3571,4656,1257,1683,627,2973,1158,55782,4508,52772,4607,3010,1025,2109,886,901,500,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,343424,5810,285923,6455,57501,3744,36347,3351,21154,2845,230116,5965,201597,5463,28519,3072,20342,2485,8177,1500,45376,4438,36030,3619,9346,2012,5197,1464,4149,1410,4034,1011,3359,913,675,378,208,211,467,317,45093,2792,29898,2314,15195,1767,8837,1540,6358,1307,18805,3141,15039,2871,3766,1316,1763,624,2003,1063,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2621839,20723,1949832,17095,672007,16867,414345,14102,257662,10585,2005289,19912,1514050,17606,491239,13597,317565,12049,173674,8235,305162,11371,198423,8452,106739,6868,53486,4878,53253,5113,46829,4262,29346,3246,17483,2838,8741,1849,8742,1717,113670,6737,79822,5710,33848,4003,20298,3013,13550,2399,150889,6705,128191,5553,22698,3183,14255,2785,8443,1669,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1225968,11423,1135642,11922,90326,3610,40534,3233,49792,3923,1005284,11655,941997,11840,63287,3472,31182,3032,32105,3141,138346,6434,117288,6230,21058,3625,6969,1946,14089,3023,6058,1619,5199,1436,859,568,109,120,750,524,40021,4352,36557,4144,3464,1048,1199,450,2265,912,36259,3465,34601,3378,1658,840,1075,733,583,358,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15921475,45956,8923180,48409,6998295,34340,3701284,33778,3297011,32017,11650145,48881,6796870,46345,4853275,35312,2779115,30571,2074160,23286,1831538,25012,784286,17552,1047252,18804,445969,11938,601283,15870,820349,17602,354712,9459,465637,13283,176591,7769,289046,11432,795138,16954,419950,13082,375188,14201,157798,8306,217390,10269,824305,17515,567362,15559,256943,9810,141811,6528,115132,6520,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2428102,16248,2042292,16199,385810,12697,215910,8773,169900,8412,1832425,17344,1562901,15082,269524,11453,157996,8379,111528,6811,243835,10203,180595,7727,63240,4928,28497,2996,34743,4059,71917,4654,53347,4216,18570,2234,7225,1593,11345,1637,124793,7000,105899,6216,18894,2790,11320,1885,7574,1855,155132,7501,139550,6800,15582,2397,10872,1699,4710,1683,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1707618,10144,1351060,12013,356558,8848,206359,6734,150199,7479,1360587,13792,1114330,14216,246257,6922,154388,5709,91869,5510,135921,6670,84757,4866,51164,4066,21813,2433,29351,3574,76791,5513,48076,3911,28715,3747,13923,2216,14792,3097,67104,4740,46403,3555,20701,2961,10342,1477,10359,2524,67215,4129,57494,3530,9721,1637,5893,1167,3828,1178,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,404044,6800,353705,6409,50339,3539,30730,3173,19609,2680,324776,7163,289232,6988,35544,2894,22693,2641,12851,2099,38268,3154,28817,2807,9451,1751,4924,1369,4527,1130,12113,1864,10004,1781,2109,868,786,392,1323,773,14125,2144,12340,1999,1785,846,1400,803,385,303,14762,1986,13312,1970,1450,600,927,373,523,464,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,296717,5055,249324,5670,47393,3488,34562,3083,12831,2174,103239,4438,89949,4203,13290,1954,9829,1616,3461,911,17630,2165,14971,2013,2659,709,2150,657,509,274,113648,5057,94186,5463,19462,2567,13559,2170,5903,1611,47330,4016,38705,3613,8625,1435,6877,1420,1748,752,14870,2071,11513,1795,3357,1073,2147,764,1210,682,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7865975,28271,5552770,30842,2313205,20953,1300555,18265,1012650,19184,6286833,33757,4550591,31571,1736242,20866,1049611,17519,686631,17224,757260,18804,452620,12866,304640,11987,131861,7722,172779,9244,161012,10861,71792,5967,89220,8954,26721,3401,62499,8577,298039,13310,193853,9088,104186,9026,42781,3963,61405,7565,362831,11267,283914,9283,78917,5990,49581,5018,29336,3156,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4118024,22215,3535658,23732,582366,10660,295727,10804,286639,8909,3267029,22798,2885289,23213,381740,10318,220798,9191,160942,8555,424278,14152,305396,11761,118882,7697,40413,4555,78469,6704,93624,7121,73268,5706,20356,3603,7627,1640,12729,2882,134204,8137,94867,6059,39337,5177,11808,2426,27529,4396,198889,8662,176838,7904,22051,3261,15081,2370,6970,1752,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,657295,7523,479929,10184,177366,9385,97356,5875,80010,7549,437687,8611,337896,9107,99791,5818,60837,4309,38954,4433,90538,5487,62379,5224,28159,2854,14833,2108,13326,1733,43534,4212,19382,2194,24152,3300,9340,1981,14812,2920,51878,5300,34356,3911,17522,3080,8403,1870,9119,1992,33658,4890,25916,4715,7742,1574,3943,1047,3799,1122,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,669892,8472,599103,9334,70789,4021,43106,3530,27683,2534,520863,9021,468227,9411,52636,3500,33475,3089,19161,2060,66471,3893,57392,3574,9079,1604,4029,947,5050,1251,5410,1206,4771,1140,639,383,327,311,312,204,36891,3479,31107,2968,5784,1457,3268,1009,2516,1001,40257,3944,37606,3897,2651,974,2007,794,644,467,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5792659,21042,4489116,23140,1303543,18534,698193,15001,605350,14337,4273034,23657,3398887,22583,874147,17041,488416,12883,385731,12170,502443,11652,314909,9679,187534,7932,71440,4350,116094,7017,494684,12316,368772,10072,125912,7264,74036,4951,51876,5134,273291,10481,201687,7948,71604,5806,37952,4025,33652,3791,249207,7603,204861,6717,44346,4578,26349,3377,17997,2598,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2845206,17408,2621095,18125,224111,7108,131994,6214,92117,5725,2385577,17869,2227284,17656,158293,6349,97075,5239,61218,4245,242733,7832,201142,6776,41591,3833,19880,2584,21711,3036,27693,2999,23097,2888,4596,1183,2716,1069,1880,706,95577,5005,82275,4527,13302,2167,7469,1412,5833,1545,93626,4782,87297,4305,6329,1759,4854,1481,1475,663,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1513705,9788,1407135,10234,106570,4422,56759,3700,49811,3627,1200762,9698,1128834,9499,71928,3715,42231,3391,29697,3122,146859,6254,125871,5263,20988,2471,6240,1293,14748,2199,16649,2474,14289,2351,2360,843,1145,582,1215,590,76271,5128,68520,4514,7751,1841,4742,1311,3009,1191,73164,4712,69621,4690,3543,998,2401,785,1142,484,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1358914,9336,1214107,9765,144807,6169,77736,4481,67071,4547,1116031,10471,1005848,10840,110183,5262,62564,4046,47619,3579,124333,7026,100680,6276,23653,2804,9229,1821,14424,2325,7098,1824,5656,1571,1442,772,626,386,816,599,51566,3825,45255,3089,6311,1728,2653,936,3658,1311,59886,4477,56668,4258,3218,868,2664,791,554,346,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1803377,15174,1707609,15287,95768,4842,49639,3878,46129,3831,1482669,16578,1421376,16458,61293,4330,35370,3277,25923,2741,186526,8284,163639,7888,22887,2846,7003,1507,15884,2389,19654,2766,18126,2733,1528,553,646,330,882,427,48606,4099,43366,3785,5240,1332,2944,1076,2296,907,65922,4936,61102,4285,4820,1767,3676,1766,1144,624,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1932178,14163,1757758,15183,174420,6629,114044,6150,60376,4971,1578167,15029,1457860,15215,120307,5523,88026,4957,32281,3495,206556,9173,170302,8702,36254,3738,16179,1972,20075,3183,27806,3374,23717,3195,4089,1127,1585,830,2504,803,77540,5302,67702,4675,9838,1936,4893,1083,4945,1451,42109,3455,38177,3000,3932,1239,3361,1186,571,306,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,627588,6403,589617,5951,37971,3226,29550,2816,8421,1630,504971,6849,476145,6599,28826,2790,22626,2392,6200,1336,55677,3747,51222,3580,4455,1075,3594,943,861,443,3067,875,2820,832,247,215,189,195,58,90,31527,2609,28760,2430,2767,851,1809,729,958,470,32346,2471,30670,2457,1676,551,1332,515,344,259,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2847946,17144,2336075,15987,511871,11623,307754,10867,204117,7760,2079711,18858,1747529,17305,332182,10205,217170,8864,115012,6363,304131,11171,216363,8584,87768,6104,40218,3760,47550,4265,245628,9404,190589,8035,55039,4471,28473,2872,26566,3187,95841,5042,77415,4749,18426,2379,10076,1658,8350,1991,122635,5991,104179,5102,18456,2161,11817,1832,6639,1285,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3151546,16613,2496540,15673,655006,13673,396066,11320,258940,7854,2294910,16547,1890922,17226,403988,11309,261682,9859,142306,6356,246522,9029,162294,7135,84228,5680,37649,3603,46579,4432,285330,9451,189362,7847,95968,6099,50858,4454,45110,3695,191352,7150,140147,6284,51205,4462,32690,3294,18515,2844,133432,5258,113815,4664,19617,2532,13187,1779,6430,1793,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4044769,19421,3707243,19364,337526,8894,221369,7199,116157,7194,3370583,20226,3117498,19496,253085,7559,174794,5834,78291,4662,347458,8858,298813,9062,48645,4106,25325,2565,23320,3879,51549,3592,46227,3316,5322,1408,2695,839,2627,1009,131473,6191,117341,5957,14132,1910,9315,1554,4817,1134,143706,7029,127364,5373,16342,5079,9240,1892,7102,4113,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
