GEO_ID,B15001_001E,B15001_001M,B15001_002E,B15001_002M,B15001_003E,B15001_003M,B15001_004E,B15001_004M,B15001_005E,B15001_005M,B15001_006E,B15001_006M,B15001_007E,B15001_007M,B15001_008E,B15001_008M,B15001_009E,B15001_009M,B15001_010E,B15001_010M,B15001_011E,B15001_011M,B15001_012E,B15001_012M,B15001_013E,B15001_013M,B15001_014E,B15001_014M,B15001_015E,B15001_015M,B15001_016E,B15001_016M,B15001_017E,B15001_017M,B15001_018E,B15001_018M,B15001_019E,B15001_019M,B15001_020E,B15001_020M,B15001_021E,B15001_021M,B15001_022E,B15001_022M,B15001_023E,B15001_023M,B15001_024E,B15001_024M,B15001_025E,B15001_025M,B15001_026E,B15001_026M,B15001_027E,B15001_027M,B15001_028E,B15001_028M,B15001_029E,B15001_029M,B15001_030E,B15001_030M,B15001_031E,B15001_031M,B15001_032E,B15001_032M,B15001_033E,B15001_033M,B15001_034E,B15001_034M,B15001_035E,B15001_035M,B15001_036E,B15001_036M,B15001_037E,B15001_037M,B15001_038E,B15001_038M,B15001_039E,B15001_039M,B15001_040E,B15001_040M,B15001_041E,B15001_041M,B15001_042E,B15001_042M,B15001_043E,B15001_043M,B15001_044E,B15001_044M,B15001_045E,B15001_045M,B15001_046E,B15001_046M,B15001_047E,B15001_047M,B15001_048E,B15001_048M,B15001_049E,B15001_049M,B15001_050E,B15001_050M,B15001_051E,B15001_051M,B15001_052E,B15001_052M,B15001_053E,B15001_053M,B15001_054E,B15001_054M,B15001_055E,B15001_055M,B15001_056E,B15001_056M,B15001_057E,B15001_057M,B15001_058E,B15001_058M,B15001_059E,B15001_059M,B15001_060E,B15001_060M,B15001_061E,B15001_061M,B15001_062E,B15001_062M,B15001_063E,B15001_063M,B15001_064E,B15001_064M,B15001_065E,B15001_065M,B15001_066E,B15001_066M,B15001_067E,B15001_067M,B15001_068E,B15001_068M,B15001_069E,B15001_069M,B15001_070E,B15001_070M,B15001_071E,B15001_071M,B15001_072E,B15001_072M,B15001_073E,B15001_073M,B15001_074E,B15001_074M,B15001_075E,B15001_075M,B15001_076E,B15001_076M,B15001_077E,B15001_077M,B15001_078E,B15001_078M,B15001_079E,B15001_079M,B15001_080E,B15001_080M,B15001_081E,B15001_081M,B15001_082E,B15001_082M,B15001_083E,B15001_083M,NAME,B15001_001MA,B15001_001EA,B15001_002MA,B15001_002EA,B15001_003MA,B15001_003EA,B15001_004EA,B15001_004MA,B15001_005MA,B15001_005EA,B15001_006EA,B15001_006MA,B15001_007EA,B15001_007MA,B15001_008MA,B15001_008EA,B15001_009MA,B15001_009EA,B15001_010MA,B15001_010EA,B15001_011MA,B15001_011EA,B15001_012MA,B15001_012EA,B15001_013EA,B15001_013MA,B15001_014MA,B15001_014EA,B15001_015MA,B15001_015EA,B15001_016EA,B15001_016MA,B15001_017MA,B15001_017EA,B15001_018MA,B15001_018EA,B15001_019EA,B15001_019MA,B15001_020MA,B15001_020EA,B15001_021MA,B15001_021EA,B15001_022MA,B15001_022EA,B15001_023MA,B15001_023EA,B15001_024EA,B15001_024MA,B15001_025MA,B15001_025EA,B15001_026EA,B15001_026MA,B15001_027EA,B15001_027MA,B15001_028EA,B15001_028MA,B15001_029EA,B15001_029MA,B15001_030MA,B15001_030EA,B15001_031EA,B15001_031MA,B15001_032MA,B15001_032EA,B15001_033EA,B15001_033MA,B15001_034MA,B15001_034EA,B15001_035EA,B15001_035MA,B15001_036EA,B15001_036MA,B15001_037EA,B15001_037MA,B15001_038EA,B15001_038MA,B15001_039EA,B15001_039MA,B15001_040MA,B15001_040EA,B15001_041EA,B15001_041MA,B15001_042MA,B15001_042EA,B15001_043MA,B15001_043EA,B15001_044MA,B15001_044EA,B15001_045MA,B15001_045EA,B15001_046MA,B15001_046EA,B15001_047MA,B15001_047EA,B15001_048EA,B15001_048MA,B15001_049MA,B15001_049EA,B15001_050MA,B15001_050EA,B15001_051MA,B15001_051EA,B15001_052MA,B15001_052EA,B15001_053EA,B15001_053MA,B15001_054MA,B15001_054EA,B15001_055EA,B15001_055MA,B15001_056EA,B15001_056MA,B15001_057MA,B15001_057EA,B15001_058EA,B15001_058MA,B15001_059EA,B15001_059MA,B15001_060EA,B15001_060MA,B15001_061EA,B15001_061MA,B15001_062MA,B15001_062EA,B15001_063EA,B15001_063MA,B15001_064MA,B15001_064EA,B15001_065EA,B15001_065MA,B15001_066MA,B15001_066EA,B15001_067MA,B15001_067EA,B15001_068EA,B15001_068MA,B15001_069EA,B15001_069MA,B15001_070MA,B15001_070EA,B15001_071EA,B15001_071MA,B15001_072MA,B15001_072EA,B15001_073EA,B15001_073MA,B15001_074EA,B15001_074MA,B15001_075MA,B15001_075EA,B15001_076EA,B15001_076MA,B15001_077MA,B15001_077EA,B15001_078EA,B15001_078MA,B15001_079EA,B15001_079MA,B15001_080MA,B15001_080EA,B15001_081EA,B15001_081MA,B15001_082EA,B15001_082MA,B15001_083MA,B15001_083EA,state
0400000US01,3649870,2227,1740071,2707,243772,3615,7445,1575,52263,3802,79074,4590,85137,4294,8036,1737,11256,1976,561,279,293626,3758,18186,2585,37570,2887,89575,4746,67987,4736,16982,2233,47990,3206,15336,2222,305556,3838,15272,2089,35826,2728,101694,4765,67781,3960,23081,2172,40080,3354,21822,2053,618244,3700,31597,2755,71989,4278,203807,6238,129525,4914,39224,2932,89216,4026,52886,3620,278873,1920,35892,2838,34212,2789,86685,3252,51532,2834,9041,1544,32842,2147,28669,2349,1909799,2111,244577,2904,4417,1202,33082,2888,68129,4139,111947,5895,9349,1600,15908,2230,1745,751,308027,3791,12243,2133,33169,3394,65643,4890,85045,4340,25815,2728,61267,3651,24845,2153,315538,2931,11621,2041,27836,2931,82372,3785,74964,4444,37067,3073,52996,3245,28682,2364,662556,2643,25011,2266,62230,4480,212649,5757,152313,5460,62836,4054,88587,4210,58930,3187,379101,1677,45744,3058,66478,3290,145780,4917,61216,3195,11336,1460,26885,2247,21662,1970,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,525600,559,274121,911,39857,1368,701,331,7917,1289,15764,2192,14102,1973,757,443,573,390,43,75,55477,1579,499,252,4739,1131,14761,1630,19993,1919,4318,1275,7821,1466,3346,993,49162,1307,817,383,3615,1031,12047,1718,13762,1977,4456,948,10411,1499,4054,1038,104095,1535,3097,794,5177,1091,32281,2458,27292,1938,7471,1393,17476,1826,11301,1462,25530,734,2336,583,1408,502,7090,931,6876,941,623,277,3289,701,3908,820,251479,691,35166,1026,433,302,5043,1118,12097,1586,14273,1534,1370,584,1875,657,75,87,48213,1149,767,396,2524,685,10255,1321,15711,1686,4762,1123,11695,1452,2499,793,44298,1095,203,126,2622,906,9308,1609,13335,1632,4643,1001,8898,1178,5289,1002,95993,1479,2194,705,5012,1061,20462,1913,28678,2394,9623,1673,20158,1995,9866,1609,27809,625,2795,576,2571,611,7851,1098,7570,1252,1210,465,3598,858,2214,703,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4781326,1188,2353852,1788,329966,2076,7980,1632,65422,4046,111759,5525,116077,5167,12853,2390,14083,2333,1792,898,437715,2640,22996,3152,48658,4127,117056,5888,117663,6181,38278,3971,71361,5584,21703,2893,417439,2582,25034,2786,40260,3412,106910,5068,107798,4352,30840,3690,72379,4370,34218,2866,764748,2493,48746,3976,52548,4228,183877,6800,196186,6003,63015,3776,138495,5877,81881,4356,403984,1152,31871,2336,29269,2525,99437,4410,93157,3867,21848,2168,72174,3573,56228,3589,2427474,1483,304602,1944,5082,1603,46086,3767,83336,5001,131191,6002,16534,2373,20309,2638,2064,698,421725,2205,18545,2618,38015,4031,92607,5006,122544,5819,39102,3202,81757,4741,29155,2862,406331,1998,24480,2605,33559,3400,84989,4956,109843,4906,38995,3986,74333,4322,40132,3029,812005,2623,45018,3012,53325,4361,195009,7470,229743,6770,77504,4294,126510,4857,84896,3975,482811,1284,44771,2934,38256,3252,160312,4154,123291,4369,27368,2428,54880,3305,33933,2931,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2210476,2319,1069304,2970,146227,3242,7549,1904,26351,2900,50831,3146,49164,4194,5244,1755,6650,1479,438,329,186098,3698,7686,1500,21555,2921,65587,3314,43150,3146,11529,2080,28559,2543,8032,1505,184637,3027,8108,1693,19334,2254,66086,3865,43507,3312,10225,1733,25978,2627,11399,1621,368881,2839,21892,2566,37211,3465,136217,4092,79980,4493,20505,2496,49458,3255,23618,2309,183461,1711,25476,1964,25084,1987,57560,2902,33309,2307,5555,1014,20543,1740,15934,1333,1141172,2305,144827,3473,2772,857,22538,3301,43888,3237,59547,4171,6936,1497,8145,1469,1001,654,181949,3334,4406,1233,16009,2269,45054,3658,52899,3358,17187,2321,34073,2968,12321,1914,187206,2743,7345,1464,16559,2270,57161,3618,46980,3033,18477,2023,28305,2470,12379,1876,390576,2470,17950,2025,33961,3091,140552,4634,91487,4464,30525,2266,48485,3243,27616,2617,236614,1361,28641,2315,36207,2193,95859,3663,40881,2653,7708,1394,17487,1770,9831,1507,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28042134,2417,13804975,3716,2054714,3727,71702,5516,342726,8556,604000,10789,825559,14194,79279,5047,123331,6787,8117,1753,2716552,5126,216776,7448,306242,10062,636596,13037,648301,12630,178677,7131,540263,12683,189697,7055,2609257,4583,270539,9218,294687,9342,561048,11564,536323,12030,165575,6951,487394,10241,293691,6757,4568022,4890,481372,10510,355626,10179,904910,15643,1016081,13913,357849,7690,857847,11889,594337,11189,1856430,2281,244286,5907,145820,5391,361728,9152,367109,7777,120425,4768,319262,7554,297800,7823,14237159,3747,1890220,3404,39126,3319,228357,7587,486197,12069,856172,13013,105420,5713,161649,6121,13299,1842,2606901,4078,163028,7386,223516,8115,478423,10122,625594,12232,211822,7392,643495,10953,261023,7567,2581808,3355,249181,7887,239908,8202,483134,11057,543815,11158,204800,6970,557115,12426,303855,8683,4745165,4052,518636,11206,329672,9729,933941,15157,1120893,12795,448777,9984,879387,13738,513859,8831,2413065,2407,391133,8578,219620,7169,652633,12415,493691,9388,143742,5090,326112,9107,186134,5956,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3820393,1970,1899660,2783,254525,2614,6567,1399,38913,2766,79208,5238,100625,5728,7376,1560,20560,2406,1276,592,376089,2753,16499,2545,32298,2907,89204,5013,92956,5018,26101,3056,92043,4379,26988,2779,357990,2840,18304,2570,24222,3219,74779,4457,77829,4406,28540,3128,86960,4230,47356,2818,665924,2946,23632,2262,32720,2708,154565,4752,147993,4728,52612,3337,153606,5319,100796,4172,245132,1235,15749,1625,16772,1962,61610,2642,46453,2465,10436,1429,46551,3228,47561,2699,1920733,2037,237823,2431,2277,948,28199,2922,63293,3994,99179,4675,10862,1952,31892,3328,2121,807,352210,2720,11918,1986,21823,2615,65104,3728,78434,4408,30800,2917,106889,4356,37242,2973,345516,2394,13980,1725,18136,2075,60947,3446,77790,3724,31700,2934,88610,4524,54353,3414,678678,2425,21401,2223,29473,2954,150214,5009,165568,5539,62024,3749,158794,4998,91204,3997,306506,1328,20423,1824,26082,2561,102903,3716,66301,3185,18520,1566,45602,2382,26675,1999,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2761785,276,1322574,1220,167846,1080,3987,980,22795,2399,52196,3615,66689,3947,3507,893,17135,2864,1537,668,209907,1568,11589,2661,15694,2098,53174,3340,44235,3488,9485,1466,52347,2865,23383,2498,236830,1674,8017,1625,15060,2728,70960,3734,39013,2711,16727,1778,51589,3342,35464,2682,494557,1268,16358,1991,30980,3106,146156,5107,79795,3473,32562,2869,102690,4331,86016,3903,213434,916,20798,2045,20793,1971,63608,2974,30395,2194,8897,1418,33391,2258,35552,2431,1439211,1201,159556,1165,1914,990,17491,2015,37190,3152,72072,3163,5254,1239,23467,2161,2168,772,211843,1529,4934,1494,12211,2229,43290,3299,45010,3570,15425,1993,54597,3392,36376,2712,247287,1194,5996,1176,12335,2316,53742,3516,47802,3408,22584,2100,62879,3398,41949,2557,525806,1473,15615,1764,26621,2844,140641,5071,104036,4951,51280,3278,100851,3744,86762,4363,294719,753,28607,2474,31400,2596,116047,4142,41125,2350,16087,1856,33646,2295,27807,2197,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,693700,603,331102,968,47179,908,1863,697,7963,1453,14096,1793,19033,2031,1348,453,2496,718,380,452,54464,1083,3060,867,7180,1441,15359,2112,11329,1687,3743,1087,10112,1646,3681,840,55984,1111,1675,856,4469,995,19565,1906,10740,1661,3916,975,9469,1164,6150,1148,116768,1155,2619,843,8426,1432,38622,2360,24838,2313,7961,1316,17784,1930,16518,1895,56707,458,4647,1109,6720,962,18534,1452,8893,1369,2138,542,8009,1015,7766,1086,362598,908,45742,786,1218,629,7055,1690,9780,1725,20631,1949,2006,864,4394,1096,658,505,56052,875,2162,831,3597,1072,12913,1778,13004,2007,3908,1216,12872,1586,7596,1491,60252,1067,2149,767,3359,975,17076,1752,12313,1754,5403,1118,12093,1510,7859,1173,127789,1149,2369,750,7862,1433,42466,2925,27729,2495,12840,1869,21382,2055,13141,1451,72763,451,4412,936,9415,1137,31624,1782,11199,1507,3477,795,7679,1287,4957,942,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,503186,244,234233,366,38532,535,853,602,5272,995,8568,1976,13219,1735,827,851,9261,2034,532,362,60153,555,1642,711,3600,984,9362,1424,7256,1632,1385,605,19894,2356,17014,2170,40502,345,2103,708,1727,614,7558,1348,5093,1185,1128,563,10812,1306,12081,1444,67378,437,4060,1267,6085,1516,16869,1829,9113,1684,2656,938,10822,1427,17773,1817,27668,217,2526,658,4169,767,5174,768,2971,758,545,266,4071,838,8212,866,268953,485,47830,4,320,252,3968,1313,8706,1451,19582,2181,503,450,13787,1631,964,585,66169,4,1315,690,2682,1025,7486,1437,6660,1489,2113,979,23850,2047,22063,2054,40902,555,1170,547,2348,732,8589,1351,6078,1206,1196,583,9046,1246,12475,1237,72293,555,3410,819,6081,1079,17854,1706,12969,1918,3289,822,12960,1509,15730,1249,41759,588,3442,955,6032,922,11677,1411,7562,1204,1025,551,5118,816,6903,1214,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14843807,4247,7163850,5489,904188,5813,32690,4396,168156,8253,294720,11202,297006,8935,55329,4166,52190,4663,4097,1002,1142525,5156,64200,6133,133173,6557,350776,10054,243972,8289,103163,6299,181512,7575,65729,3927,1207094,4670,60224,6144,115646,6390,378711,8933,240608,8425,106527,6475,203407,8266,101971,5681,2452278,4638,119837,6656,217884,8404,720364,12881,508256,10808,201356,7660,426641,8922,257940,7157,1457765,2597,135942,4979,137279,6470,397634,8323,284563,7543,67023,4018,238651,7239,196673,6636,7679957,3566,862440,3893,17043,2680,116121,5370,243629,8976,334450,9846,73832,4824,70309,4375,7056,1663,1128425,4935,37490,3763,83288,4820,274625,8038,270194,9645,129780,7438,237381,7554,95667,5340,1230897,5024,42923,3599,79804,5801,316700,8509,275209,9501,148131,6800,245897,7386,122233,6391,2642761,4405,111685,6087,187762,7100,794208,15842,598442,9336,271467,8592,444572,10512,234625,6981,1815434,2666,178710,6721,193204,7188,683566,10040,347549,7221,94053,5207,193815,7263,124537,4697,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
