GEO_ID,B07009_001E,B07009_001M,B07009_002E,B07009_002M,B07009_003E,B07009_003M,B07009_004E,B07009_004M,B07009_005E,B07009_005M,B07009_006E,B07009_006M,B07009_007E,B07009_007M,B07009_008E,B07009_008M,B07009_009E,B07009_009M,B07009_010E,B07009_010M,B07009_011E,B07009_011M,B07009_012E,B07009_012M,B07009_013E,B07009_013M,B07009_014E,B07009_014M,B07009_015E,B07009_015M,B07009_016E,B07009_016M,B07009_017E,B07009_017M,B07009_018E,B07009_018M,B07009_019E,B07009_019M,B07009_020E,B07009_020M,B07009_021E,B07009_021M,B07009_022E,B07009_022M,B07009_023E,B07009_023M,B07009_024E,B07009_024M,B07009_025E,B07009_025M,B07009_026E,B07009_026M,B07009_027E,B07009_027M,B07009_028E,B07009_028M,B07009_029E,B07009_029M,B07009_030E,B07009_030M,B07009_031E,B07009_031M,B07009_032E,B07009_032M,B07009_033E,B07009_033M,B07009_034E,B07009_034M,B07009_035E,B07009_035M,B07009_036E,B07009_036M,NAME,B07009_001EA,B07009_001MA,B07009_002MA,B07009_002EA,B07009_003MA,B07009_003EA,B07009_004EA,B07009_004MA,B07009_005EA,B07009_005MA,B07009_006EA,B07009_006MA,B07009_007MA,B07009_007EA,B07009_008MA,B07009_008EA,B07009_009EA,B07009_009MA,B07009_010EA,B07009_010MA,B07009_011EA,B07009_011MA,B07009_012EA,B07009_012MA,B07009_013MA,B07009_013EA,B07009_014MA,B07009_014EA,B07009_015EA,B07009_015MA,B07009_016EA,B07009_016MA,B07009_017EA,B07009_017MA,B07009_018MA,B07009_018EA,B07009_019EA,B07009_019MA,B07009_020EA,B07009_020MA,B07009_021EA,B07009_021MA,B07009_022EA,B07009_022MA,B07009_023EA,B07009_023MA,B07009_024MA,B07009_024EA,B07009_025MA,B07009_025EA,B07009_026EA,B07009_026MA,B07009_027EA,B07009_027MA,B07009_028EA,B07009_028MA,B07009_029EA,B07009_029MA,B07009_030MA,B07009_030EA,B07009_031MA,B07009_031EA,B07009_032MA,B07009_032EA,B07009_033EA,B07009_033MA,B07009_034MA,B07009_034EA,B07009_035EA,B07009_035MA,B07009_036EA,B07009_036MA,state
0400000US01,3161521,5158,564876,12447,988205,14381,915745,11582,439863,10393,252832,7781,2765567,15212,480972,12075,873551,14306,792573,12249,390579,9868,227892,7221,236904,9423,51083,4060,70782,5273,76872,4753,26321,3172,11846,1883,89172,6796,22247,3386,26212,2773,25071,3013,10458,2021,5184,1385,61151,5310,9552,2282,15968,2212,18321,2867,10806,1770,6504,1490,8727,1623,1022,572,1692,732,2908,990,1699,822,1406,656,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,450577,1719,40376,3291,114055,4615,170323,5464,83346,4531,42477,3584,377457,4348,32799,2809,94792,4229,142336,5210,69330,3877,38200,3369,39181,3822,3347,945,12155,1951,13863,2114,8200,1839,1616,631,11048,1623,1409,597,2738,838,4699,1138,1794,639,408,241,19097,2273,2231,781,3916,1008,7904,1435,2958,794,2088,747,3794,1189,590,603,454,441,1521,719,1064,529,165,163,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4146758,3096,595351,15037,1040197,18034,1437175,16443,691889,12456,382146,10903,3432588,18234,486390,13322,865060,15754,1170532,15951,578789,12482,331817,9537,479666,16499,79842,6952,119315,7851,183764,8467,69587,5696,27158,2967,70768,6893,11287,1860,18545,2823,26769,3800,10066,1934,4101,1307,142596,8102,14215,2670,32490,4028,50054,4527,29367,3088,16470,2131,21140,3049,3617,1117,4787,1644,6056,1487,4080,1258,2600,886,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1919422,5349,327424,8797,664076,10681,553904,9835,252888,7626,121130,6273,1658235,11141,281226,8503,573147,11006,476181,9693,220458,7658,107223,5786,145485,7806,26654,2695,52724,4082,45252,4362,14732,2510,6123,1212,64643,6502,12977,2344,22118,3027,19030,3836,7092,1868,3426,1141,46049,4371,5651,1220,15771,2597,12019,1957,8715,1898,3893,1057,5010,1695,916,548,316,282,1422,820,1891,1085,465,275,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24097200,5727,4650042,39298,5012413,30126,7183474,42324,4610875,35245,2640396,25042,20574911,41651,3977138,34798,4295356,31830,6139092,40061,3899547,34990,2263778,23385,2465876,38894,516639,18736,519550,16471,742631,20172,461168,11281,225888,8299,634330,17810,99525,5702,126543,8000,196293,9801,138342,7417,73627,5441,264824,11567,21552,3725,45469,4574,78286,5743,70360,5146,49157,4369,157259,8379,35188,4497,25495,2959,27172,2721,41458,3617,27946,3054,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3328045,3818,343432,9805,759326,12524,1014057,15893,779055,13090,432175,10543,2798539,15461,284435,9251,638505,11053,842891,14593,652856,11888,379852,9577,273489,10883,37079,3437,64598,4838,88434,6008,59866,4821,23512,2587,131525,8234,13016,1918,31266,3317,42864,3779,32370,2956,12009,1741,105550,5715,7468,2037,20131,2817,34806,3744,29703,2937,13442,1893,18942,2688,1434,670,4826,1174,5062,1537,4260,1048,3360,933,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2434383,1628,277008,10135,687618,12666,604458,11174,491990,10983,373309,10087,2169524,9357,236610,9196,615889,11326,539092,10654,438881,10088,339052,9469,168445,8043,28130,3134,49949,4631,43204,4028,29804,3030,17358,2373,42197,4011,5804,1380,11605,2015,11340,1658,8021,1471,5427,978,41450,4058,3615,1276,8096,1817,8107,1868,12181,2055,9451,1786,12767,1898,2849,1174,2079,748,2715,853,3103,883,2021,603,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,600779,1136,74121,5051,196159,6003,163431,6398,99400,4591,67668,3723,533687,5331,64807,4639,172169,6350,147515,6016,88624,4353,60572,3327,44991,4776,6170,1684,17428,2848,11003,1883,6715,1677,3675,863,4695,1226,1058,717,1757,945,928,525,783,504,169,158,15851,2240,1830,756,4255,1248,3613,940,3059,1032,3094,949,1555,801,256,272,550,567,372,333,219,184,158,183,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,416824,662,52392,3736,84569,4333,71039,4697,96573,4026,112251,4416,343903,4972,45815,3682,72810,4251,62473,4254,72927,4007,89878,3930,39292,3873,4226,1265,7762,1911,4933,1193,11593,1922,10778,1876,0,292,0,292,0,292,0,292,0,292,0,292,29680,3581,2351,1104,3691,1190,3022,1071,10553,2170,10063,1723,3949,1182,0,292,306,361,611,396,1500,730,1532,794,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13077179,7576,1899051,24619,3916584,29922,3890293,30180,2171876,24885,1199375,16136,11187455,27227,1598330,23257,3349713,28211,3307100,27667,1879401,24316,1052911,16343,1142820,22231,196100,11971,360608,13147,354142,13071,160158,9416,71812,4412,321998,11652,54687,4857,91553,6003,97487,5274,51975,4292,26296,2563,324652,14200,30068,3826,86943,6161,110601,7678,59565,5698,37475,3467,100254,7753,19866,3574,27767,4209,20963,3362,20777,2799,10881,1987,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6235623,7667,979559,16645,1824976,22166,1729330,19071,1093642,16437,608116,12949,5380812,21840,821152,15994,1588798,22247,1476787,18662,954105,15193,539970,12944,439954,16180,92985,6448,127933,8540,135722,7577,56522,4791,26792,2707,247195,9382,43769,3396,70268,4811,72868,5454,42828,3996,17462,2114,139854,9610,16346,2550,33153,3419,38928,4213,33000,3730,18427,2318,27808,3819,5307,1588,4824,1501,5025,1521,7187,1826,5465,1245,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,926928,1367,93599,5476,265263,8866,294492,5772,184364,5931,89210,5206,808273,7573,84309,5392,234503,8446,255556,6559,157800,6091,76105,4636,76278,6153,6078,1346,22188,3315,23924,3205,15336,2212,8752,1668,5927,1500,798,549,1740,899,2020,798,1115,495,254,204,26276,2978,968,528,4456,1069,9715,1985,8247,2184,2890,1006,10174,1977,1446,783,2376,1215,3277,1138,1866,697,1209,541,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,987829,2954,115466,5116,282678,7191,348757,7478,165218,6171,75710,4256,849195,7314,96953,4458,239975,6972,301195,7722,144051,5751,67021,4246,79421,5333,9948,2023,24923,3294,28167,2780,12150,1827,4233,1179,26663,3204,4948,1196,9932,1733,7865,1461,2984,994,934,374,29595,4387,2960,1045,7126,1556,11036,2098,5598,1505,2875,1093,2955,936,657,446,722,384,494,335,435,278,647,464,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8465762,4855,1110491,18096,2336176,24825,2415178,23247,1629625,17700,974292,14141,7532699,16835,977438,17609,2106827,24121,2144781,23092,1439653,16601,864000,12470,615570,12273,94016,6073,158875,6860,185138,7417,116993,5806,60548,3802,165546,7718,22284,2485,43737,3647,51470,4360,31613,3203,16442,2341,115220,7214,10456,2247,19735,2758,28639,3228,30809,2934,25581,3328,36727,3624,6297,1957,7002,1477,5150,1101,10557,2325,7721,1385,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4229798,5104,548278,10507,1521860,14458,1200547,15312,617193,11224,341920,8310,3725892,16174,460854,10512,1354703,14696,1055952,13391,546712,11368,307671,8097,313131,11454,59401,4657,110127,6347,89992,5335,37212,3417,16399,2135,110375,6898,18441,2667,36665,3465,32251,3528,16193,2031,6825,1537,67864,4861,7555,1414,17646,2517,20079,2577,13178,2016,9406,1615,12536,2091,2027,848,2719,899,2273,662,3898,1447,1619,758,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2018785,3966,190644,5972,681148,10735,643442,8864,344952,9211,158599,6705,1788202,9854,162093,5616,612542,9701,566158,8519,304808,8319,142601,6073,139438,7105,17869,2327,43688,4011,48335,3135,22225,2495,7321,1695,48963,3680,7038,1322,14200,1588,16734,2091,8038,1391,2953,828,35854,3799,2317,626,9772,1586,10792,1902,8338,1590,4635,1113,6328,1487,1327,516,946,441,1423,548,1543,752,1089,747,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1840681,5033,199609,7120,511343,10448,581841,10344,354379,8902,193509,6547,1593020,11556,168024,6986,446100,9904,498274,9664,308767,7398,171855,5587,145639,8738,19468,3320,41808,4011,50045,4257,24637,2828,9681,1966,43518,3707,5179,1140,10932,1658,16066,2186,7480,1436,3861,981,50899,4536,6654,1731,10436,1691,15409,2039,11333,1912,7067,1707,7605,1653,284,272,2067,1138,2047,606,2162,759,1045,512,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2903308,4686,524691,11137,996825,14623,785409,14315,359930,9248,236453,7373,2550103,12799,453908,11143,884211,13586,680965,13868,316332,8912,214687,7362,200583,9650,43030,4101,65885,5097,58752,4547,23058,2384,9858,1462,80148,5494,16633,1955,26373,2819,23706,2859,9262,1461,4174,1010,62794,5044,8990,1728,17944,2337,19114,2469,10309,1997,6437,1504,9680,2489,2130,960,2412,881,2872,1597,969,620,1297,596,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2945907,4720,531876,11017,1012345,13921,770791,13019,424074,9972,206821,7145,2591515,12852,459204,11648,899691,14384,673711,12812,375844,9943,183065,6502,211345,10087,45641,3770,67464,5655,60461,5084,24639,2893,13140,1992,80442,5874,18151,2370,27544,3173,19517,2432,11899,2025,3331,897,54841,4908,7270,1502,15456,2256,15206,2137,10575,1821,6334,1459,7764,1540,1610,758,2190,713,1896,694,1117,506,951,498,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,937014,1752,90787,4831,322397,7467,272861,7044,162350,5718,88619,4542,836507,5826,79743,4392,289417,7482,240965,6801,146055,5375,80327,4482,61430,4206,7918,1738,21261,2192,19434,2344,9788,1864,3029,815,21154,3197,1781,692,6529,1667,7210,1696,3598,934,2036,896,16068,2041,1176,580,4583,1062,5023,1417,2506,870,2780,782,1855,625,169,235,607,305,229,204,403,320,447,386,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3873474,3559,462627,11268,1004589,15583,1009415,15265,762917,13961,633926,10743,3404049,13584,399661,10795,882811,14980,893122,14427,665408,13909,563047,9518,260412,10711,40500,4553,73495,5918,67176,4965,48373,3861,30868,3263,87908,5757,11361,2183,23948,3088,22735,3054,19673,2503,10191,1659,94662,5401,7917,1930,19842,2748,21772,2734,23186,2975,21945,3072,26443,3744,3188,1303,4493,1533,4610,1482,6277,1271,7875,1785,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4458898,2445,485401,11030,1168464,14944,1066134,15449,992307,15014,746592,11641,3931176,14680,421914,10613,1043284,14780,947907,14397,870357,12450,647714,10020,323344,12759,44011,4403,84317,5950,79903,5934,66064,5145,49049,4462,105368,6610,10400,1946,24494,3129,21786,2853,27225,2935,21463,2535,66817,5188,4645,1188,10538,2101,12686,2210,19701,2376,19247,2962,32193,4026,4431,1445,5831,1382,3852,1231,8960,2120,9119,1745,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
