GEO_ID,C17020B_001E,C17020B_001M,C17020B_002E,C17020B_002M,C17020B_003E,C17020B_003M,C17020B_004E,C17020B_004M,C17020B_005E,C17020B_005M,C17020B_006E,C17020B_006M,C17020B_007E,C17020B_007M,C17020B_008E,C17020B_008M,C17020B_009E,C17020B_009M,NAME,C17020B_001MA,C17020B_001EA,C17020B_002MA,C17020B_002EA,C17020B_003EA,C17020B_003MA,C17020B_004EA,C17020B_004MA,C17020B_005MA,C17020B_005EA,C17020B_006MA,C17020B_006EA,C17020B_007MA,C17020B_007EA,C17020B_008EA,C17020B_008MA,C17020B_009EA,C17020B_009MA,state
0400000US01,1214146,6568,393012,14734,157651,8007,209251,9105,26110,2105,821134,15421,186193,7875,549761,9350,85180,2624,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,23692,1626,1814,788,362,364,1418,608,34,58,21878,1595,6598,1211,14135,1007,1145,408,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,252549,5466,63436,6497,24357,4130,36795,3526,2284,848,189113,7846,53003,5006,121509,4172,14601,990,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,445876,4492,153313,9494,65439,4640,79369,6221,8505,1297,292563,9672,72675,4914,191170,6376,28718,1604,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2135645,14606,483682,17234,173026,10320,280007,9533,30649,2977,1651963,21789,364873,12395,1101892,12828,185198,3811,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,183980,4832,47299,5031,20819,3056,24732,2909,1748,646,136681,5883,32566,3313,91958,3891,12157,1145,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,341051,5612,75389,8260,28075,4756,43251,4421,4063,945,265662,8362,67411,5360,172454,4831,25797,1339,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,181767,3195,37295,5839,17722,3532,17587,2952,1986,624,144472,6138,36384,3601,94669,3275,13419,755,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,297061,3042,80412,6475,27610,3586,45969,3962,6833,1312,216649,6965,38700,3609,143781,4480,34168,1450,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2871335,15476,819923,24600,324348,14850,441502,14392,54073,3905,2051412,25975,516690,14408,1344515,16680,190207,4473,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2865120,12043,766120,23081,305250,11437,414006,14103,46864,3425,2099000,26048,540937,12366,1401622,15741,156441,3691,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,17915,1781,2197,986,557,498,1575,691,65,111,15718,1922,3570,928,11098,1425,1050,464,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,8546,1663,1645,897,663,551,982,500,0,267,6901,1562,2329,1066,4328,1067,244,343,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1789282,10699,536009,19064,215620,9187,289685,11425,30704,2280,1253273,20159,302713,9723,807323,12233,143237,2878,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,559695,7979,164772,10811,71905,6800,87094,5820,5773,946,394923,11403,100026,7163,254565,6243,40332,1949,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,88421,4153,38307,4748,16899,2919,20879,2773,529,372,50114,4488,15976,2964,30616,2251,3522,841,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,156018,4200,44588,5153,17495,3111,24073,2802,3020,775,111430,5984,29110,3394,71269,3484,11051,1296,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,314868,6379,105916,7616,42992,4175,56871,4671,6053,1177,208952,8214,47808,4532,141252,4881,19892,1388,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1395184,7261,452213,17583,196877,10596,229418,9483,25918,2176,942971,18582,221674,10071,628176,10933,93121,2539,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14215,1609,6609,1266,3848,901,2761,619,0,230,7606,1651,2355,962,4890,1071,361,282,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1643825,8877,254627,16458,95606,8700,143019,9130,16002,2126,1389198,17238,335451,9675,924614,10094,129133,2765,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,423099,7056,103037,8191,39008,4424,57479,5100,6550,1357,320062,10144,81236,5171,212215,6592,26611,1412,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1337073,7815,452978,16186,181403,8149,251133,9851,20442,1864,884095,16771,195722,8813,580724,9934,107649,2317,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,262167,5998,97622,7789,43031,4300,51627,4593,2964,838,164545,8006,50675,4738,107147,4467,6723,885,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1065499,6502,381680,16120,159445,7536,200340,9502,21895,2157,683819,15661,168349,6600,446794,10927,68676,2268,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,669969,7213,197416,9798,81317,6110,103650,6042,12449,1561,472553,10303,117602,6032,307266,6828,47685,1833,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,4260,1046,1162,701,578,478,539,368,45,74,3098,990,1057,530,1891,748,150,150,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,75803,3830,27770,4352,12840,2914,13980,1882,950,398,48033,3667,11762,1936,32369,2343,3902,542,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,210778,4918,55531,7509,24444,4812,29224,3514,1863,762,155247,8248,34754,4605,103063,4463,17430,1121,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,14935,1495,3858,1519,1865,950,1993,827,0,257,11077,1630,2728,720,7786,1345,563,339,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1134470,9672,217222,11198,84344,6352,117715,5978,15163,1917,917248,13943,219057,7673,603841,8297,94350,2419,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,38509,2873,7696,1881,2188,786,5128,1433,380,307,30813,2429,7585,1461,19519,1828,3709,1022,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
