GEO_ID,C08124_001E,C08124_001M,C08124_002E,C08124_002M,C08124_003E,C08124_003M,C08124_004E,C08124_004M,C08124_005E,C08124_005M,C08124_006E,C08124_006M,C08124_007E,C08124_007M,C08124_008E,C08124_008M,C08124_009E,C08124_009M,C08124_010E,C08124_010M,C08124_011E,C08124_011M,C08124_012E,C08124_012M,C08124_013E,C08124_013M,C08124_014E,C08124_014M,C08124_015E,C08124_015M,C08124_016E,C08124_016M,C08124_017E,C08124_017M,C08124_018E,C08124_018M,C08124_019E,C08124_019M,C08124_020E,C08124_020M,C08124_021E,C08124_021M,C08124_022E,C08124_022M,C08124_023E,C08124_023M,C08124_024E,C08124_024M,C08124_025E,C08124_025M,C08124_026E,C08124_026M,C08124_027E,C08124_027M,C08124_028E,C08124_028M,C08124_029E,C08124_029M,C08124_030E,C08124_030M,C08124_031E,C08124_031M,C08124_032E,C08124_032M,C08124_033E,C08124_033M,C08124_034E,C08124_034M,C08124_035E,C08124_035M,C08124_036E,C08124_036M,C08124_037E,C08124_037M,C08124_038E,C08124_038M,C08124_039E,C08124_039M,C08124_040E,C08124_040M,C08124_041E,C08124_041M,C08124_042E,C08124_042M,NAME,C08124_001EA,C08124_001MA,C08124_002EA,C08124_002MA,C08124_003EA,C08124_003MA,C08124_004EA,C08124_004MA,C08124_005MA,C08124_005EA,C08124_006MA,C08124_006EA,C08124_007EA,C08124_007MA,C08124_008EA,C08124_008MA,C08124_009EA,C08124_009MA,C08124_010MA,C08124_010EA,C08124_011MA,C08124_011EA,C08124_012EA,C08124_012MA,C08124_013MA,C08124_013EA,C08124_014EA,C08124_014MA,C08124_015MA,C08124_015EA,C08124_016EA,C08124_016MA,C08124_017MA,C08124_017EA,C08124_018MA,C08124_018EA,C08124_019EA,C08124_019MA,C08124_020MA,C08124_020EA,C08124_021EA,C08124_021MA,C08124_022EA,C08124_022MA,C08124_023MA,C08124_023EA,C08124_024EA,C08124_024MA,C08124_025MA,C08124_025EA,C08124_026EA,C08124_026MA,C08124_027EA,C08124_027MA,C08124_028MA,C08124_028EA,C08124_029EA,C08124_029MA,C08124_030EA,C08124_030MA,C08124_031EA,C08124_031MA,C08124_032MA,C08124_032EA,C08124_033EA,C08124_033MA,C08124_034MA,C08124_034EA,C08124_035MA,C08124_035EA,C08124_036EA,C08124_036MA,C08124_037MA,C08124_037EA,C08124_038MA,C08124_038EA,C08124_039MA,C08124_039EA,C08124_040EA,C08124_040MA,C08124_041EA,C08124_041MA,C08124_042EA,C08124_042MA,state
0400000US13,4118024,22215,1450860,19281,680691,16498,1036683,17192,393928,12178,523704,14130,32158,2955,3267029,22798,1188945,18018,509700,14270,849523,15369,277925,9530,420407,13213,20529,4602,424278,14152,112469,7505,89142,6613,82887,5147,76314,5925,62214,4677,1252,599,93624,7121,25390,2627,27391,3273,21020,3061,7616,2242,11920,1968,287,479,134204,8137,31456,2772,30719,3820,27477,3100,20307,3254,21923,2741,2322,1172,198889,8662,92600,5307,23739,2936,55776,4027,11766,2036,7240,1576,7768,2484,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,657295,7523,210950,8204,141126,6698,167131,6360,65940,5058,51886,3214,20262,3926,437687,8611,143729,6054,90666,5100,108496,5509,47431,3959,35731,2819,11634,2022,90538,5487,29332,2863,17786,2020,25489,3087,9810,1884,5961,1158,2160,1511,43534,4212,8485,1614,14738,2393,14161,2124,1903,698,3535,1111,712,564,51878,5300,15641,2360,13509,2368,11640,2210,3859,1641,4494,1419,2735,1997,33658,4890,13763,1864,4427,988,7345,1489,2937,1350,2165,780,3021,3847,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,669892,8472,224742,6423,119232,5139,163337,6286,81288,4089,80183,4659,1110,851,520863,9021,176042,6472,88327,4518,133490,5606,59764,3701,62702,3940,538,392,66471,3893,19068,2105,10069,1596,14434,1933,12808,1739,9762,1773,330,448,5410,1206,1946,548,1410,781,582,334,952,431,520,293,0,267,36891,3479,10464,1550,10512,1616,6875,1485,4523,1135,4275,1184,242,439,40257,3944,17222,2036,8914,1826,7956,2009,3241,927,2924,1047,0,267,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5792659,21042,2089835,19120,1004901,17967,1475813,18442,434534,9809,782631,15369,4945,1701,4273034,23657,1521778,16963,694501,16601,1108580,16337,345444,8575,600605,12719,2126,698,502443,11652,136867,5956,101287,6044,112474,5625,51183,3483,100545,5133,87,125,494684,12316,222648,7291,97726,6694,125466,5746,12630,2152,36214,3456,0,267,273291,10481,93578,5191,70062,4946,61806,4296,12696,2076,32417,3236,2732,1356,249207,7603,114964,5353,41325,3283,67487,3964,12581,1877,12850,1979,0,267,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2845206,17408,918121,12937,488697,10567,693886,12316,242830,7192,500043,10348,1629,622,2385577,17869,782774,12595,392435,9583,594165,11409,198532,6364,416536,9566,1135,497,242733,7832,61599,3537,43741,3406,51129,3798,28586,2886,57365,4060,313,356,27693,2999,8138,1476,8178,1420,5451,1300,1636,684,4290,1110,0,267,95577,5005,25945,2075,28412,2966,17424,2004,6739,1436,16906,1957,151,153,93626,4782,39665,3395,15931,1803,25717,2902,7337,1563,4946,1229,30,50,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1513705,9788,508718,10048,251024,7437,366080,8331,144345,4568,242844,6773,694,335,1200762,9698,407713,8370,188294,6078,304983,8181,111844,4011,187459,6456,469,267,146859,6254,38112,2934,24256,2619,30194,2293,20191,1966,34023,3365,83,128,16649,2474,5120,1093,4327,1042,3715,1033,607,442,2880,951,0,228,76271,5128,24738,3100,18168,2476,12753,1813,7036,1245,13434,1941,142,152,73164,4712,33035,2746,15979,1783,14435,1676,4667,1164,5048,1069,0,228,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1358914,9336,481352,8539,236375,7719,330848,7619,130440,4928,171909,7191,7990,1284,1116031,10471,400664,7903,184489,6873,277812,7332,104078,4742,142584,6093,6404,1310,124333,7026,36554,3023,24439,2715,25866,2552,17560,2271,19101,2770,813,345,7098,1824,1685,802,2364,1047,1921,825,222,190,906,458,0,248,51566,3825,14325,1815,13334,2151,10821,1660,5315,1182,6998,1179,773,552,59886,4477,28124,2718,11749,1572,14428,1968,3265,841,2320,649,0,248,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1803377,15174,579094,12199,298449,9511,435231,8855,183536,6371,287528,9159,19539,3802,1482669,16578,485591,10894,238691,8541,372479,8433,141910,5294,239286,8302,4712,1525,186526,8284,52874,4049,33318,3489,35927,3021,32175,3731,31715,3219,517,428,19654,2766,4614,1167,6568,1428,3654,785,1350,651,3345,1038,123,171,48606,4099,13081,2013,12511,1906,10066,1361,4043,1038,8769,1661,136,136,65922,4936,22934,2277,7361,1554,13105,1606,4058,1363,4413,1512,14051,3787,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1932178,14163,604926,13179,359519,8882,480447,10799,235654,7739,241000,8372,10632,1524,1578167,15029,517431,12466,269327,8388,411009,10092,181233,6948,192338,7373,6829,1206,206556,9173,49790,3955,47153,3791,39629,3771,37538,3823,30213,3769,2233,1389,27806,3374,3454,1048,13496,2673,5378,1495,1884,745,3535,986,59,104,77540,5302,17192,2156,21993,2825,14295,2141,10169,1657,12380,1827,1511,1292,42109,3455,17059,1891,7550,1662,10136,1967,4830,1308,2534,968,0,281,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,627588,6403,225893,6779,110075,4850,148540,4995,67837,4045,74026,3315,1217,742,504971,6849,182146,6232,87706,4452,123051,4959,51636,3283,59946,2947,486,282,55677,3747,18558,2413,9005,1385,10778,1302,10033,1508,7217,1263,86,117,3067,875,1008,429,571,354,820,455,189,178,208,165,271,408,31527,2609,10639,1555,6959,1171,7718,1347,2482,794,3355,958,374,531,32346,2471,13542,1516,5834,1185,6173,1290,3497,904,3300,858,0,230,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2847946,17144,1253877,15159,470607,12556,663837,14098,227274,9195,218301,7124,14050,2260,2079711,18858,947715,12191,309919,9863,486753,12869,164475,7959,162612,6160,8237,1576,304131,11171,102919,6465,65614,5058,66362,4757,41212,3361,27271,3843,753,566,245628,9404,104560,4970,54091,5076,61664,4214,10706,2181,14031,2091,576,356,95841,5042,33815,3144,23823,2872,21796,2304,5396,1387,9068,1583,1943,562,122635,5991,64868,4628,17160,2456,27262,2812,5485,1162,5319,1492,2541,532,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3151546,16613,1369841,15846,542903,12852,743965,12565,215833,7397,276561,8744,2443,1211,2294910,16547,994130,14045,369818,10670,553271,11230,165762,6381,210420,7394,1509,560,246522,9029,81260,5140,53481,4324,50525,4121,26535,2847,34623,3760,98,120,285330,9451,141108,6622,57167,4904,64590,4188,9058,1909,12792,2682,615,948,191352,7150,80976,4364,44508,3885,43616,3189,8140,2043,13891,2297,221,230,133432,5258,72367,3722,17929,2753,31963,2512,6338,1500,4835,1219,0,285,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4044769,19421,1384458,15481,759513,11295,1011250,16014,318180,9197,569980,11883,1388,482,3370583,20226,1183871,14082,600289,11596,858581,14773,253822,7117,472879,10514,1141,440,347458,8858,92224,4615,73261,4633,75997,4397,39721,2987,66138,4410,117,128,51549,3592,12255,1676,19581,2630,11366,1607,2347,907,6000,1317,0,244,131473,6191,37416,3361,36670,2845,31582,3186,9040,1476,16635,1791,130,146,143706,7029,58692,3616,29712,2490,33724,2786,13250,4290,8328,1634,0,244,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2649994,12193,1015154,13210,443486,8890,645208,10219,212951,6124,332160,9222,1035,475,2072089,12267,799505,11551,324345,7767,517022,9726,169453,5043,260794,7613,970,452,226272,7274,75175,3859,39947,2825,46254,3646,26312,2251,38575,3046,9,17,92083,5351,35097,2803,19506,2217,26358,2740,1304,526,9818,1646,0,211,115748,5409,37268,2362,29276,2418,25310,2356,7154,957,16733,2118,7,14,143802,4672,68109,3411,30412,2339,30264,2389,8728,1412,6240,913,49,84,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1158617,12860,361781,10738,210158,6838,269572,8035,126748,5781,183728,7817,6630,1367,974939,14370,313740,10406,170643,6115,237277,7529,95463,4757,155106,7416,2710,832,115956,6429,31054,3332,24045,2538,18928,2128,21881,2721,19616,2451,432,396,5079,1266,724,476,1553,694,1110,599,276,439,1332,714,84,109,34556,3127,6968,1344,9513,2051,4628,1036,5223,1325,4820,1239,3404,1203,28087,3116,9295,1472,4404,1137,7629,1834,3905,1189,2854,972,0,287,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2706413,14734,926576,14981,483232,10980,691558,12221,237055,6929,354607,8960,13385,2427,2212453,14756,777588,12554,370015,9389,581702,12322,191389,6181,286224,7584,5535,1868,250846,8652,70352,4485,53855,3637,53113,3782,31098,2885,42002,3761,426,253,42305,3718,8125,1736,15356,2628,11100,2154,1329,678,6349,1364,46,75,88130,3941,23520,2764,25059,2472,18189,2153,6783,1301,14501,2097,78,121,112679,6051,46991,3632,18947,2482,27454,2877,6456,1475,5531,1417,7300,1490,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,459904,5870,163377,5096,88687,4845,107905,4763,56808,3656,42227,3020,900,508,347835,6368,120250,4710,65578,4113,87237,4322,41394,3053,32700,2513,676,440,44652,3836,14347,1832,9750,1631,8394,1501,7747,1550,4341,1188,73,94,3856,970,1452,695,1072,661,529,354,792,464,11,18,0,237,33449,2559,11223,1543,8149,1443,6528,1336,4083,977,3315,961,151,122,30112,2925,16105,2013,4138,1105,5217,1118,2792,700,1860,728,0,237,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
