GEO_ID,B15011_001E,B15011_001M,B15011_002E,B15011_002M,B15011_003E,B15011_003M,B15011_004E,B15011_004M,B15011_005E,B15011_005M,B15011_006E,B15011_006M,B15011_007E,B15011_007M,B15011_008E,B15011_008M,B15011_009E,B15011_009M,B15011_010E,B15011_010M,B15011_011E,B15011_011M,B15011_012E,B15011_012M,B15011_013E,B15011_013M,B15011_014E,B15011_014M,B15011_015E,B15011_015M,B15011_016E,B15011_016M,B15011_017E,B15011_017M,B15011_018E,B15011_018M,B15011_019E,B15011_019M,B15011_020E,B15011_020M,B15011_021E,B15011_021M,B15011_022E,B15011_022M,B15011_023E,B15011_023M,B15011_024E,B15011_024M,B15011_025E,B15011_025M,B15011_026E,B15011_026M,B15011_027E,B15011_027M,B15011_028E,B15011_028M,B15011_029E,B15011_029M,B15011_030E,B15011_030M,B15011_031E,B15011_031M,B15011_032E,B15011_032M,B15011_033E,B15011_033M,B15011_034E,B15011_034M,B15011_035E,B15011_035M,B15011_036E,B15011_036M,B15011_037E,B15011_037M,B15011_038E,B15011_038M,B15011_039E,B15011_039M,NAME,B15011_001MA,B15011_001EA,B15011_002MA,B15011_002EA,B15011_003EA,B15011_003MA,B15011_004EA,B15011_004MA,B15011_005MA,B15011_005EA,B15011_006MA,B15011_006EA,B15011_007EA,B15011_007MA,B15011_008MA,B15011_008EA,B15011_009MA,B15011_009EA,B15011_010EA,B15011_010MA,B15011_011EA,B15011_011MA,B15011_012MA,B15011_012EA,B15011_013MA,B15011_013EA,B15011_014EA,B15011_014MA,B15011_015MA,B15011_015EA,B15011_016MA,B15011_016EA,B15011_017EA,B15011_017MA,B15011_018EA,B15011_018MA,B15011_019MA,B15011_019EA,B15011_020MA,B15011_020EA,B15011_021MA,B15011_021EA,B15011_022MA,B15011_022EA,B15011_023MA,B15011_023EA,B15011_024EA,B15011_024MA,B15011_025MA,B15011_025EA,B15011_026MA,B15011_026EA,B15011_027EA,B15011_027MA,B15011_028EA,B15011_028MA,B15011_029MA,B15011_029EA,B15011_030MA,B15011_030EA,B15011_031EA,B15011_031MA,B15011_032MA,B15011_032EA,B15011_033MA,B15011_033EA,B15011_034EA,B15011_034MA,B15011_035EA,B15011_035MA,B15011_036MA,B15011_036EA,B15011_037MA,B15011_037EA,B15011_038EA,B15011_038MA,B15011_039MA,B15011_039EA,state
0400000US01,692695,11928,328841,7586,93447,5048,36679,2726,6046,1344,25969,3006,5982,1516,18771,2225,173883,5117,69245,3834,10828,1746,49235,2884,13642,1701,30933,2627,61511,2760,23720,2016,3456,796,15654,1559,8535,1297,10146,1235,363854,7843,125851,4986,29779,2923,17679,2204,25948,2593,24553,2758,27892,2592,189456,5617,35919,2534,25039,2490,41285,3337,53490,3437,33723,2687,48547,2928,6173,1142,5300,1277,4300,1010,22565,2052,10209,1478,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,125823,5649,61606,3541,18201,2027,8683,1373,1110,678,2697,1206,870,420,4841,1253,36208,2806,18337,1907,2514,822,5822,1157,2181,618,7354,1203,7197,973,3970,918,675,358,653,305,633,373,1266,440,64217,3223,20356,2095,7224,1250,1741,626,2708,899,2521,751,6162,1119,38049,2481,10663,1344,5919,1161,5693,1110,7277,1237,8497,1323,5812,1074,1212,482,673,388,386,253,2316,711,1225,381,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1074035,15474,548439,11579,147403,6720,59317,3918,9272,1887,34859,3250,9671,2003,34284,4118,272634,7562,111619,5082,15420,1965,76913,5334,18567,2022,50115,3310,128402,4663,55517,3466,7160,1422,31635,2469,15405,2044,18685,2016,525596,9502,172464,6703,48601,3254,17485,2028,33652,2936,28161,2703,44565,3932,264319,6278,59364,3789,35757,3339,50463,3620,59046,3871,59689,3989,88813,4309,13802,1637,13452,1798,6412,1088,34494,3084,20653,1904,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,374018,10531,183521,6049,57470,3780,24717,2763,3291,963,14260,2012,3684,981,11518,1729,89574,3185,33874,2637,5633,1151,25880,2179,9548,1287,14639,1802,36477,2072,15459,1641,782,330,10102,1456,5666,1104,4468,919,190497,6501,68711,4402,17256,2159,10870,1712,10954,1682,14450,1869,15181,2075,94468,4016,15408,1942,12663,1674,17220,2053,32009,2593,17168,1740,27318,1991,2512,775,2490,694,1599,538,13259,1514,7458,1209,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7251271,41850,3580291,24158,1125907,14553,561639,11955,51757,4503,212519,7869,22811,2052,277181,8660,1837322,19437,899552,14158,101584,4896,392399,11166,69893,4573,373894,8558,617062,8812,313801,8202,29736,2303,120605,4984,47417,2826,105503,4681,3670980,26822,1344908,16143,494860,10345,111424,4962,231721,7718,84157,4960,422746,9724,1813826,16325,552881,10944,206117,6284,336450,8493,198209,6392,520169,11135,512246,9901,109467,5396,61710,3692,47367,3398,150626,5471,143076,4974,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1211230,15523,601861,8961,185270,6587,82299,4143,7159,1444,43298,3503,6551,1235,45963,3742,322479,6649,154613,5381,16007,1679,76408,3718,18750,2167,56701,3545,94112,3419,43703,2234,4645,918,20805,1770,12066,1383,12893,1357,609369,9785,218002,5832,74008,4677,22173,2325,37429,3302,20763,2462,63629,3812,319090,7208,91476,4399,40916,2463,57409,3481,52501,3092,76788,4371,72277,2968,13198,1658,10053,1461,4959,1015,27275,2064,16792,1748,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,865299,14071,420432,8271,114113,4266,50497,3238,6568,1255,26534,2364,4347,1069,26167,2352,237376,6331,105839,4289,9415,1545,60324,4141,13684,1636,48114,3180,68943,3100,31989,2172,3148,888,15290,1556,6733,1166,11783,1302,444867,8881,140845,4963,46403,2992,13324,1484,25676,2376,16982,2025,38460,3328,242569,6308,64165,3675,30523,2839,42014,2749,40600,3109,65267,3639,61453,2832,13513,1694,7071,1287,3713,1028,18909,2451,18247,1778,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,167068,5686,79489,3756,21759,2015,8762,1451,638,412,5699,1311,1483,612,5177,1056,41955,2680,19391,1777,1919,497,10386,1379,2957,882,7302,1443,15775,1405,8457,1106,698,312,2899,665,1284,395,2437,684,87579,3632,29751,2141,10022,1682,3854,930,5367,1044,3800,877,6708,1206,45192,2660,10877,1620,6221,961,9592,1567,8317,1086,10185,1302,12636,1414,2498,661,1481,553,792,337,4326,876,3539,790,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,208824,4572,100679,3097,48745,2356,28003,2531,1107,564,5133,1241,560,370,13942,1730,39651,2270,18710,1800,2323,741,4538,1078,1987,788,12093,1489,12283,827,6395,873,499,263,789,361,502,259,4098,595,108145,3186,59042,2119,30561,2229,1117,629,5727,1405,985,458,20652,2056,37082,2212,12620,1341,1269,479,6253,1197,3404,898,13536,1835,12021,1205,3381,818,646,262,942,553,2255,627,4797,796,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3371251,27946,1672524,18774,390260,10224,153117,6244,22868,2760,114369,5691,16093,2596,83813,5257,846940,12504,342745,9125,56087,4147,242823,7966,54916,4119,150369,6222,435324,9138,180649,6430,23418,2105,117879,5350,49303,3556,64075,3530,1698727,16661,516398,10745,141581,6479,61500,4026,117962,6539,77764,5773,117591,6606,863977,13964,189233,6845,116810,6677,189981,6758,192625,7753,175328,6267,318352,8091,49985,3428,40261,2868,31540,2890,130444,5855,66122,3923,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
