GEO_ID,B05009_001E,B05009_001M,B05009_002E,B05009_002M,B05009_003E,B05009_003M,B05009_004E,B05009_004M,B05009_005E,B05009_005M,B05009_006E,B05009_006M,B05009_007E,B05009_007M,B05009_008E,B05009_008M,B05009_009E,B05009_009M,B05009_010E,B05009_010M,B05009_011E,B05009_011M,B05009_012E,B05009_012M,B05009_013E,B05009_013M,B05009_014E,B05009_014M,B05009_015E,B05009_015M,B05009_016E,B05009_016M,B05009_017E,B05009_017M,B05009_018E,B05009_018M,B05009_019E,B05009_019M,B05009_020E,B05009_020M,B05009_021E,B05009_021M,B05009_022E,B05009_022M,B05009_023E,B05009_023M,B05009_024E,B05009_024M,B05009_025E,B05009_025M,B05009_026E,B05009_026M,B05009_027E,B05009_027M,B05009_028E,B05009_028M,B05009_029E,B05009_029M,B05009_030E,B05009_030M,B05009_031E,B05009_031M,B05009_032E,B05009_032M,B05009_033E,B05009_033M,B05009_034E,B05009_034M,B05009_035E,B05009_035M,B05009_036E,B05009_036M,B05009_037E,B05009_037M,NAME,B05009_001EA,B05009_001MA,B05009_002EA,B05009_002MA,B05009_003MA,B05009_003EA,B05009_004EA,B05009_004MA,B05009_005EA,B05009_005MA,B05009_006MA,B05009_006EA,B05009_007MA,B05009_007EA,B05009_008EA,B05009_008MA,B05009_009EA,B05009_009MA,B05009_010EA,B05009_010MA,B05009_011MA,B05009_011EA,B05009_012EA,B05009_012MA,B05009_013EA,B05009_013MA,B05009_014EA,B05009_014MA,B05009_015EA,B05009_015MA,B05009_016MA,B05009_016EA,B05009_017MA,B05009_017EA,B05009_018MA,B05009_018EA,B05009_019EA,B05009_019MA,B05009_020EA,B05009_020MA,B05009_021EA,B05009_021MA,B05009_022EA,B05009_022MA,B05009_023MA,B05009_023EA,B05009_024EA,B05009_024MA,B05009_025EA,B05009_025MA,B05009_026EA,B05009_026MA,B05009_027EA,B05009_027MA,B05009_028MA,B05009_028EA,B05009_029MA,B05009_029EA,B05009_030EA,B05009_030MA,B05009_031EA,B05009_031MA,B05009_032EA,B05009_032MA,B05009_033EA,B05009_033MA,B05009_034EA,B05009_034MA,B05009_035EA,B05009_035MA,B05009_036MA,B05009_036EA,B05009_037MA,B05009_037EA,state
0400000US01,1061972,6538,349113,4973,201861,5960,200220,5905,1641,770,178421,5781,17200,2482,16210,2339,990,623,6240,1489,6240,1489,0,273,147252,6276,146148,6159,1104,852,138450,6143,8802,1825,7914,1679,888,798,712859,6383,431384,9569,420137,9472,11247,2650,396825,8590,21929,3314,13540,2776,8389,2329,12630,2688,11856,2642,774,568,281475,8921,277923,8678,3552,1437,272135,8877,9340,2037,5999,1735,3341,1414,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,179352,1744,62130,1928,42110,2429,41813,2437,297,302,36997,2263,2619,1066,2437,979,182,233,2494,879,2379,872,115,198,20020,2106,19975,2090,45,80,18097,2114,1923,936,1878,941,45,80,117222,2227,80326,3827,78982,3921,1344,670,68641,3914,5272,1379,4582,1385,690,536,6413,1739,6086,1660,327,283,36896,3709,36376,3703,520,305,34622,3677,2274,812,1801,722,473,297,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1540577,7707,528671,6053,325148,9151,319458,9029,5690,1532,215893,8792,67327,5756,62887,5656,4440,1455,41928,4932,41217,4922,711,397,203523,8576,201410,8568,2113,954,162044,7663,41479,5762,39573,5859,1906,916,1011906,8146,646460,14307,611293,13138,35167,4120,424978,12088,142576,8569,112607,7830,29969,3840,78906,7233,74795,7103,4111,1344,365446,13151,350969,12314,14477,3414,289207,10492,76239,7062,62740,6105,13499,3364,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,659320,5285,227082,4170,132065,5091,130009,4993,2056,965,113262,4486,12284,1970,10472,1739,1812,939,6519,1965,6519,1965,0,273,95017,4723,94299,4653,718,576,87296,4487,7721,2132,7003,2014,718,576,432238,5508,273115,6595,266072,7031,7043,1790,242770,6687,21547,3003,15779,2704,5768,1762,8798,2164,8182,2216,616,503,159123,6603,155386,6543,3737,1324,146217,6381,12906,2935,9280,2633,3626,1299,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8846687,18494,2927465,11046,1902593,17587,1865642,17601,36951,3262,875518,15768,698818,17721,666160,17873,32658,3074,328257,11112,325719,11034,2538,925,1024872,17422,1007055,17217,17817,2316,654843,15987,370029,13640,354803,13367,15226,2136,5919222,16709,3999102,32890,3655909,31100,343193,14205,1741819,24675,1710866,25577,1390107,22278,320759,13640,546417,15309,530697,15153,15720,2340,1920120,31075,1796511,30779,123609,8085,1145591,27647,774529,19874,657457,17996,117072,7937,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1179063,5746,401753,4491,286593,6192,282632,6228,3961,1086,213964,6101,44464,4055,42014,4135,2450,826,28165,2992,28080,3007,85,110,115160,5182,113681,5238,1479,850,91440,5582,23720,3121,22288,3204,1432,855,777310,6054,536728,8943,511802,9061,24926,2970,417912,10018,74708,5483,54870,4517,19838,2880,44108,4492,42425,4502,1683,724,240582,8753,229079,9062,11503,2694,199753,8440,40829,4459,31271,4034,9558,2585,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,784968,3771,236098,3380,160694,4351,156964,4337,3730,1164,112978,4246,28154,3335,25016,3179,3138,1144,19562,2576,19562,2576,0,281,75404,4613,74097,4468,1307,912,61601,4256,13803,2508,12592,2320,1211,895,548870,4437,374781,7685,353144,8505,21637,2880,280032,7449,56260,4916,37515,4009,18745,2845,38489,4603,37494,4634,995,351,174089,7758,167219,7727,6870,1578,147173,7154,26916,3673,21761,3422,5155,1351,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,195644,2095,63007,1768,37571,2512,37272,2539,299,275,29664,2807,5824,1431,5663,1519,161,208,2083,976,2083,976,0,265,25436,2355,25032,2368,404,276,22777,2427,2659,1011,2482,948,177,152,132637,2285,84898,4213,81115,4049,3783,1175,70239,4168,9856,1686,7078,1580,2778,941,4803,2162,4159,2051,644,773,47739,3899,46825,3845,914,352,42952,3861,4787,1440,3961,1322,826,366,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,94296,1968,35899,1645,18325,1792,17735,1758,590,347,11684,1564,3525,1175,3262,1108,263,217,3116,968,3116,968,0,292,17574,2201,17408,2182,166,211,15789,2036,1785,916,1729,909,56,90,58397,1713,19424,2304,17945,2177,1479,769,12910,2048,4004,1190,2808,945,1196,700,2510,1204,2330,1118,180,288,38973,2428,37527,2467,1446,1129,35341,2424,3632,1523,2338,1114,1294,1104,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3784214,10198,1236232,10482,735863,13357,723381,13086,12482,2167,459904,12097,163716,8299,153279,7939,10437,2114,112243,6879,111571,6893,672,403,500369,12811,492950,12850,7419,1416,391517,11841,108852,7624,102163,7507,6689,1355,2547982,11966,1564762,21683,1436770,20719,127992,9362,1013687,20054,375562,15096,259826,11131,115736,8731,175513,8565,166989,8362,8524,1637,983220,19560,921531,20154,61689,6076,735170,18118,248050,13451,189004,11982,59046,6239,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
