GEO_ID,B07002_001E,B07002_001M,B07002_002E,B07002_002M,B07002_003E,B07002_003M,B07002_004E,B07002_004M,B07002_005E,B07002_005M,B07002_006E,B07002_006M,NAME,B07002_001EA,B07002_001MA,B07002_002EA,B07002_002MA,B07002_003MA,B07002_003EA,B07002_004MA,B07002_004EA,B07002_005MA,B07002_005EA,B07002_006EA,B07002_006MA,state
0400000US01,38.2,0.2,41.4,0.3,25.8,0.6,26.3,0.9,27.6,1.0,29.9,3.1,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,34.4,0.3,38.6,0.7,25.4,1.1,27.5,2.0,25.9,1.3,27.2,1.2,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,36.4,0.1,39.6,0.3,26.8,0.4,28.5,1.2,30.8,1.2,26.5,2.0,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,37.8,0.2,41.5,0.3,24.9,0.6,26.4,0.8,28.8,1.3,26.5,1.2,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35.6,0.1,38.1,0.2,27.6,0.2,27.8,0.4,27.6,0.5,28.8,0.7,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36.5,0.2,39.8,0.2,26.8,0.4,26.6,0.6,27.2,0.7,26.2,1.2,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40.3,0.2,42.4,0.2,29.0,0.8,27.6,1.0,26.3,1.3,29.3,3.5,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,39.2,0.3,41.6,0.5,26.7,1.1,30.6,4.8,25.5,2.3,20.9,2.4,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,34.3,0.2,37.9,0.7,28.1,1.1,-666666666.0,-222222222.0,26.2,0.9,25.6,1.3,District of Columbia,null,null,null,null,null,null,**,-,null,null,null,null,11
0400000US12,41.1,0.1,43.8,0.1,29.1,0.3,28.2,0.6,35.1,1.1,33.2,1.8,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,35.9,0.1,38.7,0.2,26.0,0.4,26.6,0.5,27.6,0.8,29.6,1.6,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,39.2,0.3,42.0,0.4,30.1,1.0,28.4,5.4,24.8,0.9,26.6,3.5,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,35.1,0.2,38.8,0.5,25.2,0.4,25.1,1.3,26.3,1.7,23.9,3.6,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,37.1,0.1,39.6,0.1,27.0,0.4,25.8,0.4,26.6,0.8,28.0,1.0,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37.4,0.2,40.6,0.2,25.5,0.4,24.6,0.5,25.9,1.0,25.9,1.9,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38.7,0.2,42.1,0.3,25.5,0.4,23.7,0.6,24.8,1.0,25.8,1.3,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36.7,0.2,40.4,0.3,25.9,0.5,23.2,0.8,26.0,0.7,28.9,2.2,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38.4,0.2,41.3,0.2,26.5,0.6,26.2,0.5,26.2,1.0,24.6,1.7,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,36.5,0.2,39.3,0.3,26.0,0.5,26.3,0.9,26.6,0.6,29.7,1.5,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,43.1,0.2,45.6,0.3,27.6,0.9,26.6,1.2,27.9,2.3,27.5,16.4,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38.4,0.1,40.8,0.2,28.2,0.6,27.2,0.9,27.2,0.6,27.9,2.0,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,39.5,0.1,42.1,0.2,28.4,0.5,28.0,0.7,24.5,0.6,26.8,1.2,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,39.4,0.1,42.2,0.2,26.0,0.4,25.6,0.4,27.7,1.0,28.1,1.2,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,38.0,0.1,41.1,0.2,26.1,0.4,25.2,0.5,25.3,0.4,26.1,1.6,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,36.7,0.2,39.3,0.3,25.5,0.8,25.5,1.1,26.8,1.9,25.9,2.5,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,38.5,0.2,41.7,0.2,26.0,0.4,25.3,0.4,27.1,0.8,28.5,1.8,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,40.6,0.3,44.6,0.4,26.3,1.0,24.3,1.2,26.8,1.3,24.6,0.7,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,37.0,0.2,40.8,0.3,25.5,0.6,23.8,0.7,26.2,1.2,28.4,3.2,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,36.8,0.2,40.3,0.3,28.1,0.6,28.8,2.4,30.3,1.5,30.5,3.0,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,41.6,0.2,43.9,0.3,27.9,1.0,26.2,1.4,27.7,2.6,34.8,4.6,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,39.3,0.1,40.8,0.2,29.2,0.5,30.0,0.8,29.0,0.7,28.9,1.6,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,37.2,0.3,39.8,0.4,26.5,1.0,27.4,1.1,28.9,1.9,30.4,5.2,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,38.5,0.2,40.5,0.2,28.7,0.3,27.3,0.5,26.6,0.5,28.1,0.8,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,37.8,0.1,40.4,0.2,26.5,0.3,25.8,0.5,27.6,0.7,27.9,1.2,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,38.0,0.3,41.9,0.5,26.5,1.1,26.0,1.0,22.9,0.8,23.1,1.3,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,39.3,0.1,42.2,0.2,26.3,0.4,25.2,0.6,27.2,0.6,28.4,1.6,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,36.8,0.2,40.4,0.3,25.2,0.4,26.7,0.7,26.4,0.8,26.8,1.6,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,39.0,0.2,42.1,0.3,27.4,0.5,27.5,0.8,28.6,1.0,27.8,2.3,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,40.5,0.2,43.0,0.1,27.5,0.3,25.0,0.4,26.4,0.6,27.7,1.3,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,40.1,0.3,42.4,0.4,29.2,1.4,28.6,2.2,22.8,1.7,27.5,6.0,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,38.3,0.2,41.1,0.3,26.4,0.6,25.5,0.8,26.5,1.2,29.1,2.8,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,37.8,0.3,41.2,0.5,25.2,0.7,23.9,1.2,25.7,1.7,24.7,2.6,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,38.5,0.2,41.2,0.2,26.7,0.5,26.3,0.8,28.2,1.0,28.0,2.3,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,34.2,0.1,36.9,0.2,25.9,0.2,26.6,0.3,27.6,0.6,28.3,0.8,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,29.8,0.1,32.1,0.2,24.6,0.3,24.0,0.8,23.5,1.0,22.6,0.6,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,42.0,0.3,44.9,0.4,26.4,1.1,27.0,1.4,24.7,0.9,25.5,4.3,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,37.9,0.2,40.6,0.2,27.2,0.5,26.1,0.5,25.9,0.5,29.2,1.2,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,37.7,0.1,40.9,0.3,27.3,0.4,26.5,0.6,27.8,0.8,27.5,0.8,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
