GEO_ID,B27014_001E,B27014_001M,B27014_002E,B27014_002M,B27014_003E,B27014_003M,B27014_004E,B27014_004M,B27014_005E,B27014_005M,B27014_006E,B27014_006M,B27014_007E,B27014_007M,B27014_008E,B27014_008M,B27014_009E,B27014_009M,B27014_010E,B27014_010M,B27014_011E,B27014_011M,B27014_012E,B27014_012M,B27014_013E,B27014_013M,B27014_014E,B27014_014M,B27014_015E,B27014_015M,B27014_016E,B27014_016M,B27014_017E,B27014_017M,B27014_018E,B27014_018M,B27014_019E,B27014_019M,B27014_020E,B27014_020M,B27014_021E,B27014_021M,B27014_022E,B27014_022M,B27014_023E,B27014_023M,B27014_024E,B27014_024M,B27014_025E,B27014_025M,B27014_026E,B27014_026M,B27014_027E,B27014_027M,B27014_028E,B27014_028M,B27014_029E,B27014_029M,B27014_030E,B27014_030M,B27014_031E,B27014_031M,B27014_032E,B27014_032M,B27014_033E,B27014_033M,B27014_034E,B27014_034M,B27014_035E,B27014_035M,B27014_036E,B27014_036M,B27014_037E,B27014_037M,B27014_038E,B27014_038M,B27014_039E,B27014_039M,B27014_040E,B27014_040M,B27014_041E,B27014_041M,B27014_042E,B27014_042M,B27014_043E,B27014_043M,B27014_044E,B27014_044M,B27014_045E,B27014_045M,B27014_046E,B27014_046M,NAME,B27014_001EA,B27014_001MA,B27014_002MA,B27014_002EA,B27014_003MA,B27014_003EA,B27014_004MA,B27014_004EA,B27014_005EA,B27014_005MA,B27014_006EA,B27014_006MA,B27014_007MA,B27014_007EA,B27014_008EA,B27014_008MA,B27014_009EA,B27014_009MA,B27014_010MA,B27014_010EA,B27014_011EA,B27014_011MA,B27014_012MA,B27014_012EA,B27014_013EA,B27014_013MA,B27014_014EA,B27014_014MA,B27014_015MA,B27014_015EA,B27014_016EA,B27014_016MA,B27014_017EA,B27014_017MA,B27014_018EA,B27014_018MA,B27014_019MA,B27014_019EA,B27014_020MA,B27014_020EA,B27014_021EA,B27014_021MA,B27014_022EA,B27014_022MA,B27014_023EA,B27014_023MA,B27014_024EA,B27014_024MA,B27014_025MA,B27014_025EA,B27014_026MA,B27014_026EA,B27014_027EA,B27014_027MA,B27014_028EA,B27014_028MA,B27014_029EA,B27014_029MA,B27014_030MA,B27014_030EA,B27014_031MA,B27014_031EA,B27014_032MA,B27014_032EA,B27014_033EA,B27014_033MA,B27014_034EA,B27014_034MA,B27014_035EA,B27014_035MA,B27014_036MA,B27014_036EA,B27014_037EA,B27014_037MA,B27014_038EA,B27014_038MA,B27014_039EA,B27014_039MA,B27014_040EA,B27014_040MA,B27014_041MA,B27014_041EA,B27014_042EA,B27014_042MA,B27014_043EA,B27014_043MA,B27014_044MA,B27014_044EA,B27014_045EA,B27014_045MA,B27014_046EA,B27014_046MA,state
0400000US01,3569131,2998,1392166,14404,780276,11350,753609,10571,31211,2718,722398,10797,26667,2460,24396,2309,2271,659,611890,8506,595422,8455,19087,2541,576335,8700,16468,1562,14398,1502,2070,554,842163,13986,378333,8771,346098,8622,30053,3426,316045,8275,32235,2227,31524,2102,711,420,463830,9173,436125,8755,43955,3675,392170,9052,27705,2038,26718,1851,987,597,1334802,15293,525264,8722,311989,7834,142106,6725,169883,6447,213275,3041,211893,3025,1382,575,809538,10571,488293,10075,170652,7326,317641,8693,321245,3073,318278,3042,2967,908,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,501265,1968,212727,6203,119960,4163,116429,3972,7937,1341,108492,4045,3531,895,2514,762,1017,545,92767,4176,90808,3999,5206,1309,85602,3903,1959,645,1895,661,64,87,174445,5034,89988,3979,84773,3906,9307,1407,75466,3806,5215,848,4530,777,685,384,84457,3301,80300,3294,9688,1422,70612,3298,4157,866,4023,864,134,133,114093,4102,43105,2523,26849,2107,10108,1552,16741,1849,16256,1006,15949,970,307,338,70988,3366,50276,3251,13410,1824,36866,2803,20712,1106,20064,1146,648,398,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4680243,2323,1820532,19801,1030821,13078,999202,13108,67125,5223,932077,13430,31619,2858,27789,2446,3830,1035,789711,13612,769555,12589,49694,4057,719861,12043,20156,3156,16016,2898,4140,1179,1164350,16174,552439,11400,503686,11293,98842,5582,404844,10404,48753,3019,47315,2867,1438,688,611911,11288,565888,11137,111952,5770,453936,9689,46023,2765,44768,2789,1255,564,1695361,18190,686776,11288,366616,10293,171050,7305,195566,9129,320160,4152,313189,4087,6971,1701,1008585,12696,599736,11407,211375,8150,388361,8565,408849,4769,399931,4444,8918,1593,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2158237,3062,870498,11861,482761,7455,466013,7531,24258,2044,441755,7342,16748,2093,15718,2000,1030,513,387737,8058,377682,7858,13639,1932,364043,7753,10055,1456,9007,1313,1048,419,520074,12293,235608,7425,211640,7272,22614,2493,189026,7376,23968,1929,23415,1946,553,302,284466,8210,259597,7981,28296,2715,231301,7403,24869,2213,24623,2210,246,304,767665,10663,317097,7037,178127,6537,86498,4440,91629,5683,138970,3166,138362,3137,608,380,450568,7353,260374,6895,101344,4597,159030,6449,190194,2923,188628,2925,1566,710,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27526878,5929,10770580,43939,6251507,29710,6049706,29634,281061,9293,5768645,28283,201801,6280,156358,5392,45443,3176,4519073,31024,4398983,31684,191106,8687,4207877,31662,120090,4388,89911,3975,30179,3115,7405105,39423,3510361,25190,3265891,23937,366261,10138,2899630,23581,244470,6276,227517,5985,16953,2244,3894744,32702,3673433,32453,487719,11352,3185714,29003,221311,6600,206372,6298,14939,1973,9351193,42521,3641411,23539,2262371,22590,748627,17056,1513744,20084,1379040,9152,1339303,9227,39737,3151,5709782,33361,3699523,32892,1071279,18475,2628244,27907,2010259,9942,1942579,10071,67680,4336,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3730665,3105,1654678,15385,951979,10096,923632,9468,36280,2828,887352,10164,28347,2261,24724,2143,3623,837,702699,10511,686067,10578,19525,2375,666542,10383,16632,1564,13005,1336,3627,792,1085280,14189,504428,10121,464750,9611,47627,3240,417123,9164,39678,2341,38348,2280,1330,656,580852,9047,544147,8624,56917,3618,487230,8552,36705,2518,35763,2413,942,566,990707,13370,375994,7861,204419,7132,70247,4582,134172,6192,171575,3072,169365,3060,2210,713,614713,10524,371515,9488,93140,5879,278375,8237,243198,3252,238618,3075,4580,1003,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2704903,1035,1161537,12173,654384,9277,628633,9188,26126,2942,602507,9343,25751,2051,19997,1823,5754,1301,507153,7936,491178,7859,26706,3195,464472,7783,15975,1926,11887,1536,4088,1116,756156,13082,329529,8201,295100,8044,37729,4155,257371,7009,34429,2093,33298,2114,1131,503,426627,8797,393454,8365,62306,4013,331148,6820,33173,2570,31855,2593,1318,508,787210,9097,304059,6796,156917,6215,61481,4272,95436,5291,147142,2541,144557,2648,2585,754,483151,7155,254796,6878,81604,4470,173192,6375,228355,3380,223923,3483,4432,942,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,679186,1049,288394,6908,151738,4494,146177,4521,8059,1490,138118,4500,5561,991,4449,718,1112,693,136656,4896,132896,4686,10386,1978,122510,4513,3760,928,2694,663,1066,703,168574,5369,76413,4026,69597,3994,11848,2137,57749,3734,6816,1016,6743,1004,73,118,92161,3777,84105,3630,16494,1896,67611,3403,8056,1029,8031,1031,25,30,222218,5860,92571,3326,49476,3145,21973,2582,27503,2608,43095,1331,42944,1333,151,126,129647,4736,71518,4559,28413,3204,43105,3819,58129,1275,57738,1303,391,230,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,493292,614,226540,4901,113078,3546,109062,3458,8681,1842,100381,3258,4016,781,2908,700,1108,399,113462,3838,109969,3825,8904,1646,101065,3505,3493,827,2371,613,1122,506,113959,5005,52112,3306,47435,3205,9013,1758,38422,3241,4677,945,4467,894,210,174,61847,3854,57211,3741,15579,2692,41632,3098,4636,984,4260,958,376,261,152793,5529,61961,3232,43918,3246,20703,2568,23215,2138,18043,1060,16960,1071,1083,487,90832,4046,58580,3829,29434,2710,29146,2942,32252,1452,30617,1411,1635,768,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14543834,6379,5519810,29987,3001990,22674,2874251,21369,127096,6300,2747155,20819,127739,4513,106283,4404,21456,2336,2517820,20959,2440482,20830,77091,5025,2363391,20917,77338,3650,64734,3514,12604,1734,3404056,31513,1601980,20287,1419443,19610,142199,7520,1277244,19235,182537,6383,175508,6243,7029,1391,1802076,21709,1643829,20323,171679,6657,1472150,19087,158247,6087,152247,5828,6000,1242,5619968,28213,2335115,18650,1209492,16821,409362,12374,800130,14270,1125623,6876,1100282,7230,25341,2874,3284853,24694,1747782,23163,481156,12504,1266626,20376,1537071,7603,1493498,8153,43573,3661,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
