GEO_ID,B17020H_001E,B17020H_001M,B17020H_002E,B17020H_002M,B17020H_003E,B17020H_003M,B17020H_004E,B17020H_004M,B17020H_005E,B17020H_005M,B17020H_006E,B17020H_006M,B17020H_007E,B17020H_007M,B17020H_008E,B17020H_008M,B17020H_009E,B17020H_009M,B17020H_010E,B17020H_010M,B17020H_011E,B17020H_011M,B17020H_012E,B17020H_012M,B17020H_013E,B17020H_013M,B17020H_014E,B17020H_014M,B17020H_015E,B17020H_015M,B17020H_016E,B17020H_016M,B17020H_017E,B17020H_017M,NAME,B17020H_001EA,B17020H_001MA,B17020H_002EA,B17020H_002MA,B17020H_003EA,B17020H_003MA,B17020H_004EA,B17020H_004MA,B17020H_005MA,B17020H_005EA,B17020H_006MA,B17020H_006EA,B17020H_007MA,B17020H_007EA,B17020H_008MA,B17020H_008EA,B17020H_009EA,B17020H_009MA,B17020H_010MA,B17020H_010EA,B17020H_011EA,B17020H_011MA,B17020H_012MA,B17020H_012EA,B17020H_013MA,B17020H_013EA,B17020H_014EA,B17020H_014MA,B17020H_015MA,B17020H_015EA,B17020H_016MA,B17020H_016EA,B17020H_017MA,B17020H_017EA,state
0400000US16,1297823,1554,175000,9895,18712,2543,3240,935,14968,2187,12069,1901,112777,6585,5556,1297,7678,1593,1122823,10249,71652,2597,14480,1686,94582,3378,95951,3107,677695,6763,97693,1420,70770,1558,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7993173,5356,692456,17836,49049,3849,10117,1330,53525,4672,51726,3960,448873,10708,33804,2382,45362,3392,7300717,18905,365316,3921,76144,4141,486690,7533,542558,6982,4676564,11503,614910,2871,538535,4303,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5141882,4548,639396,20009,56660,4386,13315,2076,63949,4964,58378,4487,400600,12443,22112,2207,24382,2201,4502486,20778,244828,4260,53509,3324,329750,6825,346671,5939,2835555,12614,385003,2459,307170,3233,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2618005,3573,274264,10119,21819,2069,4389,834,22757,2216,21750,2601,176222,7017,11055,1499,16272,1613,2343741,11166,134080,2382,28601,1774,167199,4381,179002,3745,1445250,7061,203439,1634,186170,1699,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2173356,3257,227387,11244,19877,2765,3863,930,20519,2896,17229,2466,144584,7057,9564,1396,11751,1372,1945969,11585,111516,2809,23543,2257,142752,4910,151412,3669,1209567,6940,160892,1761,146287,1823,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3660423,5376,621513,18062,59064,4148,11205,1755,60325,5189,54069,3899,381616,10414,28736,2996,26498,2411,3038910,18982,157033,4038,30389,2335,213991,6105,226487,6128,1945862,11591,271976,2942,193172,2554,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2678996,3725,306831,11358,26052,2738,4411,1105,25010,3283,22469,2741,195558,7797,17130,1892,16201,1995,2372165,11228,130063,2832,29088,2580,167725,4790,172444,4702,1509549,8194,205016,2006,158280,2395,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1223358,1456,147330,7217,12786,2005,2021,732,12364,2081,11665,1756,89694,4379,10321,1538,8479,1262,1076028,7433,46770,2065,11706,1266,67365,2848,77494,2706,691375,4541,99398,1478,81920,1341,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3094191,5504,196951,11754,12146,2631,2365,964,13847,2052,12529,2361,124869,7778,13266,1591,17929,2443,2897240,12345,142498,2860,31650,2993,195778,4183,209626,4350,1858280,7941,247322,1827,212086,3400,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4841263,6787,370875,13964,18882,3052,4862,1143,21087,2794,23183,2966,249259,9103,21564,2621,32038,3014,4470388,15574,210927,3355,46144,3069,295609,5686,327662,5730,2871286,10042,376345,2519,342415,3468,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7410353,5026,946254,23641,75869,5034,14456,1866,88724,5511,79008,5211,609160,14811,39132,2690,39905,2793,6464099,24074,307766,5394,66698,3802,439115,8069,505038,7253,4077488,14562,578532,2825,489462,3434,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4318546,2674,362636,10464,24196,2353,4848,1244,25650,2658,26258,3165,234976,7713,16778,1393,29930,2487,3955910,10774,220442,2423,44897,2684,280293,5048,306018,4922,2526883,8094,314864,1672,262513,2862,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1679572,4186,229229,15005,22958,3513,3402,975,22866,3351,17399,3238,141376,8387,9982,1448,11246,1460,1450343,15759,75976,3647,16678,2395,100795,4117,108276,5221,896493,8764,146002,1671,106123,2185,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4724876,5508,593549,16986,60916,4013,8448,1426,51978,3490,46761,3987,367980,11242,25867,2514,31599,2526,4131327,17557,214343,4187,47983,3349,289389,6486,320994,6354,2595087,12121,370894,3007,292637,2752,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,848046,2354,111798,8108,10620,1727,1726,629,7844,1710,10018,1737,72234,5435,3083,731,6273,1138,736248,7904,37187,1685,7337,1242,50096,2443,51261,2595,464154,5209,72580,771,53633,1144,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1462869,2423,139195,7751,12811,2002,2914,1007,10193,1673,10748,1804,87031,4912,4760,876,10738,1171,1323674,7962,76953,2077,14713,1589,96249,3024,103355,2739,824716,4812,109444,1102,98244,2099,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1440666,2074,145987,10323,9421,2036,1889,770,8369,1826,8927,2015,100708,7129,9045,1556,7628,1403,1294679,10908,59619,2189,13014,1785,77336,3678,78844,3485,836800,7515,139075,1567,89991,1623,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1176571,2266,89704,7026,7841,1624,1151,609,6703,1672,6154,1476,57721,4787,3964,822,6170,1524,1086867,7200,50197,1703,11410,1701,76205,3581,87294,3477,704679,4982,89498,904,67584,1676,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5124935,6066,295484,12967,22319,2856,3178,826,24351,2701,22919,3514,175085,8305,17918,2429,29714,3166,4829451,13579,229766,2894,53556,3388,330175,6189,367476,6322,3010963,8891,422045,2647,415470,3956,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,821457,2063,89078,6633,6563,1282,1074,563,6643,1480,4348,1521,60007,4412,4233,914,6210,1770,732379,7153,28180,1518,6304,1520,36627,2080,43611,2410,464939,4784,87750,1168,64968,1922,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10988992,7669,1042885,24629,82146,5237,14105,1782,89412,5348,79596,6171,636337,13393,58046,3671,83243,5046,9946107,25108,473969,5321,101060,4662,626626,8921,702756,8783,6343356,14272,872903,3819,825437,5272,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6086981,7501,719769,20261,51367,3853,10594,1751,57490,4399,53815,4604,470769,12900,36031,2756,39703,3211,5367212,20426,272557,3881,58306,3838,361143,7613,376268,6295,3403806,13580,517030,2998,378102,4389,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,580282,934,60913,4499,4496,1103,2017,746,3917,948,3180,881,36660,2820,3777,812,6866,921,519369,4526,30374,1218,7555,1120,32628,1743,36692,1747,333912,2959,40879,817,37329,968,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9128156,8172,1144398,28847,107292,4665,22485,2669,117320,7285,99415,6512,704396,17824,41972,3552,51518,3772,7983758,28988,395977,5076,85465,4716,549333,9913,612008,8253,5042265,17517,701218,4391,597492,5632,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2509692,3449,322420,10237,28386,3050,5957,1238,30388,2898,26303,2967,197590,6092,15509,1990,18287,1724,2187272,10945,109975,3173,20477,2037,137432,3719,152741,3861,1382312,6470,217621,2047,166714,2285,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2956544,3937,387946,14680,27523,3300,4951,1136,29412,3518,30406,3428,259425,9342,19032,2577,17197,2148,2568598,15471,120761,3356,23635,2375,156136,4685,171088,4878,1645713,9876,245866,2644,205399,2348,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9808880,7585,967893,22406,70196,4387,15433,2329,80778,4583,79170,4965,605929,14223,48833,3195,67554,4422,8840987,22829,418158,4136,86117,4073,564383,7365,637642,6770,5552922,15272,812595,3296,769170,5539,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,773566,2747,72570,6442,4463,1187,641,323,3955,996,5006,1505,50125,4737,3304,857,5076,1166,700996,6045,29292,1220,6933,1170,44966,1956,46474,2366,449845,4513,61887,853,61599,1358,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2895144,4486,343532,14093,27305,3055,4814,1054,27145,3477,26933,3598,225794,8544,15859,2418,15682,1939,2551612,15342,129053,3208,24668,2444,173753,5177,175125,4995,1600536,9431,268021,2491,180456,2301,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,669926,1732,69217,5786,5320,1292,1472,589,5381,1449,3976,1128,42184,3851,3337,674,7547,989,600709,5947,37022,1308,6945,1051,42824,2184,47856,1963,370899,3886,51215,975,43948,1316,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4697635,5737,667305,21508,55817,5027,10696,2070,65987,5445,60610,5199,410789,12532,33071,3077,30335,2824,4030330,21585,203099,5299,42097,3581,270054,6956,285630,6694,2562745,13243,391317,3168,275388,3500,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11147574,9237,1034109,27081,73444,6187,15042,2651,81327,6402,73992,5904,685026,16140,51363,3546,53915,3808,10113465,28428,528779,6688,110619,5334,683266,9534,721652,10578,6463282,18182,909943,3710,695924,5466,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2195404,1979,219568,12230,23326,3168,4432,993,24435,3509,18717,2768,137114,7531,5628,1172,5916,1438,1975836,12394,172941,3113,35287,2699,194040,4529,179472,4384,1177833,7639,120997,1230,95266,1652,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,567507,1403,69265,4999,6248,1174,1378,743,5601,1221,5216,1053,45009,3622,2941,662,2872,759,498242,5172,21973,1166,3441,673,31063,1887,39682,1850,321941,3606,45264,671,34878,778,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5054213,6771,429776,16106,30400,3604,6964,1612,31467,3802,30966,3242,282797,10641,23424,2403,23758,2264,4624437,18166,239026,3758,49792,3480,315905,6262,334329,5944,2977990,12618,402945,2813,304450,2821,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4806075,4279,490095,17940,33117,3919,6373,1309,37579,3834,35037,3776,336990,11712,21206,1788,19793,2459,4315980,18042,213479,3916,42670,2928,276743,7085,304497,5735,2804607,11838,375048,1876,298936,2866,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1684754,2390,292147,12851,25965,3099,4193,1078,26743,2960,25468,2886,182988,8144,14069,1570,12721,1430,1392607,13107,64580,3098,11721,1737,86991,4497,94310,4054,882628,8339,143502,1585,108875,1789,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4624503,2864,454373,15331,37530,3327,6261,1070,39644,3812,34663,3477,289286,8803,17585,1893,29404,2309,4170130,15689,208707,3460,46413,2981,278865,5868,315850,5111,2660092,9356,354927,1928,305276,2714,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,473915,798,46094,5777,5042,1535,1226,725,3455,1176,2426,927,29737,3746,2087,774,2121,687,427821,5830,25767,1547,5588,1350,30449,1970,31619,2025,275136,3684,35051,1033,24211,943,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,28795,2844,12048,1945,947,528,273,332,1285,643,1320,698,7509,1228,161,170,553,448,16747,1971,886,473,150,184,581,358,1119,505,10894,1483,1794,696,1323,504,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
