GEO_ID,B14007G_001E,B14007G_001M,B14007G_002E,B14007G_002M,B14007G_003E,B14007G_003M,B14007G_004E,B14007G_004M,B14007G_005E,B14007G_005M,B14007G_006E,B14007G_006M,B14007G_007E,B14007G_007M,B14007G_008E,B14007G_008M,B14007G_009E,B14007G_009M,B14007G_010E,B14007G_010M,B14007G_011E,B14007G_011M,B14007G_012E,B14007G_012M,B14007G_013E,B14007G_013M,B14007G_014E,B14007G_014M,B14007G_015E,B14007G_015M,B14007G_016E,B14007G_016M,B14007G_017E,B14007G_017M,B14007G_018E,B14007G_018M,B14007G_019E,B14007G_019M,NAME,B14007G_001EA,B14007G_001MA,B14007G_002MA,B14007G_002EA,B14007G_003EA,B14007G_003MA,B14007G_004EA,B14007G_004MA,B14007G_005MA,B14007G_005EA,B14007G_006EA,B14007G_006MA,B14007G_007MA,B14007G_007EA,B14007G_008EA,B14007G_008MA,B14007G_009MA,B14007G_009EA,B14007G_010MA,B14007G_010EA,B14007G_011EA,B14007G_011MA,B14007G_012EA,B14007G_012MA,B14007G_013MA,B14007G_013EA,B14007G_014EA,B14007G_014MA,B14007G_015EA,B14007G_015MA,B14007G_016EA,B14007G_016MA,B14007G_017EA,B14007G_017MA,B14007G_018MA,B14007G_018EA,B14007G_019MA,B14007G_019EA,state
0400000US13,157586,9840,85141,6939,6708,1511,5083,1133,4604,1180,5572,1501,5226,1370,6024,1245,4721,1303,5801,1397,4793,1145,4130,1069,5064,1402,4095,1006,2389,746,3961,1103,14972,2441,1998,710,72445,5519,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,300143,11272,122453,5395,10283,1531,8166,1414,5488,1084,7411,1562,7511,1451,6275,1204,6796,1328,6679,1434,5655,1222,6483,1215,6776,1550,6820,1256,5233,862,7991,1431,21800,2530,3086,854,177690,9210,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,34263,3701,16260,2359,1226,605,958,547,1696,728,992,485,1250,578,1144,519,698,328,714,393,397,265,663,328,1273,513,597,327,801,538,854,460,2554,942,443,371,18003,2136,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,216550,10056,118224,6067,11713,1635,7602,1407,7760,1371,9346,1634,6916,1239,7943,1350,5963,1355,5152,973,5512,1097,6706,1494,6110,1205,5430,1029,4815,1257,4918,1087,18364,2258,3974,979,98326,6945,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,115014,7380,63805,5213,5432,1047,4196,1074,3042,840,2874,750,3667,1022,2883,743,4477,888,4457,1181,3931,1110,4198,1097,2787,934,4172,1033,3312,973,3921,1129,9630,1410,826,391,51209,4028,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,49024,4615,25636,2874,2057,662,1312,404,1434,539,1180,450,1764,684,1181,460,2122,679,1286,483,1992,763,1627,635,670,318,1636,515,1572,667,1753,707,3646,834,404,386,23388,2720,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,80749,5209,40815,4057,5376,1434,2693,826,2488,801,3023,846,2357,730,2119,726,2130,738,1977,676,2526,748,1901,756,1400,543,1971,780,2296,831,1511,580,6264,1527,783,396,39934,3424,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,64777,5136,36413,3835,3099,879,2337,711,3395,1095,2799,698,1762,633,1836,655,2654,876,2683,966,1812,702,1805,645,1832,635,1761,668,2003,676,838,454,4935,1279,862,563,28364,3026,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,60587,5210,27435,3431,3359,1061,1626,597,2312,679,1753,666,1371,475,1788,821,1297,526,1218,473,1882,797,1798,810,1419,694,774,372,970,545,671,361,4328,1343,869,511,33152,3121,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,21780,2107,9661,1225,830,479,577,321,760,380,1215,517,420,213,291,185,664,536,516,249,458,259,632,424,579,337,400,241,583,364,298,251,1156,614,282,228,12119,1478,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,145400,8792,76256,6252,6063,1373,5772,1517,4754,1288,4803,1355,3843,1027,3249,1077,4076,1240,3901,1010,4395,1229,4493,1119,3553,1038,3569,838,3245,902,3080,969,14232,2310,3228,1005,69144,4649,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,164277,10213,66708,5217,6001,1234,5120,1421,4377,995,2641,881,3300,965,3367,822,2703,798,3202,970,3387,1198,3404,858,3247,925,3016,942,3111,797,2948,794,12932,2227,3952,1097,97569,6974,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,218595,9420,116409,7570,7447,1399,7401,1317,6367,1278,5924,1290,4157,875,7946,1499,6107,1331,7681,1371,8125,1250,7353,1253,6654,1270,6075,1160,5672,1033,6255,1158,19961,2259,3284,955,102186,5305,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,112455,6847,61856,4604,6313,1320,4845,1150,4571,1115,3237,768,3695,975,3968,874,2991,925,3895,1018,2933,920,3092,896,2794,751,3411,862,2844,922,2916,738,8880,1739,1471,485,50599,3943,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,28810,4490,14044,2754,1367,612,1456,725,1181,675,454,282,1404,707,449,297,1233,684,441,318,1155,618,725,478,781,433,640,429,380,299,800,737,1229,676,349,298,14766,2737,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,119255,7537,56884,4856,5134,1209,3916,1114,3220,928,2978,874,3607,934,3061,1060,2672,845,2111,791,3582,1048,2423,856,3039,868,3974,1172,2726,881,2776,986,9145,1743,2520,828,62371,5080,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21397,2760,9742,1839,1065,489,372,239,450,310,297,194,332,204,630,386,663,350,942,459,374,283,1064,785,372,214,640,355,303,249,271,245,1919,591,48,89,11655,1653,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,35686,3829,19586,2769,2452,752,1127,512,1517,622,1144,552,1229,588,1530,585,1253,630,786,407,842,465,1012,424,532,270,763,406,751,415,1139,603,2994,944,515,307,16100,1964,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,94850,6821,41827,3799,2460,783,3385,949,2983,869,2734,768,1936,693,3337,959,2751,1008,2587,816,3199,1031,2693,920,1387,523,1675,796,2287,904,1821,550,5938,1394,654,353,53023,5131,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,19281,2270,7975,1375,511,325,680,385,667,354,356,273,887,279,263,209,572,258,505,322,221,125,465,270,733,462,289,299,247,163,277,290,1073,497,229,191,11306,1692,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,211152,11556,89200,6847,8764,1628,5785,1340,4692,1234,5027,993,4633,1172,4919,1274,6454,1477,5093,1100,4573,1151,5387,1311,4676,1230,3784,1096,3709,904,5082,1084,13420,2198,3202,751,121952,7534,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,53336,4971,26026,3742,1616,652,1216,533,1952,692,1547,687,1547,789,1282,698,2282,1008,1787,738,1201,588,1026,565,1456,627,1060,480,1343,656,1438,796,4382,1321,891,431,27310,2658,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,469926,13634,205068,8209,16750,2196,11388,2035,12770,1744,9996,1602,10770,1694,9970,1451,12703,2244,10091,1864,9595,1705,10837,1800,12492,2049,10467,1875,9532,1557,10596,1829,40431,3721,6680,1141,264858,10120,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,196327,10718,95344,7301,7880,1795,6144,1536,6397,1559,6165,1364,6752,1274,5205,1284,5518,1418,5674,1069,6069,1412,5907,1216,5144,1198,5942,1449,4418,1226,2647,831,13429,2146,2053,839,100983,6124,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,11729,1819,6624,1280,767,492,469,219,479,330,474,299,418,286,273,224,138,118,385,266,468,355,111,144,579,556,369,235,387,234,333,210,858,363,116,134,5105,930,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,213114,8490,118614,6529,9825,1671,8038,1409,8143,1276,8340,1396,7069,1472,8263,1361,7438,1511,7691,1554,6270,1292,6448,1492,6595,1217,6354,1349,5194,1069,4179,1103,15982,1938,2785,888,94500,4826,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,272041,10044,113730,5909,10036,1544,5945,1039,8184,1357,9417,1540,8654,1558,6709,1254,7523,1294,6798,1397,5821,1102,4506,1025,5833,1132,4777,895,5585,1061,5344,1234,16900,2387,1698,624,158311,6436,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,126863,8017,60412,4890,5620,1298,2577,675,3236,908,3481,826,3291,975,3696,1073,3183,815,3567,936,2821,896,3574,990,3391,857,2938,728,3126,1021,1824,938,11519,1662,2568,1124,66451,4400,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,212507,10991,106737,6804,12947,1823,7560,1516,6880,1413,7383,1336,5952,1263,4028,1126,5259,1202,5668,1128,5913,1222,4799,1249,4747,1190,6391,1389,4865,1070,4912,1198,16454,1959,2979,980,105770,6308,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,26049,2962,12421,2056,1093,818,817,514,739,426,667,467,717,410,398,331,844,572,712,409,897,639,505,385,545,375,549,374,635,368,662,328,2244,725,397,301,13628,2224,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,74940,6356,40445,4765,3746,983,3449,982,3765,1661,2542,877,2063,850,1712,684,2160,901,1339,543,1826,658,2717,926,2131,745,1745,604,1397,596,1581,795,6916,1427,1356,718,34495,3407,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,14093,2333,7507,1685,614,375,461,258,767,375,419,259,429,364,926,543,315,186,299,204,355,307,114,144,352,208,265,223,297,187,475,358,990,497,429,370,6586,1352,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,95666,6524,44830,4135,4418,1368,3326,1045,3673,1096,3284,987,2926,970,2056,775,3182,892,2715,1161,3193,954,2556,790,2127,764,2539,845,1895,723,1470,582,4627,1152,843,561,50836,4641,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,496141,19271,236790,13256,19032,2150,15774,2272,15614,2426,15264,2519,14208,1994,14974,2125,13680,2087,11255,1780,14087,2080,12643,1757,11822,1960,12432,1735,10360,1739,10322,1675,38385,3623,6938,1588,259351,9751,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,58430,5340,34099,3779,3319,794,1564,652,2098,636,2637,821,2186,688,2102,761,1650,530,2141,626,1839,635,2078,731,1055,455,2246,791,1118,516,1341,573,5994,1227,731,480,24331,2646,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9024,1491,4868,1101,431,197,243,166,288,207,244,159,619,504,357,291,426,286,324,290,190,188,200,150,140,114,267,188,14,25,65,74,818,373,242,186,4156,842,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,195958,10156,102991,6603,9541,1661,5959,1394,7365,1640,8010,1560,5607,1114,6783,1325,4846,1167,7381,1532,5213,1137,5409,1376,5411,1387,4717,1172,3659,985,4142,1078,15445,2206,3503,970,92967,6634,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,275885,11826,132424,8023,9603,1706,8039,1470,8514,1510,8824,1462,7164,1416,6601,1381,9173,1644,6696,1077,6829,1236,7986,1519,8363,1566,7224,1292,6875,1503,7192,1615,20521,2422,2820,884,143461,5922,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,33461,2999,15722,2257,316,196,1257,482,1201,513,1557,682,1376,470,546,261,506,265,762,407,976,441,980,476,850,349,1023,403,828,356,566,365,2795,967,183,173,17739,1865,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,108023,6548,58048,4976,4319,986,4621,1045,2951,873,3499,1201,3489,1026,3765,927,4403,1215,2754,756,3049,841,3237,974,3198,769,3666,911,2274,585,3804,962,8272,1610,747,408,49975,3634,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,13083,2258,5912,1311,455,313,377,297,770,389,123,129,238,198,317,296,440,256,291,218,174,188,0,269,507,378,345,255,152,195,232,181,1121,477,370,328,7171,1598,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,477268,13800,143928,6746,8093,1568,6163,1334,6891,1449,8668,1577,7531,1411,7159,1638,8942,1580,7882,1517,8730,1627,8337,1246,9130,1619,7408,1341,7740,1538,6629,1325,30271,3358,4354,1011,333340,10609,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
