GEO_ID,B20005I_001E,B20005I_001M,B20005I_002E,B20005I_002M,B20005I_003E,B20005I_003M,B20005I_004E,B20005I_004M,B20005I_005E,B20005I_005M,B20005I_006E,B20005I_006M,B20005I_007E,B20005I_007M,B20005I_008E,B20005I_008M,B20005I_009E,B20005I_009M,B20005I_010E,B20005I_010M,B20005I_011E,B20005I_011M,B20005I_012E,B20005I_012M,B20005I_013E,B20005I_013M,B20005I_014E,B20005I_014M,B20005I_015E,B20005I_015M,B20005I_016E,B20005I_016M,B20005I_017E,B20005I_017M,B20005I_018E,B20005I_018M,B20005I_019E,B20005I_019M,B20005I_020E,B20005I_020M,B20005I_021E,B20005I_021M,B20005I_022E,B20005I_022M,B20005I_023E,B20005I_023M,B20005I_024E,B20005I_024M,B20005I_025E,B20005I_025M,B20005I_026E,B20005I_026M,B20005I_027E,B20005I_027M,B20005I_028E,B20005I_028M,B20005I_029E,B20005I_029M,B20005I_030E,B20005I_030M,B20005I_031E,B20005I_031M,B20005I_032E,B20005I_032M,B20005I_033E,B20005I_033M,B20005I_034E,B20005I_034M,B20005I_035E,B20005I_035M,B20005I_036E,B20005I_036M,B20005I_037E,B20005I_037M,B20005I_038E,B20005I_038M,B20005I_039E,B20005I_039M,B20005I_040E,B20005I_040M,B20005I_041E,B20005I_041M,B20005I_042E,B20005I_042M,B20005I_043E,B20005I_043M,B20005I_044E,B20005I_044M,B20005I_045E,B20005I_045M,B20005I_046E,B20005I_046M,B20005I_047E,B20005I_047M,B20005I_048E,B20005I_048M,B20005I_049E,B20005I_049M,B20005I_050E,B20005I_050M,B20005I_051E,B20005I_051M,B20005I_052E,B20005I_052M,B20005I_053E,B20005I_053M,B20005I_054E,B20005I_054M,B20005I_055E,B20005I_055M,B20005I_056E,B20005I_056M,B20005I_057E,B20005I_057M,B20005I_058E,B20005I_058M,B20005I_059E,B20005I_059M,B20005I_060E,B20005I_060M,B20005I_061E,B20005I_061M,B20005I_062E,B20005I_062M,B20005I_063E,B20005I_063M,B20005I_064E,B20005I_064M,B20005I_065E,B20005I_065M,B20005I_066E,B20005I_066M,B20005I_067E,B20005I_067M,B20005I_068E,B20005I_068M,B20005I_069E,B20005I_069M,B20005I_070E,B20005I_070M,B20005I_071E,B20005I_071M,B20005I_072E,B20005I_072M,B20005I_073E,B20005I_073M,B20005I_074E,B20005I_074M,B20005I_075E,B20005I_075M,B20005I_076E,B20005I_076M,B20005I_077E,B20005I_077M,B20005I_078E,B20005I_078M,B20005I_079E,B20005I_079M,B20005I_080E,B20005I_080M,B20005I_081E,B20005I_081M,B20005I_082E,B20005I_082M,B20005I_083E,B20005I_083M,B20005I_084E,B20005I_084M,B20005I_085E,B20005I_085M,B20005I_086E,B20005I_086M,B20005I_087E,B20005I_087M,B20005I_088E,B20005I_088M,B20005I_089E,B20005I_089M,B20005I_090E,B20005I_090M,B20005I_091E,B20005I_091M,B20005I_092E,B20005I_092M,B20005I_093E,B20005I_093M,B20005I_094E,B20005I_094M,B20005I_095E,B20005I_095M,NAME,B20005I_001EA,B20005I_001MA,B20005I_002MA,B20005I_002EA,B20005I_003EA,B20005I_003MA,B20005I_004MA,B20005I_004EA,B20005I_005MA,B20005I_005EA,B20005I_006EA,B20005I_006MA,B20005I_007MA,B20005I_007EA,B20005I_008EA,B20005I_008MA,B20005I_009MA,B20005I_009EA,B20005I_010MA,B20005I_010EA,B20005I_011EA,B20005I_011MA,B20005I_012MA,B20005I_012EA,B20005I_013EA,B20005I_013MA,B20005I_014MA,B20005I_014EA,B20005I_015EA,B20005I_015MA,B20005I_016EA,B20005I_016MA,B20005I_017EA,B20005I_017MA,B20005I_018EA,B20005I_018MA,B20005I_019EA,B20005I_019MA,B20005I_020MA,B20005I_020EA,B20005I_021MA,B20005I_021EA,B20005I_022EA,B20005I_022MA,B20005I_023EA,B20005I_023MA,B20005I_024MA,B20005I_024EA,B20005I_025EA,B20005I_025MA,B20005I_026MA,B20005I_026EA,B20005I_027EA,B20005I_027MA,B20005I_028MA,B20005I_028EA,B20005I_029EA,B20005I_029MA,B20005I_030MA,B20005I_030EA,B20005I_031MA,B20005I_031EA,B20005I_032MA,B20005I_032EA,B20005I_033EA,B20005I_033MA,B20005I_034MA,B20005I_034EA,B20005I_035EA,B20005I_035MA,B20005I_036MA,B20005I_036EA,B20005I_037MA,B20005I_037EA,B20005I_038EA,B20005I_038MA,B20005I_039EA,B20005I_039MA,B20005I_040EA,B20005I_040MA,B20005I_041MA,B20005I_041EA,B20005I_042EA,B20005I_042MA,B20005I_043MA,B20005I_043EA,B20005I_044EA,B20005I_044MA,B20005I_045EA,B20005I_045MA,B20005I_046MA,B20005I_046EA,B20005I_047MA,B20005I_047EA,B20005I_048MA,B20005I_048EA,B20005I_049EA,B20005I_049MA,B20005I_050MA,B20005I_050EA,B20005I_051EA,B20005I_051MA,B20005I_052MA,B20005I_052EA,B20005I_053EA,B20005I_053MA,B20005I_054MA,B20005I_054EA,B20005I_055EA,B20005I_055MA,B20005I_056EA,B20005I_056MA,B20005I_057EA,B20005I_057MA,B20005I_058EA,B20005I_058MA,B20005I_059MA,B20005I_059EA,B20005I_060EA,B20005I_060MA,B20005I_061EA,B20005I_061MA,B20005I_062EA,B20005I_062MA,B20005I_063EA,B20005I_063MA,B20005I_064EA,B20005I_064MA,B20005I_065EA,B20005I_065MA,B20005I_066EA,B20005I_066MA,B20005I_067EA,B20005I_067MA,B20005I_068MA,B20005I_068EA,B20005I_069EA,B20005I_069MA,B20005I_070MA,B20005I_070EA,B20005I_071EA,B20005I_071MA,B20005I_072EA,B20005I_072MA,B20005I_073EA,B20005I_073MA,B20005I_074EA,B20005I_074MA,B20005I_075MA,B20005I_075EA,B20005I_076MA,B20005I_076EA,B20005I_077EA,B20005I_077MA,B20005I_078EA,B20005I_078MA,B20005I_079EA,B20005I_079MA,B20005I_080EA,B20005I_080MA,B20005I_081MA,B20005I_081EA,B20005I_082EA,B20005I_082MA,B20005I_083EA,B20005I_083MA,B20005I_084MA,B20005I_084EA,B20005I_085EA,B20005I_085MA,B20005I_086MA,B20005I_086EA,B20005I_087MA,B20005I_087EA,B20005I_088EA,B20005I_088MA,B20005I_089EA,B20005I_089MA,B20005I_090MA,B20005I_090EA,B20005I_091MA,B20005I_091EA,B20005I_092MA,B20005I_092EA,B20005I_093EA,B20005I_093MA,B20005I_094EA,B20005I_094MA,B20005I_095EA,B20005I_095MA,state
0400000US01,120960,2089,68975,1990,37359,2941,0,273,37359,2941,64,107,509,544,42,68,747,465,3944,1247,2878,931,5743,1956,3865,1677,5381,1504,885,526,3208,1144,2266,916,913,508,1689,732,296,253,585,459,868,483,883,427,1204,566,1389,630,31616,2575,7557,1502,24059,2692,3264,981,2469,791,2474,1054,2601,1225,3399,1254,1082,548,1552,992,1519,870,2018,969,294,265,1050,855,1272,576,142,175,399,293,89,107,22,48,0,273,55,123,140,189,218,279,51985,1645,17257,2131,0,273,17257,2131,0,273,9,16,1211,739,875,853,1715,804,889,525,2924,1155,834,594,3506,1156,634,526,1113,525,347,312,595,429,745,481,241,209,332,372,663,390,171,221,369,338,84,155,34728,2596,20951,2343,13777,2133,3553,1035,1882,768,1839,864,1608,805,1728,817,372,365,1202,620,123,164,260,236,0,273,0,273,167,253,205,245,233,191,114,206,188,159,0,273,152,193,151,244,0,273,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1275829,2868,635942,2274,283547,8347,0,305,283547,8347,247,175,482,368,2013,969,3258,1087,15525,2762,10778,2355,16071,2555,13209,2255,20123,2834,12133,2082,30396,3619,33346,3327,27456,3447,20261,2489,15103,2180,14083,2032,16838,2619,9806,2045,11514,1747,10905,1985,352395,8819,191300,7568,161095,6566,26210,2665,16390,2119,21967,3495,15630,2571,20462,2666,8553,1778,8179,1668,4722,1212,9169,1943,4078,1302,7009,1542,6051,1517,3805,1279,2503,1031,1102,498,894,391,992,573,984,594,1357,547,1038,614,639887,2201,199675,7359,0,305,199675,7359,138,170,570,376,2424,896,3050,945,10048,2000,8477,1712,14580,2203,11083,1714,21481,2592,12001,2129,26203,2640,24486,2932,16465,3063,13568,2208,7922,1739,6186,1094,8689,1481,4409,1259,4618,1273,3277,1064,440212,7546,275881,7827,164331,5561,30165,3215,18308,2410,23013,2569,14745,2320,21140,2657,10968,2190,11823,2366,5180,1225,6857,1639,2883,903,5613,1671,3665,1006,3263,1096,1136,492,1653,856,1084,684,1038,634,758,525,482,447,557,464,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,116539,2201,62566,2202,34688,2321,0,273,34688,2321,74,128,0,273,644,425,446,430,3398,1047,2115,866,3799,1273,2563,1244,2978,974,1453,655,4873,1401,2861,1316,2855,721,1385,669,890,494,1224,780,633,425,771,425,812,551,914,507,27878,2779,9144,1481,18734,2702,2061,692,959,497,1372,806,2051,1003,3418,1347,582,453,2386,1021,1084,684,1021,585,535,244,1197,516,645,498,156,204,728,748,126,152,141,172,15,32,42,72,122,149,93,159,53973,2020,16390,2131,0,273,16390,2131,0,273,0,273,387,472,61,78,919,478,1138,645,3314,981,2065,1045,2302,881,1090,554,2209,708,1150,626,358,295,40,69,839,578,0,273,250,192,39,67,184,230,45,77,37583,2386,25370,2311,12213,1941,3212,1057,1501,525,768,458,859,596,1563,706,671,541,1128,820,483,444,1056,517,0,273,461,260,286,322,0,273,80,135,73,128,0,273,12,26,0,273,0,273,60,104,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9858487,7650,4964204,5478,2230637,16954,51,84,2230586,16950,5816,2680,3972,1185,21681,2594,24151,2888,92822,6469,94038,6045,150489,7278,114058,6943,181874,8435,104135,6740,227979,9290,202016,9316,172528,6882,151100,7001,111420,5666,107382,6949,137089,5988,95904,5297,123721,5709,108411,5716,2733567,16689,1320939,16259,1412628,17945,173550,8180,133697,6794,149879,7296,128331,6987,171842,7707,88466,5615,119159,6142,57370,4248,81160,4902,39516,3532,65472,4286,54941,3932,39020,3309,25960,2624,16754,2593,17520,2377,16421,2262,10709,1782,13053,1952,9808,1567,4894283,5338,1405280,17245,0,294,1405280,17245,3155,805,5058,1185,18824,2580,22543,2536,69999,4688,72580,6411,115927,6057,91941,5092,126841,6042,67428,4635,138534,7107,134365,6252,106125,5697,89860,5333,64560,4502,62914,4677,78039,5093,43749,3578,56458,4198,36380,3035,3489003,19071,2128406,19560,1360597,17736,214937,7874,167570,7724,171224,7935,139347,6350,186910,7089,87292,5552,91475,5445,43213,4140,61611,4513,24999,2918,45637,3309,35275,3308,19048,2360,16430,2238,9336,1508,8372,1526,13750,1799,9377,1513,10683,1660,4111,1004,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,707756,2207,358213,2006,165832,5146,0,279,165832,5146,216,255,376,198,858,452,1477,604,9893,2065,3526,1077,8138,1691,6905,1625,10524,1563,8834,1534,18935,2819,16966,2388,13121,1948,15050,2466,9219,1585,8512,1462,9805,1825,6822,1470,8810,1495,7845,1655,192381,5559,84706,4204,107675,4542,16953,2058,12630,1880,14159,2098,7486,1442,12559,2135,6658,1424,7747,1648,3677,1051,5207,1284,2512,1103,4560,1285,3214,938,2651,1105,2679,941,1139,626,343,319,895,545,245,209,1141,546,1220,661,349543,1958,107144,4339,0,279,107144,4339,121,143,301,307,1057,570,2511,843,7309,1591,3774,1011,7620,1796,5095,1509,8781,1751,5399,1362,14897,2171,10391,1644,8365,1683,7938,1659,4407,1116,4412,948,5281,1114,3769,1111,2990,924,2726,941,242399,4601,132750,4649,109649,4639,19935,2052,13850,2243,13315,1940,13063,1776,12847,1976,6231,1307,7179,1424,3984,955,5366,1281,2680,904,2784,806,3102,974,1581,609,1302,598,304,206,501,353,414,333,541,319,594,446,76,125,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,337330,1436,166645,1291,71066,4008,0,281,71066,4008,160,155,46,77,428,335,1187,868,1089,509,662,560,3857,1309,5245,1526,7721,2076,2006,820,7056,1516,7047,1461,5342,1310,4195,1086,4282,1189,3715,998,5389,1329,2506,806,3937,978,5196,1260,95579,4182,45174,2869,50405,3433,7766,1543,5999,1528,4412,1280,5562,1474,4812,1265,2691,972,2683,910,1389,713,4606,1104,622,397,2484,733,2774,1051,1315,646,860,514,319,223,937,638,275,272,199,221,241,284,459,357,170685,1129,54839,3263,0,281,54839,3263,0,281,80,134,807,382,140,180,2948,1190,905,543,3466,1034,4044,1294,4640,1226,2764,1009,5483,1444,5730,1316,4860,1198,3869,1013,2014,693,2154,702,3445,1146,3226,931,2141,704,2123,743,115846,3500,61365,3434,54481,3372,8933,1635,7045,1501,8237,1653,4845,1088,7526,1565,1867,666,3775,1170,1812,714,2136,737,1482,595,2263,797,1648,715,550,367,516,493,177,182,722,408,382,319,232,242,279,321,54,91,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,44591,187,23308,454,13527,1139,0,292,13527,1139,0,292,0,292,257,331,0,292,410,340,167,182,452,433,0,292,1486,843,550,424,1404,747,2049,804,543,490,1006,514,1053,579,106,124,659,422,762,634,535,305,2088,750,9781,1237,3934,1163,5847,1221,398,358,420,326,776,605,113,147,606,599,565,489,55,90,243,240,166,201,145,180,665,428,193,195,902,659,0,292,156,192,64,106,48,80,79,139,253,229,0,292,21283,477,8565,1186,0,292,8565,1186,0,292,0,292,0,292,0,292,283,339,194,241,340,377,461,458,201,175,636,458,155,150,1341,629,381,459,326,326,129,157,280,247,316,367,1094,521,1275,625,1153,481,12718,1296,6348,1566,6370,1439,589,401,214,227,496,402,330,363,1302,876,565,433,418,283,159,171,528,354,0,292,543,375,116,139,154,168,205,202,0,292,72,127,175,201,318,285,0,292,186,182,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3269395,3758,1599768,4798,745639,10908,0,310,745639,10908,1383,667,2186,1003,9351,2077,9965,3027,41323,5397,26811,3713,56852,4878,32962,3584,69899,5635,32381,3602,74884,5183,70454,4943,49898,4607,49111,4342,31119,3525,39629,3945,37634,3590,25563,2861,38693,3187,45541,3346,854129,11754,469630,9266,384499,10136,45576,4082,36523,4239,49432,4766,31032,3628,55712,5327,26445,3293,29947,3346,19419,2666,19961,2726,9627,1970,17314,2713,12202,1973,6883,1535,6385,1604,4358,1250,3218,820,2334,823,1574,649,3785,1056,2772,871,1669627,3224,563588,12068,0,310,563588,12068,1444,713,1826,718,7603,1662,7780,1751,34980,4087,26620,3239,51076,4679,29697,3322,51542,3737,27684,2886,65273,5253,53267,4393,41666,3548,40009,3070,23509,2788,24131,3120,28046,3160,13212,1955,18330,2434,15893,2086,1106039,12049,727543,12013,378496,10015,50050,4720,45786,4349,51945,4930,40208,3722,55317,5064,23083,2674,25925,3276,14132,2254,16207,2458,8190,1473,12456,2113,8284,1540,6667,1671,6275,1703,2830,951,1855,645,2472,726,2278,748,2207,732,2329,752,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
