GEO_ID,C15003_001E,C15003_001M,C15003_002E,C15003_002M,C15003_003E,C15003_003M,C15003_004E,C15003_004M,C15003_005E,C15003_005M,C15003_006E,C15003_006M,C15003_007E,C15003_007M,C15003_008E,C15003_008M,C15003_009E,C15003_009M,C15003_010E,C15003_010M,C15003_011E,C15003_011M,C15003_012E,C15003_012M,C15003_013E,C15003_013M,C15003_014E,C15003_014M,C15003_015E,C15003_015M,C15003_016E,C15003_016M,C15003_017E,C15003_017M,C15003_018E,C15003_018M,NAME,C15003_001EA,C15003_001MA,C15003_002EA,C15003_002MA,C15003_003EA,C15003_003MA,C15003_004MA,C15003_004EA,C15003_005MA,C15003_005EA,C15003_006MA,C15003_006EA,C15003_007EA,C15003_007MA,C15003_008EA,C15003_008MA,C15003_009MA,C15003_009EA,C15003_010EA,C15003_010MA,C15003_011EA,C15003_011MA,C15003_012MA,C15003_012EA,C15003_013EA,C15003_013MA,C15003_014EA,C15003_014MA,C15003_015EA,C15003_015MA,C15003_016MA,C15003_016EA,C15003_017EA,C15003_017MA,C15003_018EA,C15003_018MA,state
0400000US01,3161521,5158,40249,3511,20114,3057,47137,4374,88066,4937,85583,5496,110592,6044,114331,5765,58804,3866,817024,13558,171181,6132,184787,7254,505576,9912,225382,6873,439863,10393,182474,6578,42102,3349,28256,2760,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,450577,1719,2517,882,2182,608,3406,726,4603,887,5901,1158,6163,1273,10138,2050,5466,1212,92880,4182,21175,2412,33437,2674,99780,4184,37106,3084,83346,4531,30697,3027,7333,1274,4447,994,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4146758,3096,46086,3665,40980,4029,85053,5118,89342,5774,72454,4825,85910,6203,100626,5529,74900,6144,872239,15682,167958,7820,319403,9657,780822,14254,336950,10590,691889,12456,269415,8727,66393,4436,46338,3764,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1919422,5349,23942,2405,15057,2298,25030,2733,57475,4238,50650,3700,55195,4260,67528,4698,32547,2328,553179,10228,110897,5318,131402,5568,300791,9523,121711,5639,252888,7626,86916,5011,22130,2571,12084,2021,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24097200,5727,573519,13956,460678,12849,1013404,21821,487350,12584,528694,13861,418000,10727,561538,13215,606859,14343,4496875,28626,515538,13714,1396739,17143,3955068,37431,1831667,22679,4610875,35245,1750623,20483,543242,11623,346531,9906,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3328045,3818,24450,2647,21210,2446,44695,4162,51551,4071,45006,3753,49679,4333,58072,3795,48769,3908,629426,11444,129900,5970,221119,7124,532205,12757,260733,7984,779055,13090,312761,8272,69802,4802,49612,3932,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2434383,1628,20220,2710,17542,2747,28128,3608,46024,3403,33208,3449,43703,3805,50186,4306,37997,2915,609078,12591,78540,3930,136644,5151,294767,8549,173047,5995,491990,10983,265228,8889,68795,3674,39286,3447,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,600779,1136,5324,1372,3542,1043,6230,1618,7997,1747,10596,1523,15062,2381,17269,2132,8101,1395,174852,5515,21307,2126,37337,3066,82708,4567,43386,3567,99400,4591,45974,3071,12072,1878,9622,1413,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,416824,662,5056,1497,3616,1130,5122,1457,5874,1217,6324,1618,9632,1658,10137,1659,6631,1225,71709,4425,12860,2021,12360,1724,45342,3822,13337,2120,96573,4026,63707,3897,33654,2991,14890,1749,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13077179,7576,174312,8673,110157,6577,226812,11360,239730,9477,229795,8222,295840,12221,315745,11620,306660,10992,3373011,28242,543573,12826,863171,15817,1905622,24688,1121500,20494,2171876,24885,810726,12729,254682,9794,133967,5475,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6235623,7667,85573,5693,45581,4551,93208,7034,138600,6850,145445,6595,187417,7195,180640,7662,103095,6093,1516328,18665,308648,9896,356406,9842,950094,18287,422830,12168,1093642,16437,422766,10771,118831,5639,66519,3534,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,926928,1367,10358,1635,6589,1511,15925,2843,11678,1979,10819,1835,11496,1876,13577,2027,13157,1611,242167,8744,23096,2626,49098,3625,159739,5557,85655,4254,184364,5931,57405,3483,19618,2454,12187,1913,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,987829,2954,9898,1578,6061,1245,11298,1999,14315,1858,15259,1986,22480,2456,21436,2604,14719,2424,230584,7210,52094,3006,84047,4076,183007,5813,81703,4147,165218,6171,50378,3290,14917,1833,10415,1761,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8465762,4855,91442,5049,55355,4402,147606,7609,178224,7473,123368,6741,169483,6975,187760,7808,157253,6071,2035135,24082,301041,8353,564614,12404,1241360,17964,609204,11876,1629625,17700,702793,11457,174077,5932,97422,4715,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4229798,5104,35202,3315,13960,1941,29043,3078,97986,5583,78220,5010,111390,5424,115022,6234,67455,4981,1314266,12712,207594,7224,284036,7917,600584,12039,315927,8721,617193,11224,249013,6981,56328,2812,36579,2721,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2018785,3966,14196,2341,5780,1096,13755,1650,45291,3187,23625,2190,27743,2363,36432,2829,23822,2081,599922,10747,81226,3828,151849,5173,289016,7269,202577,5632,344952,9211,110369,5214,29613,2646,18617,2089,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1840681,5033,15216,2751,7533,1607,22484,2680,36607,2555,24218,2495,31892,2968,37118,2813,24541,2488,435178,9812,76165,4003,153361,5359,292638,8376,135842,5293,354379,8902,138809,5361,33138,2620,21562,2349,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2903308,4686,29954,2711,19199,2090,35486,2797,138032,5330,74330,3720,94869,4478,88933,4640,43888,3118,802733,14081,194092,6071,187355,6928,399825,11480,198229,6504,359930,9248,169201,5250,45773,3906,21479,2221,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2945907,4720,39911,3735,19653,2500,41228,3387,89462,4766,72469,4770,102949,5399,118675,4995,47529,3496,854229,12676,158116,6177,162060,6000,457557,10968,151174,5808,424074,9972,136832,5302,43643,3239,26346,2557,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
