GEO_ID,C08513_001E,C08513_001M,C08513_002E,C08513_002M,C08513_003E,C08513_003M,C08513_004E,C08513_004M,C08513_005E,C08513_005M,C08513_006E,C08513_006M,C08513_007E,C08513_007M,C08513_008E,C08513_008M,C08513_009E,C08513_009M,C08513_010E,C08513_010M,C08513_011E,C08513_011M,C08513_012E,C08513_012M,C08513_013E,C08513_013M,C08513_014E,C08513_014M,C08513_015E,C08513_015M,C08513_016E,C08513_016M,C08513_017E,C08513_017M,C08513_018E,C08513_018M,C08513_019E,C08513_019M,C08513_020E,C08513_020M,C08513_021E,C08513_021M,C08513_022E,C08513_022M,C08513_023E,C08513_023M,C08513_024E,C08513_024M,C08513_025E,C08513_025M,C08513_026E,C08513_026M,C08513_027E,C08513_027M,C08513_028E,C08513_028M,C08513_029E,C08513_029M,C08513_030E,C08513_030M,NAME,C08513_001EA,C08513_001MA,C08513_002EA,C08513_002MA,C08513_003MA,C08513_003EA,C08513_004EA,C08513_004MA,C08513_005EA,C08513_005MA,C08513_006MA,C08513_006EA,C08513_007EA,C08513_007MA,C08513_008MA,C08513_008EA,C08513_009MA,C08513_009EA,C08513_010EA,C08513_010MA,C08513_011MA,C08513_011EA,C08513_012MA,C08513_012EA,C08513_013MA,C08513_013EA,C08513_014EA,C08513_014MA,C08513_015MA,C08513_015EA,C08513_016EA,C08513_016MA,C08513_017EA,C08513_017MA,C08513_018MA,C08513_018EA,C08513_019EA,C08513_019MA,C08513_020EA,C08513_020MA,C08513_021MA,C08513_021EA,C08513_022MA,C08513_022EA,C08513_023EA,C08513_023MA,C08513_024MA,C08513_024EA,C08513_025EA,C08513_025MA,C08513_026EA,C08513_026MA,C08513_027EA,C08513_027MA,C08513_028EA,C08513_028MA,C08513_029MA,C08513_029EA,C08513_030MA,C08513_030EA,state
0400000US01,1916877,16226,1797344,15984,119533,5661,55409,3579,64124,4249,1618851,17986,1540686,17557,78165,4713,44186,3377,33979,2856,192542,9035,159442,7831,33100,4338,6931,1593,26169,3702,7463,1907,6843,1861,620,465,440,394,180,259,42239,3521,37601,3187,4638,1321,1743,646,2895,1153,55782,4508,52772,4607,3010,1025,2109,886,901,500,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352044,6246,293266,6791,58778,3764,37090,3371,21688,2839,232190,5902,202815,5337,29375,3132,20995,2524,8380,1514,46425,4348,36915,3622,9510,1999,5197,1464,4313,1377,4244,1067,3569,970,675,378,208,211,467,317,50380,3443,34928,2865,15452,1751,8927,1540,6525,1283,18805,3141,15039,2871,3766,1316,1763,624,2003,1063,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2600823,20960,1932011,17738,668812,16974,413296,14395,255516,10376,1990105,19952,1501315,17647,488790,13816,316642,12321,172148,8226,303210,11319,196816,8677,106394,6737,53883,4847,52511,5002,45794,4266,28373,3271,17421,2808,8712,1800,8709,1721,110825,6695,77316,5694,33509,4000,19804,2955,13705,2366,150889,6705,128191,5553,22698,3183,14255,2785,8443,1669,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223069,12450,1130405,12737,92664,4095,42277,3609,50387,4046,1003617,12336,938799,12341,64818,3478,32057,3140,32761,3116,138865,6039,117188,5959,21677,3659,7552,1978,14125,3042,5633,1628,4894,1408,739,540,86,113,653,506,38695,4382,34923,4110,3772,1074,1507,484,2265,912,36259,3465,34601,3378,1658,840,1075,733,583,358,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15926651,47686,8940162,48718,6986489,34125,3694179,33473,3292310,31938,11656106,49778,6809809,45886,4846297,35580,2774923,30510,2071374,23368,1832747,24538,786261,17322,1046486,18877,445509,11954,600977,15788,818537,17719,354591,9551,463946,13385,175376,7816,288570,11450,794956,17129,422139,13108,372817,14264,156560,8359,216257,10188,824305,17515,567362,15559,256943,9810,141811,6528,115132,6520,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2417222,16499,2031122,16225,386100,13107,216150,9022,169950,8482,1827849,17445,1557779,14997,270070,11771,158143,8576,111927,6895,242244,10488,179285,7883,62959,4960,28558,2994,34401,4003,70619,4737,52095,4299,18524,2220,7179,1589,11345,1637,121378,6627,102413,5791,18965,2790,11398,1947,7567,1850,155132,7501,139550,6800,15582,2397,10872,1699,4710,1683,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1696736,11314,1337995,12884,358741,8736,205874,6682,152867,6998,1366668,13478,1117396,14270,249272,7505,156041,5854,93231,5428,137517,6829,85139,4888,52378,4343,22164,2710,30214,3784,59778,5478,32843,3585,26935,3999,11494,2357,15441,3116,65558,4703,45123,3642,20435,2941,10282,1639,10153,2424,67215,4129,57494,3530,9721,1637,5893,1167,3828,1178,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,412806,8922,364356,7997,48450,3819,30391,3209,18059,2602,337223,8567,302412,7959,34811,2900,22564,2629,12247,1963,36609,3271,28009,2721,8600,1810,5026,1409,3574,914,10651,2004,8641,1919,2010,845,690,377,1320,764,13561,2091,11982,1947,1579,702,1184,638,395,307,14762,1986,13312,1970,1450,600,927,373,523,464,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,784987,13175,612762,11886,172225,7291,122821,6143,49404,4236,348253,8747,273320,8224,74933,5145,54535,4367,20398,2245,84560,5382,60801,4251,23759,3049,15984,2375,7775,1414,282506,9040,223002,7804,59504,4100,41787,3357,17717,2774,54798,4524,44126,4113,10672,1597,8368,1585,2304,938,14870,2071,11513,1795,3357,1073,2147,764,1210,682,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7821529,28945,5521428,30339,2300101,20934,1291206,18654,1008895,18931,6259890,33694,4530321,30811,1729569,20876,1044971,17691,684598,17167,754965,18840,452052,12764,302913,12002,131085,7744,171828,9205,158874,10822,70890,6028,87984,8925,25777,3400,62207,8541,284969,13441,184251,9255,100718,8984,39792,3831,60926,7615,362831,11267,283914,9283,78917,5990,49581,5018,29336,3156,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
