GEO_ID,B08101_001E,B08101_001M,B08101_002E,B08101_002M,B08101_003E,B08101_003M,B08101_004E,B08101_004M,B08101_005E,B08101_005M,B08101_006E,B08101_006M,B08101_007E,B08101_007M,B08101_008E,B08101_008M,B08101_009E,B08101_009M,B08101_010E,B08101_010M,B08101_011E,B08101_011M,B08101_012E,B08101_012M,B08101_013E,B08101_013M,B08101_014E,B08101_014M,B08101_015E,B08101_015M,B08101_016E,B08101_016M,B08101_017E,B08101_017M,B08101_018E,B08101_018M,B08101_019E,B08101_019M,B08101_020E,B08101_020M,B08101_021E,B08101_021M,B08101_022E,B08101_022M,B08101_023E,B08101_023M,B08101_024E,B08101_024M,B08101_025E,B08101_025M,B08101_026E,B08101_026M,B08101_027E,B08101_027M,B08101_028E,B08101_028M,B08101_029E,B08101_029M,B08101_030E,B08101_030M,B08101_031E,B08101_031M,B08101_032E,B08101_032M,B08101_033E,B08101_033M,B08101_034E,B08101_034M,B08101_035E,B08101_035M,B08101_036E,B08101_036M,B08101_037E,B08101_037M,B08101_038E,B08101_038M,B08101_039E,B08101_039M,B08101_040E,B08101_040M,B08101_041E,B08101_041M,B08101_042E,B08101_042M,B08101_043E,B08101_043M,B08101_044E,B08101_044M,B08101_045E,B08101_045M,B08101_046E,B08101_046M,B08101_047E,B08101_047M,B08101_048E,B08101_048M,B08101_049E,B08101_049M,B08101_050E,B08101_050M,B08101_051E,B08101_051M,B08101_052E,B08101_052M,B08101_053E,B08101_053M,B08101_054E,B08101_054M,B08101_055E,B08101_055M,B08101_056E,B08101_056M,NAME,B08101_001EA,B08101_001MA,B08101_002EA,B08101_002MA,B08101_003EA,B08101_003MA,B08101_004MA,B08101_004EA,B08101_005MA,B08101_005EA,B08101_006EA,B08101_006MA,B08101_007EA,B08101_007MA,B08101_008EA,B08101_008MA,B08101_009MA,B08101_009EA,B08101_010MA,B08101_010EA,B08101_011MA,B08101_011EA,B08101_012EA,B08101_012MA,B08101_013EA,B08101_013MA,B08101_014EA,B08101_014MA,B08101_015EA,B08101_015MA,B08101_016EA,B08101_016MA,B08101_017EA,B08101_017MA,B08101_018EA,B08101_018MA,B08101_019MA,B08101_019EA,B08101_020EA,B08101_020MA,B08101_021MA,B08101_021EA,B08101_022MA,B08101_022EA,B08101_023EA,B08101_023MA,B08101_024EA,B08101_024MA,B08101_025MA,B08101_025EA,B08101_026MA,B08101_026EA,B08101_027MA,B08101_027EA,B08101_028MA,B08101_028EA,B08101_029EA,B08101_029MA,B08101_030MA,B08101_030EA,B08101_031MA,B08101_031EA,B08101_032MA,B08101_032EA,B08101_033MA,B08101_033EA,B08101_034MA,B08101_034EA,B08101_035EA,B08101_035MA,B08101_036MA,B08101_036EA,B08101_037MA,B08101_037EA,B08101_038EA,B08101_038MA,B08101_039MA,B08101_039EA,B08101_040EA,B08101_040MA,B08101_041EA,B08101_041MA,B08101_042MA,B08101_042EA,B08101_043EA,B08101_043MA,B08101_044EA,B08101_044MA,B08101_045MA,B08101_045EA,B08101_046EA,B08101_046MA,B08101_047MA,B08101_047EA,B08101_048MA,B08101_048EA,B08101_049EA,B08101_049MA,B08101_050MA,B08101_050EA,B08101_051EA,B08101_051MA,B08101_052EA,B08101_052MA,B08101_053MA,B08101_053EA,B08101_054EA,B08101_054MA,B08101_055MA,B08101_055EA,B08101_056EA,B08101_056MA,state
0400000US01,1951769,16535,65762,4691,193162,6627,846471,9497,455404,8357,183860,6140,123445,4372,83665,3987,1648706,17854,50344,4041,153954,5582,715117,10412,393697,8225,158658,6016,104839,4039,72097,3755,195292,9369,8650,1720,29175,3098,91512,6841,37975,2950,13098,1560,9677,1774,5205,1059,7964,2010,602,432,522,365,3358,1020,1748,776,673,345,854,590,207,191,25853,3049,3671,1405,4755,1316,8830,1507,4976,1244,1276,549,1270,574,1075,448,18172,2027,940,494,2243,771,8083,1529,3876,1071,1312,490,1348,723,370,200,55782,4508,1555,605,2513,771,19571,2476,13132,2300,8843,1676,5457,990,4711,975,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,343424,5810,12387,1274,37666,1960,144544,3874,84135,2754,32935,2511,20186,1892,11571,1551,230116,5965,7394,1186,22151,1896,98515,4068,59135,2706,22276,1981,12694,1735,7951,1232,45376,4438,2903,973,6385,1703,20704,2549,9385,1544,3162,890,2276,865,561,304,4034,1011,257,172,718,511,1272,537,1210,588,278,249,99,124,200,192,27069,2322,891,353,4164,1054,10562,1577,6207,990,2409,689,1859,629,977,379,18024,1897,451,308,2396,918,7970,1410,3918,937,1916,536,996,409,377,212,18805,3141,491,335,1852,1045,5521,1740,4280,991,2894,904,2262,664,1505,656,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2621839,20723,93120,5863,264406,7770,1171033,11886,585603,9272,236775,7301,164026,6596,106876,4353,2005289,19912,64893,4814,191716,8039,903093,12690,455287,9687,183540,6904,128866,6202,77894,3652,305162,11371,14385,2117,40271,3683,149152,7645,59737,4136,20456,2375,12609,2011,8552,1520,46829,4262,2289,848,9402,2439,19970,2634,9057,1633,3253,908,2141,708,717,389,52391,4528,5441,1586,9855,2045,18951,2570,9005,1616,3055,803,2977,895,3107,979,61279,5212,4231,1195,8064,1759,25345,3430,13575,2247,5267,1284,2611,891,2186,784,150889,6705,1881,798,5098,1233,54522,3986,38942,3771,21204,2895,14822,1881,14420,2917,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1225968,11423,46065,3847,116618,5975,532973,5637,280989,5510,117049,4656,74727,3546,57547,3373,1005284,11655,34146,3371,88482,5141,433779,7923,237630,4402,99984,4207,63462,3245,47801,3299,138346,6434,7871,1561,15821,2062,71363,4385,23989,3094,9693,1800,5977,1095,3632,959,6058,1619,130,137,840,596,3116,1252,1242,653,545,389,132,125,53,89,22201,2959,2381,921,5176,1272,5962,1762,3794,901,1816,667,1417,585,1655,571,17820,2511,419,314,2572,900,8709,1701,3770,981,806,336,987,485,557,411,36259,3465,1118,757,3727,1388,10044,1514,10564,1610,4205,962,2752,791,3849,928,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15921475,45956,440327,11682,1573244,13662,7354495,29724,3657326,19077,1373893,14172,913523,13481,608667,10706,11650145,48881,258999,9340,1076103,15610,5417815,32944,2749627,22331,1028567,13161,684662,12371,434372,10283,1831538,25012,80906,5281,216448,8207,874529,17142,388382,10837,137831,6725,85578,4520,47864,3797,820349,17602,31225,3152,108052,6271,392711,11781,162197,6261,59124,4003,40887,3584,26153,2242,429786,13246,35304,3466,80261,5116,180838,8792,70434,4513,25151,2322,20833,3101,16965,2160,365352,10897,18887,2674,52871,4648,175478,6713,69000,3804,25147,2297,13275,1877,10694,1901,824305,17515,15006,2784,39509,5318,313124,11872,217686,8034,98073,4542,68288,3676,72619,4364,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2428102,16248,86115,4237,233802,5941,1088823,9347,559596,6758,225937,6391,143694,5895,90135,4049,1832425,17344,56417,3659,168663,4870,816253,11264,431621,7473,179605,5760,111181,4938,68685,3771,243835,10203,12923,2007,28214,2917,120491,6556,52060,4440,15227,1954,9885,1632,5035,1108,71917,4654,3220,978,9472,2058,34809,3462,13374,1851,5537,1040,2976,710,2529,753,72320,5488,9440,1515,15739,2540,27946,3674,9413,1611,4150,879,3004,845,2628,699,52473,3985,1613,704,7670,1798,24893,2602,10922,1441,3817,760,2830,880,728,349,155132,7501,2502,655,4044,1030,64431,5435,42206,3484,17601,1943,13818,1784,10530,1377,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1707618,10144,60095,3440,146540,3870,682875,6638,440489,5746,169600,4696,120751,4331,87268,3836,1360587,13792,34294,3063,102571,4287,548823,8430,363654,6059,141277,4604,99191,3971,70777,3546,135921,6670,8676,1353,16686,2449,58621,4162,29621,2879,9844,1398,7896,1503,4577,1041,76791,5513,4144,1079,8953,1916,33591,3499,17449,2027,6124,1169,3976,966,2554,785,48348,3538,8177,1321,11966,2180,14875,2189,7210,1550,2584,1038,2063,662,1473,486,18756,2832,2366,877,2471,999,7522,1998,3893,1085,975,555,897,468,632,380,67215,4129,2438,838,3893,1150,19443,2461,18662,2097,8796,1509,6728,1333,7255,1277,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,404044,6800,13455,1749,39303,2596,169050,3771,97500,3267,40299,2962,25272,2164,19165,1943,324776,7163,8853,1393,29424,2452,136106,4777,80043,3537,32779,2692,21748,1960,15823,1772,38268,3154,1844,707,5735,1453,18255,2096,7285,1345,2942,640,1246,430,961,431,12113,1864,691,545,988,583,5716,1306,3056,939,1185,513,198,175,279,209,9044,1863,1308,612,1993,796,2372,786,1107,506,845,527,590,344,829,690,5081,1137,554,366,631,537,1926,812,965,518,513,309,443,323,49,52,14762,1986,205,176,532,361,4675,1068,5044,1207,2035,760,1047,379,1224,405,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,296717,5055,4266,1158,29953,2721,159995,2938,51295,1903,21073,1689,16412,1671,13723,1314,103239,4438,320,275,4722,1003,53438,3583,22337,2250,8268,1330,8048,1371,6106,1014,17630,2165,204,207,1141,604,9684,1605,3405,1018,1351,705,1218,466,627,357,113648,5057,1769,798,16240,2389,63418,3444,17510,1872,7161,1252,4318,875,3232,705,34895,3374,1176,647,5135,1319,20668,2434,3538,878,1919,755,1477,593,982,376,12435,2408,202,241,1622,914,7767,1699,1581,637,619,304,161,149,483,358,14870,2071,595,379,1093,642,5020,1124,2924,811,1755,724,1190,591,2293,716,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7865975,28271,219491,7166,721603,13647,3336777,18654,1917378,12430,745509,12411,511887,11550,413330,9089,6286833,33757,150366,6075,545843,12008,2663055,22842,1566664,14518,614365,11933,419921,10208,326619,8357,757260,18804,35165,3168,90461,7027,355272,10949,162203,7493,52005,4300,33779,3406,28375,2783,161012,10861,7413,1865,26900,4613,68730,6203,30506,3207,13642,2268,8183,1702,5638,1167,130004,9757,11516,2085,19285,3369,50749,5928,23342,3092,10747,1928,7298,1702,7067,1254,168035,9305,7321,1571,20114,3534,73034,5761,35612,3377,14039,2058,8831,1466,9084,1417,362831,11267,7710,1929,19000,2761,125937,7499,99051,5940,40711,3516,33875,3080,36547,2858,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
