GEO_ID,C24020_001E,C24020_001M,C24020_002E,C24020_002M,C24020_003E,C24020_003M,C24020_004E,C24020_004M,C24020_005E,C24020_005M,C24020_006E,C24020_006M,C24020_007E,C24020_007M,C24020_008E,C24020_008M,C24020_009E,C24020_009M,C24020_010E,C24020_010M,C24020_011E,C24020_011M,C24020_012E,C24020_012M,C24020_013E,C24020_013M,C24020_014E,C24020_014M,C24020_015E,C24020_015M,C24020_016E,C24020_016M,C24020_017E,C24020_017M,C24020_018E,C24020_018M,C24020_019E,C24020_019M,C24020_020E,C24020_020M,C24020_021E,C24020_021M,C24020_022E,C24020_022M,C24020_023E,C24020_023M,C24020_024E,C24020_024M,C24020_025E,C24020_025M,C24020_026E,C24020_026M,C24020_027E,C24020_027M,C24020_028E,C24020_028M,C24020_029E,C24020_029M,C24020_030E,C24020_030M,C24020_031E,C24020_031M,C24020_032E,C24020_032M,C24020_033E,C24020_033M,C24020_034E,C24020_034M,C24020_035E,C24020_035M,C24020_036E,C24020_036M,C24020_037E,C24020_037M,C24020_038E,C24020_038M,C24020_039E,C24020_039M,C24020_040E,C24020_040M,C24020_041E,C24020_041M,C24020_042E,C24020_042M,C24020_043E,C24020_043M,C24020_044E,C24020_044M,C24020_045E,C24020_045M,C24020_046E,C24020_046M,C24020_047E,C24020_047M,C24020_048E,C24020_048M,C24020_049E,C24020_049M,C24020_050E,C24020_050M,C24020_051E,C24020_051M,C24020_052E,C24020_052M,C24020_053E,C24020_053M,C24020_054E,C24020_054M,C24020_055E,C24020_055M,C24020_056E,C24020_056M,C24020_057E,C24020_057M,C24020_058E,C24020_058M,C24020_059E,C24020_059M,C24020_060E,C24020_060M,C24020_061E,C24020_061M,C24020_062E,C24020_062M,C24020_063E,C24020_063M,C24020_064E,C24020_064M,C24020_065E,C24020_065M,C24020_066E,C24020_066M,C24020_067E,C24020_067M,C24020_068E,C24020_068M,C24020_069E,C24020_069M,C24020_070E,C24020_070M,C24020_071E,C24020_071M,C24020_072E,C24020_072M,C24020_073E,C24020_073M,NAME,C24020_001EA,C24020_001MA,C24020_002EA,C24020_002MA,C24020_003EA,C24020_003MA,C24020_004MA,C24020_004EA,C24020_005EA,C24020_005MA,C24020_006EA,C24020_006MA,C24020_007MA,C24020_007EA,C24020_008EA,C24020_008MA,C24020_009MA,C24020_009EA,C24020_010MA,C24020_010EA,C24020_011EA,C24020_011MA,C24020_012MA,C24020_012EA,C24020_013EA,C24020_013MA,C24020_014MA,C24020_014EA,C24020_015MA,C24020_015EA,C24020_016EA,C24020_016MA,C24020_017MA,C24020_017EA,C24020_018EA,C24020_018MA,C24020_019MA,C24020_019EA,C24020_020EA,C24020_020MA,C24020_021MA,C24020_021EA,C24020_022EA,C24020_022MA,C24020_023EA,C24020_023MA,C24020_024MA,C24020_024EA,C24020_025EA,C24020_025MA,C24020_026MA,C24020_026EA,C24020_027EA,C24020_027MA,C24020_028EA,C24020_028MA,C24020_029MA,C24020_029EA,C24020_030EA,C24020_030MA,C24020_031MA,C24020_031EA,C24020_032EA,C24020_032MA,C24020_033EA,C24020_033MA,C24020_034EA,C24020_034MA,C24020_035EA,C24020_035MA,C24020_036MA,C24020_036EA,C24020_037EA,C24020_037MA,C24020_038EA,C24020_038MA,C24020_039EA,C24020_039MA,C24020_040EA,C24020_040MA,C24020_041EA,C24020_041MA,C24020_042MA,C24020_042EA,C24020_043MA,C24020_043EA,C24020_044EA,C24020_044MA,C24020_045EA,C24020_045MA,C24020_046MA,C24020_046EA,C24020_047MA,C24020_047EA,C24020_048MA,C24020_048EA,C24020_049EA,C24020_049MA,C24020_050EA,C24020_050MA,C24020_051EA,C24020_051MA,C24020_052MA,C24020_052EA,C24020_053MA,C24020_053EA,C24020_054MA,C24020_054EA,C24020_055EA,C24020_055MA,C24020_056EA,C24020_056MA,C24020_057EA,C24020_057MA,C24020_058MA,C24020_058EA,C24020_059MA,C24020_059EA,C24020_060EA,C24020_060MA,C24020_061EA,C24020_061MA,C24020_062MA,C24020_062EA,C24020_063MA,C24020_063EA,C24020_064MA,C24020_064EA,C24020_065MA,C24020_065EA,C24020_066EA,C24020_066MA,C24020_067EA,C24020_067MA,C24020_068MA,C24020_068EA,C24020_069MA,C24020_069EA,C24020_070MA,C24020_070EA,C24020_071EA,C24020_071MA,C24020_072EA,C24020_072MA,C24020_073MA,C24020_073EA,state
0400000US01,1382634,14540,775054,11255,248460,7896,117122,5410,90166,5094,26956,2558,61862,4188,24728,2735,32214,3007,4920,1190,47930,3947,11733,1497,7028,1309,20799,2169,8370,1493,21546,2562,17248,2323,4298,1044,83948,4996,2722,994,29688,2982,13851,2120,15837,2300,16561,2584,30090,2893,4887,951,121550,5484,77866,4277,43684,3333,143489,6429,8335,1897,73065,3940,62089,4448,177607,6830,95245,5274,49939,3442,32423,3344,607580,8589,246678,8306,85305,4719,51996,3848,33309,2697,16533,2329,8743,1677,5756,1276,2034,534,79494,4856,13069,1666,6640,1412,53060,4209,6725,1242,65346,3783,41341,3058,24005,2546,92651,4877,24094,2447,6120,1515,2967,979,3153,953,25444,2926,16693,1806,20300,2310,212991,8247,58819,4004,154172,6439,7095,1571,1615,648,2573,924,2907,963,48165,4251,35629,3484,5199,1386,7337,1768,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,211404,6231,119367,4143,43036,3121,20864,2405,14736,1953,6128,1258,10246,1641,3431,908,3991,1135,2824,762,8820,1535,2822,852,1085,424,3805,948,1108,445,3106,926,2365,761,741,446,16572,2278,698,443,5657,1264,2495,832,3162,847,5294,1526,3176,745,1747,690,19087,2353,9437,1587,9650,1685,21980,2314,736,356,11359,1723,9885,1647,18692,1839,7422,1172,7992,1474,3278,790,92037,4124,41727,2786,18228,1944,10664,1571,7564,1481,2912,811,900,528,883,356,1129,464,12238,1535,2903,895,1594,617,6327,1246,1414,650,8349,1310,5503,1086,2846,940,13406,1946,3775,1112,821,352,533,304,288,197,2788,831,1501,588,4521,1261,32799,2865,9107,1670,23692,2128,752,516,0,246,163,168,589,407,3353,1099,2008,826,937,625,408,270,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1808287,19511,1023282,12916,378468,9837,179916,6682,133435,5209,46481,3775,99874,5185,46711,4114,45700,3023,7463,1719,67324,4824,14717,2126,10164,1950,26735,2832,15708,2178,31354,2827,23150,2383,8204,1811,155683,8283,6479,1530,50125,3722,24072,2674,26053,2582,38065,3999,47650,4717,13364,2077,195167,7492,119228,5956,75939,4732,157249,7546,7875,1765,81542,5282,67832,4754,136715,6846,62049,4276,48347,4402,26319,3557,785005,13672,335689,9051,137376,5369,84547,4753,52829,3507,28903,2944,17321,2466,6076,1247,5506,1252,99120,5058,20060,2410,10442,1764,58136,4615,10482,1770,70290,4191,48214,3708,22076,2628,136397,7502,34397,4026,13641,2520,6916,1707,6725,1623,32171,3440,21706,3510,34482,3429,277159,8428,81638,4916,195521,7093,4359,1120,636,395,1167,556,2556,984,31401,3345,20176,2601,6652,1445,4573,1522,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,863790,12000,479317,7613,142857,5351,73088,3983,59259,3821,13829,1675,23553,2519,11427,1944,9219,1477,2907,904,30100,3231,9173,1613,2866,722,12905,1988,5156,1274,16116,2128,11247,1707,4869,1345,53753,4374,2605,839,18822,1953,8742,1552,10080,1688,12131,2512,16182,2021,4013,983,74117,4423,45795,3533,28322,2807,91021,4716,10685,1479,41387,3744,38949,3209,117569,5725,60012,4570,35882,3436,21675,2347,384473,8030,158476,5770,54393,3415,35643,2522,18750,2165,7350,1366,4562,1164,1279,515,1509,703,56994,3608,8734,1456,4209,1095,40025,3171,4026,907,39739,2896,25547,2236,14192,1703,58896,4631,15935,2338,3645,1251,1707,966,1938,787,17340,2571,7738,1262,14238,2246,129104,6728,39320,3326,89784,5284,3497,1075,1163,520,676,352,1658,816,34500,3017,26390,2961,2614,988,5496,1197,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10696984,45223,6210460,30182,2351006,24434,1128975,20762,845524,18525,283451,8592,606915,13040,285748,9571,251616,7778,69551,4234,437140,11314,68260,4848,83594,5176,140464,6042,144822,7149,177976,7479,125628,6069,52348,4171,851599,18209,31685,3280,224558,8186,113767,5674,110791,5703,234275,10855,283611,11037,77470,4671,1139251,17999,682189,14326,457062,11411,890553,17519,106533,6188,423543,12550,360477,11169,978051,16649,464621,10858,322250,10970,191180,9032,4486524,31022,1967147,21792,867115,14295,532129,11999,334986,9921,193939,6950,87989,4974,47189,3272,58761,3557,558599,9876,109073,4911,77564,3461,281100,7531,90862,4385,347494,8881,246980,7969,100514,5285,716084,13591,158907,7221,47110,3690,21321,2566,25789,2617,144039,7986,130101,5914,235927,8562,1488731,19914,465628,12069,1023103,16153,50456,3919,24785,2815,10959,1963,14712,2041,264106,8443,183678,6469,34296,3184,46132,4358,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1643249,15641,945947,10050,399363,8331,202587,7635,153008,6194,49579,3386,109000,4766,54510,3876,42345,3336,12145,1823,64833,3707,12060,1613,12453,1611,23914,2288,16406,1970,22943,2143,17822,1752,5121,1133,102482,5241,4468,972,30385,2724,13154,2001,17231,2104,30275,3414,26847,2672,10507,1761,171679,6141,110663,5654,61016,3448,148387,7379,6788,1414,86986,5401,54613,3723,124036,5942,55817,3834,47020,3598,21199,2443,697302,10606,338614,8262,147219,4961,88232,3581,58987,4230,31931,2983,17520,1848,7175,1430,7236,1342,98002,4663,16992,2274,12838,1546,53649,3768,14523,1877,61462,3813,43655,3078,17807,2162,98686,5123,22021,2443,7202,1344,3774,1044,3428,979,27746,3170,13764,2135,27953,3205,223899,6944,69080,3581,154819,6329,5415,1314,809,502,2319,793,2287,794,30688,2947,20386,2496,5383,1108,4919,1161,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1154616,12170,650806,9291,279438,6476,140967,5236,100697,4123,40270,3013,63600,3828,30504,2644,26289,2416,6807,1487,53856,3585,8429,1383,11220,1601,20761,2258,13446,1792,21015,2191,16188,1997,4827,1166,84534,5379,3977,1192,22296,2604,11929,1691,10367,1837,20760,3365,28975,2996,8526,1642,109381,5240,71852,4347,37529,3226,85541,5045,1161,603,46296,4144,38084,2937,91912,4751,54635,3847,25027,2698,12250,1550,503810,7916,243589,7146,94165,4839,56347,3842,37818,3211,23033,2063,11959,1643,4864,1101,6210,1210,78198,4212,15079,2335,8161,1447,46258,3165,8700,1360,48193,3425,33793,2749,14400,1865,73414,4241,24013,2437,4414,1045,1926,697,2488,832,14077,2371,9305,1614,21605,2584,159588,5724,47544,3592,112044,5213,3871,1088,479,393,1424,674,1968,752,23348,2436,17473,1963,3329,906,2546,1037,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,286298,6785,151315,4461,58178,2828,29226,2336,21413,2293,7813,1623,14484,1708,6403,1416,4991,836,3090,850,10797,1816,2024,684,2206,968,4601,1238,1966,814,3671,945,2979,876,692,407,19013,2399,457,293,6498,1406,3188,1072,3310,927,3494,1141,6759,1421,1805,578,25113,2762,14290,2244,10823,1882,25515,2591,569,309,13297,1996,11649,1612,23496,2549,10871,1921,7094,1350,5531,1300,134983,4821,64283,3615,25717,2424,14578,1793,11139,1676,6238,1385,3133,908,296,268,2809,960,20420,2156,4029,1006,3141,1056,12014,1795,1236,536,11908,1735,7824,1265,4084,1095,18961,2328,4447,1300,1627,686,839,464,788,563,4290,929,2935,923,5662,1250,44010,3345,13054,2147,30956,2713,1418,774,599,550,123,117,696,480,6311,1297,4121,973,1335,701,855,408,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,224082,4940,112073,3565,69377,3145,28823,2549,18625,2134,10198,1764,14316,2007,7285,1453,2214,773,4817,1279,24196,2383,1478,614,10830,1642,4925,1098,6963,1310,2042,869,1896,856,146,172,12550,2055,297,268,3430,1150,1800,718,1630,760,4346,1271,3882,1065,595,395,14494,2258,7053,1698,7441,1669,6425,1536,0,292,4191,1214,2234,846,9227,1756,2435,882,4989,1247,1803,890,112009,3779,72097,3107,29950,2481,17577,1860,12373,1764,8060,1329,3696,794,379,284,3985,969,28961,2286,3951,1124,9902,1521,8866,1319,6242,1154,5126,1165,4017,1084,1109,478,16125,2200,3105,918,2031,890,1080,620,951,532,4598,1452,4998,1372,1393,514,21042,2411,5143,1167,15899,2202,472,314,52,89,170,219,250,190,2273,853,1145,622,931,467,197,265,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5480279,30143,2979711,23180,1026785,19590,542193,15755,406559,11415,135634,6936,196116,6632,96776,5493,80120,4481,19220,2427,193166,8525,33818,2980,40964,3938,66025,4479,52359,4123,95310,5345,67229,4495,28081,2905,472838,11352,17614,2342,127621,6805,67571,4866,60050,4496,120966,7295,162611,7002,44026,4406,601628,14546,378283,12430,223345,9268,483704,16146,29118,4665,242231,9989,212355,9210,394756,11077,148388,7321,174558,7243,71810,4592,2500568,20555,1029861,15335,403822,11215,249629,8113,154193,7545,59929,3899,32131,2840,14141,1832,13657,2015,327943,10231,51978,3843,46538,3547,195526,7274,33901,3156,238167,9015,156242,6561,81925,5433,451307,13407,117898,6278,40824,3610,17269,2623,23555,2391,109509,6849,84140,5086,98936,6233,891239,15533,281120,9373,610119,13588,25434,3538,8859,1924,7405,1815,9170,2008,102727,6470,62084,5335,23962,2899,16681,2688,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
