GEO_ID,B07404G_001E,B07404G_001M,B07404G_002E,B07404G_002M,B07404G_003E,B07404G_003M,B07404G_004E,B07404G_004M,B07404G_005E,B07404G_005M,NAME,B07404G_001MA,B07404G_001EA,B07404G_002EA,B07404G_002MA,B07404G_003EA,B07404G_003MA,B07404G_004EA,B07404G_004MA,B07404G_005EA,B07404G_005MA,state
0400000US01,64710,4471,47608,3749,11233,2636,2135,970,3734,1375,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,49934,4290,37297,3546,5982,1705,2390,1070,4265,1938,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,163459,9810,123675,8338,29953,5663,3525,1200,6306,1568,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,48244,4549,37437,3878,6390,1701,1931,781,2486,1288,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1526340,31561,1230785,28657,205542,11607,62952,5667,27061,3105,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,163971,8938,129086,8510,18422,3398,11868,2739,4595,1378,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,85530,6320,68994,6265,11629,3040,2743,1086,2164,1221,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,24763,3948,18081,2743,3464,1679,147,141,3071,1983,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,12278,2068,8593,1708,1452,729,0,273,2233,899,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,392477,15885,311192,14339,51497,6584,14300,2887,15488,2542,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,173214,10851,134779,9166,20035,3973,10511,2242,7889,2147,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,312866,11503,265092,11307,38289,4926,3590,1119,5895,1620,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,35766,3876,27415,3430,4260,1205,2229,898,1862,1143,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,234808,11471,190659,9680,24372,4049,10778,2447,8999,1990,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,123532,8280,97025,6700,15896,2517,7044,1828,3567,1402,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,51775,4750,38800,4287,8981,2236,2743,942,1251,564,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,84596,5177,64821,5152,12106,2547,4248,979,3421,1474,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,67989,5040,51596,4969,10074,2340,3358,1319,2961,1339,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,67361,5992,52219,4634,7916,1858,3776,1519,3450,1659,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,23462,2102,18559,2050,2141,975,1830,760,932,671,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,153267,9490,129528,8659,14169,3434,5579,2281,3991,1221,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,172279,10343,138989,9292,23268,4032,5815,1706,4207,1219,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,234045,10486,181478,9644,36918,4421,10253,1844,5396,1661,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,120841,6925,94362,6804,17753,3168,6544,1735,2182,786,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,29762,4567,24885,4054,2749,1209,730,640,1398,685,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,128697,8341,98420,6696,17586,3917,7297,1479,5394,2462,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,23160,2993,18669,2570,2697,910,858,457,936,778,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,38116,4091,26900,3477,7664,2206,2405,683,1147,864,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,101450,7701,71871,6558,22980,3435,1726,888,4873,1697,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20566,2189,17292,2145,1725,753,828,464,721,360,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,223097,12313,195049,11702,16968,3030,6321,1891,4759,1302,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,55364,4923,44805,4600,7300,1620,1125,617,2134,1450,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,493948,13932,420907,14408,43722,5240,17476,2844,11843,1724,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,207991,10975,164548,11174,25893,3941,10152,1886,7398,2571,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,12229,1927,10648,1870,930,452,338,234,313,372,North Dakota,null,null,null,null,null,null,null,null,null,null,38
