B27008_014M,B27008_015E,B27008_015M,B27008_016E,B27008_016M,B27008_017E,B27008_017M,B27008_018E,B27008_018M,B27008_019E,B27008_019M,B27008_020E,B27008_020M,B27008_021E,B27008_021M,B27008_022E,B27008_022M,B27008_023E,B27008_023M,B27008_024E,B27008_024M,B27008_025E,B27008_025M,B27008_026E,B27008_026M,B27008_027E,B27008_027M,B27008_028E,B27008_028M,B27008_029E,B27008_029M,B27008_030E,B27008_030M,B27008_031E,B27008_031M,B27008_032E,B27008_032M,B27008_033E,B27008_033M,B27008_034E,B27008_034M,B27008_035E,B27008_035M,B27008_036E,B27008_036M,B27008_037E,B27008_037M,B27008_038E,B27008_038M,B27008_039E,B27008_039M,B27008_040E,B27008_040M,B27008_041E,B27008_041M,B27008_042E,B27008_042M,B27008_043E,B27008_043M,B27008_044E,B27008_044M,B27008_045E,B27008_045M,B27008_046E,B27008_046M,B27008_047E,B27008_047M,B27008_048E,B27008_048M,B27008_049E,B27008_049M,B27008_050E,B27008_050M,B27008_051E,B27008_051M,B27008_052E,B27008_052M,B27008_053E,B27008_053M,B27008_054E,B27008_054M,B27008_055E,B27008_055M,B27008_056E,B27008_056M,B27008_057E,B27008_057M,GEO_ID,B27008_001E,B27008_001M,B27008_002E,B27008_002M,B27008_003E,B27008_003M,B27008_004E,B27008_004M,B27008_005E,B27008_005M,B27008_006E,B27008_006M,B27008_007E,B27008_007M,B27008_008E,B27008_008M,B27008_009E,B27008_009M,B27008_010E,B27008_010M,B27008_011E,B27008_011M,B27008_012E,B27008_012M,B27008_013E,B27008_013M,B27008_014E,B27008_014MA,B27008_015EA,B27008_015MA,B27008_016EA,B27008_016MA,B27008_017MA,B27008_017EA,B27008_018EA,B27008_018MA,B27008_019EA,B27008_019MA,B27008_020MA,B27008_020EA,B27008_021EA,B27008_021MA,B27008_022MA,B27008_022EA,B27008_023MA,B27008_023EA,B27008_024EA,B27008_024MA,B27008_025EA,B27008_025MA,B27008_026EA,B27008_026MA,B27008_027EA,B27008_027MA,B27008_028MA,B27008_028EA,B27008_029MA,B27008_029EA,B27008_030MA,B27008_030EA,B27008_031EA,B27008_031MA,B27008_032EA,B27008_032MA,B27008_033MA,B27008_033EA,B27008_034MA,B27008_034EA,B27008_035MA,B27008_035EA,B27008_036EA,B27008_036MA,B27008_037EA,B27008_037MA,B27008_038EA,B27008_038MA,B27008_039MA,B27008_039EA,B27008_040MA,B27008_040EA,B27008_041MA,B27008_041EA,B27008_042EA,B27008_042MA,B27008_043EA,B27008_043MA,B27008_044MA,B27008_044EA,B27008_045MA,B27008_045EA,B27008_046MA,B27008_046EA,B27008_047EA,B27008_047MA,B27008_048EA,B27008_048MA,B27008_049MA,B27008_049EA,B27008_050MA,B27008_050EA,B27008_051MA,B27008_051EA,B27008_052EA,B27008_052MA,B27008_053EA,B27008_053MA,B27008_054EA,B27008_054MA,B27008_055MA,B27008_055EA,B27008_056MA,B27008_056EA,B27008_057EA,B27008_057MA,NAME,B27008_001EA,B27008_001MA,B27008_002EA,B27008_002MA,B27008_003EA,B27008_003MA,B27008_004MA,B27008_004EA,B27008_005EA,B27008_005MA,B27008_006MA,B27008_006EA,B27008_007MA,B27008_007EA,B27008_008EA,B27008_008MA,B27008_009EA,B27008_009MA,B27008_010EA,B27008_010MA,B27008_011MA,B27008_011EA,B27008_012MA,B27008_012EA,B27008_013MA,B27008_013EA,B27008_014EA,state
6084,658910,4912,10818,1794,648092,5478,658690,4367,24658,2801,634032,4400,506221,3556,24866,2182,481355,4172,276157,2719,24215,2316,251942,3696,151954,2438,20760,1721,131194,3062,4924147,7623,405653,6948,16017,2118,389636,7092,811059,6403,27589,2970,783470,7520,475454,4653,18643,2629,456811,5159,669744,5178,18692,1942,651052,5173,710896,5569,16583,2041,694313,6267,706595,4519,25873,2636,680722,5047,569329,2872,25895,2680,543434,3772,326544,2663,26737,2074,299807,3405,248873,2466,19029,1811,229844,3016,0400000US13,9519836,3059,4595689,7668,419738,6492,16452,2267,403286,6636,855831,6945,30074,3394,825757,7591,467845,5643,11895,2313,455950,6014,600343,5931,7782,1458,592561,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
2085,82438,1420,3262,894,79176,1599,93017,1023,4776,998,88241,1249,86894,985,4043,848,82851,1331,48995,941,3881,673,45114,1207,37484,692,4603,796,32881,983,671142,2158,49787,1767,7367,1132,42420,2125,96856,1449,10778,1604,86078,2015,58853,1679,5151,1179,53702,1759,85688,1458,9289,1424,76399,1645,85852,983,6779,1190,79073,1695,97796,1038,4656,1055,93140,1435,88954,554,4229,959,84725,981,53003,547,3880,681,49123,849,54353,638,3995,876,50358,995,0400000US15,1315677,2309,644535,2929,51977,1564,7413,1267,44564,1787,105041,1608,9081,1338,95960,2130,58318,1772,3525,1133,54793,1732,80371,1999,3146,949,77225,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
2146,94581,1687,1471,563,93110,1701,102011,1924,1938,764,100073,1975,88707,862,4276,863,84431,1274,53520,791,6133,1195,47387,1326,35486,733,3684,754,31802,909,779456,2944,68545,1869,1835,820,66710,1916,139202,2433,3265,961,135937,2441,75871,1539,1535,634,74336,1433,103643,1963,2102,893,101541,1976,94569,1774,1616,618,92953,1862,103236,1603,2433,830,100803,1746,90369,1034,3745,899,86624,1316,56319,925,4859,975,51460,1149,47702,960,3301,761,44401,1238,0400000US16,1551635,954,772179,3023,78126,2244,2348,811,75778,2460,142423,2564,2825,783,139598,2654,76168,2062,2662,1273,73506,2179,101157,2192,1430,646,99727,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
3723,841735,3449,4502,996,837233,3668,904678,2555,9100,1297,895578,2923,706572,2334,11867,1627,694705,3034,385327,1955,10418,1353,374909,2319,273359,1988,11557,1267,261802,2172,6484866,6072,493522,5188,5171,1332,488351,5262,1033044,4836,10086,1591,1022958,5196,611730,4119,4775,1049,606955,4340,882984,3746,5229,1193,877755,3836,864260,2806,4681,894,859579,2943,943370,2551,8332,1167,935038,2864,764859,1735,9594,1432,755265,2183,458627,1690,10147,1158,448480,1945,432470,3169,9483,1138,422987,3107,0400000US17,12673245,2432,6188379,6646,507058,4476,4545,1074,502513,4639,1088095,4520,7968,1420,1080127,4538,619701,4221,5162,1129,614539,4429,861854,3678,4364,1052,857490,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
4145,406636,2631,2938,1114,403698,2844,461104,2226,4761,819,456343,2339,371397,1840,7722,1247,363675,1912,207698,1390,8750,1280,198948,1744,140314,1234,7572,1122,132742,1627,3258965,4486,256066,3831,2113,741,253953,3858,524404,3590,5878,1339,518526,3819,320659,2647,3685,953,316974,2813,408952,2923,3164,722,405788,3030,419451,2312,3653,920,415798,2494,475312,2198,3985,871,471327,2314,395349,1585,5211,935,390138,1844,240706,1363,7267,1032,233439,1508,218066,2162,5836,1112,212230,2432,0400000US18,6391470,950,3132505,4540,271002,3757,3668,1203,267334,3804,550848,3640,6695,1540,544153,3883,323791,3343,3103,805,320688,3529,399715,3863,3411,1202,396304,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
2453,181792,2083,1458,565,180334,2140,217709,1667,1835,673,215874,1805,186266,1073,4655,895,181611,1429,104510,891,4939,819,99571,1208,81806,747,4536,785,77270,965,1521168,3843,121315,2518,2255,1051,119060,2855,233096,3093,2947,827,230149,2940,149382,2139,1593,616,147789,2211,187425,2437,1835,703,185590,2529,180450,1946,2520,722,177930,1954,218370,1444,2497,636,215873,1570,189139,1158,3513,754,185626,1335,117507,868,3591,778,113916,1028,124484,982,2993,718,121491,1186,0400000US19,3004885,571,1483717,3817,119967,2253,1509,539,118458,2279,247384,2540,3226,1003,244158,2589,154826,2770,1228,590,153598,2863,189457,2355,1415,661,188042,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
2842,168584,2267,2227,694,166357,2309,197764,2244,4924,916,192840,2427,162493,1503,6883,1251,155610,1937,89875,1401,7044,1043,82831,1804,68207,1350,6182,991,62025,1362,1424920,3890,122485,3548,6375,1301,116110,3591,231764,3425,9728,1509,222036,3496,141856,2940,5428,1292,136428,2782,181456,2734,7189,1087,174267,2741,172784,2198,4780,984,168004,2356,204952,2089,5465,980,199487,2170,167208,1451,5804,1022,161404,1558,101113,1113,6692,1068,94421,1322,101302,1602,5971,983,95331,1738,0400000US20,2804461,1848,1379541,3843,124929,3073,5808,865,119121,3162,246259,3806,9772,1474,236487,4118,143731,2573,2893,981,140838,2590,177699,2834,1966,759,175733,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
3671,278157,2697,1715,566,276442,2779,306045,2094,4744,976,301301,2203,258142,1584,8779,1289,249363,1838,149348,1488,8875,1094,140473,1884,92552,943,8230,1178,84322,1675,2176870,5805,162336,3741,6406,1425,155930,3819,329949,4262,7930,1645,322019,4657,203209,2993,5461,1282,197748,2906,277760,3192,6835,1495,270925,3425,285137,2523,4651,979,280486,2641,325043,1898,5656,1221,319387,1968,278977,1492,6597,911,272380,1636,172097,1247,9839,1168,162258,1490,142362,1579,6207,1142,136155,1841,0400000US21,4242714,4353,2065844,4964,171675,3534,6001,1366,165674,3692,354415,4142,8321,1658,346094,4164,193528,3086,3366,1105,190162,2871,261982,3677,3199,1042,258783,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
3876,268560,4178,2945,892,265615,4181,306088,3662,4647,1004,301441,3742,255869,1780,7269,1125,248600,2146,142516,1817,8451,1071,134065,2008,88719,1585,7426,1176,81293,1761,2293539,5059,186557,4000,4213,1107,182344,3797,358000,4107,6789,1643,351211,4452,234896,3008,5602,1222,229294,3001,310348,3848,5613,1081,304735,3814,287288,3327,4411,989,282877,3320,330413,2835,3879,854,326534,2934,278711,1472,7166,1189,271545,1791,166395,1794,8193,1146,158202,1715,140931,1726,6549,1151,134382,1844,0400000US22,4440314,1830,2146775,5421,191091,3767,5057,974,186034,3960,377681,4907,7462,1600,370219,5218,229499,3597,3776,1340,225723,3538,286752,3801,2782,949,283970,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
1398,83486,1261,814,418,82672,1334,105553,964,2599,612,102954,1155,93768,626,3606,714,90162,892,53626,380,4632,824,48994,826,36881,647,3787,792,33094,966,672173,1794,40581,1368,1000,415,39581,1362,92020,1330,2554,1081,89466,1661,57308,1020,696,437,56612,1059,73433,1062,1156,614,72277,1194,86871,1182,1780,729,85091,1225,110568,709,2553,628,108015,966,98439,652,4257,816,94182,1052,58324,506,4502,877,53822,1025,54629,915,3405,728,51224,1066,0400000US23,1313037,991,640864,2086,43910,1376,1183,706,42727,1573,96587,1670,1786,749,94801,1719,58703,1422,1128,406,57575,1489,68350,1288,716,434,67634,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
3188,368913,2950,7930,1413,360983,3408,424504,2753,15127,1950,409377,3370,327358,1596,13229,1600,314129,2149,176068,1373,11343,1655,164725,2052,116073,1563,11633,1449,104440,2164,2957110,4114,211803,3255,9617,1847,202186,3565,448355,4366,16860,2158,431495,4661,272181,2166,7351,1603,264830,2523,388473,2994,9427,1477,379046,3200,408779,2086,12847,1528,395932,2370,464291,1667,13818,1725,450473,2259,368320,1597,13222,1564,355098,2173,208956,1581,10003,1635,198953,1975,185952,1961,10408,1228,175544,1995,0400000US24,5687998,2852,2730888,4561,225039,3430,9320,2087,215719,4176,464814,3396,15639,2383,449175,3935,271319,2644,6575,1599,264744,3022,356800,2811,5100,1378,351700,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
2134,425150,2334,1598,737,423552,2473,487911,2140,3333,872,484578,2150,383694,1200,6174,1160,377520,1695,207052,1594,7479,1247,199573,1876,158740,1576,8873,1222,149867,2269,3351147,2622,216910,2799,1689,659,215221,2810,476045,3322,3256,1080,472789,3595,340712,1370,2271,801,338441,1658,426442,1917,1206,462,425236,1953,455121,2126,1596,514,453525,2245,517310,1639,3021,869,514289,1622,420611,1322,4080,861,416531,1578,246209,1324,6948,1309,239261,1948,251787,2158,6715,1005,245072,2256,0400000US25,6478067,1529,3126920,3073,224974,2649,2150,756,222824,2589,496817,2796,3138,940,493679,2845,334254,2090,2079,740,332175,2233,408328,2073,1598,530,406730,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
3730,618928,2470,2861,732,616067,2460,730046,2638,7087,1481,722959,3090,605121,1916,10804,1566,594317,2582,338715,1566,9725,1054,328990,1796,240113,1515,9377,1189,230736,1909,4992255,4631,350862,4348,3295,805,347567,4363,785986,4723,6329,1289,779657,4659,476122,2400,3415,877,472707,2457,581072,2805,3566,960,577506,2994,641655,2318,4561,926,637094,2395,764060,2097,5580,1076,758480,2283,645612,1821,7052,1044,638560,2051,382622,1650,9121,1214,373501,1905,364264,2275,7305,1119,356959,2105,0400000US26,9763683,1209,4771428,4679,364523,4108,3315,998,361208,4216,830104,4620,5978,1085,824126,4626,484260,3254,4009,986,480251,3358,559618,3242,3603,1197,556015,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
2935,337070,2632,1901,523,335169,2658,400018,1720,3468,747,396550,1932,313674,1490,6585,963,307089,1741,166962,1122,7259,882,159703,1379,123233,1237,6210,885,117023,1401,2650049,3664,209497,3148,1610,691,207887,3114,415884,3440,3700,959,412184,3574,244901,2190,2300,705,242601,2259,352454,2772,2363,730,350091,2773,338108,1810,2481,649,335627,1976,402513,1595,3563,681,398950,1723,320117,1548,6186,834,313931,1782,186695,1251,6053,973,180642,1609,179880,1886,4738,775,175142,1967,0400000US27,5252092,680,2602043,3879,218090,2755,2198,544,215892,2833,437551,3212,4742,1072,432809,3342,249011,2212,3135,763,245876,2177,356434,2860,1890,634,354544,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
4967,178899,4146,3653,1246,175246,4465,190458,3157,5118,959,185340,3079,164893,1747,7058,1189,157835,2026,97907,1900,10742,1337,87165,2194,58440,1518,7290,1115,51150,1769,1510969,5148,124411,3387,4553,1485,119858,3507,244646,3631,5187,1376,239459,4077,150612,3722,4218,1192,146394,3912,190424,3676,4733,1186,185691,3957,193463,3130,3603,947,189860,3222,213475,2334,4820,945,208655,2409,180481,1427,8340,1162,172141,1873,116153,1654,9060,1014,107093,1947,97304,1921,8154,1161,89150,2270,0400000US28,2902907,1467,1391938,5326,125457,3693,4120,1238,121337,3804,257471,3995,6177,1346,251294,4171,150156,3295,3577,1306,146579,3273,168257,4931,3639,1075,164618,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
3391,355102,3130,3479,942,351623,3056,433398,3174,8690,1418,424708,3558,343818,1455,12911,1611,330907,2070,207691,1510,13501,1609,194190,1970,142165,1523,11528,1279,130637,1978,3024309,4845,226426,3480,5705,1301,220721,3562,464680,3654,9183,1754,455497,3799,291053,4034,5842,1485,285211,4228,386698,2880,5608,955,381090,2806,377470,2398,6539,1301,370931,2532,449291,1986,7581,1191,441710,2543,374924,1882,12393,1493,362531,1967,238640,1821,11838,1524,226802,2305,215127,2104,10322,1389,204805,2247,0400000US29,5879864,2130,2855555,4690,237436,3554,5559,1086,231877,3639,485188,4082,11292,1650,473896,4349,284731,4253,5804,1512,278927,4492,366026,3467,4680,1089,361346,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
1778,56803,1404,1877,810,54926,1625,72308,1233,1365,490,70943,1274,70355,835,2801,634,67554,1101,39779,611,3211,550,36568,798,26986,409,1968,496,25018,595,485276,2630,36103,1430,1685,672,34418,1723,70149,1418,2910,1178,67239,1799,45228,1072,1504,649,43724,1160,56894,1376,1709,764,55185,1453,55499,1189,2115,780,53384,1440,75234,1057,1751,576,73483,1219,70278,1061,3153,694,67125,1109,40366,639,2211,627,38155,906,35525,580,1648,544,33877,801,0400000US30,975562,1190,490286,2609,37139,1287,1426,542,35713,1330,78064,1764,3015,1089,75049,2053,47497,1635,1169,553,46328,1688,61355,1779,1317,541,60038,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
2252,108957,1835,1664,610,107293,1919,128105,1563,2154,570,125951,1646,104914,880,4331,639,100583,1102,57171,675,4082,753,53089,977,44781,1447,3657,623,41124,1287,912956,2989,76121,2156,1900,634,74221,2140,148609,2138,4026,807,144583,2207,89634,1573,3303,827,86331,1666,119199,2034,2425,689,116774,2180,110143,1701,2672,756,107471,1856,129139,1356,2931,774,126208,1524,107162,1470,3971,698,103191,1484,63931,1046,4030,534,59901,1252,69018,1403,3041,650,65977,1480,0400000US31,1802049,954,889093,3223,80796,2065,2513,835,78283,2022,153343,2618,4592,1090,148751,2999,92476,1792,1477,486,90999,1799,118550,2176,2002,710,116548,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
2350,191329,2042,2287,1004,189042,2174,187130,1474,6779,1288,180351,1818,154449,769,7941,1382,146508,1393,97974,1175,10677,1584,87297,1916,55561,808,7751,1105,47810,1449,1330024,3442,111292,2973,2472,901,108820,3068,213020,2912,4607,1353,208413,3067,120825,1549,3004,934,117821,1869,184759,2185,3249,739,181510,2238,186147,1344,3549,1027,182598,1655,183248,1075,5291,1170,177957,1424,161055,1051,7449,1230,153606,1735,101358,1109,9268,1126,92090,1330,68320,983,6119,960,62201,1424,0400000US32,2668966,1868,1338942,3747,114299,2784,2739,956,111560,2978,225131,2911,5473,1566,219658,3170,120883,2583,3263,1171,117620,2831,192186,2301,2925,1022,189261,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
1578,87171,1003,490,261,86681,1050,110739,1448,1483,520,109256,1574,88666,827,2308,546,86358,958,46680,670,3376,773,43304,947,31080,463,2763,658,28317,798,663015,1949,40767,1433,329,226,40438,1457,99527,1578,1085,517,98442,1773,61142,1109,644,414,60498,1159,72511,1568,397,281,72114,1625,90558,1153,726,359,89832,1289,113389,1048,1795,537,111594,1050,90523,700,2281,679,88242,945,50518,657,3098,717,47420,898,44080,739,3025,582,41055,919,0400000US33,1302639,468,639624,1981,42849,1765,397,274,42452,1851,102587,1847,1809,689,100778,1918,60720,1116,1164,687,59556,1261,69132,1494,646,473,68486,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
2629,593824,2787,1746,532,592078,2866,663706,2023,4251,960,659455,2384,497288,1370,6420,1129,490868,1658,276037,1864,8044,1097,267993,2144,207912,2111,7649,1065,200263,2316,4481469,3061,320714,3721,1611,641,319103,3844,686453,3915,4618,1250,681835,4198,368102,1594,2057,751,366045,1686,553913,1891,2455,698,551458,2045,629359,1619,3157,766,626202,1873,705507,1456,2803,587,702704,1588,549250,1098,4899,881,544351,1337,334487,1757,6458,923,328029,1931,333684,2372,6859,988,326825,2525,0400000US34,8693541,1177,4212072,3146,331211,4802,2550,659,328661,4945,719077,5888,4408,972,714669,5832,385709,2580,2568,889,383141,2835,537308,2537,2122,678,535186,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
