GEO_ID,B19001A_001E,B19001A_001M,B19001A_002E,B19001A_002M,B19001A_003E,B19001A_003M,B19001A_004E,B19001A_004M,B19001A_005E,B19001A_005M,B19001A_006E,B19001A_006M,B19001A_007E,B19001A_007M,B19001A_008E,B19001A_008M,B19001A_009E,B19001A_009M,B19001A_010E,B19001A_010M,B19001A_011E,B19001A_011M,B19001A_012E,B19001A_012M,B19001A_013E,B19001A_013M,B19001A_014E,B19001A_014M,B19001A_015E,B19001A_015M,B19001A_016E,B19001A_016M,B19001A_017E,B19001A_017M,NAME,B19001A_001MA,B19001A_001EA,B19001A_002EA,B19001A_002MA,B19001A_003MA,B19001A_003EA,B19001A_004EA,B19001A_004MA,B19001A_005MA,B19001A_005EA,B19001A_006MA,B19001A_006EA,B19001A_007EA,B19001A_007MA,B19001A_008MA,B19001A_008EA,B19001A_009EA,B19001A_009MA,B19001A_010MA,B19001A_010EA,B19001A_011EA,B19001A_011MA,B19001A_012MA,B19001A_012EA,B19001A_013EA,B19001A_013MA,B19001A_014EA,B19001A_014MA,B19001A_015MA,B19001A_015EA,B19001A_016MA,B19001A_016EA,B19001A_017EA,B19001A_017MA,state
0400000US01,1311821,8656,105222,5136,85179,3985,79360,4702,80806,4285,73700,4083,76914,4808,73133,4087,70838,4762,57852,3579,108664,4958,131973,6029,145086,6390,92735,3830,47919,3484,47985,3001,34455,2904,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,191655,2636,6565,1203,7201,1162,5178,1238,7167,1241,7273,1242,8167,1518,7239,1339,8254,1414,6751,1434,14764,1891,21884,2558,27427,2627,22468,2172,16160,2124,14280,2081,10877,1389,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1963161,11524,140719,6300,108743,4908,104002,5721,115654,6515,112587,5453,115560,4849,109109,6267,109562,5322,88799,4839,167102,6837,204521,6025,227828,8109,146002,6323,81071,4577,68874,3760,63028,3396,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,905918,6959,74528,4040,64219,3963,62082,4183,63733,3957,59818,3990,62519,4065,51959,3347,47817,2981,44572,3173,72158,4322,92934,4240,90684,4277,51674,3566,26628,2427,22656,2364,17937,2107,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8422400,21278,440500,10742,416823,10010,404094,11024,429071,9993,377352,10011,391823,11105,374658,10694,373291,10483,334945,10330,631014,13139,833644,12607,1058858,15838,775890,14536,473134,9941,537324,10184,569979,10703,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1702454,10472,105193,5291,81266,4356,77113,4288,86912,4661,79490,4284,87502,4718,80770,4979,78325,4048,72649,3801,137813,5143,181192,6370,224376,5576,153427,5637,91092,4164,87026,4607,78308,3627,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1117760,7836,51558,3577,43040,3635,46695,4205,43126,3241,43878,3567,41573,2997,44698,3331,48046,3780,40352,2745,83032,4543,109015,4648,154536,5662,110439,4821,78845,4624,82564,3238,96363,4281,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,244876,3857,11741,1557,9553,1662,10287,1703,10961,1644,10646,1765,12117,1590,10132,1270,12053,1557,11161,1553,22854,2167,27722,2366,33546,2629,24725,2635,14112,1491,13010,1308,10256,1241,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,111490,3335,5793,1070,2334,970,2272,882,2758,872,2323,651,2793,765,2759,906,2997,931,2864,887,7765,1398,9170,1465,14003,1812,11398,1559,8195,1175,12884,1421,21182,1719,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5712179,20245,419471,8925,338739,9390,341333,9870,349174,10686,331117,9615,342026,9199,319549,8366,306309,10216,269212,8393,492477,11635,575087,12697,636841,13686,391269,11374,203865,5665,194084,7063,201626,7287,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2234071,10715,144959,5787,112496,4929,116823,4882,120046,6081,118576,5533,119722,6606,104382,4984,108094,5029,98654,4874,187193,6958,237495,7671,275491,8912,190560,6911,100220,4687,103808,5123,95552,3915,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,151792,4175,9493,1570,5785,1144,5464,1439,7463,1279,6706,1347,5614,1248,6394,1162,7028,1329,5921,1090,11813,1910,15783,1853,23110,2367,14355,1972,10130,1192,7385,1373,9348,1384,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,542518,5569,40889,3222,36462,2676,29392,2905,35264,2661,36553,2873,34784,2763,32743,3297,28459,2741,25333,2594,51570,3326,60951,3960,62357,3096,29650,2434,15169,1704,12966,1696,9976,1555,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3641258,12552,196129,6889,157366,5913,181298,6084,190009,6688,179350,6574,186814,6383,168990,5137,170779,6511,151343,5932,296386,7979,386646,9413,489765,9775,330797,7965,185825,6289,186546,5418,183215,5199,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2161152,9793,143092,5639,123371,6005,131798,4948,136584,5024,130963,4839,129274,5957,123163,4861,123572,5451,100562,4839,195647,6621,232986,7796,263313,6660,146919,5257,75160,4104,57459,3398,47289,2751,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1150330,6168,66170,2720,64298,3096,65602,3728,70952,3579,68202,3645,65189,3612,62051,3301,61492,3784,60040,3431,104132,3905,135324,4565,146372,4193,82380,4121,40842,2538,32836,2297,24448,1665,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,973878,7528,58142,3955,52723,3405,55532,2905,57671,3702,54911,3792,55580,2962,51314,3005,51031,3203,48562,3043,88111,4463,106812,4702,121930,5163,74455,3387,37528,2818,32194,2330,27382,1866,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1514253,9643,145465,6527,117939,5688,105189,6050,102868,4903,92051,4088,88087,4405,80987,4395,80814,4518,66299,3831,123483,5572,148398,5573,164667,5548,90486,3897,41285,3395,35509,2736,30726,2148,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1123462,7510,77097,4099,68564,4570,62565,3468,64376,3728,55608,3169,58532,4076,55806,4008,51998,3517,54607,3215,88900,4559,117791,5289,142941,5769,89847,4325,51289,3558,44678,3147,38863,3103,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,528114,5426,36291,2197,36095,2920,31214,2579,34387,2568,32072,2507,28960,2592,29189,2517,28834,2336,23351,2035,43372,3246,63584,3363,62885,3278,33831,2383,18115,1990,15234,1962,10700,1207,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1333035,8220,55248,3464,39213,2734,41980,2917,48750,3927,48800,3249,46888,4151,43214,2727,48549,3805,45153,3018,97409,4565,138085,5630,186825,6040,150266,6112,102400,4544,116771,4282,123484,4433,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2130179,10332,128242,5898,107391,5150,93013,4317,90385,4746,79019,4782,86665,4575,80578,4668,80878,4350,78194,3930,153262,5950,210004,7835,282586,8225,219048,7030,142824,4816,147308,5397,150782,4918,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3124044,10401,204696,6928,177886,5441,191077,6327,196763,6542,178984,6099,176650,6340,165055,5624,168731,4956,154563,6081,277988,7743,336533,8038,375555,7936,217305,6345,118115,5079,103958,4111,80185,3522,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1883418,8332,92946,4295,92403,3961,89865,4203,90436,3965,89063,3673,96358,3635,88467,3800,95939,3927,79629,3585,161711,4752,216855,5669,270921,6183,168648,3874,92374,4057,86422,3185,71381,3477,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,685806,5751,51697,3973,47188,3483,43979,2652,44596,3824,36392,2938,41296,2965,37877,3103,37806,3155,30751,2681,55916,3706,73420,4257,84095,4186,45979,2886,21100,1941,17626,2027,16088,1725,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2002879,9625,144714,5638,122233,5731,121086,5461,125256,4997,114861,5096,115611,4944,110852,5646,109155,5129,92169,4777,165175,5731,216892,6191,238078,6036,138791,5646,74712,4244,59147,3433,54147,3571,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,374350,4066,23717,2107,24897,2492,24950,2399,27438,2627,22973,2009,25656,2334,20970,2208,20059,1678,18062,1894,33210,2754,38083,2493,44113,3187,23410,2066,11085,1408,8742,1389,6985,1117,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,658882,4552,36540,2808,40555,2690,35772,2760,39262,2693,36242,2390,39520,2990,34264,2335,34453,2759,30621,2347,61542,3327,75115,3600,87004,3781,47743,2426,24817,2179,19361,1663,16071,1767,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,762859,6867,46113,3756,33604,3318,39236,3574,43076,3597,40576,3198,42332,3751,38089,3861,39795,3150,33929,2415,65054,4681,89203,5262,100582,4459,62722,3675,33589,2940,30563,2650,24396,2516,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,494327,4221,22814,2172,20168,2161,21075,2381,22366,2194,22854,2155,22502,2535,21711,2129,25129,2855,23202,2068,40998,3365,55283,3136,70333,3664,47003,2756,29493,2577,27381,2280,22015,1869,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2327586,10808,94602,5359,82295,4841,97533,4526,93236,4410,90800,4692,88274,4198,82520,4685,86222,4872,82333,4290,166603,5676,230135,7003,314808,9067,245940,6995,167439,6155,195293,6115,209553,5831,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,597665,5835,50462,3637,37850,3584,40129,3229,40573,2922,35070,3124,37132,3224,29989,2630,31617,2577,25637,2564,47602,3517,57914,3779,63597,3809,38650,2855,25199,2605,20786,1949,15458,1795,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5088573,16906,319622,8289,244218,7490,240437,7531,256172,7845,228515,7263,225518,7102,210318,7270,218448,8036,197538,7213,387019,8223,503307,11199,643474,12730,462202,8605,282516,7405,313984,8501,355285,8308,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2677019,13360,187376,7232,162237,6747,142287,6355,162254,6043,147211,5852,156681,6292,141473,5810,142076,6608,132182,6199,231985,6581,292465,8670,319975,8980,183623,6477,96907,5320,90691,5169,87596,3794,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,260288,3140,17356,1770,15280,1661,13067,1547,16055,1896,13089,1563,15650,1770,13584,1660,13537,1682,11101,1403,22378,1794,30991,2248,35987,1957,20742,1761,8996,1159,6775,1039,5700,958,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3832629,13268,260521,8612,216806,7261,230813,7369,231042,5912,212709,7143,231306,6489,212073,6369,202428,6570,179026,6277,333165,8603,420218,8435,470236,9712,267236,6391,144996,4700,121339,4905,98715,4047,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1122535,7072,82070,3856,73992,4305,70540,3648,74495,3986,67006,4020,67014,3926,64913,3378,60844,3142,53135,3368,100001,3680,119489,4538,124939,4614,71293,3956,34692,2491,31015,2369,27097,2396,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1341700,8134,98322,5088,80824,4900,75166,5296,83822,4435,78836,4202,78009,4557,71484,4535,72371,4218,66698,3537,111168,4837,143570,6676,156624,6556,94342,4385,51197,2925,42831,2562,36436,3133,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4219687,13606,252606,8433,240825,7270,236037,7156,245638,6266,227771,6264,232751,6986,204745,5516,205260,6428,187578,6286,359149,7823,454919,8211,530683,8746,335124,7649,181443,5581,170638,5262,154520,5332,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,345404,4163,24148,2391,18727,1921,16681,2061,19178,2113,14146,1808,16120,1849,15356,1779,15635,1914,11799,1542,28835,2838,36351,2812,47821,3269,29308,2379,18720,1937,17859,2006,14720,1761,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1241409,8806,85116,4662,70184,4126,74966,4976,76596,3720,67563,3590,72150,4346,62066,4045,65537,4318,60172,3887,106942,5427,137800,5572,153178,5375,87279,4032,46047,3399,40216,2983,35597,2794,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,291465,3109,18954,1975,17834,1808,14570,1354,17475,1810,17395,1901,20649,2146,15573,1899,14192,1687,14011,1595,26266,2344,33553,2073,37538,2570,21000,1582,8699,1431,6569,1129,7187,1030,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1978890,11341,160744,6981,135669,5597,129774,5258,126505,5096,121916,5916,118442,5734,109196,6247,107426,5377,91633,4812,164308,6590,204731,5804,214270,7293,124395,5013,59383,3558,54562,3529,55936,2898,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6670729,21168,436336,10509,366028,9487,365472,9053,379007,8811,352193,9466,358680,11392,337778,9275,322573,10117,290516,8359,546196,12565,690930,12736,807602,14480,529304,11282,297287,7722,298133,9794,292694,7727,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,802641,5639,38320,3146,32832,2933,38221,2806,41159,3245,36443,2918,41816,3309,40195,3192,41475,2996,40072,2809,79153,4402,99142,5153,113619,4309,72125,3742,36998,2855,26903,2268,24168,2074,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,249882,2591,17388,1968,15308,1512,13251,1350,15942,1574,13030,1498,14441,1510,12438,1491,13153,1410,10802,1425,21066,1784,28975,2246,32001,2351,17172,1581,9269,1254,8714,1163,6932,1047,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2201021,11012,107736,5624,86503,4240,88729,5071,97503,4694,89779,4361,93774,4519,94155,5481,96688,4894,88740,4526,164734,5722,229216,6756,291138,7232,215640,6415,142313,5011,154147,6016,160226,5044,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2178767,10916,128403,6404,96177,4823,101745,5433,106819,5393,101375,4111,115305,5960,102734,4946,104211,5364,93799,4665,183055,5624,247206,7198,301480,8071,195808,6086,109599,4781,104628,4829,86423,3968,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,704206,5473,70527,3778,55859,3240,55357,3108,52748,3844,45986,2779,42927,3532,35870,2689,38552,2764,33975,2634,56179,3435,67882,4270,72625,3757,36109,2783,18332,1669,11344,1395,9934,1414,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2053124,8471,111264,4966,110504,4177,108390,4328,125784,4775,112346,4839,121643,4605,106530,4472,108437,4735,97138,4649,187380,5658,238281,5494,274547,5387,156633,5250,80351,3292,63312,3288,50584,2818,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,209679,3076,11848,1756,11365,1687,10151,1389,10872,1584,10540,1816,10753,1516,9720,1325,10443,1792,9111,1339,20251,2366,24179,2199,27976,2160,20846,2286,7516,1165,8436,1489,5672,973,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,895211,10297,256707,7588,114271,4694,90188,4683,74199,3879,54069,2829,49752,3480,43211,2669,33900,2070,27424,2603,41956,2882,43303,3131,28262,2114,16421,1762,7037,1191,7069,1238,7442,1217,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
