GEO_ID,B05003A_001E,B05003A_001M,B05003A_002E,B05003A_002M,B05003A_003E,B05003A_003M,B05003A_004E,B05003A_004M,B05003A_005E,B05003A_005M,B05003A_006E,B05003A_006M,B05003A_007E,B05003A_007M,B05003A_008E,B05003A_008M,B05003A_009E,B05003A_009M,B05003A_010E,B05003A_010M,B05003A_011E,B05003A_011M,B05003A_012E,B05003A_012M,B05003A_013E,B05003A_013M,B05003A_014E,B05003A_014M,B05003A_015E,B05003A_015M,B05003A_016E,B05003A_016M,B05003A_017E,B05003A_017M,B05003A_018E,B05003A_018M,B05003A_019E,B05003A_019M,B05003A_020E,B05003A_020M,B05003A_021E,B05003A_021M,B05003A_022E,B05003A_022M,B05003A_023E,B05003A_023M,NAME,B05003A_001EA,B05003A_001MA,B05003A_002EA,B05003A_002MA,B05003A_003MA,B05003A_003EA,B05003A_004MA,B05003A_004EA,B05003A_005EA,B05003A_005MA,B05003A_006EA,B05003A_006MA,B05003A_007MA,B05003A_007EA,B05003A_008EA,B05003A_008MA,B05003A_009MA,B05003A_009EA,B05003A_010EA,B05003A_010MA,B05003A_011EA,B05003A_011MA,B05003A_012MA,B05003A_012EA,B05003A_013EA,B05003A_013MA,B05003A_014MA,B05003A_014EA,B05003A_015MA,B05003A_015EA,B05003A_016EA,B05003A_016MA,B05003A_017EA,B05003A_017MA,B05003A_018EA,B05003A_018MA,B05003A_019EA,B05003A_019MA,B05003A_020MA,B05003A_020EA,B05003A_021EA,B05003A_021MA,B05003A_022EA,B05003A_022MA,B05003A_023MA,B05003A_023EA,state
0400000US13,5895315,17303,2916178,11240,689611,6354,673980,6236,15631,2395,2547,924,13084,2330,2226567,7403,2047398,6132,179169,8905,49735,4198,129434,7750,2979137,9445,654466,5879,640856,6360,13610,2535,2210,984,11400,2213,2324671,5429,2164599,5189,160072,6389,56650,3414,103422,5892,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,335563,4302,181320,2925,23990,1631,23640,1654,350,317,141,227,209,228,157330,1892,145011,2246,12319,2271,6329,1495,5990,1385,154243,2457,22097,1458,21801,1439,296,240,75,125,221,200,132146,1500,118335,2220,13811,1958,7218,1266,6593,1455,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1449223,5879,727641,3682,198289,2337,195966,2167,2323,903,571,428,1752,824,529352,2048,503409,2658,25943,2720,8467,1847,17476,2202,721582,3549,185207,2207,182295,2329,2912,1224,427,321,2485,1207,536375,2280,510931,2451,25444,2486,10585,1761,14859,2081,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9305662,28467,4588402,15322,1048242,7558,1024055,8008,24187,3381,5078,1324,19109,2898,3540160,9790,3108219,10950,431941,11537,189362,7187,242579,9894,4717260,15225,994664,7726,967064,7979,27600,2929,6641,1433,20959,2580,3722596,9078,3295333,9818,427263,10808,211075,7257,216188,8423,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5522578,9035,2722402,5730,659478,3420,651814,3618,7664,1699,2396,741,5268,1460,2062924,3911,1998274,4072,64650,4365,22271,2116,42379,3840,2800176,5607,621063,3567,614575,3903,6488,1311,2131,797,4357,1081,2179113,2973,2117740,4270,61373,4267,27436,2864,33937,2932,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2791596,6364,1374296,3854,321286,2482,318318,2381,2968,907,922,474,2046,764,1053010,2338,1025052,2871,27958,2586,11450,1624,16508,1930,1417300,3744,306461,2417,302114,2564,4347,1267,1160,652,3187,1029,1110839,2231,1081945,2952,28894,2768,12042,1682,16852,2142,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2436845,7539,1205303,5051,297687,3674,291637,3547,6050,1725,1004,720,5046,1519,907616,3027,860689,3521,46927,3965,11987,2044,34940,3195,1231542,4499,282289,3256,277969,3406,4320,1157,710,371,3610,1127,949253,2310,906463,3337,42790,3085,14993,2129,27797,2425,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3837101,6473,1885334,5135,443497,3210,439558,3480,3939,1070,1239,489,2700,834,1441837,3145,1411128,3272,30709,3266,9695,2064,21014,2497,1951767,3978,416677,2625,413384,2857,3293,867,819,534,2474,752,1535090,2462,1505438,3170,29652,2462,11960,1862,17692,1800,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2855924,5605,1414289,3764,316880,2681,314424,2654,2456,889,690,459,1766,794,1097409,2808,1057880,3246,39529,3745,13738,2091,25791,3482,1441635,3215,299273,2054,297366,2138,1907,854,354,327,1553,720,1142362,2414,1112131,3196,30231,2935,14631,1788,15600,2304,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1265687,1414,618840,941,129034,642,128463,758,571,359,430,301,141,194,489806,740,480225,1495,9581,1471,5397,932,4184,912,646847,951,121401,629,121278,678,123,162,32,44,91,158,525446,649,509908,1635,15538,1495,9334,1085,6204,1092,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3408003,10960,1670459,6461,362484,3129,352610,2981,9874,1695,2724,838,7150,1645,1307975,4892,1188994,4638,118981,5843,52478,3243,66503,5126,1737544,5770,345823,3268,336400,3046,9423,1332,1996,656,7427,1303,1391721,4305,1268599,4520,123122,5328,61680,3688,61442,4053,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5320148,13075,2567215,7448,545838,3774,534910,4366,10928,2006,2676,829,8252,1875,2021377,6081,1818199,9113,203178,8823,99420,5164,103758,6862,2752933,7578,525306,4092,513421,4212,11885,1913,4152,1083,7733,1617,2227627,4807,2006693,7851,220934,7826,126312,5738,94622,5466,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7834808,10593,3862057,6726,874490,3823,860467,4112,14023,2076,4141,1036,9882,1754,2987567,4076,2834776,6553,152791,6844,79867,4645,72924,5196,3972751,6090,829746,3509,816159,4022,13587,2093,4510,1060,9077,1893,3143005,3705,2991756,5884,151249,6236,81870,4157,69379,4798,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4573199,6828,2265795,3834,515597,2489,509427,2482,6170,1375,1774,546,4396,1216,1750198,2331,1689607,3516,60591,3383,22137,2302,38454,2936,2307404,4102,489522,2830,483731,2874,5791,1205,1746,604,4045,1051,1817882,2364,1758934,3668,58948,3705,24625,2047,34323,3198,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1767532,4916,870267,3670,198230,2570,196727,2552,1503,685,144,154,1359,688,672037,2437,659067,2144,12970,2391,3223,964,9747,1911,897265,3701,189763,2721,187917,2609,1846,717,90,114,1756,696,707502,1767,695480,1939,12022,1671,4196,1070,7826,1478,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4983469,6146,2447882,4107,570077,2733,562531,2595,7546,1936,2154,668,5392,1862,1877805,2673,1829761,4145,48044,3796,21720,2568,26324,2473,2535587,3718,538279,2124,533735,2352,4544,1206,1915,707,2629,992,1997308,2782,1948918,4175,48390,3641,21941,1989,26449,3078,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,890335,1948,448707,1646,96464,1276,96161,1277,303,218,44,78,259,198,352243,1178,347695,1635,4548,1177,2227,672,2321,746,441628,1524,90139,1170,89780,1242,359,346,230,323,129,154,351489,846,343040,1660,8449,1411,4815,917,3634,983,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1627046,5447,806546,3641,197566,2296,193924,2311,3642,1194,415,270,3227,1167,608980,2188,581317,2499,27663,2882,9917,1788,17746,2308,820500,2950,187151,2108,183659,2378,3492,1203,712,458,2780,1025,633349,1783,605329,2773,28020,2666,12355,2048,15665,1908,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1970730,13285,1004625,7928,226460,3887,217764,4046,8696,1783,1294,538,7402,1700,778165,5209,644756,5411,133409,6429,48377,3842,85032,5664,966105,7360,218789,4161,209805,4578,8984,1505,835,453,8149,1505,747316,4743,622280,5458,125036,5449,46727,3668,78309,4580,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1238424,3420,608825,2015,132110,1282,131485,1291,625,371,141,119,484,360,476715,1142,461535,2148,15180,1989,8683,1308,6497,1520,629599,2010,127231,1209,126192,1266,1039,518,754,522,285,316,502368,1383,482486,2698,19882,2593,12485,1564,7397,1745,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6103285,19750,2969633,12234,673822,5318,651707,5605,22115,2545,4756,1009,17359,2346,2295811,9295,1920060,8576,375751,10551,193655,7693,182096,9029,3133652,10263,643538,5020,619985,5523,23553,3206,5783,1246,17770,2814,2490114,7828,2092750,9723,397364,10243,221517,7072,175847,7004,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1515500,12116,744031,7318,179337,3495,173554,3441,5783,1590,511,334,5272,1564,564694,5344,500822,4577,63872,4878,19670,2761,44202,3833,771469,7317,172042,4275,164406,4553,7636,1949,834,630,6802,1822,599427,4918,529307,6474,70120,4620,28210,3005,41910,3922,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12775673,26664,6229100,14604,1334821,7927,1296725,8604,38096,3864,13226,2147,24870,3387,4894279,10861,4203495,14838,690784,13601,383317,10239,307467,9606,6546573,15628,1264552,7406,1233111,7762,31441,3675,10234,1721,21207,3021,5282021,11033,4515321,14874,766700,13832,459314,11098,307386,9574,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6666233,15111,3266874,8991,732264,5767,715396,5754,16868,2798,3210,999,13658,2440,2534610,6537,2381146,5901,153464,7506,42666,3765,110798,6725,3399359,9436,693531,5610,677521,5190,16010,3045,2568,783,13442,3014,2705828,5654,2564358,5342,141470,6588,46395,3623,95075,5559,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,607058,1188,306841,866,64893,777,64382,844,511,441,138,119,373,372,241948,563,239351,835,2597,661,1163,386,1434,481,300217,1048,60212,739,59971,761,241,182,23,29,218,179,240005,739,236176,907,3829,778,1868,536,1961,529,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9569990,9283,4684471,5580,1076986,3937,1068764,4141,8222,1892,2471,874,5751,1548,3607485,3578,3507261,4813,100224,5613,54459,3985,45765,4210,4885519,5954,1024572,3446,1015604,3782,8968,1890,2045,637,6923,1708,3860947,3685,3754000,5434,106947,4861,64012,3741,42935,3452,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2764307,8104,1360743,5028,300633,3271,294392,3101,6241,1644,199,240,6042,1624,1060110,3141,1016794,3039,43316,3519,10776,1720,32540,3213,1403564,5033,289370,3536,285844,3336,3526,991,422,351,3104,879,1114194,2869,1071050,3393,43144,3093,14393,1884,28751,2565,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3262714,12729,1606639,7358,345439,4157,338184,4342,7255,2068,661,487,6594,2039,1261200,4460,1181047,5703,80153,5472,28259,2903,51894,4475,1656075,6601,330142,3042,324582,3267,5560,1457,949,736,4611,1269,1325933,4448,1245781,4749,80152,4684,35213,2830,44939,3524,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10492442,11982,5123184,7635,1087072,4480,1073810,4827,13262,1842,4438,1286,8824,1538,4036112,5187,3887974,6261,148138,6492,72116,3935,76022,5329,5369258,7160,1029619,3912,1016602,4069,13017,2134,4168,1056,8849,1930,4339639,4990,4190389,7479,149250,6068,86098,4519,63152,4328,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,857493,6327,413515,3637,83571,1919,82240,1944,1331,660,275,261,1056,621,329944,2893,302003,3032,27941,3535,14925,2169,13016,2455,443978,3578,78682,1820,76757,1646,1925,863,773,458,1152,785,365296,2233,336234,2651,29062,2997,17520,2116,11542,2147,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3110798,8478,1530412,5799,331948,3203,326729,3131,5219,1253,865,523,4354,1075,1198464,3726,1142853,3378,55611,4262,14686,2019,40925,4198,1580386,4618,314853,3093,311059,3116,3794,1268,963,879,2831,972,1265533,2845,1215556,3233,49977,3475,18417,2463,31560,3156,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,701880,2321,351082,1898,81659,1486,81029,1546,630,422,469,421,161,151,269423,1140,265376,1339,4047,1040,2565,911,1482,525,350798,1634,74943,1212,74744,1227,199,163,164,158,35,37,275855,851,272790,927,3065,719,1649,574,1416,464,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4982270,9322,2440136,6071,553283,3728,544489,3551,8794,1857,962,416,7832,1790,1886853,4346,1820040,3450,66813,5281,16966,2262,49847,4641,2542134,6180,522836,3933,516109,4037,6727,1617,1699,746,5028,1405,2019298,3453,1962482,4376,56816,3476,22157,2453,34659,2943,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18716520,44542,9296333,26504,2491286,14304,2384119,14197,107167,6923,10030,1955,97137,6794,6805047,16770,5671688,20113,1133359,20979,318487,10560,814872,18224,9420187,23447,2386736,12833,2291352,13474,95384,5937,11105,2013,84279,5711,7033451,14252,5926516,19689,1106935,20523,358709,8607,748226,18187,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2466280,10860,1236349,6265,387319,3405,381928,3664,5391,1298,973,567,4418,1223,849030,3786,793451,3886,55579,3492,17131,2180,38448,3388,1229931,5355,367696,2848,360808,3081,6888,1797,1145,629,5743,1665,862235,3451,806934,3942,55301,3764,21439,2811,33862,2903,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,597325,1265,294737,910,61934,556,61380,686,554,473,169,140,385,459,232803,808,225777,1443,7026,1314,5002,1193,2024,595,302588,739,57123,415,56134,590,989,535,600,382,389,339,245465,580,236779,1312,8686,1198,5545,948,3141,802,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5573934,16436,2761862,9288,603526,5574,590587,5693,12939,2439,2363,756,10576,2257,2158336,6303,1994991,6296,163345,7354,64198,4496,99147,6644,2812072,9694,564768,5024,550743,5012,14025,2475,3230,1005,10795,2350,2247304,6464,2074502,7293,172802,7753,78970,5047,93832,5821,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5308097,14719,2639964,7857,578827,4136,562470,4691,16357,2630,3723,1198,12634,2416,2061137,5220,1902465,6218,158672,6746,64069,3883,94603,5316,2668133,8405,549061,4676,532314,5613,16747,2877,4543,1434,12204,2518,2119072,5053,1941898,7680,177174,7445,82764,4307,94410,6053,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1740520,2508,855035,2522,182744,1713,182496,1720,248,255,85,77,163,250,672291,1880,667500,2224,4791,1192,2507,807,2284,931,885485,2625,170681,2082,170562,2071,119,178,23,41,96,169,714804,1765,710032,1952,4772,1059,2592,570,2180,878,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4951854,7436,2458501,4693,547201,2569,541375,2309,5826,1371,1400,580,4426,1231,1911300,3150,1849338,4082,61962,3518,24141,1945,37821,3012,2493353,4338,519065,2974,513696,2894,5369,1323,1559,549,3810,1170,1974288,2492,1917135,3343,57153,3221,25546,1967,31607,2463,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,513623,2841,261181,2130,60479,1389,60174,1381,305,233,0,269,305,233,200702,1246,196359,1300,4343,1115,1844,791,2499,956,252442,1864,57597,1405,56504,1446,1093,1095,0,269,1093,1095,194845,1024,190774,1249,4071,919,1771,620,2300,683,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
