GEO_ID,C27017_001E,C27017_001M,C27017_002E,C27017_002M,C27017_003E,C27017_003M,C27017_004E,C27017_004M,C27017_005E,C27017_005M,C27017_006E,C27017_006M,C27017_007E,C27017_007M,C27017_008E,C27017_008M,C27017_009E,C27017_009M,C27017_010E,C27017_010M,C27017_011E,C27017_011M,C27017_012E,C27017_012M,C27017_013E,C27017_013M,C27017_014E,C27017_014M,C27017_015E,C27017_015M,C27017_016E,C27017_016M,C27017_017E,C27017_017M,C27017_018E,C27017_018M,C27017_019E,C27017_019M,C27017_020E,C27017_020M,C27017_021E,C27017_021M,C27017_022E,C27017_022M,C27017_023E,C27017_023M,C27017_024E,C27017_024M,C27017_025E,C27017_025M,C27017_026E,C27017_026M,C27017_027E,C27017_027M,C27017_028E,C27017_028M,C27017_029E,C27017_029M,C27017_030E,C27017_030M,C27017_031E,C27017_031M,C27017_032E,C27017_032M,C27017_033E,C27017_033M,C27017_034E,C27017_034M,C27017_035E,C27017_035M,C27017_036E,C27017_036M,C27017_037E,C27017_037M,C27017_038E,C27017_038M,C27017_039E,C27017_039M,C27017_040E,C27017_040M,C27017_041E,C27017_041M,C27017_042E,C27017_042M,C27017_043E,C27017_043M,C27017_044E,C27017_044M,C27017_045E,C27017_045M,C27017_046E,C27017_046M,C27017_047E,C27017_047M,C27017_048E,C27017_048M,C27017_049E,C27017_049M,C27017_050E,C27017_050M,C27017_051E,C27017_051M,NAME,C27017_001MA,C27017_001EA,C27017_002MA,C27017_002EA,C27017_003MA,C27017_003EA,C27017_004MA,C27017_004EA,C27017_005MA,C27017_005EA,C27017_006MA,C27017_006EA,C27017_007EA,C27017_007MA,C27017_008MA,C27017_008EA,C27017_009MA,C27017_009EA,C27017_010EA,C27017_010MA,C27017_011EA,C27017_011MA,C27017_012MA,C27017_012EA,C27017_013EA,C27017_013MA,C27017_014MA,C27017_014EA,C27017_015EA,C27017_015MA,C27017_016MA,C27017_016EA,C27017_017MA,C27017_017EA,C27017_018EA,C27017_018MA,C27017_019EA,C27017_019MA,C27017_020EA,C27017_020MA,C27017_021MA,C27017_021EA,C27017_022MA,C27017_022EA,C27017_023MA,C27017_023EA,C27017_024EA,C27017_024MA,C27017_025MA,C27017_025EA,C27017_026EA,C27017_026MA,C27017_027MA,C27017_027EA,C27017_028EA,C27017_028MA,C27017_029MA,C27017_029EA,C27017_030EA,C27017_030MA,C27017_031MA,C27017_031EA,C27017_032EA,C27017_032MA,C27017_033MA,C27017_033EA,C27017_034EA,C27017_034MA,C27017_035EA,C27017_035MA,C27017_036EA,C27017_036MA,C27017_037MA,C27017_037EA,C27017_038MA,C27017_038EA,C27017_039MA,C27017_039EA,C27017_040EA,C27017_040MA,C27017_041EA,C27017_041MA,C27017_042EA,C27017_042MA,C27017_043EA,C27017_043MA,C27017_044MA,C27017_044EA,C27017_045MA,C27017_045EA,C27017_046EA,C27017_046MA,C27017_047EA,C27017_047MA,C27017_048MA,C27017_048EA,C27017_049MA,C27017_049EA,C27017_050MA,C27017_050EA,C27017_051EA,C27017_051MA,state
0400000US01,4653597,3125,887717,22606,310590,11915,47685,5055,262905,10846,508921,13520,133162,7270,375759,11647,68206,4104,27155,2244,41051,3375,992930,27685,255803,11901,107691,7594,148112,9266,569466,17550,274465,11421,295001,11899,167661,5137,95298,4123,72363,4158,813503,25519,190140,10295,146520,9487,43620,4679,491588,16264,358963,14629,132625,8377,131775,5997,90254,4826,41521,3406,613731,17343,130690,7410,116118,7129,14572,2685,395179,10790,337634,10345,57545,4550,87862,5264,66006,4451,21856,2199,1345716,26925,233245,8829,220676,8239,12569,2557,930380,18743,866910,18010,63470,5145,182091,6843,150670,6307,31421,3312,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683599,2461,69227,6101,23773,2891,3560,1213,20213,2667,42523,3746,8323,1822,34200,3084,2931,1062,1290,837,1641,567,112447,8041,34272,4157,12528,2472,21744,3074,69239,4641,23980,3020,45259,3738,8936,1336,2785,734,6151,1233,107523,8027,36084,4299,20211,3288,15873,3043,61902,4809,34088,3198,27814,3467,9537,1506,4792,1157,4745,1084,99385,7222,32781,3494,26609,3141,6172,1611,58946,4609,42720,3780,16226,3067,7658,1256,5475,1158,2183,627,295017,10001,57264,4505,51827,4405,5437,1075,214985,7069,187723,7240,27262,2865,22768,1987,17191,1701,5577,1088,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6259083,4476,1093740,33517,392229,17920,52186,6454,340043,16587,633902,18818,131924,7252,501978,17382,67609,4351,25936,3022,41673,3211,1342235,36268,435418,17838,169568,9820,265850,15465,725596,20310,281276,10578,444320,15900,181221,6605,87847,4970,93374,4798,1099189,33657,286697,13634,207281,11775,79416,7206,637236,19810,406451,15115,230785,12807,175256,7036,108979,5782,66277,4456,818153,28056,181801,11404,152877,10577,28924,3791,499813,17417,384317,13040,115496,8787,136539,7159,94330,5981,42209,3712,1905766,32050,309963,13082,287866,12767,22097,3267,1280868,19724,1149986,17411,130882,8308,314935,8289,240250,7617,74685,4871,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2833775,2478,534864,16592,193081,9271,19118,3198,173963,8685,300407,9693,65115,4764,235292,8707,41376,2705,17579,1871,23797,2079,669051,20462,189814,9493,62786,6106,127028,8147,364685,11999,154656,7248,210029,10066,114552,4732,54816,3776,59736,3974,537446,19378,126261,7640,82257,6512,44004,4958,323586,12948,211953,10031,111633,7918,87599,4544,57602,4055,29997,2979,360039,13025,75643,4559,62513,4530,13130,2976,230939,9303,185338,8587,45601,4977,53457,3917,41051,3433,12406,1934,732375,17427,114604,6024,104213,5398,10391,2135,509951,13592,456119,13207,53832,5292,107820,3917,86930,3813,20890,2290,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36514381,9382,5781826,74256,2012585,38677,296183,14446,1716402,35663,3361998,39886,801408,20262,2560590,35557,407243,10151,115350,5981,291893,8383,7376425,86188,2221747,39454,773647,23864,1448100,33589,4286025,48152,1536627,26792,2749398,41510,868653,17262,334715,8820,533938,13787,5767221,76570,1475720,28670,938242,25303,537478,16625,3585029,51149,2088853,35457,1496176,32733,706472,14653,380948,10578,325524,9802,4383455,64789,1009677,26411,820337,24070,189340,10179,2820982,42842,2064951,33686,756031,27251,552796,14863,339802,10740,212994,8975,13205454,83328,2437880,30103,2291487,29146,146393,6725,9125767,60268,8162211,56467,963556,22277,1641807,18846,1197246,14747,444561,11542,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4914516,3184,659214,22993,210532,11691,37146,5235,173386,10536,405523,13051,129787,8137,275736,11488,43159,3138,19452,2303,23707,2495,848406,25828,258346,13224,104407,8854,153939,9880,491193,14599,211344,10351,279849,11827,98867,4005,57698,3304,41169,3375,797755,18049,210246,9119,151745,7701,58501,5109,482676,12368,323876,10159,158800,8729,104833,5298,72525,4142,32308,3139,668066,19775,164118,8889,142552,8125,21566,3157,425967,13656,343453,11747,82514,6885,77981,4616,56395,4063,21586,2489,1941075,26174,370169,11478,354011,11196,16158,2973,1359611,16282,1255616,16522,103995,7157,211295,7238,166498,5909,44797,3628,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3463164,2282,350145,15842,103498,7645,17122,3549,86376,6768,214714,9126,55092,5458,159622,8357,31933,3034,13120,2005,18813,2153,450639,16991,122576,6505,43406,5179,79170,5581,237818,11050,94543,6170,143275,8908,90245,5288,52582,3894,37663,3702,474132,18327,116509,7487,78366,6892,38143,5061,271462,11748,178582,9087,92880,8297,86161,4258,60448,3681,25713,2347,460246,17993,110957,7646,96222,6650,14735,2647,279817,11331,223984,9684,55833,5634,69472,4861,51158,3808,18314,3248,1728002,21820,352301,7585,338009,7027,14292,2951,1168687,15794,1089748,15256,78939,5591,207014,5450,165515,5528,41499,3270,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,871457,1341,103376,8083,36655,4296,6559,1863,30096,4240,57033,4700,16804,2415,40229,4219,9688,1707,4553,1180,5135,1138,139084,11324,39560,5154,14366,3338,25194,3863,76385,6793,31186,4317,45199,4671,23139,2377,13066,1779,10073,1571,149776,10338,38178,4780,27826,4155,10352,2506,88686,6353,61076,4586,27610,3228,22912,2510,16978,2186,5934,1328,129155,8906,28181,3528,23490,3301,4691,1827,80661,5829,65868,5602,14793,2974,20313,2128,16637,2017,3676,1054,350066,12249,60025,4354,57433,4307,2592,1028,240676,8944,220488,8144,20188,2741,49365,3046,41285,2944,8080,1469,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,569625,671,109423,7577,30555,3846,5084,2435,25471,3786,70100,4969,29092,3670,41008,4215,8768,1284,3371,927,5397,1011,78377,7481,20520,3706,7698,2352,12822,3089,46656,4218,22202,2635,24454,3103,11201,1418,6104,1032,5097,1135,63539,7679,11691,3059,6858,2361,4833,2113,43306,4969,24066,2845,19240,3517,8542,1569,6243,1250,2299,709,63307,6378,6238,1836,5058,1568,1180,767,48916,5358,37258,4085,11658,2418,8153,1323,6038,1147,2115,744,254979,9180,31349,2526,29217,2375,2132,671,193322,7037,177610,6163,15712,2676,30308,2096,25809,1860,4499,1244,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18397865,7023,3047100,41629,923963,23162,126390,8663,797573,21810,1804515,26296,401170,12487,1403345,24181,318622,10183,102674,6160,215948,8277,3879326,54535,972496,24327,339671,16968,632825,19633,2189977,32122,804599,22546,1385378,28006,716853,13605,323165,10819,393688,11359,3301482,52874,695342,18602,445095,15920,250247,11521,1981082,37074,1184389,25600,796693,22096,625058,12362,378188,9926,246870,7809,2546414,46794,478773,15047,390235,13093,88538,6954,1598846,33837,1168731,25082,430115,15855,468795,12741,311608,9292,157187,7544,5623543,54695,865944,20031,791124,19843,74820,7154,3678372,38483,3224324,37061,454048,17044,1079227,15526,810633,13427,268594,9603,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
