GEO_ID,B14006_001E,B14006_001M,B14006_002E,B14006_002M,B14006_003E,B14006_003M,B14006_004E,B14006_004M,B14006_005E,B14006_005M,B14006_006E,B14006_006M,B14006_007E,B14006_007M,B14006_008E,B14006_008M,B14006_009E,B14006_009M,B14006_010E,B14006_010M,B14006_011E,B14006_011M,B14006_012E,B14006_012M,B14006_013E,B14006_013M,B14006_014E,B14006_014M,B14006_015E,B14006_015M,B14006_016E,B14006_016M,B14006_017E,B14006_017M,B14006_018E,B14006_018M,B14006_019E,B14006_019M,B14006_020E,B14006_020M,B14006_021E,B14006_021M,NAME,B14006_001MA,B14006_001EA,B14006_002EA,B14006_002MA,B14006_003EA,B14006_003MA,B14006_004MA,B14006_004EA,B14006_005EA,B14006_005MA,B14006_006MA,B14006_006EA,B14006_007EA,B14006_007MA,B14006_008EA,B14006_008MA,B14006_009MA,B14006_009EA,B14006_010MA,B14006_010EA,B14006_011EA,B14006_011MA,B14006_012EA,B14006_012MA,B14006_013EA,B14006_013MA,B14006_014EA,B14006_014MA,B14006_015EA,B14006_015MA,B14006_016EA,B14006_016MA,B14006_017MA,B14006_017EA,B14006_018EA,B14006_018MA,B14006_019EA,B14006_019MA,B14006_020MA,B14006_020EA,B14006_021EA,B14006_021MA,state
0400000US13,9049280,8430,1571828,34668,615265,17587,40352,3606,37138,3591,138719,7035,126166,6671,111434,6436,140399,8367,21057,2986,956563,23722,7477452,37060,2015567,19470,139172,6705,102551,5304,417702,9484,420492,9169,436391,9191,397163,10033,102096,6524,5461885,26346,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1275384,2974,133882,9065,47443,4912,2500,1071,1878,781,8173,1573,7661,1771,10209,1836,15145,2557,1877,796,86439,6300,1141502,9336,279759,7400,16522,1786,15572,1845,55307,3215,56383,3200,58118,2648,62493,4088,15364,2222,861743,7977,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1469784,3358,224908,9894,87397,6004,5758,1414,4989,1227,16577,2242,14218,2142,13249,1932,31424,3675,1182,617,137511,7429,1244876,10524,343826,7478,21395,1948,19273,2449,76156,3219,80449,3641,73569,2878,59049,4471,13935,1653,901050,8656,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12053098,7244,1620814,29159,637989,17922,39536,2939,37530,3402,132934,7156,124228,6201,122439,5920,147149,8092,34173,3451,982825,18812,10432284,31323,2743282,21269,192131,6243,131037,5041,541479,9074,572225,10002,603364,8287,533551,11696,169495,6451,7689002,21310,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6047101,5299,898337,22623,359857,12645,17558,2296,23507,2964,78660,4812,66274,5126,62855,4556,98656,6141,12347,1877,538480,15328,5148764,23304,1289404,14534,83876,3932,64057,4059,279184,7817,281218,8222,293212,6635,232092,7983,55765,4427,3859360,18902,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2836337,3893,345777,13156,144845,7630,8093,1334,6991,1286,22480,2362,23012,3045,24875,2607,50717,3528,8677,1866,200932,8477,2490560,14040,610083,10253,47511,3164,33984,2385,127129,4374,132822,4465,139598,3756,100092,5394,28947,2480,1880477,9580,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2654827,3780,350364,14280,145722,8231,10098,1560,8341,1734,30781,3257,23305,2779,24414,2739,42212,3176,6571,1797,204642,8910,2304463,15049,606051,10979,43508,2551,34539,2863,126016,4415,131952,5225,132844,3609,106671,6078,30521,2726,1698412,11547,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4058555,4769,750564,19376,261782,10927,16382,2011,16534,1964,61702,4925,51643,4606,44752,3429,62770,5231,7999,1565,488782,14179,3307991,19561,790643,12183,46309,3293,39388,2980,164192,5603,172823,6218,178943,4916,146848,6519,42140,2794,2517348,13708,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4228430,5544,761196,19329,289094,12970,23749,2325,18515,2364,69675,5337,61321,4804,46783,4309,59322,5703,9729,1583,472102,12382,3467234,20280,848140,13935,59588,4220,42650,3362,184925,5927,184860,6123,181156,6086,156671,7306,38290,3474,2619094,15400,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1253849,2405,157151,7296,49283,4486,3211,799,2151,693,10573,1704,9649,1603,9802,1491,12007,2594,1890,796,107868,5081,1096698,7940,240873,5464,13838,1786,11707,1559,47767,2661,53315,2791,58166,2291,43702,3355,12378,1636,855825,5696,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5438015,5600,525827,19087,194777,11830,13041,2089,9561,1749,40559,3920,33201,3758,35610,3744,50672,6134,12133,2168,331050,10595,4912188,19375,1312402,15898,88715,4728,64307,3365,248387,6151,254242,6815,280225,5388,272220,9330,104306,5361,3599786,15600,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6119264,5098,688259,19601,255103,10856,13769,2022,13148,1974,41831,3826,40055,3666,48270,4234,72225,5236,25805,2987,433156,12811,5431005,21250,1354310,15241,96440,4543,71165,3472,264495,7223,274784,8361,290807,5618,244995,8923,111624,5654,4076695,16107,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9310477,6493,1519222,29325,598893,15795,28941,2594,30900,2860,122056,5746,112013,6385,112356,5193,171245,7965,21382,2334,920329,19533,7791255,29971,2000828,18808,105308,4698,96247,4196,375883,7533,414816,8668,459302,7544,442564,8390,106708,5240,5790427,21767,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4980535,4723,562699,13960,231429,9424,14180,2002,10765,1474,41429,3607,35693,3205,41775,3033,77548,5191,10039,2174,331270,9157,4417836,14281,1124249,12306,81532,3870,57889,2989,224990,6073,241267,5869,251023,4333,201779,7436,65769,3964,3293587,11100,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2754256,4416,595840,21211,230780,11101,19418,2592,14710,2212,53545,4167,48965,4403,41944,4019,46185,3845,6013,1668,365060,13640,2158416,21575,539186,12179,32446,2871,30470,3034,110523,4740,112714,5808,121604,5146,105670,5808,25759,3286,1619230,15184,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5596229,5676,829432,20343,306090,12368,18414,2461,17157,1998,64476,4409,56949,4335,51341,4127,80326,6385,17427,3156,523342,14187,4766797,20690,1187788,14203,73830,4226,59814,3764,237524,6334,259275,6732,268251,5583,218938,6690,70156,4400,3579009,15716,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,927761,2862,131232,9101,47786,4885,3187,813,2001,709,7859,1631,8694,1577,9252,1736,15355,2278,1438,610,83446,6369,796529,8711,180716,5553,10109,1503,9512,1548,37626,2879,40493,2686,41108,2225,32214,2597,9654,1696,615813,6661,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1698293,3301,212262,10660,94529,6093,6156,1452,5206,1221,18106,2251,13948,1533,17029,2540,30529,3581,3555,870,117733,7104,1486031,11031,388698,8514,27647,2450,19052,1627,83750,3599,80306,3333,86419,2839,70628,3855,20896,2282,1097333,7983,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2560308,3869,370576,19178,128158,9328,5849,1308,9662,1734,34305,3992,26112,3387,25440,3329,24240,2954,2550,857,242418,12151,2189732,18929,534799,12716,24665,2687,26815,2911,110848,5560,119848,5680,118492,4628,109467,6071,24664,2586,1654933,12646,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1235872,2588,99070,7440,30421,4196,1666,706,1418,667,5352,1338,6078,1601,5925,1371,7529,1700,2453,1046,68649,4742,1136802,8014,269433,5597,15999,2131,13988,1449,57779,3613,58932,3133,65889,2616,42677,3188,14169,1810,867369,6473,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8319766,7623,831853,23401,301796,11856,25684,2929,17634,2056,63068,4914,61118,4370,61229,5015,60071,4653,12992,2430,530057,15195,7487913,25912,1923663,19268,147855,5895,96596,5754,376814,7579,404037,8822,424505,6561,362924,9953,110932,6317,5564250,20119,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1941038,3346,385110,18898,145975,9935,7076,1436,7893,1604,34274,3643,31311,3666,29664,3412,33195,3610,2562,871,239135,11895,1555928,19413,399196,10269,19876,2390,19556,2293,79446,4333,80145,4542,88524,3836,87890,4832,23759,3111,1156732,13413,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18208021,9990,2658226,43944,962794,21735,52800,4385,55666,4105,200116,7193,191275,8440,210421,8123,195640,6934,56876,4943,1695432,29259,15549795,44614,3790603,29921,233181,7070,180189,6482,716017,11625,763947,12072,851756,12273,790277,15345,255236,8681,11759192,29649,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8933316,7677,1517107,27136,576282,15875,30578,3403,33398,3390,129263,6876,111483,5948,103085,5053,150392,8883,18083,2988,940825,20246,7416209,27776,1829431,19356,110856,6163,87376,4275,377593,8239,386968,8912,402362,7866,372967,9743,91309,4793,5586778,19336,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,624972,1632,79492,5230,33033,3262,1824,653,2244,709,4152,811,3614,1010,4049,896,15467,2181,1683,747,46459,3532,545480,5607,123731,3757,8111,1330,6559,1185,25384,1722,24980,1706,28720,1718,24054,2477,5923,1010,421749,4756,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10814448,6844,1656096,31108,654289,16178,38364,3663,35255,3337,142346,7150,125500,6707,116762,6006,171979,8018,24083,2974,1001807,21586,9158352,30093,2251386,18991,140300,5538,107969,5344,444533,9306,484153,10187,508800,7731,442366,9717,123265,5389,6906966,23256,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3492371,5016,572914,14285,227036,8838,15444,1897,14983,1920,54817,3622,46263,3841,34886,3042,54578,4765,6065,1166,345878,8182,2919457,15394,721556,11927,49700,3251,34169,2698,156168,5247,159972,4563,155705,4547,137279,5674,28563,3015,2197901,12138,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3625606,4619,558992,15964,209796,8024,9602,1663,8487,1696,41625,3577,37517,3037,37861,3192,66416,4640,8288,1538,349196,12429,3066614,17397,717870,11593,40054,2985,33807,3192,146356,5770,158329,5002,153967,4378,151622,7296,33735,3130,2348744,14102,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11875440,6532,1555542,27092,590682,18334,36512,3716,32742,2967,113861,5703,106544,5931,109255,5430,164534,8986,27234,3083,964860,18617,10319898,27319,2402724,19816,159666,5526,116078,4096,481566,7566,500401,8596,559351,9040,428098,10259,157564,6038,7917174,21555,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,979451,1982,134135,8413,48879,4865,1758,926,1657,608,9264,1728,8317,1513,9475,2006,15113,2687,3295,1379,85256,5575,845316,8787,202394,5222,11724,1840,9101,1570,39204,2230,41920,3204,42980,2428,43405,3282,14060,1947,642922,6652,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4318477,4633,755815,20896,272611,13263,16086,2331,19479,3064,59872,5529,54155,5050,51852,4389,62413,5413,8754,1702,483204,13883,3562662,21944,862963,15231,51988,3440,48562,4209,176209,5958,187449,6507,193434,6270,165280,6433,40041,3380,2699699,15596,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,753729,1983,105972,7093,39766,4265,2838,924,1393,430,8676,1729,5590,1365,7838,1440,11808,1982,1623,874,66206,4474,647757,7375,159371,4654,10708,1239,7497,1262,31977,2149,39352,2388,37741,1951,23901,2183,8195,1202,488386,4722,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5954776,5771,1022748,26609,360666,13437,18290,2289,20878,2514,83770,5609,78721,5097,74076,5071,70157,5207,14774,2108,662082,17638,4932028,27122,1162440,17579,66356,4342,57269,3774,239526,7413,251897,7160,265116,6515,221642,7687,60634,4150,3769588,18689,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,23532134,12614,4088242,49999,1678046,27386,100464,5951,120085,5874,424229,11868,358599,11610,304535,10479,323354,11090,46780,4195,2410196,32579,19443892,49587,5307359,34649,325394,9882,294721,8584,1129568,15208,1149018,17664,1149809,16875,1021118,15573,237731,10297,14136533,29556,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2571001,3701,331592,13348,157249,8516,6163,1206,8867,1551,29333,2951,27500,2974,24949,2628,55712,4799,4725,1127,174343,8143,2239409,14178,727006,11403,50933,3079,39947,3007,158475,4534,155015,4806,147736,4374,146698,6938,28202,2577,1512403,11646,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,583290,1405,72249,5083,25078,2927,1594,834,1608,707,4025,1029,4020,1125,4590,1046,8027,1879,1214,604,47171,3558,511041,5431,109917,3714,7127,1005,4336,730,22604,1922,26318,1717,27896,1400,14736,1722,6900,1207,401124,4780,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7487888,6675,808044,20295,300943,10863,14658,2259,17280,2332,53158,4534,56021,4412,50504,4442,92184,5960,17138,2676,507101,14116,6679844,20591,1714253,16349,112315,5135,88989,4913,342747,7061,353434,7632,369176,6538,330588,10123,117004,5873,4965591,20069,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6355266,6659,832242,24823,312529,11790,13473,1902,16450,2483,61288,3547,56926,4840,56009,4607,96772,6836,11611,1929,519713,18415,5523024,25584,1334679,16347,77990,4086,67980,4317,278126,6609,283199,7082,305448,6426,257769,9655,64167,4122,4188345,19709,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1741432,3385,308429,12452,101829,6508,4317,1103,6551,1357,19635,2296,20669,2847,17275,2389,27745,2780,5637,1336,206600,8465,1433003,12800,297791,8129,14730,1840,15239,2105,64169,3787,65310,3986,68545,3134,53746,3603,16052,2205,1135212,9895,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5329185,4586,683974,16059,290303,9946,14529,1904,20061,2580,51152,3735,51520,4010,50023,3808,93634,5737,9384,1528,393671,11885,4645211,16374,1125743,11790,62312,3474,62958,3005,229655,6400,241104,5016,264939,4843,207029,7084,57746,3685,3519468,13046,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,527695,1621,56829,6097,21168,2938,1393,690,773,406,4032,1044,3510,1039,2980,920,7749,1282,731,402,35661,4307,470866,6105,114010,4966,7846,1489,6327,1393,24448,1793,24157,2273,26342,2431,21125,2780,3765,840,356856,5417,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3557196,4559,1581526,20297,497533,11379,30878,2433,24599,2319,111296,5459,118795,5052,110953,5295,93635,5633,7377,1432,1083993,15235,1975670,20931,486914,12961,23731,2653,20448,2526,84468,4577,94659,4196,100329,5218,134110,6305,29169,2357,1488756,14010,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
