GEO_ID,B08513_001E,B08513_001M,B08513_002E,B08513_002M,B08513_003E,B08513_003M,B08513_004E,B08513_004M,B08513_005E,B08513_005M,B08513_006E,B08513_006M,B08513_007E,B08513_007M,B08513_008E,B08513_008M,B08513_009E,B08513_009M,B08513_010E,B08513_010M,B08513_011E,B08513_011M,B08513_012E,B08513_012M,B08513_013E,B08513_013M,B08513_014E,B08513_014M,B08513_015E,B08513_015M,B08513_016E,B08513_016M,B08513_017E,B08513_017M,B08513_018E,B08513_018M,B08513_019E,B08513_019M,B08513_020E,B08513_020M,B08513_021E,B08513_021M,B08513_022E,B08513_022M,B08513_023E,B08513_023M,B08513_024E,B08513_024M,B08513_025E,B08513_025M,B08513_026E,B08513_026M,B08513_027E,B08513_027M,B08513_028E,B08513_028M,B08513_029E,B08513_029M,B08513_030E,B08513_030M,B08513_031E,B08513_031M,B08513_032E,B08513_032M,B08513_033E,B08513_033M,B08513_034E,B08513_034M,B08513_035E,B08513_035M,B08513_036E,B08513_036M,B08513_037E,B08513_037M,B08513_038E,B08513_038M,B08513_039E,B08513_039M,B08513_040E,B08513_040M,B08513_041E,B08513_041M,B08513_042E,B08513_042M,B08513_043E,B08513_043M,B08513_044E,B08513_044M,B08513_045E,B08513_045M,B08513_046E,B08513_046M,B08513_047E,B08513_047M,B08513_048E,B08513_048M,B08513_049E,B08513_049M,B08513_050E,B08513_050M,B08513_051E,B08513_051M,B08513_052E,B08513_052M,B08513_053E,B08513_053M,B08513_054E,B08513_054M,B08513_055E,B08513_055M,B08513_056E,B08513_056M,NAME,B08513_001EA,B08513_001MA,B08513_002EA,B08513_002MA,B08513_003EA,B08513_003MA,B08513_004EA,B08513_004MA,B08513_005MA,B08513_005EA,B08513_006MA,B08513_006EA,B08513_007EA,B08513_007MA,B08513_008MA,B08513_008EA,B08513_009EA,B08513_009MA,B08513_010EA,B08513_010MA,B08513_011MA,B08513_011EA,B08513_012EA,B08513_012MA,B08513_013EA,B08513_013MA,B08513_014EA,B08513_014MA,B08513_015EA,B08513_015MA,B08513_016EA,B08513_016MA,B08513_017EA,B08513_017MA,B08513_018EA,B08513_018MA,B08513_019EA,B08513_019MA,B08513_020EA,B08513_020MA,B08513_021MA,B08513_021EA,B08513_022EA,B08513_022MA,B08513_023EA,B08513_023MA,B08513_024EA,B08513_024MA,B08513_025EA,B08513_025MA,B08513_026EA,B08513_026MA,B08513_027MA,B08513_027EA,B08513_028EA,B08513_028MA,B08513_029MA,B08513_029EA,B08513_030EA,B08513_030MA,B08513_031MA,B08513_031EA,B08513_032MA,B08513_032EA,B08513_033MA,B08513_033EA,B08513_034EA,B08513_034MA,B08513_035EA,B08513_035MA,B08513_036MA,B08513_036EA,B08513_037MA,B08513_037EA,B08513_038EA,B08513_038MA,B08513_039EA,B08513_039MA,B08513_040MA,B08513_040EA,B08513_041MA,B08513_041EA,B08513_042EA,B08513_042MA,B08513_043MA,B08513_043EA,B08513_044EA,B08513_044MA,B08513_045EA,B08513_045MA,B08513_046MA,B08513_046EA,B08513_047MA,B08513_047EA,B08513_048MA,B08513_048EA,B08513_049MA,B08513_049EA,B08513_050MA,B08513_050EA,B08513_051EA,B08513_051MA,B08513_052MA,B08513_052EA,B08513_053MA,B08513_053EA,B08513_054EA,B08513_054MA,B08513_055EA,B08513_055MA,B08513_056EA,B08513_056MA,state
0400000US01,1916877,16226,1797344,15984,80021,4662,29193,2676,50828,3704,39512,3090,26216,2514,13296,1912,1618851,17986,1540686,17557,49564,3639,23391,2261,26173,2697,28601,2750,20795,2287,7806,1294,192542,9035,159442,7831,26691,3757,4238,1231,22453,3376,6409,1683,2693,898,3716,1402,7463,1907,6843,1861,272,184,250,179,22,38,348,387,190,305,158,254,25728,2888,23169,2777,789,589,383,258,406,516,1770,661,824,491,946,487,16511,1796,14432,1638,1512,1004,306,286,1206,981,567,424,230,199,337,377,55782,4508,52772,4607,1193,563,625,379,568,439,1817,860,1484,717,333,268,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352044,6246,293266,6791,14165,2480,8541,1631,5624,1672,44613,3320,28549,2855,16064,2344,232190,5902,202815,5337,7580,1332,5633,1178,1947,758,21795,2742,15362,2204,6433,1327,46425,4348,36915,3622,3126,1039,1617,643,1509,745,6384,1728,3580,1260,2804,1121,4244,1067,3569,970,82,137,0,273,82,137,593,356,208,211,385,290,27825,2460,16748,1616,2388,1497,850,576,1538,1053,8689,1386,5034,1347,3655,807,22555,2286,18180,2169,460,315,358,277,102,155,3915,899,2685,849,1230,420,18805,3141,15039,2871,529,418,83,96,446,403,3237,1165,1680,622,1557,959,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2600823,20960,1932011,17738,506194,14107,298121,12283,208073,9742,162618,7548,115175,6858,47443,4360,1990105,19952,1501315,17647,370396,12210,229759,10931,140637,7746,118394,6326,86883,6093,31511,3275,303210,11319,196816,8677,84174,5975,40594,4106,43580,4699,22220,3114,13289,2076,8931,2367,45794,4266,28373,3271,12889,2514,5593,1505,7296,1689,4532,1237,3119,1044,1413,570,51919,4588,33944,3770,11984,2476,6458,1738,5526,1506,5991,1499,3993,1132,1998,998,58906,5103,43372,4606,12494,2561,7214,1589,5280,1905,3040,967,2139,842,901,449,150889,6705,128191,5553,14257,2892,8503,2538,5754,1510,8441,1421,5752,1087,2689,924,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223069,12450,1130405,12737,67398,3453,27017,2696,40381,3599,25266,2682,15260,2083,10006,1895,1003617,12336,938799,12341,45872,2904,20506,2415,25366,2610,18946,2361,11551,1694,7395,1752,138865,6039,117188,5959,17461,3144,4868,1343,12593,2905,4216,1445,2684,1353,1532,547,5633,1628,4894,1408,432,407,16,27,416,395,307,337,70,102,237,326,22111,2903,20152,2939,896,522,71,112,825,492,1063,571,489,332,574,452,16584,2695,14771,2541,1622,631,756,369,866,507,191,186,191,186,0,273,36259,3465,34601,3378,1115,811,800,731,315,283,543,335,275,223,268,244,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15926651,47686,8940162,48718,4493476,28518,2168052,27185,2325424,26903,2493013,23106,1526127,19557,966886,16998,11656106,49778,6809809,45886,3042155,26202,1634694,21900,1407461,20534,1804142,22484,1140229,19332,663913,13145,1832747,24538,786261,17322,730203,18120,272562,10229,457641,14833,316283,10444,172947,8355,143336,6424,818537,17719,354591,9551,323040,11911,96977,5477,226063,11116,140906,6550,78399,5006,62507,3671,429468,13296,221765,9169,140471,8076,58228,5088,82243,6348,67232,5930,35812,3813,31420,3996,365488,10965,200374,8300,123389,7125,38364,3345,85025,6128,41725,3210,24156,2137,17569,2204,824305,17515,567362,15559,134218,8157,67227,5121,66991,5453,122725,6434,74584,4778,48141,3283,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2417222,16499,2031122,16225,265903,9976,138628,7006,127275,6603,120197,6219,77522,5167,42675,3873,1827849,17445,1557779,14997,183879,8691,102408,6517,81471,5357,86191,5007,55735,4010,30456,3216,242244,10488,179285,7883,49357,4743,20606,2753,28751,3761,13602,2226,7952,1636,5650,1528,70619,4737,52095,4299,12723,2033,4338,1248,8385,1615,5801,1539,2841,977,2960,1155,71554,5454,60488,4588,7500,2128,3498,968,4002,1681,3566,992,2381,819,1185,519,49824,3931,41925,3553,4095,1028,2412,756,1683,647,3804,1190,3107,1156,697,366,155132,7501,139550,6800,8349,1558,5366,1153,2983,992,7233,1776,5506,1347,1727,1218,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1696736,11314,1337995,12884,172809,5719,90797,4990,82012,5812,185932,6569,115077,5445,70855,4637,1366668,13478,1117396,14270,110091,4387,65696,4166,44395,3200,139181,6727,90345,4770,48836,4431,137517,6829,85139,4888,30201,3292,12115,2054,18086,3134,22177,2565,10049,1792,12128,2073,59778,5478,32843,3585,17209,3058,6764,1550,10445,2437,9726,2331,4730,1417,4996,1662,47394,3604,33036,2752,7718,1322,3100,988,4618,1127,6640,1249,4675,1089,1965,665,18164,2643,12087,1938,4170,1726,1495,682,2675,1732,1907,805,1012,584,895,527,67215,4129,57494,3530,3420,1137,1627,748,1793,864,6301,1269,4266,894,2035,745,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,412806,8922,364356,7997,24513,2294,12893,1745,11620,1823,23937,3064,17498,2756,6439,1382,337223,8567,302412,7959,17508,1794,9157,1444,8351,1462,17303,2352,13407,2189,3896,1068,36609,3271,28009,2721,4531,1267,2732,1032,1799,653,4069,1207,2294,947,1775,671,10651,2004,8641,1919,1093,674,122,145,971,660,917,489,568,357,349,317,8818,1773,7762,1659,873,481,556,374,317,292,183,171,183,171,0,273,4743,1124,4220,1061,190,192,143,179,47,68,333,415,302,411,31,52,14762,1986,13312,1970,318,214,183,176,135,163,1132,581,744,369,388,437,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,784987,13175,612762,11886,64897,4640,38966,3796,25931,2927,107328,5915,83855,5169,23473,2888,348253,8747,273320,8224,25829,3197,16348,2414,9481,1597,49104,3834,38187,3454,10917,1815,84560,5382,60801,4251,10293,2095,5747,1394,4546,1324,13466,2099,10237,1791,3229,895,282506,9040,223002,7804,24161,3260,13144,2262,11017,2419,35343,3539,28643,3051,6700,1507,35858,3583,29847,3267,1816,669,1573,579,243,254,4195,1066,3048,967,1147,584,18940,2808,14279,2497,1750,894,1370,793,380,298,2911,868,2377,791,534,385,14870,2071,11513,1795,1048,542,784,479,264,201,2309,852,1363,524,946,637,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7821529,28945,5521428,30339,1695636,17154,921216,16447,774420,17349,604465,14002,369990,11504,234475,9112,6259890,33694,4530321,30811,1269681,19037,750993,15641,518688,16136,459888,11601,293978,9797,165910,7122,754965,18840,452052,12764,230358,10338,95091,6500,135267,8175,72555,5391,35994,3481,36561,4595,158874,10822,70890,6028,68200,8838,18723,2812,49477,8519,19784,3083,7054,1671,12730,2534,127943,9924,82522,7010,30940,4267,10404,1743,20536,3915,14481,4074,7231,1909,7250,3339,157026,9013,101729,6365,41424,5191,14345,2249,27079,4361,13873,2488,7812,1696,6061,1497,362831,11267,283914,9283,55033,4792,31660,3593,23373,3079,23884,3206,17921,2919,5963,1166,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
