GEO_ID,C18103_001E,C18103_001M,C18103_002E,C18103_002M,C18103_003E,C18103_003M,C18103_004E,C18103_004M,C18103_005E,C18103_005M,C18103_006E,C18103_006M,C18103_007E,C18103_007M,C18103_008E,C18103_008M,C18103_009E,C18103_009M,C18103_010E,C18103_010M,C18103_011E,C18103_011M,C18103_012E,C18103_012M,C18103_013E,C18103_013M,C18103_014E,C18103_014M,C18103_015E,C18103_015M,C18103_016E,C18103_016M,C18103_017E,C18103_017M,C18103_018E,C18103_018M,C18103_019E,C18103_019M,C18103_020E,C18103_020M,C18103_021E,C18103_021M,NAME,C18103_001MA,C18103_001EA,C18103_002EA,C18103_002MA,C18103_003EA,C18103_003MA,C18103_004EA,C18103_004MA,C18103_005MA,C18103_005EA,C18103_006MA,C18103_006EA,C18103_007EA,C18103_007MA,C18103_008MA,C18103_008EA,C18103_009EA,C18103_009MA,C18103_010EA,C18103_010MA,C18103_011EA,C18103_011MA,C18103_012EA,C18103_012MA,C18103_013MA,C18103_013EA,C18103_014EA,C18103_014MA,C18103_015EA,C18103_015MA,C18103_016MA,C18103_016EA,C18103_017EA,C18103_017MA,C18103_018EA,C18103_018MA,C18103_019EA,C18103_019MA,C18103_020EA,C18103_020MA,C18103_021EA,C18103_021MA,state
0400000US01,4702769,1669,2264282,5426,580409,4165,4665,1087,575744,4162,1411696,4278,40122,3411,1371574,5535,272177,2147,24327,2105,247850,3221,2438487,5571,553229,3838,4406,1165,548823,4091,1519840,3855,41383,3402,1478457,4961,365418,2200,34121,2327,331297,2904,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,351120,2257,98067,1769,998,626,97069,1809,228051,1873,4282,967,223769,2042,25002,744,1505,476,23497,915,338129,1869,89917,1576,730,460,89187,1569,221384,1182,4641,988,216743,1301,26828,631,2725,735,24103,919,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,3105385,4053,835349,2384,4694,1238,830655,2565,1869504,3564,32840,3681,1836664,4549,400532,1319,23086,2271,377446,2449,3204789,3753,794582,2245,4692,1298,789890,2532,1935179,2604,30327,3163,1904852,4086,475028,1801,34200,2622,440828,3176,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,1395533,6537,360067,3837,3056,1090,357011,3811,855780,5332,21634,2475,834146,4698,179686,1735,15751,1691,163935,2041,1472078,6426,349307,3824,3137,937,346170,3872,897653,5403,26231,2435,871422,5677,225118,1959,20365,2090,204753,2905,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,18152479,9393,4749200,4391,31150,3230,4718050,5376,11577968,9176,152904,7915,11425064,11097,1825311,3391,111422,4723,1713889,5361,18663090,7973,4539491,3888,26179,2787,4513312,4858,11771939,6474,164648,7609,11607291,9969,2351660,4990,180216,7260,2171444,7943,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,2462240,6565,629839,3148,3446,924,626393,3335,1592801,5038,22567,2900,1570234,5271,239600,1431,12375,1550,227225,2144,2494633,6292,596369,3090,4759,1269,591610,3323,1601729,4414,24261,2736,1577468,5050,296535,1791,21170,2139,275365,2554,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,1704117,2239,416145,1288,1932,658,414213,1389,1080650,1981,11344,1808,1069306,2625,207322,1165,9551,1413,197771,1883,1815796,2076,398865,1282,2990,1006,395875,1621,1139428,1712,11092,1521,1128336,2270,277503,1289,16429,2004,261074,2261,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,426205,1636,105483,1063,655,471,104828,1216,265250,1178,3456,985,261794,1551,55472,575,2423,640,53049,854,459027,1568,100563,969,862,554,99701,1106,288519,1142,6152,1372,282367,1659,69945,566,4033,948,65912,1148,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,278370,1152,51219,734,153,212,51066,716,200415,1083,2874,951,197541,1588,26736,414,1169,513,25567,651,315912,1126,49771,582,334,378,49437,688,225760,797,2513,883,223247,1207,40381,1099,3137,851,37244,1360,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,8979510,7602,2040425,4878,11600,1963,2028825,5245,5503186,7114,87758,5781,5415428,9092,1435899,3228,77222,4770,1358677,5190,9554571,6409,1949822,4738,13035,1732,1936787,4776,5832093,4854,90285,4458,5741808,6465,1772656,3805,120140,5838,1652516,7152,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9519836,3059,4595689,7668,1275569,5860,8217,1835,1267352,6174,2892009,5853,56858,4192,2835151,6667,428111,2684,32234,2447,395877,3248,4924147,7623,1216712,5971,10055,1657,1206657,5937,3132018,4795,66273,4326,3065745,6324,575417,2855,49737,3146,525680,4162,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1315677,2309,644535,2929,157018,1400,731,427,156287,1435,401038,2613,5668,1254,395370,2779,86479,787,4563,1138,81916,1275,671142,2158,146643,1457,653,346,145990,1519,417143,1667,6336,1219,410807,2122,107356,775,5537,1084,101819,1224,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1551635,954,772179,3023,220549,2348,1655,664,218894,2275,462624,2563,7636,1242,454988,2891,89006,994,5836,1243,83170,1728,779456,2944,207747,2192,1561,680,206186,2411,467688,2234,9275,1372,458413,2483,104021,1142,7260,1302,96761,1495,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12673245,2432,6188379,6646,1595153,3906,8351,1919,1586802,4371,3934540,6093,47489,3704,3887051,7513,658686,2796,33502,2511,625184,3526,6484866,6072,1526566,3510,7786,1387,1518780,3741,4067203,4614,51267,3919,4015936,6111,891097,3005,63627,3668,827470,4231,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6391470,950,3132505,4540,821850,3216,5323,1159,816527,3462,1962643,3642,32376,2454,1930267,4211,348012,1760,19135,1564,328877,2361,3258965,4486,780470,3371,3255,900,777215,3456,2019723,3300,35275,3052,1984448,4498,458772,2609,31174,2740,427598,3846,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3004885,571,1483717,3817,367351,2873,1932,637,365419,2870,930050,2621,11209,1511,918841,3005,186316,1087,7772,1036,178544,1577,1521168,3843,354411,3080,1816,612,352595,3059,924766,2161,9975,1524,914791,2613,241991,1285,13923,1321,228068,1714,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2804461,1848,1379541,3843,371188,3235,2601,882,368587,3503,850271,2862,15318,2262,834953,3170,158082,1606,9908,1358,148174,1859,1424920,3890,354249,3373,1780,739,352469,3449,868256,2475,12934,1808,855322,3170,202415,1733,13845,1475,188570,1925,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4242714,4353,2065844,4964,526090,3772,4429,1005,521661,3821,1297854,4482,37308,3412,1260546,5258,241900,1677,18870,1647,223030,2072,2176870,5805,492285,3757,4967,1117,487318,3969,1370126,4137,39128,2893,1330998,4963,314459,1758,27550,2335,286909,2805,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4440314,1830,2146775,5421,568772,5051,7658,1608,561114,5446,1346768,5476,31254,3089,1315514,6797,231235,1949,17855,2011,213380,2709,2293539,5059,544557,4002,6236,1396,538321,4365,1441656,3030,39460,3490,1402196,4526,307326,2094,32050,2132,275276,2959,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1313037,991,640864,2086,140497,1106,1025,522,139472,1197,409860,1592,7108,1150,402752,2022,90507,716,4287,924,86220,1148,672173,1794,132601,1190,1271,621,131330,1204,426619,1192,5482,1128,421137,1539,112953,852,8077,1428,104876,1726,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5687998,2852,2730888,4561,689853,3158,4149,1085,685704,3474,1748894,3282,19836,2803,1729058,4221,292141,1505,16476,2077,275665,2385,2957110,4114,660158,2936,4603,1364,655555,3157,1902044,3248,28224,2822,1873820,4150,394908,2410,24808,2436,370100,3117,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6478067,1529,3126920,3073,721791,1755,3729,954,718062,1968,2039337,2361,22149,2504,2017188,3675,365792,1686,19065,2514,346727,2702,3351147,2622,692955,1926,3581,966,689374,2158,2160196,2089,25690,2660,2134506,3393,497996,1896,32947,2643,465049,3214,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9763683,1209,4771428,4679,1194627,3227,8201,1384,1186426,3709,2997973,3477,53647,3793,2944326,5231,578828,1904,31231,2345,547597,2832,4992255,4631,1136848,3013,8989,1438,1127859,3148,3108521,3069,54766,3382,3053755,5138,746886,2255,54757,3164,692129,4147,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5252092,680,2602043,3879,655641,2802,3030,845,652611,2920,1656207,2541,16630,1910,1639577,3156,290195,1728,12219,1258,277976,2066,2650049,3664,625381,2930,2760,904,622621,3046,1658093,2845,13879,1465,1644214,3003,366575,2160,19368,1788,347207,2926,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2902907,1467,1391938,5326,382928,3654,5408,1385,377520,3908,852663,4094,26245,2510,826418,5234,156347,1559,15855,1789,140492,2343,1510969,5148,369057,3655,3554,1144,365503,3908,928455,3456,28103,2623,900352,4421,213457,1541,22219,2437,191238,2696,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5879864,2130,2855555,4690,722624,3490,3896,1055,718728,3712,1783075,3851,33743,2955,1749332,4729,349856,2038,21930,2427,327926,2849,3024309,4845,691106,3531,4303,1066,686803,3850,1879436,3811,38935,3235,1840501,5184,453767,2246,34221,2587,419546,3178,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,975562,1190,490286,2609,115203,1617,1266,700,113937,1584,308318,2385,5510,980,302808,2564,66765,772,4898,1091,61867,1197,485276,2630,106252,1546,1211,552,105041,1677,303133,2083,3476,869,299657,2167,75891,695,6824,1068,69067,1367,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1802049,954,889093,3223,234139,2307,1829,842,232310,2402,553002,2146,8311,1519,544691,2875,101952,1489,5735,962,96217,1600,912956,2989,224730,2128,568,299,224162,2107,555277,1987,7438,1425,547839,2282,132949,1220,9247,1279,123702,1731,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2668966,1868,1338942,3747,339430,1931,1812,704,337618,2044,845977,3595,13883,2133,832094,3889,153535,1114,9287,1610,144248,2126,1330024,3442,324312,2110,2420,876,321892,2345,836034,3208,13987,1874,822047,4003,169678,1115,9632,1542,160046,1812,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1302639,468,639624,1981,145436,1422,862,430,144574,1486,416428,1572,4822,1239,411606,2107,77760,822,3789,839,73971,1050,663015,1949,140294,1514,904,422,139390,1631,428123,1378,5276,1197,422847,1819,94598,959,4868,938,89730,1264,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8693541,1177,4212072,3146,1050288,3158,5469,1481,1044819,3596,2677835,2733,32601,3025,2645234,3834,483949,1556,23887,2591,460062,2893,4481469,3061,1007167,2171,7170,1677,999997,2805,2806131,1962,33874,3273,2772257,4034,668171,2065,46399,3225,621772,3262,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
