GEO_ID,B25011_001E,B25011_001M,B25011_002E,B25011_002M,B25011_003E,B25011_003M,B25011_004E,B25011_004M,B25011_005E,B25011_005M,B25011_006E,B25011_006M,B25011_007E,B25011_007M,B25011_008E,B25011_008M,B25011_009E,B25011_009M,B25011_010E,B25011_010M,B25011_011E,B25011_011M,B25011_012E,B25011_012M,B25011_013E,B25011_013M,B25011_014E,B25011_014M,B25011_015E,B25011_015M,B25011_016E,B25011_016M,B25011_017E,B25011_017M,B25011_018E,B25011_018M,B25011_019E,B25011_019M,B25011_020E,B25011_020M,B25011_021E,B25011_021M,B25011_022E,B25011_022M,B25011_023E,B25011_023M,B25011_024E,B25011_024M,B25011_025E,B25011_025M,B25011_026E,B25011_026M,B25011_027E,B25011_027M,B25011_028E,B25011_028M,B25011_029E,B25011_029M,B25011_030E,B25011_030M,B25011_031E,B25011_031M,B25011_032E,B25011_032M,B25011_033E,B25011_033M,B25011_034E,B25011_034M,B25011_035E,B25011_035M,B25011_036E,B25011_036M,B25011_037E,B25011_037M,B25011_038E,B25011_038M,B25011_039E,B25011_039M,B25011_040E,B25011_040M,B25011_041E,B25011_041M,B25011_042E,B25011_042M,B25011_043E,B25011_043M,B25011_044E,B25011_044M,B25011_045E,B25011_045M,B25011_046E,B25011_046M,B25011_047E,B25011_047M,B25011_048E,B25011_048M,B25011_049E,B25011_049M,NAME,B25011_001EA,B25011_001MA,B25011_002MA,B25011_002EA,B25011_003EA,B25011_003MA,B25011_004MA,B25011_004EA,B25011_005EA,B25011_005MA,B25011_006EA,B25011_006MA,B25011_007MA,B25011_007EA,B25011_008EA,B25011_008MA,B25011_009MA,B25011_009EA,B25011_010EA,B25011_010MA,B25011_011EA,B25011_011MA,B25011_012MA,B25011_012EA,B25011_013EA,B25011_013MA,B25011_014MA,B25011_014EA,B25011_015EA,B25011_015MA,B25011_016EA,B25011_016MA,B25011_017EA,B25011_017MA,B25011_018EA,B25011_018MA,B25011_019MA,B25011_019EA,B25011_020EA,B25011_020MA,B25011_021EA,B25011_021MA,B25011_022EA,B25011_022MA,B25011_023EA,B25011_023MA,B25011_024MA,B25011_024EA,B25011_025EA,B25011_025MA,B25011_026EA,B25011_026MA,B25011_027EA,B25011_027MA,B25011_028MA,B25011_028EA,B25011_029MA,B25011_029EA,B25011_030MA,B25011_030EA,B25011_031MA,B25011_031EA,B25011_032EA,B25011_032MA,B25011_033MA,B25011_033EA,B25011_034MA,B25011_034EA,B25011_035EA,B25011_035MA,B25011_036MA,B25011_036EA,B25011_037EA,B25011_037MA,B25011_038MA,B25011_038EA,B25011_039MA,B25011_039EA,B25011_040EA,B25011_040MA,B25011_041MA,B25011_041EA,B25011_042EA,B25011_042MA,B25011_043MA,B25011_043EA,B25011_044MA,B25011_044EA,B25011_045EA,B25011_045MA,B25011_046EA,B25011_046MA,B25011_047MA,B25011_047EA,B25011_048EA,B25011_048MA,B25011_049EA,B25011_049MA,state
0400000US01,1815152,10938,1272846,12811,931996,11844,739556,10639,87797,4239,484048,7988,167711,4130,192440,7485,48982,4136,9000,1815,32124,3171,7858,1352,143458,5773,18216,2490,88180,4529,37062,2546,340850,8561,308488,8380,22049,2906,149304,6070,137135,5136,32362,2994,8722,1618,19052,2213,4588,936,542306,10228,295888,9400,129390,7213,48919,4278,68990,4643,11481,1676,166498,6633,30326,3273,11824,2080,17388,2494,1114,534,136172,5516,58220,3641,69789,4913,8163,1107,246418,8250,203220,7251,57367,4877,100498,4852,45355,3145,43198,3668,28403,2707,13629,2237,1166,556,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,254610,2804,162785,3878,120175,4338,98653,4332,13343,1930,73374,3641,11936,1115,21522,2063,8770,1377,1202,497,6442,1234,1126,392,12752,1612,1529,499,8852,1331,2371,532,42610,3126,33202,2824,1810,579,22063,2453,9329,1265,9408,1574,2401,759,5873,1218,1134,588,91825,3849,50684,2988,29316,2945,13878,1816,14360,1885,1078,496,21368,2048,5441,1280,1597,555,3759,1101,85,127,15927,1828,8362,1594,7180,1527,385,320,41141,3008,30496,2672,8204,1473,17760,2329,4532,1008,10645,1868,6721,1345,3645,1133,279,247,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2334050,12895,1522938,13309,1097603,10182,894944,10839,99278,4470,553167,10072,242499,5044,202659,6786,64776,4556,12828,2416,43595,3455,8353,1599,137883,5773,20002,2284,88905,4997,28976,2482,425335,9804,348474,9423,25576,2848,170988,7566,151910,4613,76861,5024,17925,2205,46830,3838,12106,1510,811112,13574,450825,11670,239285,7876,87533,5094,129250,5723,22502,2252,211540,8349,58996,4376,26532,3237,30837,3456,1627,695,152544,7674,63653,4603,82366,5609,6525,1209,360287,9456,272817,8871,80435,5233,134813,7016,57569,3931,87470,4601,58459,4266,26996,3183,2015,680,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1114902,8104,751568,9191,556712,8891,459612,8769,56497,3736,288800,6220,114315,3185,97100,4422,27956,2468,5795,1352,17121,2085,5040,1158,69144,3657,9750,1617,43876,2931,15518,1558,194856,6431,173496,5897,11588,1869,83082,4842,78826,3743,21360,2317,6129,1312,12138,1528,3093,810,363334,8761,204649,6960,95334,5165,36460,3207,50569,3634,8305,1122,109315,5537,23664,2721,10728,1908,11864,1999,1072,464,85651,4502,38287,3373,43289,3442,4075,1006,158685,5693,128631,4839,32548,3094,62954,4092,33129,2521,30054,2903,19158,2317,10580,1657,316,243,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12406475,16820,6903175,27402,5220056,25987,4221423,22178,347548,8125,2982990,18535,890885,9239,998633,17304,325061,9728,53423,3722,218239,7834,53399,3181,673572,12458,61730,3834,438176,10824,173666,5216,1683119,18823,1376362,17209,82088,4275,666760,11842,627514,12831,306757,8484,54786,4064,185133,6838,66838,3800,5503300,25377,3287800,26353,1861143,20163,592501,12742,1117615,15886,151027,6010,1426657,19383,411565,10480,165476,6682,227744,8865,18345,2000,1015092,16639,346270,9877,612704,13157,56118,3716,2215500,23640,1624945,20619,401788,9833,823080,16611,400077,7635,590555,13145,367661,9522,199794,7686,23100,2717,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1960585,9151,1292792,11248,933524,11081,788417,10088,99529,4308,541484,7928,147404,3862,145107,5541,48332,3563,7976,1767,36180,3025,4176,841,96775,4577,12503,2035,68790,3560,15482,1659,359268,8444,300468,7946,27019,2847,169076,5565,104373,4276,58800,3989,19176,2334,33884,2790,5740,983,667793,12023,325361,10102,171207,8196,73917,5625,85675,5158,11615,1455,154154,6313,42186,3861,18839,2370,22464,2948,883,462,111968,5329,45339,3499,62621,4325,4008,969,342432,9588,254612,7985,84056,4203,119004,5769,51552,3141,87820,5443,66911,4594,19605,2381,1304,542,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1358809,7109,923617,8286,681219,8448,563717,7650,45621,2984,404339,6222,113757,3332,117502,5541,34446,3122,3289,1070,24438,2501,6719,1227,83056,4867,5619,1258,58274,4264,19163,1976,242398,6972,201512,6501,13722,1550,98106,5194,89684,4160,40886,2814,9122,1469,24473,2124,7291,1188,435192,8295,209551,6591,92912,4730,31531,3164,50442,3454,10939,1525,116639,4892,23879,2840,8945,1627,13452,2141,1482,600,92760,4537,37532,3544,50605,3686,4623,889,225641,6683,182870,6082,37672,3330,90226,5451,54972,3440,42771,3667,28036,2628,13028,2253,1707,626,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,328765,4178,239884,4113,172997,4568,141120,4606,13704,1566,95469,3861,31947,1836,31877,2946,8125,1362,1363,566,5261,1099,1501,541,23752,2640,1670,579,17040,2285,5042,931,66887,3804,55706,3268,4227,979,26926,2602,24553,2099,11181,1696,2598,866,6031,1320,2552,827,88881,3899,48236,3062,20455,2466,8357,1494,10157,1792,1941,710,27781,2253,5999,1277,2518,900,3086,949,395,314,21782,2068,9716,1636,11072,1606,994,352,40645,3062,31284,2604,8279,1546,14528,2292,8477,1240,9361,1723,6589,1454,2477,755,295,381,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,252388,3730,107193,3924,53231,3069,38763,2633,5246,1144,24238,2165,9279,992,14468,1600,3274,984,97,117,2128,823,1049,442,11194,1290,907,469,6306,1107,3981,790,53962,3319,45465,3173,5738,1192,26179,2579,13548,1638,8497,1154,1925,567,5585,881,987,431,145195,4932,48288,3073,18512,2154,5573,1312,11016,1500,1923,660,29776,2681,5466,1331,1589,685,3376,1056,501,293,24310,2035,7531,1311,15215,1813,1564,574,96907,4778,75571,4187,27339,2809,33600,2834,14632,1537,21336,2491,17475,2088,3200,957,661,458,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7035068,25739,4794130,25332,3341445,24249,2692783,23378,197683,7652,1661085,17400,834015,9681,648662,11557,174265,7266,25881,2540,114558,5817,33826,3205,474397,9210,46820,4040,320815,8624,106762,5317,1452685,19648,1224732,18705,64973,4388,557859,13534,601900,10912,227953,7438,38611,3370,136620,6124,52722,2938,2240938,20709,1215485,17068,615101,10987,189959,7206,358984,8726,66158,3700,600384,13588,139040,7287,57127,4415,74517,5517,7396,1410,461344,11989,174601,7861,264260,9108,22483,2478,1025453,13411,788296,12103,198105,7540,384980,10197,205211,6696,237157,7821,137795,5706,88422,5368,10940,1764,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
