GEO_ID,B19113H_001E,B19113H_001M,NAME,B19113H_001EA,B19113H_001MA,state
0400000US01,57958,1173,Alabama,null,null,01
0400000US02,88735,3192,Alaska,null,null,02
0400000US04,64572,1310,Arizona,null,null,04
0400000US05,52167,1096,Arkansas,null,null,05
0400000US06,84360,761,California,null,null,06
0400000US08,76587,784,Colorado,null,null,08
0400000US09,92035,1286,Connecticut,null,null,09
0400000US10,75288,2090,Delaware,null,null,10
0400000US11,176154,11001,District of Columbia,null,null,11
0400000US12,61210,386,Florida,null,null,12
0400000US13,65523,722,Georgia,null,null,13
0400000US15,81022,1699,Hawaii,null,null,15
0400000US16,55184,1050,Idaho,null,null,16
0400000US17,74987,631,Illinois,null,null,17
0400000US18,58389,671,Indiana,null,null,18
0400000US19,62423,677,Iowa,null,null,19
0400000US20,65176,922,Kansas,null,null,20
0400000US21,52133,649,Kentucky,null,null,21
0400000US22,64000,1261,Louisiana,null,null,22
0400000US23,58783,1187,Maine,null,null,23
0400000US24,95564,1316,Maryland,null,null,24
0400000US25,86680,796,Massachusetts,null,null,25
0400000US26,60419,422,Michigan,null,null,26
0400000US27,72735,646,Minnesota,null,null,27
0400000US28,56330,1330,Mississippi,null,null,28
0400000US29,59702,680,Missouri,null,null,29
0400000US30,56153,1923,Montana,null,null,30
0400000US31,64656,1112,Nebraska,null,null,31
0400000US32,68601,1360,Nevada,null,null,32
0400000US33,75363,1567,New Hampshire,null,null,33
0400000US34,96200,786,New Jersey,null,null,34
0400000US35,65454,2013,New Mexico,null,null,35
0400000US36,78389,619,New York,null,null,36
0400000US37,61680,610,North Carolina,null,null,37
0400000US38,66852,1291,North Dakota,null,null,38
0400000US39,60325,424,Ohio,null,null,39
0400000US40,56866,784,Oklahoma,null,null,40
0400000US41,59800,1025,Oregon,null,null,41
0400000US42,66028,469,Pennsylvania,null,null,42
0400000US44,76155,1712,Rhode Island,null,null,44
0400000US45,60951,854,South Carolina,null,null,45
0400000US46,63184,1732,South Dakota,null,null,46
0400000US47,54865,786,Tennessee,null,null,47
0400000US48,73873,670,Texas,null,null,48
0400000US49,65465,771,Utah,null,null,49
0400000US50,62689,1750,Vermont,null,null,50
0400000US51,79985,856,Virginia,null,null,51
0400000US53,71772,625,Washington,null,null,53
0400000US54,49599,1024,West Virginia,null,null,54
0400000US55,65877,484,Wisconsin,null,null,55
0400000US56,67365,2573,Wyoming,null,null,56
0400000US72,33808,12274,Puerto Rico,null,null,72
