GEO_ID,B16006_001E,B16006_001M,B16006_002E,B16006_002M,B16006_003E,B16006_003M,B16006_004E,B16006_004M,B16006_005E,B16006_005M,B16006_006E,B16006_006M,B16006_007E,B16006_007M,B16006_008E,B16006_008M,NAME,B16006_001MA,B16006_001EA,B16006_002EA,B16006_002MA,B16006_003EA,B16006_003MA,B16006_004MA,B16006_004EA,B16006_005EA,B16006_005MA,B16006_006EA,B16006_006MA,B16006_007MA,B16006_007EA,B16006_008EA,B16006_008MA,state
0400000US23,14730,950,10040,1075,4436,1057,3577,917,486,468,264,220,109,138,254,236,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,422699,865,118094,9192,301786,9143,144565,7687,66230,4725,62390,6477,28601,3744,2819,885,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,568033,667,122227,7011,439047,7175,238650,7773,83486,4751,75761,5189,41150,4493,6759,1645,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,386694,1621,187190,6710,196805,6693,113891,5852,37126,3261,29771,3275,16017,3326,2699,1092,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,214050,2028,65808,4836,144679,5152,71655,4422,31088,3467,30033,2549,11903,2551,3563,1130,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,64889,3826,20678,3853,43927,3700,22477,3608,7074,1329,11230,1912,3146,1274,284,262,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,186924,1830,86065,5601,99884,5348,51091,3501,21348,3034,19781,3032,7664,1596,975,449,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,24824,933,19830,1628,4638,1045,3449,884,797,350,277,240,115,153,356,300,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,146889,940,45246,4773,100927,4936,49135,3891,18365,2784,20017,2330,13410,2402,716,506,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,642663,485,162061,8871,477813,9311,252221,10723,93823,6842,88780,6910,42989,4097,2789,1273,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,33091,717,13393,2409,19656,2453,10885,2024,4474,1561,3060,1125,1237,806,42,58,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1425680,575,245931,12461,1171850,12492,592768,14852,221162,8495,239224,9690,118696,7634,7899,1927,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,874236,924,342728,11371,528917,11378,382627,10914,60723,4715,54991,5061,30576,3575,2591,1059,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3151235,2095,606750,17850,2527479,18862,1320468,21402,477077,12563,504011,14313,225923,12065,17006,2555,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,697924,2961,125178,7194,569639,7788,263114,10500,119764,7017,132493,7238,54268,4912,3107,1587,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,11817,1035,8524,1361,3098,1011,2266,802,501,290,267,214,64,107,195,276,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,312291,2044,139519,6645,170082,6326,93804,5946,30946,3068,30367,3418,14965,2605,2690,1194,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,288119,1349,98547,6299,189140,6415,90474,5194,41020,4195,37742,3989,19904,2496,432,306,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,396273,990,122806,7554,270369,7652,138124,6019,50151,4549,53390,5214,28704,4298,3098,2232,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,641583,1580,204013,9594,434230,9902,240487,8863,88460,5984,72428,5087,32855,3561,3340,1149,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,118239,473,16133,2487,101388,2729,49247,2943,21340,2837,18379,2762,12422,2781,718,453,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,202175,2191,46766,4558,154609,4184,68002,4318,30025,3283,36979,4058,19603,4053,800,569,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,17610,1459,8490,1558,8781,1189,4896,1197,1736,1130,1669,548,480,296,339,315,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,249279,3069,64469,5244,184088,5816,77557,5367,40514,4691,49346,4730,16671,2902,722,514,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8554386,1955,1935066,29184,6604052,29767,3728300,33131,1136375,23567,1064779,17693,674598,15769,15268,2365,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,316610,734,109520,6874,205999,6929,109450,6613,45555,3578,39058,3714,11936,2602,1091,555,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9054,736,5609,965,3412,933,2143,760,444,258,625,674,200,161,33,55,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,562381,2471,129192,7642,429033,7851,217448,8602,87911,5481,90490,6607,33184,4341,4156,1205,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,665673,1159,205016,9927,456255,10244,221336,10179,94715,5246,82473,5453,57731,6018,4402,1374,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,20120,1883,12609,1937,7431,1574,3933,1050,1911,798,1142,486,445,374,80,115,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,293246,1446,100658,6119,191380,6489,98262,6141,42636,3568,39336,3075,11146,1772,1208,828,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,44234,1073,25333,2427,18669,2373,11936,2050,3606,1092,2690,1022,437,313,232,202,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3459448,3277,138359,7207,3319580,8051,512134,12823,518132,13748,771485,13907,1517829,20450,1509,503,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
