GEO_ID,B01001F_001E,B01001F_001M,B01001F_002E,B01001F_002M,B01001F_003E,B01001F_003M,B01001F_004E,B01001F_004M,B01001F_005E,B01001F_005M,B01001F_006E,B01001F_006M,B01001F_007E,B01001F_007M,B01001F_008E,B01001F_008M,B01001F_009E,B01001F_009M,B01001F_010E,B01001F_010M,B01001F_011E,B01001F_011M,B01001F_012E,B01001F_012M,B01001F_013E,B01001F_013M,B01001F_014E,B01001F_014M,B01001F_015E,B01001F_015M,B01001F_016E,B01001F_016M,B01001F_017E,B01001F_017M,B01001F_018E,B01001F_018M,B01001F_019E,B01001F_019M,B01001F_020E,B01001F_020M,B01001F_021E,B01001F_021M,B01001F_022E,B01001F_022M,B01001F_023E,B01001F_023M,B01001F_024E,B01001F_024M,B01001F_025E,B01001F_025M,B01001F_026E,B01001F_026M,B01001F_027E,B01001F_027M,B01001F_028E,B01001F_028M,B01001F_029E,B01001F_029M,B01001F_030E,B01001F_030M,B01001F_031E,B01001F_031M,NAME,B01001F_001MA,B01001F_001EA,B01001F_002EA,B01001F_002MA,B01001F_003EA,B01001F_003MA,B01001F_004EA,B01001F_004MA,B01001F_005EA,B01001F_005MA,B01001F_006MA,B01001F_006EA,B01001F_007EA,B01001F_007MA,B01001F_008EA,B01001F_008MA,B01001F_009MA,B01001F_009EA,B01001F_010EA,B01001F_010MA,B01001F_011MA,B01001F_011EA,B01001F_012EA,B01001F_012MA,B01001F_013EA,B01001F_013MA,B01001F_014EA,B01001F_014MA,B01001F_015EA,B01001F_015MA,B01001F_016MA,B01001F_016EA,B01001F_017MA,B01001F_017EA,B01001F_018EA,B01001F_018MA,B01001F_019EA,B01001F_019MA,B01001F_020EA,B01001F_020MA,B01001F_021EA,B01001F_021MA,B01001F_022MA,B01001F_022EA,B01001F_023MA,B01001F_023EA,B01001F_024EA,B01001F_024MA,B01001F_025EA,B01001F_025MA,B01001F_026MA,B01001F_026EA,B01001F_027MA,B01001F_027EA,B01001F_028MA,B01001F_028EA,B01001F_029MA,B01001F_029EA,B01001F_030EA,B01001F_030MA,B01001F_031MA,B01001F_031EA,state
0400000US01,51693,6476,29486,4288,3992,1139,2237,1080,2048,913,815,543,511,382,3535,1033,4498,1232,2667,952,5904,1565,1760,813,1096,513,54,63,310,317,59,89,22207,3038,4397,1158,2522,834,1374,647,605,382,451,289,2513,1140,2681,901,2079,903,3202,1010,1483,647,412,393,92,128,396,276,0,273,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,6496,1747,2860,1079,174,174,58,103,86,140,87,118,300,469,393,301,160,157,359,302,685,448,356,286,202,201,0,246,0,246,0,246,3636,1023,342,294,169,166,243,177,93,98,0,246,201,148,289,240,370,342,603,375,707,446,259,226,313,293,0,246,47,80,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,412806,22842,206335,12400,20637,2946,15690,2715,22821,2851,10639,1788,7346,1305,20895,2592,17022,2192,17833,2240,29525,3132,22029,2480,12567,1871,6758,1412,2119,752,454,255,206471,12380,18217,2275,20330,2855,18767,2545,12858,2107,7506,1449,18694,2972,15707,2582,15286,2395,31664,2973,22783,2050,14238,1995,6925,1272,2402,636,1094,486,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,61388,6531,31956,3971,3633,1036,3624,949,3036,827,1081,491,1796,654,3090,1088,3389,1215,3467,754,4975,1103,2490,926,975,534,340,244,0,273,60,102,29432,3635,2978,1140,3031,989,2824,993,2113,667,973,600,2266,862,2725,951,2541,745,5476,1308,2504,871,1047,541,637,425,263,389,54,92,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4885973,67184,2492177,39987,222189,7020,219825,8787,224416,8130,140905,6031,100941,4853,235470,8810,232362,7794,224041,7983,383509,10111,276501,8972,146167,5647,55509,3596,23467,2381,6875,1241,2393796,32166,224593,6899,207364,7406,202383,7233,137936,5748,91766,4554,212500,7855,208125,7441,197034,5778,365055,8498,273998,6889,154735,5890,68288,4136,35424,2829,14595,1953,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,282026,15805,148408,8418,14206,2143,16551,2454,12991,2191,7332,1622,4979,1258,10900,1687,14471,2001,14416,2082,22888,2496,16887,2078,7447,1377,3531,1002,1575,628,234,191,133618,8934,15029,1954,14647,2278,11549,1962,7157,1325,3805,802,9472,1627,11046,1787,13853,1917,21269,2197,12393,1818,7695,1201,3723,944,1496,494,484,362,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,189961,10472,96431,6360,8578,1626,7876,1620,7582,1512,4124,958,4051,821,10415,1454,12510,1736,8944,1528,14502,1982,10514,1555,4531,1158,2612,786,192,162,0,281,93530,5529,7872,1437,6938,1243,7700,1570,4784,1000,3824,1096,7841,1214,9722,1433,8565,1432,16139,1882,10706,1503,5790,1032,2043,776,1364,659,242,197,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,17852,3914,9390,2178,1044,529,1015,521,1165,538,283,258,285,286,497,339,1641,709,878,545,1182,489,776,544,480,429,144,157,0,265,0,265,8462,2344,934,459,981,596,775,416,456,370,541,428,448,410,1101,459,573,435,1390,708,960,614,194,145,94,141,15,21,0,265,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,16825,3775,9318,2150,558,371,568,378,508,462,433,431,190,228,2157,807,1402,766,549,317,1318,662,533,419,733,493,369,233,0,292,0,292,7507,2105,807,524,787,557,221,268,352,513,386,418,661,460,1107,513,423,353,1245,520,736,428,629,306,45,81,108,124,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,495530,25289,254843,14912,18862,2968,15120,2676,18064,3032,11339,2120,8219,1762,30954,5764,26535,3175,23014,2738,42992,4779,30238,3174,16407,2535,9677,1905,2027,760,1395,943,240687,13712,23355,3036,16542,2875,20051,2815,11499,1801,8128,1656,23735,3460,18131,2529,20298,2585,37471,3559,30175,3203,16366,2204,8776,1795,4755,1361,1405,810,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
