GEO_ID,B21001_001E,B21001_001M,B21001_002E,B21001_002M,B21001_003E,B21001_003M,B21001_004E,B21001_004M,B21001_005E,B21001_005M,B21001_006E,B21001_006M,B21001_007E,B21001_007M,B21001_008E,B21001_008M,B21001_009E,B21001_009M,B21001_010E,B21001_010M,B21001_011E,B21001_011M,B21001_012E,B21001_012M,B21001_013E,B21001_013M,B21001_014E,B21001_014M,B21001_015E,B21001_015M,B21001_016E,B21001_016M,B21001_017E,B21001_017M,B21001_018E,B21001_018M,B21001_019E,B21001_019M,B21001_020E,B21001_020M,B21001_021E,B21001_021M,B21001_022E,B21001_022M,B21001_023E,B21001_023M,B21001_024E,B21001_024M,B21001_025E,B21001_025M,B21001_026E,B21001_026M,B21001_027E,B21001_027M,B21001_028E,B21001_028M,B21001_029E,B21001_029M,B21001_030E,B21001_030M,B21001_031E,B21001_031M,B21001_032E,B21001_032M,B21001_033E,B21001_033M,B21001_034E,B21001_034M,B21001_035E,B21001_035M,B21001_036E,B21001_036M,B21001_037E,B21001_037M,B21001_038E,B21001_038M,B21001_039E,B21001_039M,NAME,B21001_001EA,B21001_001MA,B21001_002EA,B21001_002MA,B21001_003MA,B21001_003EA,B21001_004EA,B21001_004MA,B21001_005EA,B21001_005MA,B21001_006MA,B21001_006EA,B21001_007EA,B21001_007MA,B21001_008MA,B21001_008EA,B21001_009EA,B21001_009MA,B21001_010EA,B21001_010MA,B21001_011EA,B21001_011MA,B21001_012EA,B21001_012MA,B21001_013MA,B21001_013EA,B21001_014MA,B21001_014EA,B21001_015MA,B21001_015EA,B21001_016EA,B21001_016MA,B21001_017EA,B21001_017MA,B21001_018EA,B21001_018MA,B21001_019MA,B21001_019EA,B21001_020EA,B21001_020MA,B21001_021EA,B21001_021MA,B21001_022EA,B21001_022MA,B21001_023MA,B21001_023EA,B21001_024MA,B21001_024EA,B21001_025MA,B21001_025EA,B21001_026EA,B21001_026MA,B21001_027EA,B21001_027MA,B21001_028EA,B21001_028MA,B21001_029MA,B21001_029EA,B21001_030MA,B21001_030EA,B21001_031EA,B21001_031MA,B21001_032EA,B21001_032MA,B21001_033EA,B21001_033MA,B21001_034EA,B21001_034MA,B21001_035EA,B21001_035MA,B21001_036MA,B21001_036EA,B21001_037EA,B21001_037MA,B21001_038EA,B21001_038MA,B21001_039EA,B21001_039MA,state
0400000US01,3634612,2977,401114,9164,3233498,9537,1726903,3246,369591,8291,1357312,8577,530410,4161,24986,3665,505424,5197,635935,3808,93685,4915,542250,6054,281685,2078,100303,4220,181382,4771,169767,1670,75776,3084,93991,3125,109106,1545,74841,2268,34265,2501,1907709,2158,31523,2658,1876186,3412,551447,3406,7203,1506,544244,3426,667248,3110,14606,1786,652642,3414,309913,1469,5618,1307,304295,1961,199860,1371,1758,602,198102,1503,179241,1382,2338,680,176903,1518,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,507439,1991,71399,3827,436040,4168,257507,1892,62487,3120,195020,3571,82122,1893,8222,1525,73900,2483,102998,1528,20598,2509,82400,2423,46857,821,17941,1338,28916,1507,17373,713,9932,975,7441,1072,8157,537,5794,568,2363,474,249932,974,8912,1610,241020,1894,81977,1277,3557,981,78420,1364,99230,1121,4042,1143,95188,1557,40916,891,813,404,40103,905,16824,715,357,257,16467,794,10985,700,143,121,10842,735,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4762678,2314,529692,9866,4232986,10122,2337664,2700,491786,9390,1845878,9606,755451,2623,33963,3536,721488,4327,828841,2273,114520,4939,714321,5936,349388,1176,120267,4579,229121,4384,237993,1413,109314,3935,128679,4042,165991,1302,113722,2854,52269,2621,2425014,1708,37906,3393,2387108,3825,724305,2348,7221,1334,717084,2739,834026,2091,18011,2506,816015,3460,383872,1061,7084,1337,376788,1712,263795,1289,2156,578,261639,1315,219016,1080,3434,897,215582,1506,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2203766,3073,247571,6684,1956195,7160,1063204,3253,230717,6193,832487,6857,328486,4266,17057,1876,311429,4863,381589,3094,57783,4026,323806,4877,169668,1473,62709,3444,106959,3881,111557,1672,45077,2249,66480,2575,71904,1188,48091,1684,23813,1740,1140562,2430,16854,2408,1123708,3214,326610,3165,2669,1019,323941,3360,392729,2995,7860,1605,384869,3104,184609,1449,3021,824,181588,1577,123713,1904,1580,587,122133,2003,112901,1724,1724,802,111177,1955,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27908574,5342,1947570,18667,25961004,20531,13686829,6598,1816005,16876,11870824,18959,4674848,5807,152621,6616,4522227,8373,5191269,4272,397670,10431,4793599,12140,1964282,2711,432692,10020,1531590,10818,1060261,2399,385499,6343,674762,6664,796169,2125,447523,5099,348646,5130,14221745,4380,131565,5925,14090180,8078,4483144,3651,30570,3078,4452574,4613,5222707,3757,53058,3792,5169649,5416,2102829,2752,20214,2010,2082615,3386,1230784,2102,9191,1610,1221593,2795,1182281,1806,18532,1982,1163749,2501,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3789844,3113,391203,9439,3398641,9378,1874490,3635,358433,8494,1516057,8497,611927,3116,28881,3031,583046,4307,720566,3267,93513,4718,627053,5307,296865,1501,93690,3660,203175,3993,147900,1361,72056,2689,75844,2684,97232,1343,70293,1975,26939,2033,1915354,2354,32770,3184,1882584,3959,585670,2802,5864,1447,579806,3162,716605,2350,16732,2126,699873,3323,306573,1254,5957,1290,300616,1641,162944,1424,2152,687,160792,1638,143562,1407,2065,612,141497,1512,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2753985,1005,225379,5907,2528606,5868,1315397,1506,214234,5749,1101163,5817,372096,1860,10722,2262,361374,2914,515409,1733,41299,3134,474110,3504,214458,813,52770,2858,161688,2911,119825,1039,47126,2418,72699,2732,93609,875,62317,1827,31292,1904,1438588,1236,11145,1520,1427443,2001,370939,1626,1160,485,369779,1707,542279,1421,4698,1041,537581,1773,230651,862,2338,726,228313,1135,138832,948,836,484,137996,1060,155887,832,2113,664,153774,1029,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,690836,1053,73311,3846,617525,4150,328626,1230,67884,3613,260742,3992,99610,1414,3222,724,96388,1549,120095,1040,18646,2198,101449,2288,52214,515,15998,1594,36216,1597,34099,599,14198,1059,19901,1230,22608,376,15820,963,6788,962,362210,950,5427,1148,356783,1373,101462,741,891,526,100571,835,128596,830,3153,993,125443,1272,59389,603,565,265,58824,639,38571,461,432,329,38139,562,34192,446,386,203,33806,479,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,500354,489,30510,2565,469844,2611,231834,586,29131,2485,202703,2532,96694,503,2112,679,94582,849,77836,297,7536,1497,70300,1584,29636,289,7233,1426,22403,1459,16451,209,5169,802,11282,847,11217,223,7081,639,4136,686,268520,536,1379,467,267141,751,113813,171,159,153,113654,235,78350,463,767,334,77583,570,34598,373,453,262,34145,440,21059,595,0,292,21059,595,20700,542,0,292,20700,542,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14789132,6342,1616185,13285,13172947,14641,7118741,7195,1497498,12905,5621243,14729,2013629,6231,83169,5391,1930460,8930,2536455,5328,330851,9371,2205604,10922,1110892,2884,332421,8486,778471,8328,810880,2643,339997,7326,470883,7893,646885,2429,411060,5443,235825,5556,7670391,4112,118687,5916,7551704,7547,1983410,5413,24726,2978,1958684,6368,2627558,4724,50909,3587,2576649,5335,1243989,2679,19856,2415,1224133,3609,927804,2704,8289,1647,919515,3346,887630,2276,14907,2153,872723,3152,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
