GEO_ID,C27016_001E,C27016_001M,C27016_002E,C27016_002M,C27016_003E,C27016_003M,C27016_004E,C27016_004M,C27016_005E,C27016_005M,C27016_006E,C27016_006M,C27016_007E,C27016_007M,C27016_008E,C27016_008M,C27016_009E,C27016_009M,C27016_010E,C27016_010M,C27016_011E,C27016_011M,C27016_012E,C27016_012M,C27016_013E,C27016_013M,C27016_014E,C27016_014M,C27016_015E,C27016_015M,C27016_016E,C27016_016M,C27016_017E,C27016_017M,C27016_018E,C27016_018M,C27016_019E,C27016_019M,C27016_020E,C27016_020M,C27016_021E,C27016_021M,C27016_022E,C27016_022M,C27016_023E,C27016_023M,C27016_024E,C27016_024M,C27016_025E,C27016_025M,C27016_026E,C27016_026M,C27016_027E,C27016_027M,C27016_028E,C27016_028M,C27016_029E,C27016_029M,C27016_030E,C27016_030M,C27016_031E,C27016_031M,C27016_032E,C27016_032M,C27016_033E,C27016_033M,C27016_034E,C27016_034M,C27016_035E,C27016_035M,C27016_036E,C27016_036M,C27016_037E,C27016_037M,C27016_038E,C27016_038M,C27016_039E,C27016_039M,C27016_040E,C27016_040M,C27016_041E,C27016_041M,C27016_042E,C27016_042M,C27016_043E,C27016_043M,C27016_044E,C27016_044M,C27016_045E,C27016_045M,C27016_046E,C27016_046M,C27016_047E,C27016_047M,C27016_048E,C27016_048M,C27016_049E,C27016_049M,C27016_050E,C27016_050M,C27016_051E,C27016_051M,NAME,C27016_001MA,C27016_001EA,C27016_002MA,C27016_002EA,C27016_003EA,C27016_003MA,C27016_004EA,C27016_004MA,C27016_005EA,C27016_005MA,C27016_006MA,C27016_006EA,C27016_007MA,C27016_007EA,C27016_008MA,C27016_008EA,C27016_009EA,C27016_009MA,C27016_010MA,C27016_010EA,C27016_011MA,C27016_011EA,C27016_012MA,C27016_012EA,C27016_013MA,C27016_013EA,C27016_014MA,C27016_014EA,C27016_015EA,C27016_015MA,C27016_016EA,C27016_016MA,C27016_017MA,C27016_017EA,C27016_018MA,C27016_018EA,C27016_019MA,C27016_019EA,C27016_020EA,C27016_020MA,C27016_021EA,C27016_021MA,C27016_022MA,C27016_022EA,C27016_023MA,C27016_023EA,C27016_024EA,C27016_024MA,C27016_025EA,C27016_025MA,C27016_026EA,C27016_026MA,C27016_027MA,C27016_027EA,C27016_028EA,C27016_028MA,C27016_029EA,C27016_029MA,C27016_030EA,C27016_030MA,C27016_031EA,C27016_031MA,C27016_032MA,C27016_032EA,C27016_033MA,C27016_033EA,C27016_034MA,C27016_034EA,C27016_035MA,C27016_035EA,C27016_036EA,C27016_036MA,C27016_037EA,C27016_037MA,C27016_038EA,C27016_038MA,C27016_039MA,C27016_039EA,C27016_040MA,C27016_040EA,C27016_041MA,C27016_041EA,C27016_042EA,C27016_042MA,C27016_043EA,C27016_043MA,C27016_044EA,C27016_044MA,C27016_045MA,C27016_045EA,C27016_046MA,C27016_046EA,C27016_047EA,C27016_047MA,C27016_048EA,C27016_048MA,C27016_049MA,C27016_049EA,C27016_050EA,C27016_050MA,C27016_051MA,C27016_051EA,state
0400000US01,4653597,3125,887717,22606,310590,11915,287323,11145,23267,3956,508921,13520,284409,10838,224512,9350,68206,4104,67554,4082,652,452,992930,27685,255803,11901,230574,11374,25229,4915,569466,17550,372709,13283,196757,9644,167661,5137,167325,5127,336,328,813503,25519,190140,10295,180684,9826,9456,2223,491588,16264,391184,14626,100404,6575,131775,5997,131086,5974,689,657,613731,17343,130690,7410,126363,7363,4327,1562,395179,10790,350201,10379,44978,4180,87862,5264,87862,5264,0,273,1345716,26925,233245,8829,229007,8593,4238,1583,930380,18743,882039,17766,48341,4580,182091,6843,181849,6826,242,217,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683599,2461,69227,6101,23773,2891,20190,2468,3583,1331,42523,3746,20948,2833,21575,2464,2931,1062,2911,1063,20,35,112447,8041,34272,4157,30689,3906,3583,1128,69239,4641,39755,3722,29484,2819,8936,1336,8720,1334,216,204,107523,8027,36084,4299,27946,3666,8138,2364,61902,4809,38342,3698,23560,3163,9537,1506,9257,1430,280,300,99385,7222,32781,3494,28883,3326,3898,1323,58946,4609,43996,3842,14950,2954,7658,1256,7394,1231,264,246,295017,10001,57264,4505,54081,4587,3183,958,214985,7069,191902,7193,23083,2762,22768,1987,22374,1859,394,357,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6259083,4476,1093740,33517,392229,17920,331428,15931,60801,7345,633902,18818,402432,14722,231470,11868,67609,4351,65097,4382,2512,746,1342235,36268,435418,17838,353172,15967,82246,8458,725596,20310,455725,16296,269871,11282,181221,6605,178589,6374,2632,1164,1099189,33657,286697,13634,249632,12826,37065,5061,637236,19810,475002,16225,162234,10715,175256,7036,173731,6918,1525,594,818153,28056,181801,11404,167466,10794,14335,2736,499813,17417,416759,13985,83054,6978,136539,7159,135403,7172,1136,829,1905766,32050,309963,13082,299520,13182,10443,2487,1280868,19724,1183487,17972,97381,7367,314935,8289,313002,8279,1933,915,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2833775,2478,534864,16592,193081,9271,177898,9271,15183,2645,300407,9693,149742,6494,150665,7694,41376,2705,40850,2721,526,489,669051,20462,189814,9493,175282,9079,14532,2815,364685,11999,220274,8911,144411,8029,114552,4732,114291,4725,261,235,537446,19378,126261,7640,117579,7602,8682,1973,323586,12948,242427,10661,81159,7051,87599,4544,87488,4584,111,149,360039,13025,75643,4559,71300,4528,4343,1643,230939,9303,196413,8893,34526,4173,53457,3917,53369,3910,88,110,732375,17427,114604,6024,111510,5756,3094,1300,509951,13592,468840,13396,41111,4840,107820,3917,107820,3917,0,273,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36514381,9382,5781826,74256,2012585,38677,1765209,35613,247376,13425,3361998,39886,1899606,28140,1462392,23688,407243,10151,386702,9730,20541,2927,7376425,86188,2221747,39454,1920801,36975,300946,14149,4286025,48152,2393189,34977,1892836,33036,868653,17262,849762,17015,18891,2737,5767221,76570,1475720,28670,1327687,27423,148033,8338,3585029,51149,2423119,38303,1161910,28754,706472,14653,693979,13999,12493,2219,4383455,64789,1009677,26411,947527,26293,62150,5668,2820982,42842,2221217,35011,599765,23994,552796,14863,545585,14546,7211,1507,13205454,83328,2437880,30103,2380530,29086,57350,4866,9125767,60268,8334794,57795,790973,20190,1641807,18846,1629350,18796,12457,1768,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4914516,3184,659214,22993,210532,11691,174458,11143,36074,4847,405523,13051,233717,9746,171806,9208,43159,3138,42050,3043,1109,630,848406,25828,258346,13224,213589,12673,44757,5024,491193,14599,286698,11919,204495,10129,98867,4005,98268,3994,599,412,797755,18049,210246,9119,184911,8249,25335,3799,482676,12368,356847,10819,125829,7721,104833,5298,104378,5316,455,295,668066,19775,164118,8889,155233,8583,8885,1866,425967,13656,357182,11579,68785,5882,77981,4616,77868,4600,113,115,1941075,26174,370169,11478,362700,11509,7469,1790,1359611,16282,1270354,16699,89257,6638,211295,7238,210549,7199,746,533,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3463164,2282,350145,15842,103498,7645,97955,7295,5543,1634,214714,9126,152639,7266,62075,5075,31933,3034,30856,3020,1077,763,450639,16991,122576,6505,115127,6610,7449,1687,237818,11050,168419,8057,69399,6245,90245,5288,89180,5300,1065,616,474132,18327,116509,7487,111559,7324,4950,1961,271462,11748,210455,9667,61007,6738,86161,4258,85524,4230,637,458,460246,17993,110957,7646,108354,7491,2603,1049,279817,11331,240394,9907,39423,4988,69472,4861,68340,4695,1132,796,1728002,21820,352301,7585,349107,7576,3194,1055,1168687,15794,1111203,15612,57484,4691,207014,5450,206335,5447,679,475,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,871457,1341,103376,8083,36655,4296,35756,4270,899,510,57033,4700,42693,4004,14340,2469,9688,1707,9619,1695,69,91,139084,11324,39560,5154,35374,4767,4186,1558,76385,6793,54789,5705,21596,3300,23139,2377,23091,2371,48,85,149776,10338,38178,4780,35290,4634,2888,1569,88686,6353,72319,5413,16367,2249,22912,2510,22912,2510,0,265,129155,8906,28181,3528,26807,3284,1374,1112,80661,5829,71595,5478,9066,2345,20313,2128,20313,2128,0,265,350066,12249,60025,4354,58360,4321,1665,859,240676,8944,228055,8536,12621,2102,49365,3046,49287,3052,78,130,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,569625,671,109423,7577,30555,3846,30077,3852,478,480,70100,4969,61197,4619,8903,1695,8768,1284,8541,1236,227,285,78377,7481,20520,3706,19776,3667,744,459,46656,4218,39853,3875,6803,1539,11201,1418,11056,1412,145,175,63539,7679,11691,3059,11388,3078,303,352,43306,4969,35613,4358,7693,1996,8542,1569,8417,1608,125,158,63307,6378,6238,1836,5942,1751,296,322,48916,5358,41248,4363,7668,2019,8153,1323,8153,1323,0,292,254979,9180,31349,2526,31019,2522,330,268,193322,7037,183290,6502,10032,2182,30308,2096,29886,1992,422,427,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18397865,7023,3047100,41629,923963,23162,778746,22238,145217,10636,1804515,26296,872358,17943,932157,22104,318622,10183,303787,10351,14835,2747,3879326,54535,972496,24327,791701,22842,180795,11939,2189977,32122,1136183,25298,1053794,26155,716853,13605,703622,13338,13231,2454,3301482,52874,695342,18602,600909,17613,94433,8482,1981082,37074,1331649,28228,649433,17693,625058,12362,618174,12206,6884,1890,2546414,46794,478773,15047,439648,13826,39125,5635,1598846,33837,1242199,25876,356647,14707,468795,12741,464374,12740,4421,1458,5623543,54695,865944,20031,827719,19563,38225,4888,3678372,38483,3291835,37043,386537,15946,1079227,15526,1072686,15473,6541,1785,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
