GEO_ID,C25074_001E,C25074_001M,C25074_002E,C25074_002M,C25074_003E,C25074_003M,C25074_004E,C25074_004M,C25074_005E,C25074_005M,C25074_006E,C25074_006M,C25074_007E,C25074_007M,C25074_008E,C25074_008M,C25074_009E,C25074_009M,C25074_010E,C25074_010M,C25074_011E,C25074_011M,C25074_012E,C25074_012M,C25074_013E,C25074_013M,C25074_014E,C25074_014M,C25074_015E,C25074_015M,C25074_016E,C25074_016M,C25074_017E,C25074_017M,C25074_018E,C25074_018M,C25074_019E,C25074_019M,C25074_020E,C25074_020M,C25074_021E,C25074_021M,C25074_022E,C25074_022M,C25074_023E,C25074_023M,C25074_024E,C25074_024M,C25074_025E,C25074_025M,NAME,C25074_001EA,C25074_001MA,C25074_002EA,C25074_002MA,C25074_003MA,C25074_003EA,C25074_004EA,C25074_004MA,C25074_005MA,C25074_005EA,C25074_006MA,C25074_006EA,C25074_007EA,C25074_007MA,C25074_008EA,C25074_008MA,C25074_009MA,C25074_009EA,C25074_010MA,C25074_010EA,C25074_011MA,C25074_011EA,C25074_012MA,C25074_012EA,C25074_013EA,C25074_013MA,C25074_014MA,C25074_014EA,C25074_015MA,C25074_015EA,C25074_016MA,C25074_016EA,C25074_017MA,C25074_017EA,C25074_018EA,C25074_018MA,C25074_019EA,C25074_019MA,C25074_020EA,C25074_020MA,C25074_021MA,C25074_021EA,C25074_022EA,C25074_022MA,C25074_023MA,C25074_023EA,C25074_024EA,C25074_024MA,C25074_025MA,C25074_025EA,state
0400000US13,1178255,14458,210015,7790,9367,1563,141845,6045,58803,4770,225831,9400,21007,1872,185923,8673,18901,2280,273016,9662,75189,5669,181097,7514,16730,2264,179109,7795,119888,6747,50161,3912,9060,1510,158421,6966,136256,6429,14997,2444,7168,1418,131863,7005,123369,6591,2846,796,5648,1293,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,187279,5414,19115,2185,1181,521,12585,1981,5349,1075,21181,2321,2633,880,16558,2252,1990,840,33650,2640,4206,959,26269,2600,3175,921,29437,2741,9076,1567,18897,2338,1464,539,34355,3044,17118,2425,15492,2026,1745,592,49541,3542,40668,3320,6326,1248,2547,685,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,175177,5242,27959,2714,1784,781,22849,2451,3326,889,37220,3327,5325,1131,28991,2936,2904,836,46940,3387,18903,2441,25114,2748,2923,869,28007,2676,21827,2530,4100,1117,2080,767,22337,2419,19515,2376,1018,517,1804,550,12714,1743,11831,1701,72,122,811,403,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1533519,13202,246658,7430,17017,2018,171097,6067,58544,4152,279307,7854,31568,2627,235699,7231,12040,1687,336960,8591,91600,5768,233405,7732,11955,1833,234916,7730,153160,6750,72333,4854,9423,1340,228598,7549,190045,6775,28847,2655,9706,1601,207080,6185,190057,6280,7175,1590,9848,1681,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,734154,9897,130927,6171,8697,1432,93931,4968,28299,2857,164715,6900,22096,2330,132755,5890,9864,1524,193448,6102,81801,4929,98955,5191,12692,1758,107361,6012,87143,5523,14285,1848,5933,1163,86990,4396,78513,4305,2074,707,6403,1197,50713,3569,46105,3498,833,411,3775,1033,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,338155,6728,51534,3437,4306,809,40047,2881,7181,1276,74956,3862,13916,1501,56931,3738,4109,756,85703,3902,42687,3352,37196,2952,5820,802,55777,3614,45094,2992,6509,1499,4174,836,45378,2646,40508,2504,1868,689,3002,584,24807,2659,22057,2415,359,314,2391,571,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,351751,6919,51954,3526,4058,909,37686,3213,10210,1566,73072,3809,12630,1839,56779,3667,3663,681,88233,4664,41108,3389,40938,3310,6187,1097,57349,3690,44930,3423,9197,1683,3222,804,51889,3783,46812,3601,2291,669,2786,855,29254,2453,27034,2436,172,174,2048,644,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,528056,11015,110527,5386,10285,1882,75731,4398,24511,2713,125706,6799,21255,2543,92795,5433,11656,1807,123892,5907,61491,4466,51849,3414,10552,1568,71788,4835,58021,4430,7996,1469,5771,1265,61121,3868,54241,3743,1720,694,5160,1138,35022,3137,30465,2936,609,446,3948,950,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,548318,11587,103291,4984,6293,1423,68999,4456,27999,2893,117610,5940,12496,1888,92816,6013,12298,1712,121380,5358,40443,3453,70290,4571,10647,1748,77346,4517,53440,4202,16838,2253,7068,1332,74105,5221,61891,4965,4964,1090,7250,1410,54586,4412,48539,4361,598,412,5449,1043,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,149022,5676,23215,2037,2918,796,16042,1903,4255,957,36767,3113,9011,1440,25411,2854,2345,702,36180,2947,13506,1970,20259,2039,2415,661,21125,2259,15293,1990,4381,1074,1451,571,19496,2435,17142,2206,1050,563,1304,481,12239,1674,10957,1647,29,49,1253,483,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,701172,11745,86018,5024,11032,1633,58174,4513,16812,2455,83356,4585,12142,1847,67839,4097,3375,897,128459,6714,21573,2656,101505,5952,5381,1204,115639,5748,43478,3667,67905,4843,4256,1173,137246,6552,95688,4924,36987,3969,4571,1024,150454,6794,136357,6315,9115,1359,4982,1204,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,952037,10587,144310,6202,18340,2372,97831,5570,28139,3382,169746,6799,40137,3041,123203,6138,6406,1508,169133,6162,37582,3412,125432,5702,6119,1216,132661,7129,63940,4400,63866,4956,4855,1273,153304,6730,111772,5789,36253,3486,5279,1167,182883,6254,168819,6154,8530,1370,5534,983,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1037147,11792,204178,6755,11429,1495,149804,6097,42945,3786,236049,6693,30556,2665,193556,6297,11937,1553,246258,6938,86632,4594,146536,5980,13090,1730,143997,6224,106573,5825,29764,2772,7660,1481,123942,5319,107533,5095,9528,1692,6881,1162,82723,4127,75831,3813,1602,572,5290,1015,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,564220,7849,83394,4401,7588,1366,64112,4087,11694,1738,121867,5291,22367,2289,93792,5009,5708,945,132720,5169,47802,3081,79253,4029,5665,913,84936,4449,60294,3777,21104,2020,3538,569,82877,4423,71603,4246,7978,1432,3296,673,58426,3975,53711,4003,1661,754,3054,783,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,326625,7460,72138,4662,4752,1177,48105,3620,19281,2467,78904,4405,10611,1766,59679,3769,8614,1506,74258,4086,29249,2799,35630,3194,9379,1656,46496,4286,32113,3633,9473,2038,4910,1091,33473,3156,27908,2804,689,388,4876,1224,21356,2701,18584,2505,19,34,2753,773,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,729257,11761,135472,5743,9126,1542,100025,5194,26321,2716,154965,7161,21966,2192,122107,6556,10892,1436,177801,7831,77927,5114,89742,4815,10132,1422,112087,5959,88336,5342,18095,2332,5656,1059,91149,4557,82025,4446,2986,966,6138,875,57783,4071,52934,3947,702,410,4147,917,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,122114,4642,15519,1778,1718,638,10876,1447,2925,999,27117,2251,5204,946,19371,1935,2542,767,35655,2682,16466,2013,15097,1998,4092,883,19901,2488,14809,2109,2647,921,2445,758,14370,1868,11953,1739,663,322,1754,416,9552,1449,7764,1285,79,128,1709,624,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,234655,5829,30804,3191,2882,825,21404,2704,6518,1070,48273,2912,7400,1221,37945,2824,2928,690,60807,3691,26880,2607,30050,2791,3877,788,39753,2772,32017,2800,4789,970,2947,747,35293,2682,31526,2685,1722,584,2045,534,19725,2074,17577,1961,252,206,1896,505,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,423942,8805,48196,4003,1184,676,35377,3671,11635,2170,60357,4403,4504,1089,53061,4226,2792,743,99707,5646,17026,2546,79340,6052,3341,1042,70136,4186,37458,2969,31160,3088,1518,564,74740,4942,60756,4881,11903,1882,2081,730,70806,4494,67434,4478,2209,979,1163,637,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,145983,5144,14563,2083,1950,647,9406,1755,3207,930,23892,2325,3799,715,18728,2153,1365,577,33050,2978,6461,1467,25280,2527,1309,534,26465,2566,14138,2136,11181,1833,1146,510,25335,2879,19962,2467,4549,1083,824,433,22678,2699,21331,2732,540,422,807,380,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1065693,11891,130016,5033,10370,1580,92527,4553,27119,2895,162968,5986,21202,2136,135981,5532,5785,1113,197234,6445,24497,2417,165991,5955,6746,1137,158116,6863,58776,3622,93790,6184,5550,1266,192794,6879,137567,6207,50202,4340,5025,1108,224565,7697,208744,7923,9918,1690,5903,1257,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,245319,7043,45798,3561,3615,984,29348,2562,12835,2065,49247,4310,7190,1405,37785,3556,4272,1092,57811,4285,23628,2966,28874,3086,5309,1194,35137,3074,26232,2754,6132,1470,2773,904,31460,2766,27408,2563,1917,715,2135,603,25866,2685,23236,2335,72,121,2558,863,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3292304,17577,486721,11691,36342,3124,356980,9750,93399,4437,526606,11017,70924,4528,438088,10462,17594,1908,623991,13227,151347,6797,451476,10800,21168,2066,465349,12359,223317,7648,225266,7273,16766,2284,514197,10752,363890,9402,132834,6414,17473,2126,675440,11621,608626,10968,47448,3543,19366,2274,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1205308,14092,212312,7500,10823,1516,153166,6564,48323,3790,247153,8652,27504,2489,198382,7831,21267,2438,293026,9183,109614,5779,163249,6402,20163,2439,194702,7549,142396,6614,41342,3642,10964,1766,159387,6263,138519,5900,10829,1943,10039,1813,98728,5921,90868,5682,1669,632,6191,1186,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,92739,3625,14822,1737,1594,474,11340,1565,1888,621,18571,2084,3510,851,14022,1756,1039,417,23020,2499,14679,2098,6324,1265,2017,527,14701,1828,11522,1614,1601,741,1578,507,12603,1657,11325,1591,260,186,1018,402,9022,1526,7370,1402,16,26,1636,524,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1429869,17019,278322,9257,22508,1942,203800,8421,52014,3562,318117,9723,42045,3047,256747,8373,19325,2237,336945,7194,139470,6199,180511,5144,16964,1766,215689,8441,171887,7678,33238,2792,10564,1539,172873,5782,157938,5441,8378,1474,6557,1271,107923,4781,99777,4707,1933,637,6213,1107,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,461581,7782,77700,3816,6002,1218,51796,3357,19902,2099,98987,5204,11017,1555,77222,4807,10748,1548,117197,5765,55191,4030,51951,3942,10055,1669,73811,4565,57735,3841,9853,1795,6223,872,58315,3684,52377,3362,1753,600,4185,912,35571,2897,31752,2743,290,202,3529,842,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,564463,10492,86683,4674,5905,1269,65466,4318,15312,2335,108805,5812,10564,1457,93048,5734,5193,1203,136903,5819,37538,3273,94239,4555,5126,1082,94622,4713,64075,4390,27635,2771,2912,912,80810,5628,71208,5207,7100,1322,2502,679,56640,3518,53343,3453,1374,587,1923,524,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1474352,16039,249604,8315,20356,1899,180348,7642,48900,3987,301423,8151,51104,3259,227377,6832,22942,2227,344105,9861,127267,5700,197417,7410,19421,2191,212851,6534,143525,5692,55211,3632,14115,1890,209317,7559,179867,6937,17239,2279,12211,1777,157052,6224,142434,5901,4928,1230,9690,1723,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,157779,5612,26713,2634,4340,1084,16511,2268,5862,1198,32846,2936,8793,1381,23079,2353,974,448,34878,3048,7787,1457,25903,2852,1188,516,21931,2429,13514,2004,7310,1335,1107,669,22117,2619,18622,2385,2198,692,1297,679,19294,2337,17618,2145,961,501,715,519,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,551233,10628,108044,5725,4392,1093,72252,4291,31400,3587,113439,5266,12157,1629,90406,5198,10876,1680,133209,6107,45586,4143,75367,4374,12256,2122,82995,5267,59840,4627,16611,2371,6544,1375,68785,4620,60003,4158,4850,1272,3932,983,44761,3880,41894,3634,613,329,2254,787,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,102134,3829,17438,1895,2060,589,12742,1695,2636,695,22165,2189,5176,1040,15149,1823,1840,636,26347,2526,16108,2188,7748,1325,2491,517,16684,2144,13539,1914,1875,793,1270,474,11679,1528,10000,1509,512,368,1167,343,7821,1310,6375,1176,0,223,1446,546,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,777895,11156,151813,6642,12123,1994,101210,5418,38480,3546,176657,6262,24509,2522,136108,6375,16040,1844,182187,7035,69574,4779,98546,5593,14067,1896,115516,5655,86832,5263,20703,2432,7981,1792,95774,4817,83149,4320,5453,1329,7172,1300,55948,4427,50209,4081,1199,605,4540,1103,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3182761,25433,454440,12830,24204,2893,325414,11564,104822,5567,576524,14446,48145,3929,487147,12631,41232,3320,733444,13783,228150,7747,466512,11239,38782,3164,519304,11864,351368,10407,142595,6266,25341,2486,490316,13299,423146,11402,44150,4011,23020,2689,408733,11911,380702,12005,7970,1519,20061,2502,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,264883,6277,30571,2612,1692,601,22634,2411,6245,1326,49554,3968,5144,1130,41725,3695,2685,806,65092,4143,21969,2430,40023,3421,3100,797,46569,3619,33736,3327,11500,1936,1333,502,44257,3474,37498,3280,4824,1256,1935,664,28840,2731,27036,2654,605,401,1199,531,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,76075,3506,12028,1687,959,407,9161,1463,1908,643,15746,1557,3443,776,11381,1312,922,341,18765,1729,5162,1027,12562,1542,1041,370,11995,1700,7891,1491,3450,918,654,301,9334,1445,7275,1365,1301,549,758,407,8207,1505,7333,1434,78,93,796,430,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,967492,13869,114046,5983,8493,1463,78278,4784,27275,2903,135985,5154,14953,2092,110184,5403,10848,1707,189386,7977,44386,3931,131345,7053,13655,1736,161982,6884,78567,4902,74765,4972,8650,1430,167256,7095,116428,5426,42137,4028,8691,1390,198837,6960,179739,6410,13828,1932,5270,1280,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,961924,12195,122767,6515,10204,1703,91506,5736,21057,2592,150530,6317,17164,2204,126405,6072,6961,1455,215473,7524,49685,4030,158154,6633,7634,1303,153644,6039,90728,4984,57450,3949,5466,1015,164244,7303,132538,6616,27393,3079,4313,1175,155266,6854,144526,6634,5009,1218,5731,1292,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
