GEO_ID,C14003_001E,C14003_001M,C14003_002E,C14003_002M,C14003_003E,C14003_003M,C14003_004E,C14003_004M,C14003_005E,C14003_005M,C14003_006E,C14003_006M,C14003_007E,C14003_007M,C14003_008E,C14003_008M,C14003_009E,C14003_009M,C14003_010E,C14003_010M,C14003_011E,C14003_011M,C14003_012E,C14003_012M,C14003_013E,C14003_013M,C14003_014E,C14003_014M,C14003_015E,C14003_015M,C14003_016E,C14003_016M,C14003_017E,C14003_017M,C14003_018E,C14003_018M,C14003_019E,C14003_019M,C14003_020E,C14003_020M,C14003_021E,C14003_021M,C14003_022E,C14003_022M,C14003_023E,C14003_023M,C14003_024E,C14003_024M,C14003_025E,C14003_025M,C14003_026E,C14003_026M,C14003_027E,C14003_027M,C14003_028E,C14003_028M,NAME,C14003_001MA,C14003_001EA,C14003_002EA,C14003_002MA,C14003_003MA,C14003_003EA,C14003_004MA,C14003_004EA,C14003_005MA,C14003_005EA,C14003_006MA,C14003_006EA,C14003_007EA,C14003_007MA,C14003_008MA,C14003_008EA,C14003_009MA,C14003_009EA,C14003_010MA,C14003_010EA,C14003_011MA,C14003_011EA,C14003_012EA,C14003_012MA,C14003_013EA,C14003_013MA,C14003_014EA,C14003_014MA,C14003_015EA,C14003_015MA,C14003_016EA,C14003_016MA,C14003_017MA,C14003_017EA,C14003_018MA,C14003_018EA,C14003_019EA,C14003_019MA,C14003_020EA,C14003_020MA,C14003_021EA,C14003_021MA,C14003_022EA,C14003_022MA,C14003_023EA,C14003_023MA,C14003_024EA,C14003_024MA,C14003_025EA,C14003_025MA,C14003_026EA,C14003_026MA,C14003_027MA,C14003_027EA,C14003_028MA,C14003_028EA,state
0400000US01,4602128,5424,1060311,11987,26524,2795,254003,8516,283522,7189,172686,3747,92133,4537,113975,5613,64962,4471,52506,3449,178151,6752,29387,2525,37092,3071,31694,2772,19988,2114,13458,2560,22210,3647,12126,1844,12196,1702,3363666,10535,68988,3924,18563,2663,3244,1035,6567,1458,43245,3138,203328,6034,524565,7691,2495166,6614,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,681543,1989,168271,5323,5283,1103,41476,2655,47487,2752,27733,1258,10323,1381,12389,1771,12033,1984,11547,1884,25102,2935,2400,734,4751,1217,3555,1089,3382,926,1679,731,3878,1382,2658,829,2799,987,488170,4282,13457,1434,3643,1142,1330,615,1446,561,7047,1109,39707,2345,88999,2521,332541,2399,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6144887,6060,1546085,13961,39119,3487,383477,9021,427149,9860,241820,3809,120448,4525,143509,5763,98121,5107,92442,6018,183107,7633,25682,2856,36459,4487,21743,2930,15856,2525,8607,1622,17705,3034,28430,3443,28625,2808,4415695,13330,122125,5125,28687,3605,8447,1996,12997,2356,60458,4285,283841,6554,732889,5476,3166251,7988,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2805549,3136,684250,9865,27781,2810,171037,5150,186179,5024,106872,2612,53031,3761,64684,7335,40480,3717,34186,2900,75813,5934,12182,1753,14003,2311,12127,1906,6409,1223,7747,2430,8747,2093,7464,1481,7134,1369,2045486,8532,38431,2909,10818,2077,3213,974,6021,1359,30353,2934,126492,4475,320103,5540,1510055,6180,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35874812,14732,9197830,32902,311153,9677,2202136,23053,2323871,22114,1502644,7259,765618,13146,1038226,20311,579941,14533,474241,11727,1450502,26977,216130,7346,249243,8677,215946,8425,116659,6125,107177,7567,187918,8755,196498,8334,160931,6695,25226480,30590,527064,12150,85275,4455,38469,3496,44088,3901,289504,9302,1556491,18782,4547014,15972,18138575,14347,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4848237,5405,1167161,13072,39556,3285,298464,7634,299111,6963,180696,3258,92763,4349,123306,5580,74895,4741,58370,4257,191350,8942,30830,3063,37391,3492,25721,3027,13136,1950,13245,2268,24211,3150,21638,2845,25178,2372,3489726,12017,71057,4231,18666,2872,5713,1295,7503,1753,36151,2987,202672,6636,631766,5735,2516198,5484,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3459728,3576,753322,8630,26577,2364,191795,6442,211278,5447,130640,2511,55930,2455,68061,4393,37424,3423,31617,2843,195204,6820,25839,1930,23723,2413,26565,2734,16896,2141,25272,2697,36733,4061,21505,2640,18671,2149,2511202,8176,31924,2676,6957,1697,3249,1017,2500,888,18256,1891,123150,4795,362821,4876,1962345,4066,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,867321,1574,186359,6008,7551,1423,42364,2739,44651,2968,29966,1357,20720,1879,20835,2576,10803,1739,9469,1486,49911,3803,5427,1211,10769,1620,11065,2011,5657,950,3722,1066,6057,1260,2981,859,4233,1052,631051,4498,10669,1423,2944,965,1238,775,1320,571,6335,1205,35252,2857,96732,2036,476561,2177,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,583374,1281,85853,3691,6009,1158,22497,1763,18080,1729,13795,756,5732,1220,6387,1582,7834,1616,5519,1059,72602,3620,2699,690,4542,1061,5351,998,2797,703,15742,2243,20603,2710,14671,2296,6197,1237,424919,3918,3074,973,229,278,538,476,577,364,4045,1189,33853,2551,103817,2352,278786,1685,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18218711,8368,3800179,26960,116425,6044,888203,13230,994490,12846,615940,6293,313601,9889,442641,11771,239024,9465,189855,8176,814145,19805,106372,4784,148911,6846,124751,5930,66831,4603,63126,6172,102743,8218,96497,4668,104914,5765,13604387,25257,220574,7672,44276,4256,18884,2885,29247,3119,142172,7678,702345,14806,1935429,12501,10511460,11701,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
