GEO_ID,B17020G_001E,B17020G_001M,B17020G_002E,B17020G_002M,B17020G_003E,B17020G_003M,B17020G_004E,B17020G_004M,B17020G_005E,B17020G_005M,B17020G_006E,B17020G_006M,B17020G_007E,B17020G_007M,B17020G_008E,B17020G_008M,B17020G_009E,B17020G_009M,B17020G_010E,B17020G_010M,B17020G_011E,B17020G_011M,B17020G_012E,B17020G_012M,B17020G_013E,B17020G_013M,B17020G_014E,B17020G_014M,B17020G_015E,B17020G_015M,B17020G_016E,B17020G_016M,B17020G_017E,B17020G_017M,NAME,B17020G_001EA,B17020G_001MA,B17020G_002MA,B17020G_002EA,B17020G_003MA,B17020G_003EA,B17020G_004EA,B17020G_004MA,B17020G_005EA,B17020G_005MA,B17020G_006MA,B17020G_006EA,B17020G_007EA,B17020G_007MA,B17020G_008MA,B17020G_008EA,B17020G_009MA,B17020G_009EA,B17020G_010EA,B17020G_010MA,B17020G_011EA,B17020G_011MA,B17020G_012MA,B17020G_012EA,B17020G_013MA,B17020G_013EA,B17020G_014MA,B17020G_014EA,B17020G_015EA,B17020G_015MA,B17020G_016EA,B17020G_016MA,B17020G_017MA,B17020G_017EA,state
0400000US29,127031,7960,30788,4264,6336,1547,862,459,5283,1327,3765,1128,13870,2557,350,206,322,213,96243,7623,15235,2281,2579,749,12973,2392,13546,2357,47144,4152,2500,707,2266,857,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,23019,2949,3460,1168,735,563,60,109,252,214,559,413,1744,706,71,101,39,62,19559,2802,2878,906,797,506,2491,734,2994,1021,9108,1453,969,552,322,215,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,38389,4199,10588,3052,3059,1168,431,377,1858,693,1074,698,4141,1385,17,27,8,14,27801,3023,4541,1169,810,356,5503,1313,3076,779,13010,1845,742,365,119,125,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,102230,7605,16537,3082,3598,1072,803,504,2904,1059,1566,720,7408,1400,128,192,130,161,85693,6941,12269,1929,2279,742,12797,1894,11682,1834,43491,4334,2448,986,727,363,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20309,2247,2820,955,731,443,143,207,360,280,237,262,1286,579,33,58,30,55,17489,2285,2208,776,540,420,3004,694,1928,677,8862,1382,746,388,201,131,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,224675,12230,38134,5842,6355,1796,1602,802,4914,1527,4810,1821,18332,3213,1789,813,332,274,186541,10844,23747,2577,4387,1029,26432,2456,22500,2764,99683,7195,6321,1367,3471,884,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,57376,5280,11779,2347,2311,918,140,140,2397,1074,1709,775,4501,1072,399,352,322,259,45597,4947,6645,1512,1283,487,7565,1706,6053,1515,20799,2650,2176,712,1076,536,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,492234,13952,109789,10425,20315,2779,3532,897,16084,2781,13588,2793,50307,5377,3424,1161,2539,806,382445,14347,49893,3702,9334,2007,47678,3596,45701,4089,206317,9125,15120,2142,8402,1592,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,208111,11380,50501,5860,10924,1806,2031,983,9079,1944,7405,1710,20087,2743,577,357,398,339,157610,9710,26511,3375,4033,1132,26277,3206,22567,2846,72775,5225,3657,1007,1790,715,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13323,1836,3053,1320,640,469,113,170,132,143,807,640,1029,477,71,106,261,395,10270,1866,2704,899,292,205,1910,684,1557,730,3598,887,41,53,168,198,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,232169,9494,66840,6824,18818,2926,2779,790,13659,2016,7627,1562,22691,3100,906,430,360,227,165329,7772,24320,2581,4761,1375,32408,3056,28580,3585,67992,3603,4713,1098,2555,815,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,288746,10800,62738,6926,12341,1893,2041,758,12723,2202,7091,1797,26184,2912,1808,637,550,243,226008,10051,29667,2929,4138,998,32283,3086,27110,2334,116978,5575,9807,1138,6025,868,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,133655,8377,28891,4107,4789,1444,760,509,3799,1149,3185,1047,15595,2456,462,288,301,280,104764,7811,13403,2193,2533,871,15884,2096,15167,2258,52620,4701,3520,747,1637,481,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,226971,11667,64643,6370,17176,2599,3354,1174,11039,1950,7278,1739,24313,3221,1056,486,427,264,162328,9027,26464,2851,4608,1254,24133,2807,24131,2641,73645,5005,4853,1100,4494,1019,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,27384,2947,7699,2047,1904,979,398,366,1258,712,713,561,3260,1010,138,208,28,72,19685,2593,2407,974,706,519,2646,817,3220,1023,9992,1921,594,319,120,188,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,80976,6951,20470,3928,5715,1796,1108,550,4445,1870,2196,1106,6041,1527,762,445,203,230,60506,5344,10061,2122,2249,774,9243,1982,8806,1597,28091,3120,1116,464,940,408,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,14939,2436,5332,1529,1641,753,125,135,1026,471,377,239,1882,743,77,159,204,288,9607,2234,1602,756,551,372,1912,779,1124,581,3938,1110,292,240,188,194,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,105060,7053,30394,5239,8509,2215,1056,516,5593,1394,3279,1094,11225,2465,375,247,357,292,74666,5621,12519,1958,2519,842,11949,2007,10566,2037,32806,3447,2127,692,2180,738,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,534053,20466,103241,9620,20530,2963,4905,1204,18942,3218,12125,2091,43374,4932,1698,852,1667,537,430812,17186,64244,4127,10919,1814,65663,5292,59138,5112,208878,8902,13796,2058,8174,1437,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,64674,5940,13909,3437,2667,1345,543,291,2518,1051,1824,764,6126,1367,114,151,117,147,50765,4702,10550,1435,1769,581,10436,1621,7817,1646,19139,2277,666,477,388,238,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9776,1590,1345,592,184,142,177,171,261,259,24,32,684,359,0,211,15,28,8431,1447,1694,448,162,110,1710,673,1233,605,3392,761,85,75,155,137,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,215344,10718,26425,3802,5594,1475,462,297,5201,1451,3550,1411,10562,2117,797,403,259,210,188919,10558,34352,3221,5184,1062,34549,3727,25783,3055,81078,5922,5302,1253,2671,690,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,295058,11695,51836,6512,9856,2102,714,313,7932,1949,7014,1768,25658,3415,472,330,190,178,243222,11500,34500,3542,6213,1224,38520,4140,36526,3200,117570,5965,5665,1061,4228,912,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,35189,3145,11634,2423,1837,753,838,420,2039,698,1749,780,4908,1350,230,290,33,59,23555,3001,2737,982,291,196,3702,874,3658,929,11336,1839,779,361,1052,524,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,115132,7152,32242,3963,7460,1704,1492,671,5977,1511,5024,1486,12084,2079,196,137,9,15,82890,6056,13594,1772,2727,707,15077,2511,13315,1998,35606,3311,1401,447,1170,389,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,14446,2516,3627,1568,625,537,175,230,761,520,367,264,1668,879,0,269,31,76,10819,2196,2585,1102,527,313,1296,666,855,540,5235,1294,218,187,103,121,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,491604,14292,238959,12327,21676,2750,3255,889,24806,2997,28243,3392,138938,8249,12205,1975,9836,1500,252645,12829,13531,1994,2205,712,19075,2861,22253,2757,172142,9000,14603,1997,8836,1466,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
