GEO_ID,B15010_001E,B15010_001M,B15010_002E,B15010_002M,B15010_003E,B15010_003M,B15010_004E,B15010_004M,B15010_005E,B15010_005M,B15010_006E,B15010_006M,B15010_007E,B15010_007M,B15010_008E,B15010_008M,B15010_009E,B15010_009M,B15010_010E,B15010_010M,B15010_011E,B15010_011M,B15010_012E,B15010_012M,B15010_013E,B15010_013M,B15010_014E,B15010_014M,B15010_015E,B15010_015M,B15010_016E,B15010_016M,NAME,B15010_001EA,B15010_001MA,B15010_002EA,B15010_002MA,B15010_003MA,B15010_003EA,B15010_004MA,B15010_004EA,B15010_005MA,B15010_005EA,B15010_006EA,B15010_006MA,B15010_007MA,B15010_007EA,B15010_008MA,B15010_008EA,B15010_009EA,B15010_009MA,B15010_010MA,B15010_010EA,B15010_011MA,B15010_011EA,B15010_012MA,B15010_012EA,B15010_013EA,B15010_013MA,B15010_014EA,B15010_014MA,B15010_015MA,B15010_015EA,B15010_016EA,B15010_016MA,state
0400000US13,1701758,20212,80677,5050,94200,5581,47379,3793,77185,4535,113520,5047,120496,6208,7123,1373,152133,6381,413586,10630,241308,8445,67732,4123,76304,4602,58887,4006,60437,4519,90791,4852,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,273574,7490,8138,1346,18007,2134,8913,1476,16086,2172,28510,2670,19848,2120,519,344,22895,2550,51859,3247,36505,3125,12470,1905,12563,1530,11167,1664,10944,1478,15150,1846,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,240928,6860,5693,1170,24371,2358,6982,1278,8848,1500,15879,1841,18766,1881,1306,496,23211,2401,42668,3920,42200,3145,9746,1477,12212,1970,8606,1741,7483,1393,12957,1631,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2603917,21666,115791,5281,142993,6159,82874,4147,112422,5010,194336,6434,188757,6284,11077,1399,234179,7198,563709,11686,374375,9337,107708,5040,126738,5263,110200,5495,121593,5194,117165,5816,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,959113,13192,31918,2470,57391,3432,32899,3365,35120,3153,47743,2973,66562,3930,3360,894,111270,5860,202098,6604,172661,6137,31970,2747,57770,3516,28238,2586,31341,2813,48772,3225,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,503551,11957,17055,1710,43129,3057,14844,2157,20453,2213,28095,2246,26152,2161,1604,559,49167,3159,99894,4814,103807,4807,15578,1716,23136,2289,17007,1719,16822,1972,26808,2036,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,547888,10838,18034,2097,42566,3338,14762,1906,20114,2466,28457,2699,32746,2661,1636,569,52134,3390,118553,5275,100635,4160,18802,2124,26480,2506,16081,1890,22033,2101,34855,2406,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,596383,11560,19360,2435,42098,3024,19313,2276,25464,2430,39768,3256,30588,2546,2245,760,65850,3620,116745,5067,108203,4982,21667,2615,28057,2818,16250,1980,25918,2778,34857,2775,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,630895,12380,17564,2038,41724,3290,22944,2814,22881,2168,34108,3432,40868,3454,3334,867,73717,4541,124906,5793,118494,5262,19130,2152,42587,2830,18886,1916,16835,1936,32917,2890,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,250969,6773,6781,1084,22085,1787,8301,1362,11025,1433,23190,2318,14283,1545,2090,807,23618,2245,35760,2967,41541,2732,16239,1787,14573,1946,12395,1831,6318,1150,12770,1879,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1396843,17610,85486,4596,91408,4735,56581,3808,69607,4544,145838,6425,123774,5686,9909,1543,114778,5338,239265,8358,147514,6008,73411,4685,82106,4736,46018,3231,48457,2712,62691,3947,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1738899,17070,78009,4521,107202,5150,70277,4246,93810,4908,177278,6737,150921,5746,8229,1319,137069,6169,320772,9240,169783,6194,115298,5811,102186,3969,75927,4256,51526,3513,80612,4113,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1655181,17276,58528,3812,86932,4310,54720,3600,63653,3976,90934,4119,169272,5851,6906,1037,168868,5631,357010,8543,270120,8094,56886,3868,68619,3735,49308,2821,58583,3682,94842,4220,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1122836,14058,51758,3046,74395,4376,33858,2626,50891,2903,87193,4298,76371,3663,5722,1011,102539,4156,218992,7371,171963,5072,45775,3105,49710,3108,41757,2793,45964,3125,65948,3662,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,371519,9137,12306,2070,26038,2288,10628,1622,13478,2000,14603,1779,17322,2079,1048,572,40642,3599,80133,4794,85507,4772,9773,1539,17092,1743,7536,1635,8702,1340,26711,2882,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1019819,14714,40563,3433,73012,3554,25367,2153,44431,3116,50244,3250,61051,3564,4726,1033,102842,4797,219987,6935,179778,6595,35428,2487,51906,3610,36779,3345,42586,3003,51119,3455,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,193860,7025,3275,732,22568,2039,6717,1026,8225,1284,14781,2199,10342,1510,689,290,21001,2390,30085,2764,36211,2705,7940,1330,9248,1371,9041,1398,5151,941,8586,1422,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,339071,6957,10844,1599,28368,2385,9080,1309,14123,1776,15654,1806,13191,1508,1216,411,36455,2555,74212,3911,69008,3623,8667,1214,13278,1925,8364,1246,13149,1669,23462,2276,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,388125,10981,12774,1804,19357,2394,15008,2288,14638,1935,28937,2697,26413,2467,1841,621,39535,3799,89231,4928,52920,3783,14198,2035,18066,2267,16235,2581,14013,1836,24959,3294,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,297481,7537,15213,1931,19656,2041,9813,1335,13734,1776,22828,2411,26613,2552,2695,784,22756,1732,59175,3236,36666,2742,19876,2183,15533,1698,12712,1932,8614,1476,11597,1721,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2113316,19302,114813,5044,101420,5323,81229,4281,102249,5032,177704,5229,182072,6650,9475,1198,164711,6308,464133,11328,265410,7288,106410,5481,100207,4145,84884,4275,75191,3880,83408,5138,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,335076,8912,11318,1776,25944,2403,16434,2138,17443,2276,24227,2542,29124,2792,947,465,28510,2565,49936,3419,57167,4567,18505,2336,17456,2077,14443,1772,8574,1378,15048,1933,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4259792,28577,177806,6287,201794,6593,140533,6427,235846,7966,425479,8881,241203,6702,24530,2268,364970,8183,791224,16273,519839,11588,263760,7092,261591,8522,273423,8803,158689,6116,179105,6795,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1673319,21717,68454,3935,105837,4967,62179,3476,80331,4837,124899,5910,115036,4677,9577,1753,150816,5791,340160,9928,240957,8680,71533,4240,89530,5301,51427,4022,58472,4366,104111,5343,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,122299,4358,2994,774,11153,1250,3948,864,3149,796,4924,830,4657,1042,534,218,15980,1731,22982,1989,27793,1906,2094,611,4153,867,2708,744,3612,951,11618,1660,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1900790,19109,65251,4260,109682,4668,62219,3749,73773,4288,111640,4740,149029,5852,8706,1348,191136,6544,401341,8312,342816,9062,69905,3951,85489,4123,66644,4452,72827,4281,90332,4077,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,560541,10991,19991,1781,37396,2985,18580,2470,22477,2456,28418,2445,30490,2286,3242,824,53991,3322,125707,5234,110848,4329,15585,2246,24882,2358,17639,2212,18662,2148,32633,3069,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,751803,11691,25079,2708,65614,4262,30241,2389,39543,2768,74064,4165,49933,3851,6766,1306,58758,4515,108476,4935,97532,4603,41519,2996,52285,3630,40027,3604,28254,2488,33712,3040,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2343485,24868,98060,4305,151508,7315,88885,4288,119002,5700,162416,6446,166628,6393,13175,1772,227372,7515,448130,10152,377067,9921,96455,4601,117733,5698,77661,4324,80758,4044,118635,5800,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,214586,6057,9589,1506,11018,1715,6736,1233,10958,1653,17150,1849,16146,2091,959,429,21483,2284,37932,2893,27895,2689,13688,1825,12922,2080,8793,1711,6351,1376,12966,1734,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,754491,13237,20931,2108,41069,3665,27307,2662,37393,3026,50145,4121,50673,3356,4855,1001,72740,4634,170445,7223,119874,4968,33350,3095,40941,3771,22915,2754,22443,2481,39410,3452,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,139786,4967,3842,843,12980,1358,4195,1049,4503,955,7377,1059,8276,1357,796,363,16839,1556,25260,2002,31470,2745,3998,986,4363,948,2695,722,3603,878,9589,1560,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,980364,15614,30573,2754,61996,3574,33746,2713,41965,3779,53781,3772,62710,3561,4008,946,94221,4618,221988,7325,165583,6579,38147,3099,47510,3645,30318,2596,38227,3217,55591,3419,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4091770,35016,184849,7760,248362,8631,152997,6850,156840,7259,239083,8229,372301,10422,38574,3342,338870,8587,947652,17546,597671,13329,142810,5706,186034,6729,127201,6501,143456,6228,215070,7772,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,465141,8736,20475,1950,29230,2660,13697,1559,21448,2184,34771,2799,31549,2571,3139,864,41036,2878,87197,4659,69927,3288,24621,2149,16920,1755,16914,2061,19058,2362,35159,2961,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,144831,4407,3553,769,13696,1513,5585,849,8943,1318,13759,1651,7962,1196,1216,458,12722,1471,14962,1557,19560,1610,12186,1861,11505,1466,8779,1322,2838,635,7565,1300,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1835618,18618,107405,5050,104413,4829,64597,3504,93008,5439,194628,6125,168815,6516,14505,1800,133002,5205,339000,8601,197350,6812,94080,4660,112213,5791,59855,3787,57313,3875,95434,5058,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1399238,16587,70601,4440,98875,3977,50361,2847,69760,4328,126903,4867,126942,5080,10743,1684,121421,5934,224533,7899,160039,6251,73124,3922,79602,3852,61982,3403,56051,3879,68301,4472,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,226845,7155,6706,1368,14112,1829,6550,1140,10127,1559,11299,1733,13045,1850,1636,557,24373,2152,42974,3002,53539,3363,5282,1033,9686,1187,6858,1485,6489,1342,14169,1969,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1001353,11838,31772,2584,77711,3662,31156,2790,38631,2437,67566,4166,63957,3410,4106,918,108858,4133,195352,5959,173755,6179,35564,2570,41416,2793,35262,2662,40114,2566,56133,3779,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,89474,5086,2441,853,11010,1811,3739,884,3687,1200,4724,979,7747,1418,1443,1009,8241,1273,11967,1766,19458,2212,2174,745,3433,899,2383,783,1895,615,5132,1110,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,544421,9989,14821,1751,26318,2941,27773,2802,19284,2228,26462,2754,29047,2997,2082,776,53880,3663,163141,6566,111517,5164,4491,1225,13748,1758,10378,1570,11814,1842,29665,3011,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
