GEO_ID,C22002_001E,C22002_001M,C22002_002E,C22002_002M,C22002_003E,C22002_003M,C22002_004E,C22002_004M,C22002_005E,C22002_005M,C22002_006E,C22002_006M,C22002_007E,C22002_007M,NAME,C22002_001MA,C22002_001EA,C22002_002MA,C22002_002EA,C22002_003MA,C22002_003EA,C22002_004EA,C22002_004MA,C22002_005EA,C22002_005MA,C22002_006MA,C22002_006EA,C22002_007MA,C22002_007EA,state
0400000US01,1815152,10938,260140,9719,155109,7293,105031,5166,1555012,12896,435648,9420,1119364,12226,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,254610,2804,26973,2080,16810,1905,10163,1390,227637,3388,79935,3708,147702,4224,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2334050,12895,308610,10005,184840,7968,123770,5501,2025440,12353,582484,9925,1442956,12536,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1114902,8104,153012,6075,89880,4842,63132,4334,961890,7956,275504,6185,686386,7701,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12406475,16820,918290,16010,700879,14746,217411,5821,11488185,21289,3905419,22976,7582766,26303,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1960585,9151,153681,6436,90420,4853,63261,4123,1806904,10525,546212,9107,1260692,12225,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1358809,7109,138205,5417,65598,3905,72607,4443,1220604,7412,377479,7302,843125,8582,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,328765,4178,37096,2975,22655,2463,14441,1864,291669,4846,85257,4193,206412,4703,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,252388,3730,28656,2792,12811,1703,15845,2184,223732,4082,35942,2654,187790,4322,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7035068,25739,871694,13415,442618,12074,429076,10779,6163374,26701,1586297,17502,4577077,25341,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3482420,15694,469338,10718,284288,8749,185050,6885,3013082,15059,973644,14786,2039438,16264,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,445812,4223,40594,3167,22241,2174,18353,2066,405218,4610,122684,4206,282534,5272,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,576709,5739,71990,3633,44516,2905,27474,2545,504719,5808,159522,4994,345197,5683,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4752857,13579,523580,9393,304522,7954,219058,5996,4229277,16503,1279174,14905,2950103,18264,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2470905,11185,286289,8136,168001,6304,118288,5600,2184616,11773,647446,11015,1537170,12032,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1223439,6610,132295,5162,72274,3965,60021,3876,1091144,7927,299195,5503,791949,7906,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101658,6952,96281,4932,54207,3759,42074,2920,1005377,8368,300109,5929,705268,7774,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1684348,9801,280171,8002,144350,5151,135821,5588,1404177,11523,398848,8989,1005329,9175,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1689822,9615,258527,7669,155453,6667,103074,5111,1431295,10365,421666,8916,1009629,11181,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545417,5576,88303,3819,41123,2577,47180,2922,457114,5601,108443,4424,348671,5792,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2127439,8728,178730,6549,106708,5392,72022,4178,1948709,10508,621257,10155,1327452,11575,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2520419,10488,288633,7655,136204,5484,152429,5217,2231786,11573,649118,8945,1582668,12075,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3806621,12287,641615,11644,326622,8231,314993,7487,3165006,13888,867844,11240,2297162,14821,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2091548,8178,158090,5400,84968,3807,73122,4096,1933458,9580,576914,9096,1356544,10575,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1079999,8323,177433,6880,108092,5020,69341,4803,902566,9571,272643,7551,629923,9533,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2350628,10288,313472,8367,167853,6364,145619,6875,2037156,11877,559860,10641,1477296,13481,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
