GEO_ID,C17009_001E,C17009_001M,C17009_002E,C17009_002M,C17009_003E,C17009_003M,C17009_004E,C17009_004M,C17009_005E,C17009_005M,C17009_006E,C17009_006M,C17009_007E,C17009_007M,C17009_008E,C17009_008M,C17009_009E,C17009_009M,NAME,C17009_001MA,C17009_001EA,C17009_002EA,C17009_002MA,C17009_003MA,C17009_003EA,C17009_004MA,C17009_004EA,C17009_005EA,C17009_005MA,C17009_006EA,C17009_006MA,C17009_007MA,C17009_007EA,C17009_008MA,C17009_008EA,C17009_009MA,C17009_009EA,state
0400000US01,783029,15528,238516,8212,12145,2266,79154,5241,147217,6730,544513,12460,270738,9641,101509,5596,172266,6109,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,143259,6751,26994,2843,1402,617,14494,2074,11098,1751,116265,6335,59799,5122,36988,2743,19478,2346,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1187456,17540,322097,11713,13110,2344,117621,5864,191366,8482,865359,13728,464146,11779,173509,7100,227704,6355,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,486409,12063,154745,7380,8196,1689,54840,4751,91709,5519,331664,9021,163604,6617,62857,4905,105203,4609,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6523257,45984,1724263,24708,69586,4640,603528,17591,1051149,18357,4798994,35231,2511134,25860,1123303,19922,1164557,15989,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1010930,17156,245402,9413,13046,2171,123632,8381,108724,6017,765528,14842,424478,12284,188049,6452,153001,5644,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,657160,13122,139329,7113,6305,1441,50387,4644,82637,4964,517831,12068,269656,9986,107223,5566,140952,4716,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,157745,8114,36625,3311,1316,673,12325,2033,22984,2606,121120,6918,66443,4810,20246,2762,34431,2243,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,228518,6667,50218,3549,1943,765,18360,2248,29915,2807,178300,5953,118387,5208,33439,3395,26474,2248,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3685906,32314,1010666,18802,61111,6944,323371,10608,626184,14823,2675240,26745,1346288,23559,514173,12928,814779,10878,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1574900,24068,452516,15148,22320,2824,151371,7256,278825,11462,1122384,18811,656002,13977,204234,7446,262148,7469,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,238976,8108,60425,3838,3242,919,21685,2561,35498,3174,178551,7014,98344,5781,37509,2921,42698,3067,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,256369,9788,79527,5313,5109,1338,37550,4405,36868,3310,176842,7808,82581,5370,42349,4016,51912,3394,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2257260,21655,543560,12062,25086,2887,204269,8113,314205,8253,1713700,20746,910567,17769,345542,9940,457591,8759,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1141813,16124,317940,9376,9569,1601,131129,5992,177242,7465,823873,14165,405342,10619,180746,6799,237785,6946,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,592959,9568,148185,5967,7750,1554,76089,4908,64346,3853,444774,8611,231255,7330,95324,4568,118195,4521,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,520901,11861,133170,5944,7826,1655,58099,3984,67245,3859,387731,10327,212229,8765,77391,4536,98111,3575,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,766338,12566,247796,8761,11150,1812,86893,5420,149753,6649,518542,10083,250866,7576,101727,5116,165949,5451,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,784425,14494,233684,9142,12243,2098,82907,5837,138534,6330,550741,13562,303624,10944,111842,6288,135275,5103,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,290520,7686,70646,4003,3476,896,23251,2666,43919,2802,219874,6519,104807,4670,50368,3199,64699,3486,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1025396,20608,212197,9011,8249,1662,76438,5845,127510,6585,813199,17658,489408,14180,147410,7073,176381,6064,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1358149,19330,312310,10546,9193,1829,104671,5726,198446,7802,1045839,18273,563095,14135,230214,8837,252530,6914,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1809034,22727,527569,12822,22485,3258,198620,7866,306464,9619,1281465,18959,564473,15822,271639,7666,445353,8696,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1053308,15510,246841,7951,11359,1583,115747,5892,119735,6207,806467,13067,418647,9826,195600,6782,192220,6291,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,449428,10547,150341,6760,9131,1908,42718,3863,98492,5598,299087,8235,152075,7594,53083,4172,93929,4035,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1131953,17718,319904,10221,17542,2796,118937,6221,183425,7854,812049,13453,417553,10598,163385,7139,231111,6226,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,208295,7374,53965,4905,3103,899,25967,3122,24895,2845,154330,5837,73495,4615,37811,3458,43024,2338,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,343203,8886,83268,4968,4884,1118,39350,3505,39034,2943,259935,7470,143558,6934,50464,3238,65913,3478,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,548984,15349,122717,7000,4842,1328,44155,4698,73720,4817,426267,13377,236017,9514,95867,5664,94383,5590,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,250468,8404,49989,3942,2059,909,18203,2376,29727,2965,200479,7504,108484,5316,44273,3617,47722,3148,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1407474,16666,283336,9174,12610,2208,78936,4806,191790,6960,1124138,15409,608629,12853,202427,7383,313082,8257,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,382396,11254,107052,6369,5921,1318,35708,3656,65423,5189,275344,9728,144417,6943,58135,4097,72792,4417,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3762917,35442,921195,18785,38075,4001,261137,10097,621983,15821,2841722,27589,1551775,21417,553364,12872,736583,11691,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1730304,22175,491726,13466,23102,2466,184912,8379,283712,10340,1238578,19009,641270,15467,257269,9339,340039,8939,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,148814,4424,40063,3005,2471,789,20302,2271,17290,1689,108751,4036,60247,3590,25181,2223,23323,1799,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2156982,22324,581652,12590,26676,2547,217078,10395,337898,10467,1575330,19425,783908,13959,303140,9348,488282,10355,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,663363,11003,185186,6311,10512,1945,69909,4604,104765,4712,478177,10029,258500,8604,87627,4373,132050,5016,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,837034,16506,230151,8546,9646,1823,93972,5518,126533,5967,606883,14323,277673,8873,152913,6965,176297,6466,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2395885,24821,601836,13977,22684,2774,208030,9319,371122,11336,1794049,21406,871436,15996,341548,9539,581065,10938,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,227041,8333,60975,4588,2355,1031,18434,2566,40186,3562,166066,6414,81466,4707,34685,2417,49915,3464,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,811866,14406,238205,8915,9250,1562,90484,5517,138471,7075,573661,12496,296918,10230,105933,5339,170810,6907,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,162358,5278,45809,3181,2283,842,20950,2451,22576,2267,116549,4878,64424,4286,23456,2858,28669,2162,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
