GEO_ID,B01002I_001E,B01002I_001M,B01002I_002E,B01002I_002M,B01002I_003E,B01002I_003M,NAME,B01002I_001EA,B01002I_001MA,B01002I_002EA,B01002I_002MA,B01002I_003MA,B01002I_003EA,state
0400000US01,24.5,0.5,25.4,1.0,23.5,0.8,Alabama,null,null,null,null,null,null,01
0400000US02,24.1,1.4,24.5,1.6,23.2,2.1,Alaska,null,null,null,null,null,null,02
0400000US04,25.4,0.1,24.8,0.1,26.1,0.2,Arizona,null,null,null,null,null,null,04
0400000US05,23.1,0.6,23.3,0.9,22.9,1.0,Arkansas,null,null,null,null,null,null,05
0400000US06,27.1,0.1,26.5,0.1,27.7,0.1,California,null,null,null,null,null,null,06
0400000US08,26.3,0.2,26.0,0.2,26.7,0.3,Colorado,null,null,null,null,null,null,08
0400000US09,27.2,0.3,26.4,0.4,28.0,0.4,Connecticut,null,null,null,null,null,null,09
0400000US10,24.4,0.5,24.1,0.9,25.1,1.6,Delaware,null,null,null,null,null,null,10
0400000US11,30.0,0.1,29.9,0.3,30.1,0.3,District of Columbia,null,null,null,null,null,null,11
0400000US12,33.8,0.1,32.1,0.3,35.2,0.2,Florida,null,null,null,null,null,null,12
0400000US13,25.2,0.3,25.5,0.3,24.7,0.4,Georgia,null,null,null,null,null,null,13
0400000US15,24.7,0.3,24.6,0.5,24.9,0.5,Hawaii,null,null,null,null,null,null,15
0400000US16,23.0,0.5,23.1,0.6,22.7,1.2,Idaho,null,null,null,null,null,null,16
0400000US17,26.3,0.2,26.2,0.3,26.5,0.2,Illinois,null,null,null,null,null,null,17
0400000US18,24.3,0.4,24.6,0.4,23.8,0.6,Indiana,null,null,null,null,null,null,18
0400000US19,22.6,0.8,22.8,1.0,22.3,1.1,Iowa,null,null,null,null,null,null,19
0400000US20,23.0,0.5,23.3,0.6,22.6,0.9,Kansas,null,null,null,null,null,null,20
0400000US21,23.5,0.9,23.6,1.3,23.3,1.3,Kentucky,null,null,null,null,null,null,21
0400000US22,29.6,0.5,29.4,0.6,30.0,1.1,Louisiana,null,null,null,null,null,null,22
0400000US23,22.1,2.9,22.9,5.2,21.4,3.1,Maine,null,null,null,null,null,null,23
0400000US24,27.7,0.3,27.6,0.4,27.8,0.3,Maryland,null,null,null,null,null,null,24
0400000US25,26.2,0.2,25.2,0.2,27.7,0.4,Massachusetts,null,null,null,null,null,null,25
0400000US26,24.4,0.3,24.0,0.6,24.9,0.5,Michigan,null,null,null,null,null,null,26
0400000US27,23.5,0.6,23.4,0.8,23.7,1.0,Minnesota,null,null,null,null,null,null,27
0400000US28,24.9,1.8,25.9,2.4,23.9,3.1,Mississippi,null,null,null,null,null,null,28
0400000US29,25.0,0.5,24.5,1.3,25.2,0.6,Missouri,null,null,null,null,null,null,29
0400000US30,22.9,3.1,21.9,4.9,23.8,3.3,Montana,null,null,null,null,null,null,30
0400000US31,22.2,0.8,22.9,1.2,21.7,0.8,Nebraska,null,null,null,null,null,null,31
0400000US32,25.9,0.2,25.8,0.3,26.0,0.3,Nevada,null,null,null,null,null,null,32
0400000US33,24.6,1.5,24.4,4.9,24.6,2.3,New Hampshire,null,null,null,null,null,null,33
0400000US34,30.1,0.1,29.0,0.2,31.1,0.2,New Jersey,null,null,null,null,null,null,34
0400000US35,29.8,0.2,28.7,0.3,30.9,0.3,New Mexico,null,null,null,null,null,null,35
0400000US36,30.3,0.1,28.9,0.2,31.7,0.2,New York,null,null,null,null,null,null,36
0400000US37,24.1,0.3,24.2,0.7,24.0,0.5,North Carolina,null,null,null,null,null,null,37
0400000US38,21.6,2.0,19.4,2.3,24.3,6.1,North Dakota,null,null,null,null,null,null,38
0400000US39,24.8,0.3,24.7,0.6,24.8,0.6,Ohio,null,null,null,null,null,null,39
0400000US40,23.4,0.4,24.3,0.4,21.9,0.7,Oklahoma,null,null,null,null,null,null,40
0400000US41,23.6,0.4,23.7,0.5,23.5,0.6,Oregon,null,null,null,null,null,null,41
0400000US42,24.8,0.3,24.5,0.3,25.3,0.6,Pennsylvania,null,null,null,null,null,null,42
0400000US44,26.0,0.5,24.5,0.6,26.8,0.5,Rhode Island,null,null,null,null,null,null,44
0400000US45,25.3,0.4,25.8,0.5,24.3,0.8,South Carolina,null,null,null,null,null,null,45
0400000US46,22.9,2.9,24.1,3.7,22.5,3.2,South Dakota,null,null,null,null,null,null,46
0400000US47,24.5,0.4,25.4,0.5,23.4,0.8,Tennessee,null,null,null,null,null,null,47
0400000US48,26.9,0.1,26.2,0.2,27.6,0.1,Texas,null,null,null,null,null,null,48
0400000US49,23.4,0.3,22.9,0.3,24.0,0.4,Utah,null,null,null,null,null,null,49
0400000US50,23.8,1.6,22.8,1.5,27.3,6.2,Vermont,null,null,null,null,null,null,50
0400000US51,27.5,0.3,27.1,0.5,27.8,0.4,Virginia,null,null,null,null,null,null,51
0400000US53,23.7,0.2,23.9,0.3,23.3,0.3,Washington,null,null,null,null,null,null,53
0400000US54,25.3,4.2,27.3,5.3,22.2,4.7,West Virginia,null,null,null,null,null,null,54
0400000US55,23.2,0.4,23.3,0.7,23.1,0.4,Wisconsin,null,null,null,null,null,null,55
0400000US56,25.4,1.5,26.1,2.2,24.0,4.5,Wyoming,null,null,null,null,null,null,56
0400000US72,37.1,0.2,35.3,0.2,39.0,0.2,Puerto Rico,null,null,null,null,null,null,72
