GEO_ID,B01001_001E,B01001_001M,B01001_002E,B01001_002M,B01001_003E,B01001_003M,B01001_004E,B01001_004M,B01001_005E,B01001_005M,B01001_006E,B01001_006M,B01001_007E,B01001_007M,B01001_008E,B01001_008M,B01001_009E,B01001_009M,B01001_010E,B01001_010M,B01001_011E,B01001_011M,B01001_012E,B01001_012M,B01001_013E,B01001_013M,B01001_014E,B01001_014M,B01001_015E,B01001_015M,B01001_016E,B01001_016M,B01001_017E,B01001_017M,B01001_018E,B01001_018M,B01001_019E,B01001_019M,B01001_020E,B01001_020M,B01001_021E,B01001_021M,B01001_022E,B01001_022M,B01001_023E,B01001_023M,B01001_024E,B01001_024M,B01001_025E,B01001_025M,B01001_026E,B01001_026M,B01001_027E,B01001_027M,B01001_028E,B01001_028M,B01001_029E,B01001_029M,B01001_030E,B01001_030M,B01001_031E,B01001_031M,B01001_032E,B01001_032M,B01001_033E,B01001_033M,B01001_034E,B01001_034M,B01001_035E,B01001_035M,B01001_036E,B01001_036M,B01001_037E,B01001_037M,B01001_038E,B01001_038M,B01001_039E,B01001_039M,B01001_040E,B01001_040M,B01001_041E,B01001_041M,B01001_042E,B01001_042M,B01001_043E,B01001_043M,B01001_044E,B01001_044M,B01001_045E,B01001_045M,B01001_046E,B01001_046M,B01001_047E,B01001_047M,B01001_048E,B01001_048M,B01001_049E,B01001_049M,NAME,B01001_001MA,B01001_001EA,B01001_002MA,B01001_002EA,B01001_003EA,B01001_003MA,B01001_004MA,B01001_004EA,B01001_005MA,B01001_005EA,B01001_006MA,B01001_006EA,B01001_007EA,B01001_007MA,B01001_008EA,B01001_008MA,B01001_009EA,B01001_009MA,B01001_010EA,B01001_010MA,B01001_011MA,B01001_011EA,B01001_012MA,B01001_012EA,B01001_013EA,B01001_013MA,B01001_014EA,B01001_014MA,B01001_015EA,B01001_015MA,B01001_016EA,B01001_016MA,B01001_017EA,B01001_017MA,B01001_018EA,B01001_018MA,B01001_019EA,B01001_019MA,B01001_020EA,B01001_020MA,B01001_021EA,B01001_021MA,B01001_022MA,B01001_022EA,B01001_023EA,B01001_023MA,B01001_024EA,B01001_024MA,B01001_025EA,B01001_025MA,B01001_026EA,B01001_026MA,B01001_027EA,B01001_027MA,B01001_028MA,B01001_028EA,B01001_029EA,B01001_029MA,B01001_030MA,B01001_030EA,B01001_031MA,B01001_031EA,B01001_032EA,B01001_032MA,B01001_033MA,B01001_033EA,B01001_034EA,B01001_034MA,B01001_035EA,B01001_035MA,B01001_036MA,B01001_036EA,B01001_037MA,B01001_037EA,B01001_038EA,B01001_038MA,B01001_039MA,B01001_039EA,B01001_040MA,B01001_040EA,B01001_041MA,B01001_041EA,B01001_042MA,B01001_042EA,B01001_043EA,B01001_043MA,B01001_044MA,B01001_044EA,B01001_045MA,B01001_045EA,B01001_046MA,B01001_046EA,B01001_047EA,B01001_047MA,B01001_048EA,B01001_048MA,B01001_049EA,B01001_049MA,state
0400000US06,37349363,-555555555,18570505,5032,1293094,2491,1287029,16729,1328047,16987,857360,2867,602241,4081,309375,9337,302914,8688,840184,11738,1401636,3494,1314916,3442,1296031,12452,1313226,12419,1336611,3295,1266590,3020,1060346,11458,390374,8538,514101,9216,271371,7052,340189,7309,448701,7173,339898,7330,246103,6230,210168,6460,18778858,5032,1235804,2248,1249625,13521,1250239,13058,806031,2368,560058,5247,292574,11050,267424,9051,770164,12351,1330091,2848,1276810,2863,1297565,13205,1284243,13069,1344469,2928,1297867,2176,1127146,12460,408405,8115,567278,9887,308015,8563,401470,9266,521299,8394,427242,8159,351114,6906,403925,8754,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US01,4785298,-555555555,2322243,4446,158291,2837,154398,5979,164893,5404,104590,2593,75593,2769,35161,3276,38638,3412,94380,4505,149164,2920,144462,2563,149505,5423,156051,4999,170347,2670,166037,2377,148405,4382,58228,3223,75227,3747,42556,2690,55840,3282,71371,3384,51390,2429,34816,2447,22900,1848,2463055,4446,149778,2783,155260,4565,153567,5105,94651,2089,73243,3004,38548,3161,40919,3622,91867,4427,157069,2981,150958,2625,153980,5090,161558,5397,175163,2408,177480,2306,164911,4350,61408,3064,83594,4030,44820,2588,64199,2855,90841,2638,73128,3075,53569,2254,52544,2963,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713985,-555555555,372436,1772,27406,1004,26347,1832,28085,1977,16477,1311,10063,982,6832,1426,7412,1117,15550,1613,30013,1404,25464,1256,21477,1913,27685,1744,28983,1030,28169,904,28150,1682,7261,1170,11532,1459,5866,1004,5382,796,6125,985,4101,663,2602,441,1454,453,341549,1772,26176,1031,23523,1659,24287,1964,16084,1089,8986,1055,5710,1453,4842,1045,15628,1634,24826,854,23387,1018,19992,1669,24306,1724,27304,1228,27773,1049,22339,1732,7972,1168,10605,1517,4340,860,4790,964,7694,1127,4477,689,3890,662,2618,515,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6413737,-555555555,3190700,2757,234650,1910,221886,6316,241574,6042,138738,1671,98991,2687,45851,3659,47234,3365,137890,4926,224458,1872,213257,2171,208029,6045,209410,6192,211769,1930,203591,1174,180178,5142,73222,4156,95988,4267,54767,3394,76279,3363,106947,4459,76088,3168,51277,3113,38626,2737,3223037,2757,221126,1497,226737,6702,215765,6629,131935,1613,90522,1880,45476,4253,43746,4174,124858,5436,216416,1883,205309,1645,210170,6498,196161,6294,213318,1644,214815,1463,196973,6087,77977,3975,108922,5037,64000,3410,88619,4026,111176,3884,81587,3787,71129,3650,66300,3367,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2921606,-555555555,1430837,4306,101141,2669,97620,3992,103272,3631,59500,1842,47203,3153,21392,1890,21695,2111,55937,3234,94224,2680,91874,3023,93480,4239,91157,3829,99296,1844,99781,2012,88452,3571,34071,2709,47281,2950,27185,2410,37356,2587,47016,2762,33794,1981,21629,1878,16481,1658,1490769,4306,93310,2691,98238,4396,98247,3911,59802,2345,43928,3005,23029,2821,23123,3216,54747,3667,92830,2838,89119,2565,95601,4248,91605,3581,102548,1990,103419,1705,93455,3437,37494,2980,53660,3014,29571,2316,40240,2456,53902,2808,40804,2427,35809,2453,36288,2397,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US08,5049071,-555555555,2531362,3639,176774,1969,180588,5089,169697,5147,104643,1770,73276,2815,35470,3307,40129,3408,105650,4747,191560,2175,184529,2097,180601,5304,177389,5218,183836,1723,185150,2036,162879,4360,59522,3198,74537,3816,37587,2006,49293,2400,61020,2610,41867,2104,30628,1931,24737,1744,2517709,3639,165503,1769,173933,4811,160848,4786,96692,2017,68883,2045,32057,2940,29463,2951,107420,4517,179186,2444,173024,1592,178412,5287,167104,5226,185118,1544,186947,1772,168655,4380,58818,3147,79140,3939,39675,2238,53740,2512,69529,2727,53042,3244,43419,2522,47101,3015,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3577073,-555555555,1738918,1627,101888,805,112332,3980,125369,4081,76755,949,51071,1010,25032,2408,24353,2569,67390,3165,107085,1107,102822,1613,106026,4078,130804,4088,140817,1002,139054,969,115647,3320,39533,2756,59506,2778,31204,2275,39253,2203,49368,2466,37086,2157,30310,2045,26213,2139,1838155,1627,99797,1048,110143,4011,115723,3988,73281,986,48387,1155,25921,2387,22044,2283,63204,3072,106810,1125,105033,1351,117538,3414,129749,3509,148815,988,146340,1037,121150,3643,45141,2692,64360,2843,33467,2329,46917,2614,58448,2496,51131,2639,43355,2381,61401,2564,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,899769,-555555555,436608,1451,28725,641,27632,2129,30226,2143,18923,901,14967,1006,7638,1393,7858,1383,16716,1957,27478,684,26986,966,28186,1824,27798,1992,33071,1112,31483,631,28781,1832,10811,1722,12622,1552,8393,1100,12354,1297,13352,1498,9464,1091,8024,1015,5120,787,463161,1451,27370,596,28445,1883,26728,1874,18020,587,15810,1207,6487,1485,5648,1336,17797,1717,28828,817,27224,610,28222,2089,32030,2350,34016,971,34384,670,31810,1995,11899,1387,15680,1713,9924,1238,12417,1287,16230,1554,12443,1097,10496,1261,11253,1229,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,604453,-555555555,285729,795,16786,346,14826,1116,10965,1131,8919,574,11677,1528,5053,1344,5052,1345,16750,2150,33249,594,26904,129,20354,1890,20148,1808,19562,384,18120,300,15441,1287,6215,1094,8040,1062,3964,746,6171,1006,6316,934,4182,646,3858,661,3177,714,318724,795,16075,274,12442,1437,13004,1437,8250,542,13842,1324,7079,1552,6671,1437,20238,1760,37501,2,28668,4,22791,1548,18111,1669,18789,324,18906,297,17491,1180,7759,1351,9348,1117,5165,995,7424,1002,8470,987,7498,1034,5702,975,7500,1100,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18843326,-555555555,9212548,5887,542752,3256,549618,11298,585643,11000,370685,4385,262540,4651,148642,6852,135066,6849,357940,9196,586438,4135,556087,3644,585546,10621,621548,9886,691848,3906,649463,3284,574723,9128,214463,6541,321781,8990,186256,5254,268945,6264,355679,6985,278661,6127,204180,5335,164044,5554,9630778,5887,525234,3134,531772,8747,552482,8880,341333,3679,256359,4213,134054,7283,129918,6899,342109,7837,574330,2967,554095,3583,606797,10826,624100,10567,707018,3323,691639,2927,642246,9026,242723,7104,359135,7832,209949,7063,301130,7543,416725,8136,328197,7007,275927,6346,283506,8322,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
