GEO_ID,B15002_001E,B15002_001M,B15002_002E,B15002_002M,B15002_003E,B15002_003M,B15002_004E,B15002_004M,B15002_005E,B15002_005M,B15002_006E,B15002_006M,B15002_007E,B15002_007M,B15002_008E,B15002_008M,B15002_009E,B15002_009M,B15002_010E,B15002_010M,B15002_011E,B15002_011M,B15002_012E,B15002_012M,B15002_013E,B15002_013M,B15002_014E,B15002_014M,B15002_015E,B15002_015M,B15002_016E,B15002_016M,B15002_017E,B15002_017M,B15002_018E,B15002_018M,B15002_019E,B15002_019M,B15002_020E,B15002_020M,B15002_021E,B15002_021M,B15002_022E,B15002_022M,B15002_023E,B15002_023M,B15002_024E,B15002_024M,B15002_025E,B15002_025M,B15002_026E,B15002_026M,B15002_027E,B15002_027M,B15002_028E,B15002_028M,B15002_029E,B15002_029M,B15002_030E,B15002_030M,B15002_031E,B15002_031M,B15002_032E,B15002_032M,B15002_033E,B15002_033M,B15002_034E,B15002_034M,B15002_035E,B15002_035M,NAME,B15002_001EA,B15002_001MA,B15002_002EA,B15002_002MA,B15002_003EA,B15002_003MA,B15002_004MA,B15002_004EA,B15002_005EA,B15002_005MA,B15002_006EA,B15002_006MA,B15002_007MA,B15002_007EA,B15002_008MA,B15002_008EA,B15002_009MA,B15002_009EA,B15002_010EA,B15002_010MA,B15002_011EA,B15002_011MA,B15002_012MA,B15002_012EA,B15002_013EA,B15002_013MA,B15002_014EA,B15002_014MA,B15002_015EA,B15002_015MA,B15002_016EA,B15002_016MA,B15002_017MA,B15002_017EA,B15002_018MA,B15002_018EA,B15002_019EA,B15002_019MA,B15002_020MA,B15002_020EA,B15002_021EA,B15002_021MA,B15002_022EA,B15002_022MA,B15002_023MA,B15002_023EA,B15002_024MA,B15002_024EA,B15002_025EA,B15002_025MA,B15002_026MA,B15002_026EA,B15002_027MA,B15002_027EA,B15002_028EA,B15002_028MA,B15002_029MA,B15002_029EA,B15002_030EA,B15002_030MA,B15002_031MA,B15002_031EA,B15002_032MA,B15002_032EA,B15002_033MA,B15002_033EA,B15002_034MA,B15002_034EA,B15002_035EA,B15002_035MA,state
0400000US01,3161521,5158,1496299,3390,19684,2228,11848,2282,24311,2759,45104,3315,42666,4166,52368,4187,54511,3939,30052,3091,481761,9696,80057,4597,236768,6963,88328,4397,210128,6920,74006,3915,26531,2419,18176,2306,1665222,3741,20565,2396,8266,1524,22826,2874,42962,3105,42917,3618,58224,3768,59820,4159,28752,2357,506444,9841,104730,5177,268808,8014,137054,5571,229735,7140,108468,4650,15571,2025,10080,1345,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,450577,1719,234264,1532,1307,553,929,380,1708,556,2805,708,3429,914,3451,885,4969,1273,3090,842,66179,3729,15607,1777,52316,2840,16868,1941,38997,2987,15136,1867,4592,816,2881,835,216313,1124,1210,526,1253,418,1698,523,1798,472,2472,736,2712,867,5169,1320,2376,783,47876,2581,17830,2078,47464,2987,20238,2081,44349,2811,15561,1945,2741,911,1566,580,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4146758,3096,2023886,2551,21200,2402,20391,2534,44053,3743,43003,3899,36039,3321,44439,3562,54000,4107,36257,3487,507280,12064,139749,6812,375055,10172,153981,6955,354409,8835,123394,6295,41134,3328,29502,3084,2122872,2474,24886,2705,20589,2781,41000,3656,46339,3453,36415,3232,41471,4586,46626,3799,38643,3959,532917,10921,179654,6202,405767,9927,182969,7200,337480,8029,146021,5800,25259,2472,16836,1833,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1919422,5349,923077,3982,11125,1711,8222,1563,14304,1892,29511,2592,25754,2757,27847,2814,32115,3180,17468,1933,325450,6242,58819,3485,141127,6102,47814,3747,124538,5221,35952,2574,14449,2045,8582,1486,996345,3650,12817,1867,6835,1171,10726,1583,27964,2607,24896,2328,27348,2929,35413,3085,15079,1856,338626,7372,72583,3903,159664,6040,73897,4278,128350,5141,50964,3848,7681,1220,3502,1008,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24097200,5727,11750261,4716,262331,8623,212432,9023,502301,13411,235909,9178,266803,9448,207703,7281,303459,8815,324410,10051,2464282,24187,640270,11495,1927544,24009,822526,14451,2204766,21258,849249,12266,306282,8792,219994,7785,12346939,4858,311188,8611,248246,7803,511103,13962,251441,7715,261891,8690,210297,8016,258079,9510,282449,8725,2548131,20485,756469,13401,2027524,22547,1009141,15553,2406109,23674,901374,14419,236960,6962,126537,5156,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3328045,3818,1645135,3237,12185,1730,12659,1855,24403,3011,24937,2205,22824,3117,27413,3085,29444,2956,26331,2339,380158,8652,102515,4472,262716,8227,117689,5538,379160,8788,148868,4920,41270,2872,32563,2796,1682910,3145,12265,1746,8551,1739,20292,2450,26614,2843,22182,2102,22266,2791,28628,2700,22438,2573,379168,8113,118604,4872,269489,7341,143044,5728,399895,8316,163893,6078,28532,2784,17049,2052,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2434383,1628,1154728,1506,9670,1775,8938,1849,14549,2566,23605,2363,17054,2118,20149,2239,24546,2851,20778,1972,333898,7394,60278,3443,133160,5425,67671,4009,240017,7224,117160,5179,39373,2453,23882,2409,1279655,1314,10550,1654,8604,1483,13579,1942,22419,2540,16154,2255,23554,2702,25640,2757,17219,2081,353720,8727,76366,3524,161607,5884,105376,4755,251973,7281,148068,5585,29422,2503,15404,1765,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,600779,1136,283923,823,2489,844,2027,793,3651,1201,3834,1066,5965,1137,8155,1538,8557,1487,4118,1009,92080,3634,17541,2096,38259,2800,17758,1985,45374,2867,20203,2045,7420,1150,6492,1108,316856,1077,2835,837,1515,615,2579,854,4163,1085,4631,1047,6907,1390,8712,1442,3983,821,104079,4123,19796,1896,44449,3148,25628,2967,54026,3369,25771,2186,4652,1164,3130,654,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,416824,662,195701,605,2944,1134,2306,890,2429,943,2652,845,3414,1258,4271,1013,4516,1143,3380,899,38963,2991,5487,1031,18946,2400,5714,1434,45599,2883,28654,2905,18367,1841,8059,1469,221123,485,2112,780,1310,563,2693,967,3222,893,2910,835,5361,1309,5621,1229,3251,725,45606,3239,6873,1222,26396,2705,7623,1478,50974,2749,35053,2300,15287,1963,6831,1198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13077179,7576,6259662,6231,85056,5855,57355,5245,113543,7606,124249,6703,123758,5586,159225,7939,166006,8614,154993,7085,1847485,19886,385771,10477,891628,15889,478069,12804,1050211,15225,378519,9126,161884,6855,81910,4199,6817517,4967,89256,5083,52802,4004,113269,7021,115481,6605,106037,6385,136615,7132,149739,7107,151667,7630,2069099,19676,477400,10683,1013994,16877,643431,13896,1121665,16803,432207,9197,92798,5084,52057,3436,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
