GEO_ID,C27001I_001E,C27001I_001M,C27001I_002E,C27001I_002M,C27001I_003E,C27001I_003M,C27001I_004E,C27001I_004M,C27001I_005E,C27001I_005M,C27001I_006E,C27001I_006M,C27001I_007E,C27001I_007M,C27001I_008E,C27001I_008M,C27001I_009E,C27001I_009M,C27001I_010E,C27001I_010M,NAME,C27001I_001EA,C27001I_001MA,C27001I_002EA,C27001I_002MA,C27001I_003MA,C27001I_003EA,C27001I_004MA,C27001I_004EA,C27001I_005EA,C27001I_005MA,C27001I_006EA,C27001I_006MA,C27001I_007MA,C27001I_007EA,C27001I_008EA,C27001I_008MA,C27001I_009MA,C27001I_009EA,C27001I_010EA,C27001I_010MA,state
0400000US38,13000,1307,5883,851,5703,868,180,207,6387,716,4370,747,2017,677,730,483,730,483,0,211,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,347399,2458,134042,1438,118075,2505,15967,2172,198026,2772,125775,4861,72251,5004,15331,1465,14940,1457,391,354,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,325842,1311,133371,1484,111792,2886,21579,2851,183900,1897,83958,3913,99942,3739,8571,748,7646,848,925,528,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,446981,969,180465,287,150982,4276,29483,4238,253848,1561,133577,6065,120271,5992,12668,1324,11448,1356,1220,548,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,706512,1938,261507,1193,242746,3054,18761,2739,417413,2189,290256,6890,127157,6986,27592,1347,27060,1411,532,441,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,130484,289,46014,251,41885,1459,4129,1424,78681,593,45051,3007,33630,2871,5789,557,5486,643,303,402,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,223405,1788,80498,1130,65899,2857,14599,2629,136852,2430,49772,4556,87080,5355,6055,1027,5565,1037,490,321,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,19369,1626,8021,968,7587,1154,434,538,10533,1076,6830,1255,3703,1043,815,728,815,728,0,223,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,284915,3002,106965,2089,91229,3335,15736,2559,169764,2641,68852,4845,100912,5165,8186,1422,7166,1441,1020,793,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9399081,6283,3338172,1521,2685701,17240,652471,17340,5534952,6218,2798648,30744,2736304,30985,525957,4147,491103,5147,34854,4004,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,357588,963,144482,500,107669,4224,36813,4204,202728,1044,108617,5191,94111,5437,10378,865,9492,933,886,567,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9665,825,2595,525,2522,517,73,90,6493,816,5136,885,1357,673,577,321,570,323,7,13,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,615321,2810,203614,2223,169490,5188,34124,4650,393741,3380,213081,8487,180660,7705,17966,1313,16217,1431,1749,567,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,748136,2502,300407,840,269173,4828,31234,4750,426989,2791,228446,7689,198543,7742,20740,1541,19782,1615,958,520,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,20336,1923,7735,1400,7584,1411,151,196,10996,1283,6624,1004,4372,992,1605,719,1516,715,89,132,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,331722,1461,134608,1487,120419,2969,14189,2358,187029,1802,112777,4146,74252,3872,10085,935,9690,886,395,268,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,49593,435,19676,904,16917,1417,2759,951,27759,1185,18059,1934,9700,1905,2158,679,2158,679,0,269,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3654280,3647,888457,1762,850396,4000,38061,3756,2231749,2991,1981142,8479,250607,8610,534074,1491,530426,1557,3648,914,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
