GEO_ID,C27001I_001E,C27001I_001M,C27001I_002E,C27001I_002M,C27001I_003E,C27001I_003M,C27001I_004E,C27001I_004M,C27001I_005E,C27001I_005M,C27001I_006E,C27001I_006M,C27001I_007E,C27001I_007M,C27001I_008E,C27001I_008M,C27001I_009E,C27001I_009M,C27001I_010E,C27001I_010M,NAME,C27001I_001EA,C27001I_001MA,C27001I_002EA,C27001I_002MA,C27001I_003MA,C27001I_003EA,C27001I_004MA,C27001I_004EA,C27001I_005EA,C27001I_005MA,C27001I_006EA,C27001I_006MA,C27001I_007MA,C27001I_007EA,C27001I_008EA,C27001I_008MA,C27001I_009MA,C27001I_009EA,C27001I_010EA,C27001I_010MA,state
0400000US01,180566,2377,67215,1785,53360,3292,13855,2967,109202,2053,37946,4051,71256,4142,4149,1121,3603,1028,546,637,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,38470,1724,14839,492,13201,815,1638,865,22655,1770,15284,1518,7371,1605,976,304,853,317,123,184,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1872157,3543,707641,484,588030,8573,119611,8570,1067819,3614,679365,11636,388454,11448,96697,941,91765,1662,4932,1287,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,180477,1812,72911,1637,64272,2268,8639,1748,104132,2024,44241,4390,59891,4542,3434,1021,3234,1031,200,201,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13931538,4982,4768399,873,4181642,17012,586757,17035,8419435,4746,4982975,36875,3436460,37155,743704,3066,704588,4443,39116,4018,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1025931,2631,376650,944,311914,7039,64736,6594,596667,2692,357914,8540,238753,8887,52614,1365,51297,1534,1317,577,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,473701,990,160975,72,151382,2138,9593,2138,291849,1039,199716,5607,92133,5564,20877,679,19839,827,1038,532,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,73052,181,27360,5,24560,1408,2800,1408,43194,596,26754,2591,16440,2542,2498,559,2498,559,0,265,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,54795,208,12258,8,11952,318,306,319,39768,208,31500,1973,8268,1974,2769,4,2492,267,277,267,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4206942,3056,1108995,3701,920202,10322,188793,10444,2662914,4637,1429210,22245,1233704,21667,435033,2422,416387,3931,18646,2926,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,843034,1927,316561,1996,243897,7270,72664,7247,506977,3243,183709,9126,323268,9461,19496,1959,16943,2078,2553,536,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,114131,1095,45152,10,43457,1062,1695,1062,62344,1275,54046,1505,8298,1380,6635,675,6509,680,126,139,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,174262,836,73440,546,61584,2316,11856,2309,94534,1419,49105,2900,45429,2922,6288,1064,6195,1063,93,99,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2022648,2333,725845,1451,679824,4855,46021,4897,1214441,2168,705028,13049,509413,12947,82362,1338,76393,1781,5969,1175,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,385190,1398,153196,1568,133171,3570,20025,3269,219613,1800,128738,4172,90875,4117,12381,1094,11725,1015,656,478,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,149824,1172,62056,1170,55696,1962,6360,1721,84532,1577,51418,2969,33114,2794,3236,916,2835,838,401,327,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,296123,1090,121308,1052,102271,3097,19037,3013,165246,1488,92090,4681,73156,4311,9569,1307,9141,1266,428,324,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,124565,3227,49266,2431,40696,2833,8570,1891,71947,2458,32620,2867,39327,3317,3352,1039,3061,996,291,254,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,188340,1318,53177,1768,46811,2321,6366,1778,122261,2138,55087,4042,67174,4688,12902,1206,12105,1237,797,468,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,16339,830,5661,828,5661,828,0,230,9623,775,7944,813,1679,569,1055,424,1055,424,0,230,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,468668,979,148647,765,132609,3155,16038,3053,304269,1254,158355,6460,145914,6448,15752,904,13293,997,2459,745,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,622831,1285,211209,350,207880,1138,3329,1097,385438,1181,328671,5195,56767,5279,26184,705,25332,886,852,523,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,433593,1425,170529,1049,158763,3166,11766,3001,243323,2121,155362,4946,87961,5226,19741,1399,19262,1434,479,403,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,244927,1289,100129,1118,82039,2698,18090,2307,139083,1549,84969,4029,54114,3829,5715,907,5609,929,106,97,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,68789,3506,24457,1912,17126,1983,7331,1658,42008,2467,16171,2601,25837,2859,2324,777,1951,647,373,288,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,208055,1399,79348,1166,68801,2471,10547,2253,119213,1545,71516,3632,47697,3328,9494,1171,9065,1208,429,299,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,27636,547,10877,744,8220,1177,2657,1051,15430,751,11118,1141,4312,942,1329,494,1329,494,0,237,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,165671,799,69718,911,59785,2474,9933,2208,91511,1226,52312,3255,39199,3231,4442,694,4244,690,198,178,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,713554,849,262334,432,200268,5708,62066,5667,422592,1202,232504,7874,190088,7904,28628,717,24575,1755,4053,1692,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,36577,675,13306,621,11076,1191,2230,1181,21061,961,14442,1555,6619,1744,2210,773,2210,773,0,257,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1548119,1682,461628,1184,413830,4577,47798,4368,992486,1720,589614,11073,402872,11065,94005,1270,85718,2312,8287,1938,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,945114,1500,303141,202,273308,3961,29833,3973,557311,1726,374067,8718,183244,8707,84662,991,82128,1262,2534,873,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3393628,2551,972086,1344,911582,5452,60504,5502,2177618,2651,1482559,16630,695059,16039,243924,1611,237034,2166,6890,1713,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,790463,2628,310482,2463,256677,6374,53805,6331,463752,3190,178487,7293,285265,7759,16229,1805,13823,1748,2406,890,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
